Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,792,199,N/A,N/A,N/A,17.220537900924683,17.220537900924683,0.17101658458639005,0.025669262949342853,0.0013145028366635166,0.17101658458639005,0.025669262949342853,0.0013145028366635166
Fixed Cut 5.0%,753,199,39,4.924242424242424,N/A,11.19741177558899,11.19741177558899,0.17228411627849158,0.025688697094684115,0.0013082147509363006,0.17228411627849158,0.025688697094684115,0.0013082147509363006
Fixed Cut 10.0%,713,199,79,9.974747474747476,N/A,18.49586582183838,18.49586582183838,0.17656165986415961,0.02618828262835432,0.0013643685087823345,0.17656165986415961,0.02618828262835432,0.0013643685087823345
Fixed Cut 15.0%,674,199,118,14.898989898989898,N/A,23.712688207626343,23.712688207626343,0.16598541119751936,0.024782561868031638,0.0012171106848863254,0.16598541119751936,0.024782561868031638,0.0012171106848863254
Fixed Cut 20.0%,634,199,158,19.94949494949495,N/A,11.561012983322144,11.561012983322144,0.2047456425718479,0.029061891340308944,0.0016236613762232162,0.2047456425718479,0.029061891340308944,0.0016236613762232162
Fixed Cut 25.0%,594,199,198,25.0,N/A,13.32888913154602,13.32888913154602,0.18517223274266167,0.0270025371081562,0.0014122551090252984,0.18517223274266167,0.0270025371081562,0.0014122551090252984
Fixed Cut 30.0%,555,199,237,29.924242424242426,N/A,18.141028881072998,18.141028881072998,0.17743650002082834,0.026008308060453927,0.0012954465306477415,0.17743650002082834,0.026008308060453927,0.0012954465306477415
Fixed Cut 35.0%,515,199,277,34.974747474747474,N/A,22.957134008407593,22.957134008407593,0.15590903578127033,0.02356947214080236,0.0010875928116300837,0.15590903578127033,0.02356947214080236,0.0010875928116300837
Fixed Cut 40.0%,476,199,316,39.8989898989899,N/A,9.160289764404297,9.160289764404297,0.2173859399186356,0.03082167587619015,0.0017741119131237518,0.2173859399186356,0.03082167587619015,0.0017741119131237518
Fixed Cut 45.0%,436,199,356,44.94949494949495,N/A,20.215145111083984,20.215145111083984,0.16192850252636673,0.024179695946341413,0.0011379632594704684,0.16192850252636673,0.024179695946341413,0.0011379632594704684
