Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,260,65,N/A,N/A,N/A,3.795952081680298,3.795952081680298,1.1735293587067277,0.3174387816454936,0.1630762073306157,1.1735293587067277,0.3174387816454936,0.1630762073306157
Fixed Cut 5.0%,247,65,13,5.0,N/A,2.824082136154175,2.824082136154175,2.3208516112145774,0.31806823135352663,0.16135361699017597,2.3208516112145774,0.31806823135352663,0.16135361699017597
Fixed Cut 10.0%,234,65,26,10.0,N/A,3.2764339447021484,3.2764339447021484,1.230252223069399,0.31646256065701633,0.16153431707438773,1.230252223069399,0.31646256065701633,0.16153431707438773
Fixed Cut 15.0%,221,65,39,15.0,N/A,4.197626113891602,4.197626113891602,1.9472718898389614,0.31320699260585233,0.16268525247529447,1.9472718898389614,0.31320699260585233,0.16268525247529447
Fixed Cut 20.0%,208,65,52,20.0,N/A,3.0394279956817627,3.0394279956817627,1.2324164704093514,0.31492101703691067,0.1621331529074127,1.2324164704093514,0.31492101703691067,0.1621331529074127
Fixed Cut 25.0%,195,65,65,25.0,N/A,3.453284978866577,3.453284978866577,1.6330557230577076,0.3140219671258407,0.16086120985488644,1.6330557230577076,0.3140219671258407,0.16086120985488644
Fixed Cut 30.0%,182,65,78,30.0,N/A,3.00222110748291,3.00222110748291,2.2680424777268,0.3138681766895225,0.16142821908664692,2.2680424777268,0.3138681766895225,0.16142821908664692
Fixed Cut 35.0%,169,65,91,35.0,N/A,3.9423859119415283,3.9423859119415283,2.4900317770042446,0.3135945784458956,0.16170659149282154,2.4900317770042446,0.3135945784458956,0.16170659149282154
Fixed Cut 40.0%,157,65,103,39.61538461538461,N/A,3.2325527667999268,3.2325527667999268,2.639478766937115,0.3145656276843276,0.16143773753920596,2.639478766937115,0.3145656276843276,0.16143773753920596
Fixed Cut 45.0%,144,65,116,44.61538461538462,N/A,4.383285760879517,4.383285760879517,2.4648770072197563,0.3147515029510998,0.16147633881581908,2.4648770072197563,0.3147515029510998,0.16147633881581908
