Approach,# Train,# Test,Cut,% Cut,Avg Cut Seconds,Std Cut Seconds,Avg Train Seconds,Std Train Seconds,Avg Total Seconds,Std Total Seconds,Avg x_MAPE,Std x_MAPE,Avg x_MAE,Std x_MAE,Avg x_MSE,Std x_MSE,Avg y_MAPE,Std y_MAPE,Avg y_MAE,Std y_MAE,Avg y_MSE,Std y_MSE,Avg sin(theta)_MAPE,Std sin(theta)_MAPE,Avg sin(theta)_MAE,Std sin(theta)_MAE,Avg sin(theta)_MSE,Std sin(theta)_MSE,Avg cos(theta)_MAPE,Std cos(theta)_MAPE,Avg cos(theta)_MAE,Std cos(theta)_MAE,Avg cos(theta)_MSE,Std cos(theta)_MSE,Avg Avg_MAPE,Std Avg_MAPE,Avg Avg_MAE,Std Avg_MAE,Avg Avg_MSE,Std Avg_MSE
Binary Segmentation Rank,312,122,175,35.93429158110883,0.011096382141113281,0.0005017946110231322,3.5700848579406737,0.6059399523109329,3.5811812400817873,0.6062000109265314,0.053674082483826296,0.011971547709812194,0.05077206308000256,0.011424011661271898,0.004017636880406233,0.0016606701750212292,0.05037723151319475,0.01915373417570685,0.04144496711601068,0.015442235461785582,0.002651362882504141,0.0017579060447542032,0.8932684557448622,0.04233506346223599,0.45097691783770416,0.016327469850201882,0.26563405697925485,0.018248401224533438,0.691406844316948,0.01597127505765064,0.48176990983213736,0.010604348557014667,0.3195098977578017,0.012232057324514628,0.4221816535147078,0.012484796683842803,0.25624096446646377,0.006382417292552127,0.1479532386249917,0.003816298030163279
Binary Segmentation Mahalanobis,312,122,175,35.93429158110883,0.01871461868286133,0.0018885746541332704,3.739519214630127,0.27794993087753755,3.758233833312988,0.27938423347943964,0.04813129372510366,0.01226091059735973,0.04550084271326567,0.011601863905642747,0.0033441785984896387,0.0017030817805840665,0.06430729118917997,0.008246950253184207,0.05310060335718428,0.007091189291740809,0.004003088665862562,0.001035219366585249,0.8672142485914868,0.048814409582749546,0.4441681040053088,0.007975899002014057,0.258661279203082,0.010689595307208,0.6978786012070645,0.023758267487181167,0.4833413781673768,0.02373307024870246,0.32091270983814674,0.02383406760119999,0.41938285867820874,0.012318003620167247,0.256527732060784,0.006791216224732809,0.14673031407639525,0.005913802053750572
Binary Segmentation AR,312,122,175,35.93429158110883,0.018697166442871095,0.0023459095296571,4.107275581359863,0.5155821128092968,4.125972747802734,0.5167107083035697,0.04938739374932967,0.011228265306007169,0.04663261986283124,0.010935562819038937,0.0034568217187943206,0.0014908694783558134,0.05412688239378008,0.002829669873202723,0.0447860226001701,0.0024445306301327865,0.00277220088342865,0.0003984583183131214,0.8835216650125858,0.027212134826615626,0.45386429983583515,0.007973503454880824,0.27194450188678954,0.006698423200829267,0.6665502560175772,0.0229560582306674,0.45954357191501966,0.017971606782620737,0.29853314872484743,0.01327795640077579,0.4133965492933182,0.009895766135405907,0.2512066285534641,0.005161082315746799,0.14417666830346496,0.0038718354353041886
Binary Segmentation Mean,289,122,198,40.6570841889117,0.1680349349975586,0.011462223961755483,5.152607488632202,0.915159972967628,5.320642423629761,0.9247956478244183,0.0465096704815285,0.005685407591190714,0.04342160009248516,0.005186790617189951,0.0028697720633276127,0.0007600374723112558,0.05091329212407046,0.011216236205930794,0.0419209962225111,0.009245630831614221,0.0024963345684405787,0.0009703572118606808,0.8972449210699993,0.05267549497082038,0.4503781367309427,0.02009224925414484,0.26796966054717597,0.019000713964268532,0.6946384396823859,0.022961898791720965,0.4655176567906438,0.013426092230656042,0.3202085986146415,0.01878747361316513,0.4223265808394961,0.016378537314705992,0.25030959745914577,0.004235887684463541,0.1483860914483964,0.005655001903483759
Binary Segmentation Median,312,122,175,35.93429158110883,0.1680349349975586,0.011462223961755483,3.98891339302063,0.7351067673907581,4.1569483280181885,0.7405009981428922,0.05465210030601725,0.0052642598430011,0.05177999887995354,0.004925386526624908,0.004168658242151843,0.0007675525950827307,0.04815604826751806,0.0037065916798328137,0.03980310488223392,0.002753815480090346,0.0022562015626592896,0.0002877511249278142,0.8961901324348048,0.06086038962926495,0.4642282954088076,0.0095058582325166,0.27912893731955324,0.01393154159539424,0.7046358930392067,0.0373916573606555,0.4906230601363698,0.02621496618525103,0.33402664792220366,0.034982773069247824,0.4259085435118867,0.02031887129958015,0.26160861482684133,0.0062986833242809235,0.15489511126164202,0.009478337130195571
Bottom Up L1,242,122,245,50.308008213552355,0.00787043571472168,0.001079026056715514,3.5153502941131594,0.24639277092472842,3.523220729827881,0.2459332765352391,0.04201384772958933,0.010390243686908423,0.03898303206177744,0.009593893453989533,0.0022009816863857207,0.0010643727409638197,0.05776167302990765,0.017330754510467384,0.047741000913888804,0.014156237535836808,0.003385327656308892,0.0019587029980205157,0.8052355758747444,0.02916797619184425,0.4392583826414492,0.015377909650884017,0.24830592908395713,0.016259139031575217,0.69794620542321,0.009189927339502926,0.4750571358711237,0.017236347052664743,0.31740813775608595,0.01896874115097669,0.40073932551436287,0.008223820495282554,0.2502598878720599,0.009823806851849502,0.14282509404568441,0.008562249709291519
Bottom Up L2,242,122,245,50.308008213552355,0.004871177673339844,0.0002635364700816105,4.12606201171875,0.27921772128440264,4.13093318939209,0.2790652837158767,0.04100879967235472,0.007715284199339906,0.038415029251026064,0.0072200075037083915,0.0021661504290213327,0.0007771232887190828,0.051087029558333136,0.0070840264997721804,0.0418668654625678,0.005546727895858448,0.0026055750214911797,0.0007261049440799841,0.8318221586585862,0.04931285655404994,0.4491385081444012,0.012324916499738242,0.2594946276112558,0.015557550900656367,0.691989494876709,0.030307626824556563,0.4797379009341027,0.023658866140582265,0.31298630920163273,0.019264403477402218,0.4039768706914958,0.01819619185743931,0.25228957594802454,0.00901179894269123,0.14431316556585025,0.008313632379656079
Bottom Up Normal,262,122,225,46.201232032854215,0.01086430549621582,0.0012297235489394673,3.7566532611846926,0.3972398263100618,3.767517566680908,0.3972621674011498,0.044776373814778954,0.005278086427515518,0.041987715699512616,0.004887995371644652,0.0026307060293653964,0.0006072045216411324,0.04782327885598348,0.013675838377848177,0.039605452683415004,0.01101783468593032,0.00236759602346989,0.0013068278575649342,0.9209854219867977,0.04929056674604198,0.45020392156279215,0.018028090019959836,0.27076882241659955,0.021829903257884434,0.7093243798961095,0.018880300138996945,0.48718653906986975,0.020378274549930003,0.333327069036929,0.02236479359377879,0.43072736363841746,0.01716139534022785,0.2547459072538975,0.008090204176168804,0.152273548376591,0.008360675910449413
Bottom Up RBF,242,122,245,50.308008213552355,0.0065709114074707035,0.0007279801736917292,3.553690767288208,0.30455462403573047,3.560261678695679,0.30431133358267964,0.04587914113689151,0.007629017913543833,0.04287646263103833,0.007246953422613431,0.002747650747051759,0.0008989290010810308,0.050215235070342035,0.006691318868672026,0.04157171423774192,0.005455718928766498,0.0024158174502898447,0.0006325003774493051,0.8271300050059245,0.0394175667930258,0.4442392614853829,0.019598844559441043,0.2546317375682481,0.02213750034018856,0.6958862594699992,0.022931692651063137,0.4768134462870928,0.012583932509861756,0.3113716475112003,0.0144403813903681,0.40477766017078937,0.006367717128902272,0.2513752211603141,0.00501210822049973,0.1427917133191975,0.003808375798101283
Bottom Up Cosine,322,122,165,33.880903490759756,0.004478836059570312,0.0005003247994876281,3.566048240661621,0.38129212664826406,3.5705270767211914,0.38153206414187146,0.06129773403480213,0.01624671652726884,0.057895740148941985,0.015674864930048667,0.005283510943576252,0.0032849693509316427,0.05267588770325445,0.011291115971736428,0.04112779767672887,0.00832389549727721,0.002580906503314991,0.0011354154054359776,0.9111499775073405,0.05215934285754748,0.4521740082852638,0.019085844336340016,0.2713923194833374,0.01876053935317249,0.7071944197122713,0.02528914734024084,0.4815083556357684,0.015545699046459362,0.32341968694352174,0.026738349278711174,0.4330795047394171,0.01898356873114507,0.2581764754366759,0.009680355466424349,0.1506691059684376,0.009313876865910961
Bottom Up Linear,322,122,165,33.880903490759756,0.005971002578735352,0.0009063568347505742,3.9326125621795653,0.6887115416494626,3.938583564758301,0.6883635648366642,0.06354067795885236,0.007468264236672862,0.06010723727052328,0.007028920665196583,0.005103297241896693,0.0009511820134813248,0.05401206372559222,0.003488072347001575,0.041973992120396326,0.002426221806352533,0.002565266077566867,0.0003812190707701886,0.8968587006175187,0.06611972115923484,0.4446191796911112,0.014214290813024279,0.2612690824008622,0.017173045059843087,0.6780024458990144,0.036592713614090444,0.47286270703289707,0.03049896678581752,0.30556307620558065,0.0399047994399289,0.4231034720502444,0.018069225162868092,0.25489077902873203,0.007971515223581714,0.1436251804814766,0.009226889772729278
Bottom Up Clinear,322,122,165,33.880903490759756,0.003962373733520508,0.0003649918872040703,3.6917640209197997,0.5330297674735178,3.6957263946533203,0.5329883143388265,0.05029129291876263,0.004760006998847496,0.04746841690103462,0.004784029316940008,0.0034280143466270513,0.0006460929191315342,0.0626702308031208,0.011404714819782882,0.048913719902644,0.009301791678136459,0.003465669386776282,0.001182657718410755,0.9060621801097711,0.02928403736675865,0.4481740349297826,0.016652307685210352,0.26829493507079066,0.018889785958658468,0.6917311559281393,0.028314726906623056,0.4819456474499714,0.020453001161106474,0.3141218749475411,0.023965584375406537,0.4276887149399485,0.01253944496786523,0.25662545479585824,0.008932677804725314,0.1473276234379338,0.010163798285866717
Bottom Up Rank,307,122,180,36.96098562628337,0.005783939361572265,0.000555256130278312,3.828764772415161,0.2911808613024145,3.8345487117767334,0.2907947326683491,0.05487265419772717,0.006043682844717889,0.05181863430756115,0.005689788441988692,0.004299600473284361,0.001060121766034513,0.05192429819440891,0.0050594284253011705,0.04271300913289666,0.003928612267525783,0.0027104091044447545,0.0005962582918428434,0.8813565937722818,0.01661154251402856,0.4604998404736561,0.025040529399088657,0.2783005183575415,0.028346563038825327,0.6842609322973027,0.03598834930476926,0.4708253542927031,0.026183227672754997,0.3080843501704935,0.028472933333633193,0.4181036196154302,0.009811910231847971,0.25646420955170435,0.01102924267559089,0.14834871952644105,0.01076240280162147
Bottom Up Mahalanobis,307,122,180,36.96098562628337,0.00416717529296875,0.000716314596967945,3.8470277309417726,0.367165374358867,3.851194906234741,0.3676929565512017,0.0559534924320518,0.009134615070367046,0.053004973196479996,0.008818255062495476,0.004317350534221062,0.0014409293243066736,0.048744555774869316,0.006115082378917186,0.04041641674757875,0.004264101952235981,0.0023862476613426063,0.00046107659022883005,0.8437016381375813,0.08079343388636824,0.45069822633931855,0.004447555738518547,0.26365763420335786,0.007754996533832257,0.6878568207964653,0.012407680229990557,0.47710371377062766,0.009488925706062,0.3119455583845249,0.021551312037866636,0.40906412678524195,0.0243990159066144,0.25530583251350136,0.004713396067310006,0.1455766976958616,0.006870094827900072
Bottom Up AR,307,122,180,36.96098562628337,0.0064083576202392575,0.00038195086475574747,3.919937801361084,0.741285275322698,3.9263461589813233,0.7411949483434601,0.04990180952416889,0.012615203948372254,0.04661189282183787,0.011088572782636618,0.0033367174112704685,0.0015028720455830457,0.055855685980755604,0.00685739370616056,0.04563290224111386,0.005032607099997219,0.0031780021657826247,0.000904062412469721,0.8617903345196418,0.05826578973981602,0.4537571088074009,0.01905660699032437,0.26798811890543556,0.02333039115283675,0.6689398969069991,0.03251982684659145,0.4622828907350383,0.02186364269850467,0.3005977783784514,0.028701379279970973,0.40912193173289135,0.012492567262605322,0.2520711986513478,0.006591781790564805,0.14377515421523498,0.006379592520002847
Bottom Up Mean,288,122,199,40.86242299794661,0.060948514938354494,0.0023334872041033848,3.6803303718566895,0.1367748925803124,3.741278886795044,0.1389637144385303,0.045051649158024086,0.004368593548518327,0.04221056915595948,0.004598681431877075,0.002613374380838401,0.0006851325040270511,0.057499363403971764,0.007577865226234158,0.04698965461540806,0.006214926049090826,0.0032276040437565355,0.0008011553207334324,0.8567901813422615,0.02670809659958387,0.45315756504332866,0.008807488470320347,0.2667273057094232,0.009770814287775107,0.6962273136189585,0.024599982700410448,0.45973653408457077,0.014023212481865091,0.32229533395202437,0.023086269495876513,0.41389212688080407,0.007901568112524803,0.25052358072481684,0.0027995459146027456,0.14871590452151062,0.004479564755573054
Bottom Up Median,307,122,180,36.96098562628337,0.060948514938354494,0.0023334872041033848,3.826872634887695,0.5854177931215719,3.88782114982605,0.5864502742210369,0.048905085770817716,0.014429634510599584,0.046377192719052204,0.013863217684256229,0.003669590375243337,0.0026487241623587916,0.05689982174672971,0.012595646005644303,0.0470521102234089,0.010290868049745433,0.0031154205501501926,0.0014227753798978036,0.8238919999002646,0.06519853444435454,0.4442246167598141,0.016448664166591544,0.2554114353134148,0.017658134963715624,0.6974454332400639,0.02976375554589744,0.4829714675742096,0.023330604739684256,0.32438860458013835,0.033387390164767244,0.406785585164469,0.01889122294632878,0.2551563468191213,0.006033503661366668,0.14664626270473666,0.00872098706904392
