Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,V2_MAPE,V2_MAE,V2_MSE,V3_MAPE,V3_MAE,V3_MSE,V4_MAPE,V4_MAE,V4_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 65.0%,143,102,264,64.86486486486487,N/A,4.046421051025391,4.046421051025391,0.033693266505311924,0.03312348561799563,0.0018815216173988006,0.07879917286370527,0.08548994782093823,0.009935291724318958,108364728482288.17,0.5445867016393756,0.6937731885198848,0.33303536926858424,0.9545247745769134,2.0521567183108798,27091182120572.152,0.4044312274138056,0.6894366800431206
Fixed Cut 70.0%,123,102,284,69.77886977886978,N/A,2.8735480308532715,2.8735480308532715,0.021407503023481975,0.02164341748331615,0.0007719646458458973,0.0657174510735274,0.06929064564359452,0.006462274711751448,214768156440209.8,0.5299220750276848,0.5994925975703717,0.3421605002507927,0.9770813189834628,2.1602654631300444,53692039110052.57,0.39948436428451456,0.6917480750145035
Fixed Cut 75.0%,102,102,305,74.93857493857494,N/A,2.978851079940796,2.978851079940796,0.14377778359847027,0.14798282277251681,0.04116478999708091,0.1396879445249356,0.1503822054002141,0.031594355885013234,292852859343581.25,0.5444051416759297,0.5934272440578691,0.2985334007274783,0.8421645549908302,1.5978486937766903,73213214835895.47,0.42123368120987253,0.5660087709291636
Fixed Cut 80.0%,82,102,325,79.85257985257985,N/A,4.141883134841919,4.141883134841919,0.11524553664736874,0.11870866396132344,0.025603764495467588,0.14843663006592173,0.16498461590284286,0.03642389335298654,248356124328971.12,0.5814441072775998,0.7159847315997964,0.29754896755566634,0.8627714975937256,1.7159410947939089,62089031082242.92,0.43197722118387283,0.6234883710605399
Fixed Cut 85.0%,62,102,345,84.76658476658476,N/A,2.7414169311523438,2.7414169311523438,0.030960149247292908,0.031634055841848856,0.001990873507727009,0.08527052664832668,0.10225514521977548,0.014118319124464457,105851393091692.23,0.8958482779679879,1.959082533321054,0.36207253200392153,1.0143072668654627,2.2554008703952824,26462848272923.168,0.5110111864737688,1.057648149087132
Fixed Cut 90.0%,41,102,366,89.92628992628993,N/A,3.1567981243133545,3.1567981243133545,0.2887951935975222,0.3175383771730874,0.2278016889877721,0.2572966644576134,0.32366448971948375,0.16658336948012212,73784994233678.55,173.83266956625147,77617.61055497473,0.4591454111709409,1.2689436999456736,3.4756098232905623,18446248558419.887,43.93570403327243,19405.370137464117
Window L1,307,102,100,24.57002457002457,0.01111292839050293,4.438259124755859,4.449372053146362,0.03471574284604838,0.03108149948755324,0.0012129004746438059,0.23652363006684346,0.2554906446690037,0.07009246990542702,316638213039373.75,0.2680592317931788,0.1088656632305072,0.30441169866037004,0.42452509820665213,0.40337296217527985,79159553259843.58,0.24478911853909696,0.14588599894646445
Window L2,312,102,95,23.34152334152334,0.0058917999267578125,4.040605068206787,4.046496868133545,0.06165504804939287,0.055563143159566994,0.0032411506234404234,0.25632507675155625,0.277374677596065,0.08390375767344598,305115562458618.9,0.2786052527997881,0.12204361859418168,0.2710432745000726,0.37325132925076443,0.31148642262511,76278890614654.86,0.24619860070154617,0.1301687373790445
Window Normal,137,102,270,66.33906633906635,0.01628899574279785,3.1426970958709717,3.1589860916137695,0.06384581996335753,0.06568270622345236,0.007748488829378715,0.17812615138890792,0.194348092088399,0.055022552437749256,126827505766270.98,0.5960728572850033,0.8331623868125363,0.31011578181485194,0.8924445826561366,1.814588998393838,31706876441567.883,0.4371370595632478,0.6776306066183758
Window RBF,217,102,190,46.68304668304668,0.0067288875579833984,3.080071210861206,3.0868000984191895,0.07928724373587534,0.07178145946434747,0.006774145999449651,0.24609552898641804,0.2661546716571837,0.07674874054623407,374582394232918.56,0.5232333111845722,0.5085031427195299,0.35371204049876415,1.0100194189189058,2.280657503991807,93645598558229.81,0.4677972153062522,0.7181708833142553
Window Cosine,222,102,185,45.45454545454545,0.00400996208190918,3.8214030265808105,3.8254129886627197,0.041855396291341274,0.03791054890332704,0.0019700822837463105,0.1174261818871606,0.12518292257218286,0.019718893506772375,64663557306346.83,0.4929720007814369,0.5914741389168651,0.38007778859958247,0.9519995822473881,2.025769877790507,16165889326586.842,0.40201626362608384,0.6597332481244724
Window Linear,282,102,125,30.71253071253071,0.007735013961791992,3.9164469242095947,3.9241819381713867,0.04320036126074625,0.038991406092097336,0.002166639659616142,0.2134385004627397,0.23140387127346534,0.05948903775618067,573974950803779.6,0.27911917157604926,0.09295991808922227,0.29882507418245496,0.4017260864214121,0.3504932060945539,143493737700945.03,0.23781013384075605,0.12627720039989326
Window Clinear,287,102,120,29.484029484029485,0.005324125289916992,3.3006160259246826,3.3059401512145996,0.10491508880105524,0.09632786275459204,0.018027730671838105,0.1973126345790626,0.21028772937696652,0.0464972869213276,414457800596555.8,0.30765749622074035,0.13347214584368616,0.2466537833151405,0.3328610598947427,0.24450353588157725,103614450149139.1,0.23678353706176047,0.11062517482960725
Window Rank,127,102,280,68.7960687960688,0.014045953750610352,3.0647459030151367,3.078791856765747,0.07374120571515778,0.07566725824412496,0.009812334204869929,0.10481458778009324,0.11570527410472897,0.019734555142808523,156678902306708.56,0.5756022547883292,0.7522561741645406,0.3553348896308074,1.0071833372399666,2.2537663300886743,39169725576677.27,0.4435395310942874,0.7588923484002232
Window Mahalanobis,122,102,285,70.02457002457002,0.0046498775482177734,2.9524459838867188,2.9570958614349365,0.06326143632808703,0.06481405980385546,0.008142445092310891,0.16052258736093633,0.17458624426610933,0.04400596243486618,187233705482477.53,0.6428190100585136,0.9379389770646326,0.2946409827223511,0.8489332628505344,1.6453887695883644,46808426370619.51,0.4327881442447531,0.658869038545044
Window AR,197,102,210,51.5970515970516,0.008752822875976562,3.3324880599975586,3.341240882873535,0.053435779888474665,0.049119458583508274,0.004155011249612298,0.10371991382579403,0.11154698898258009,0.015899196010873563,380620073825248.0,0.47803105899420817,0.40698078265465215,0.37899436998106517,1.0642929396776795,2.4766296142121913,95155018456312.14,0.42574761155949403,0.7259161510318324
Window Mean,221,102,186,45.7002457002457,0.08454036712646484,4.004025220870972,4.0885655879974365,0.06520382081563234,0.05955550053907878,0.004795655981941435,0.0918968088833852,0.09636114885800572,0.014687605130941087,172359809537768.06,0.4536516991810952,0.44346727123255153,0.35671597999232724,0.9126542510297545,1.830216748149898,43089952384442.15,0.38055564990198354,0.5732918201238332
Window Median,220,102,187,45.94594594594595,0.08454036712646484,3.610551118850708,3.695091485977173,0.14556645136413923,0.13342137096465445,0.02873323236879523,0.11935027664473753,0.1259532611495042,0.02099613010359918,425909212292538.25,0.44932926123906713,0.33730603247323854,0.29371741884625285,0.8057341350806523,1.4828364123591904,106477303073134.7,0.37860950710846963,0.4674679518262059
Binary Segmentation L1,217,102,190,46.68304668304668,0.019541025161743164,3.6359620094299316,3.655503034591675,0.10738156729471789,0.09864617803676758,0.016382195391515888,0.10012489592394562,0.10673156692415792,0.015306697143660451,201655965836557.78,0.43606824583956094,0.3950669116609994,0.3087956369090148,0.8917913107548728,1.8121495021356493,50413991459139.586,0.38330932538883977,0.5597263265829563
Binary Segmentation L2,222,102,185,45.45454545454545,0.009076833724975586,3.1992921829223633,3.208369016647339,0.036864481733411086,0.03307361588822489,0.002130037794377964,0.19501259872549662,0.2128879337594745,0.0574328746777327,286720553603977.75,0.41547577445095113,0.33479601419912924,0.35670163899132723,0.8922174790305207,1.7719125221482408,71680138400994.6,0.38841370078229287,0.5415678622048703
Binary Segmentation Normal,217,102,190,46.68304668304668,0.02239704132080078,3.5662360191345215,3.5886330604553223,0.36847683542837195,0.33918084983484553,0.20067008465541486,0.08346112663747203,0.08833314899047366,0.010946264390211858,453119087167682.25,0.432756991912305,0.3027106132982446,0.21735128780629948,0.6464035975092973,1.0240897428179478,113279771791920.75,0.3766686470617303,0.38460417629045474
Binary Segmentation RBF,222,102,185,45.45454545454545,0.012768030166625977,3.9947800636291504,4.007548093795776,0.1544269551853454,0.14219173391904513,0.03405382068092299,0.19901420234623252,0.21577489595736749,0.05293717312826966,139353901374194.86,0.46436056639061757,0.48461102155638663,0.3288848840930422,0.8298802558126146,1.5614087672595707,34838475343548.887,0.41305186301991126,0.5332526956562875
Binary Segmentation Cosine,147,102,260,63.882063882063875,0.01182413101196289,2.8352160453796387,2.8470401763916016,0.07323943436388172,0.07105243943925016,0.00898923461582608,0.0667855810736695,0.07148745563180799,0.006144477490519661,166741897479179.12,0.5712111337867091,0.735535875349457,0.3080683647333335,0.8803541201372567,1.7586289070626127,41685474369794.89,0.39852628724875594,0.6273246236296038
Binary Segmentation Linear,222,102,185,45.45454545454545,0.012048006057739258,3.1138381958007812,3.1258862018585205,0.11276413431444382,0.10294374112741754,0.014578480559274439,0.27027900702678737,0.2953032477913133,0.10804363018842741,212043296735922.2,0.48103442940315727,0.4863960792138466,0.33353004092996463,0.8413768201450101,1.6030795965184257,53010824183980.73,0.43016455961672473,0.5530244466199936
Binary Segmentation Clinear,122,102,285,70.02457002457002,0.00840616226196289,3.3984646797180176,3.4068708419799805,0.08788595460745037,0.08987212567402554,0.015154316178637722,0.09725595734798964,0.10350609809257545,0.013868989987179134,137812871611748.05,0.5463649729631318,0.6835790429676419,0.33004397935506247,0.9484290316031867,2.0391216051377232,34453217902937.14,0.42204305708322976,0.6879309885677957
Binary Segmentation Rank,127,102,280,68.7960687960688,0.015237092971801758,3.236945152282715,3.2521822452545166,0.08068159687784598,0.08380633709784108,0.017040728521698988,0.15525623085434584,0.17114153957332637,0.04405820174665097,215180609460978.88,0.6101491548191429,0.8187812243603125,0.3707384551572194,1.0719512875966999,2.6216748929183433,53795152365244.875,0.4842620797717525,0.8753887618867514
Binary Segmentation Mahalanobis,127,102,280,68.7960687960688,0.01710677146911621,4.741007089614868,4.758113861083984,0.05007331053050381,0.05170821595973951,0.005291242106250084,0.0901871418299764,0.09651577002631785,0.01123580218402365,292010187466515.2,0.5361609176656001,0.5818211855369464,0.3773103836113316,1.0765102276836092,2.5866495736155595,73002546866628.92,0.4402237828338166,0.7962494508606949
Binary Segmentation AR,222,102,185,45.45454545454545,0.018570899963378906,4.470264673233032,4.488835573196411,0.07531900694172596,0.06976035174507209,0.009759371542661611,0.13544129176848638,0.1476859635435636,0.02654885935621209,170894786038471.72,0.41805883411949213,0.37166483084239904,0.3034413935960737,0.7664942774704409,1.3350040208270646,42723696509618.06,0.35049985671964223,0.4357442706420845
Binary Segmentation Mean,185,102,222,54.54545454545454,0.14697599411010742,5.148007154464722,5.294983148574829,0.03724523563335179,0.03359039203899918,0.00200942863567007,0.16359403803622397,0.17799424278181272,0.036509493025935556,207433182859135.0,0.46067537633254935,0.4428540905305744,0.3453181891353246,0.9789277472596702,2.130330924543377,51858295714783.88,0.4127969396032579,0.6529259841838896
Binary Segmentation Median,217,102,190,46.68304668304668,0.14697599411010742,5.406343936920166,5.553319931030273,0.15586755177567885,0.14271300602621964,0.03356888189863655,0.2674460600649685,0.29236971234093,0.105498900808362,260475528473891.3,0.46754342450166025,0.4344399669287331,0.2991507843791262,0.8699623423816544,1.7611271346726567,65118882118473.03,0.4431471213126162,0.5836587210770967
Bottom Up L1,322,102,85,20.884520884520885,0.015349388122558594,5.880269765853882,5.89561915397644,0.043918160801385754,0.03908754284166216,0.001981613325173109,0.22072490061890473,0.23820638562576185,0.06046710517548006,332102115634984.7,0.2874923009438776,0.1253457156575574,0.32461908111049076,0.4024069155910211,0.36221411634304396,83025528908746.31,0.2417982862505807,0.13750213762531355
Bottom Up L2,217,102,190,46.68304668304668,0.009810209274291992,4.95206093788147,4.961871147155762,0.10382144662238174,0.0944356501795052,0.016072429011485364,0.15831017581983226,0.17206490384977535,0.03370870437503476,199760841186379.75,0.4488960934630723,0.42069856693854923,0.33713133004813023,0.9729621972812275,2.1566273653455146,49940210296595.09,0.422089711193395,0.6567767664176463
Bottom Up Normal,217,102,190,46.68304668304668,0.011456966400146484,4.460582733154297,4.472039699554443,0.12016683371745075,0.11211769906391889,0.03110841924979362,0.3279156734906862,0.3605610831794968,0.18164070560400045,62156897040190.34,0.4655809052998671,0.5259913246153783,0.31042352083763636,0.8928408063418658,1.8126455874536638,15539224260047.775,0.4577751234712872,0.6378465092307093
Bottom Up RBF,152,102,255,62.65356265356266,0.006946086883544922,4.024880886077881,4.031826972961426,0.18898325394408838,0.17724145770504468,0.056854326291434894,0.17935201095314496,0.1962015056104743,0.047411851557087444,192834325176234.1,0.6178545049970064,0.8554056842253062,0.3739874907221432,1.052833718307806,2.4298092589030653,48208581294058.71,0.5110327966550828,0.8473702802442233
Bottom Up Cosine,232,102,175,42.997542997543,0.004889965057373047,5.2119410037994385,5.2168309688568115,0.05933549444329177,0.0541193348298342,0.004488461583704171,0.12309668444289955,0.13104194434138142,0.020065947467845353,135005860679895.88,0.3212503568059649,0.2178168501612275,0.295892981092048,0.41637985156115215,0.38159059509795606,33751465169974.094,0.23069787188458318,0.15599046357768326
Bottom Up Linear,177,102,230,56.51105651105651,0.007254123687744141,4.697672128677368,4.704926252365112,0.11089908598501826,0.10195481626592905,0.018196572216432307,0.2049710307507301,0.22493311637398863,0.06667681508191074,364846187969525.5,0.44738928823921836,0.35315205215804835,0.3110656715938403,0.8855409997721139,1.754332294585954,91211546992381.55,0.41495455516281243,0.5480894335105864
Bottom Up Clinear,307,102,100,24.57002457002457,0.004723787307739258,5.332086086273193,5.336809873580933,0.036905890016836064,0.03338126083328248,0.0014503372298313262,0.20405576573530168,0.21993605682796974,0.051410573598073925,372198337357932.06,0.2802292974188966,0.11349394141134307,0.2880771037818653,0.4079020064808091,0.37468708270284745,93049584339483.16,0.23536215539023947,0.1352604837355239
Bottom Up Rank,142,102,265,65.1105651105651,0.01439213752746582,3.891101121902466,3.9054932594299316,0.07358419481029556,0.07540752219541907,0.011533924575799485,0.13080829684014747,0.1414987461939945,0.025694247740077676,115141121588386.06,0.6115826889960758,0.8853793534820275,0.2978921118298035,0.8561771818544407,1.6729070296016175,28785280397096.637,0.42116653480998245,0.6488786388498804
Bottom Up Mahalanobis,142,102,265,65.1105651105651,0.005403995513916016,4.4125590324401855,4.417963027954102,0.08366474902346875,0.08468053645039571,0.012982808205215331,0.08927043703190306,0.09595223678788589,0.011132938674215857,228951815025287.16,0.6736018249510128,1.0081588080009882,0.2931361110618097,0.8469833201536846,1.6406536876592934,57237953756321.9,0.4253044795857446,0.6682320606349279
Bottom Up AR,217,102,190,46.68304668304668,0.009822845458984375,4.68632173538208,4.6961445808410645,0.07932485770248002,0.07089248763280916,0.00807726234533718,0.3068340847065903,0.3351533105506123,0.1376483025882546,167937577908202.84,0.5511979612252136,0.6900151251576487,0.31693392865219844,0.9006952343013997,1.824065436901846,41984394477050.88,0.4644847484275087,0.6649515317482714
Bottom Up Mean,213,102,194,47.665847665847664,0.09004950523376465,4.33380389213562,4.423853397369385,0.05378552844511876,0.04851389676787426,0.0034218968072220433,0.12722046637334786,0.1356097663710975,0.02144280448499165,96041087074994.19,0.46620450613180864,0.5100894070982419,0.2839120912567369,0.8222320840148176,1.5527408760412234,24010271768748.664,0.3681400633213995,0.5219237461079198
Bottom Up Median,217,102,190,46.68304668304668,0.09004950523376465,5.1783998012542725,5.268449306488037,0.10852086099496222,0.09936756535996759,0.016810822842626347,0.20416048013347884,0.2236080812787738,0.06382525657956727,327667684817047.2,0.41490253946541766,0.3160849786314459,0.3298111007775118,0.946170996641283,2.0185202853855055,81916921204261.95,0.42101229568636045,0.603810335859786
