Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Amount_MAPE,Amount_MAE,Amount_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,464,117,N/A,N/A,N/A,6.807302713394165,6.807302713394165,0.027139838071356653,0.024445965127169664,0.0011545149984610603,0.027139838071356653,0.024445965127169664,0.0011545149984610603
Fixed Cut 5.0%,441,117,23,4.956896551724138,N/A,6.61460018157959,6.61460018157959,0.030593081397047278,0.027521499049068473,0.0014160722247506627,0.030593081397047278,0.027521499049068473,0.0014160722247506627
Fixed Cut 10.0%,418,117,46,9.913793103448276,N/A,8.945911169052124,8.945911169052124,0.0305217450150907,0.02734092773872628,0.001262448250914653,0.0305217450150907,0.02734092773872628,0.001262448250914653
Fixed Cut 15.0%,395,117,69,14.870689655172415,N/A,10.964130878448486,10.964130878448486,0.02552932161024775,0.023118448660916488,0.001201991997207459,0.02552932161024775,0.023118448660916488,0.001201991997207459
Fixed Cut 20.0%,372,117,92,19.82758620689655,N/A,7.044276237487793,7.044276237487793,0.028166115129840838,0.025368807231928536,0.001250365388443417,0.028166115129840838,0.025368807231928536,0.001250365388443417
Fixed Cut 25.0%,348,117,116,25.0,N/A,8.400799989700317,8.400799989700317,0.02362568732559135,0.0214432231502805,0.0010977699449625238,0.02362568732559135,0.0214432231502805,0.0010977699449625238
Fixed Cut 30.0%,325,117,139,29.95689655172414,N/A,4.713953971862793,4.713953971862793,0.02761521046298231,0.02501528438841915,0.001367976639253786,0.02761521046298231,0.02501528438841915,0.001367976639253786
Fixed Cut 35.0%,302,117,162,34.91379310344828,N/A,4.356019020080566,4.356019020080566,0.030580875317990173,0.027578068097950204,0.001513636108295054,0.030580875317990173,0.027578068097950204,0.001513636108295054
Fixed Cut 40.0%,279,117,185,39.87068965517241,N/A,4.677606821060181,4.677606821060181,0.02857009555127641,0.025850188864064736,0.0014231462967266367,0.02857009555127641,0.025850188864064736,0.0014231462967266367
Fixed Cut 45.0%,256,117,208,44.827586206896555,N/A,3.7346019744873047,3.7346019744873047,0.03041372661663021,0.027362023941585684,0.0013885818791428285,0.03041372661663021,0.027362023941585684,0.0013885818791428285
Fixed Cut 50.0%,233,117,231,49.78448275862069,N/A,3.1175148487091064,3.1175148487091064,0.022814502081522362,0.02099975106450288,0.001357379686267478,0.022814502081522362,0.02099975106450288,0.001357379686267478
Fixed Cut 55.0%,209,117,255,54.956896551724135,N/A,5.237817049026489,5.237817049026489,0.027272761478097672,0.02465714202393279,0.001276453052682589,0.027272761478097672,0.02465714202393279,0.001276453052682589
Fixed Cut 60.0%,186,117,278,59.91379310344828,N/A,3.0984771251678467,3.0984771251678467,0.031266141511057666,0.02811853909772471,0.001459909472877112,0.031266141511057666,0.02811853909772471,0.001459909472877112
Fixed Cut 65.0%,163,117,301,64.87068965517241,N/A,2.6342368125915527,2.6342368125915527,0.03148219063077335,0.028338163454257343,0.001496673638776193,0.03148219063077335,0.028338163454257343,0.001496673638776193
Fixed Cut 70.0%,140,117,324,69.82758620689656,N/A,4.05988883972168,4.05988883972168,0.03156634822613498,0.028328575570565454,0.0013888252727960577,0.03156634822613498,0.028328575570565454,0.0013888252727960577
Fixed Cut 75.0%,116,117,348,75.0,N/A,3.286688804626465,3.286688804626465,0.037770472795491915,0.033633031845703494,0.0016163561777787659,0.037770472795491915,0.033633031845703494,0.0016163561777787659
Fixed Cut 80.0%,93,117,371,79.95689655172413,N/A,2.5854508876800537,2.5854508876800537,0.027978874226003835,0.026236878147474392,0.0015748873157691728,0.027978874226003835,0.026236878147474392,0.0015748873157691728
Fixed Cut 85.0%,70,117,394,84.91379310344827,N/A,2.71044921875,2.71044921875,0.026636167605202637,0.025044334488116916,0.0015351160651354274,0.026636167605202637,0.025044334488116916,0.0015351160651354274
Fixed Cut 90.0%,47,117,417,89.87068965517241,N/A,2.390650987625122,2.390650987625122,0.029505956243094596,0.02760832431070362,0.001646683237251014,0.029505956243094596,0.02760832431070362,0.001646683237251014
Window L1,234,117,230,49.56896551724138,0.010727882385253906,2.9130661487579346,2.9237940311431885,0.02398764178248412,0.021930773439118863,0.0012908466787269978,0.02398764178248412,0.021930773439118863,0.0012908466787269978
Window L2,99,117,365,78.66379310344827,0.006179094314575195,3.12153697013855,3.127716064453125,0.023980612772705995,0.022562288719484912,0.0012764300076820606,0.023980612772705995,0.022562288719484912,0.0012764300076820606
Window Normal,99,117,365,78.66379310344827,0.010986804962158203,3.46899676322937,3.4799835681915283,0.03129302984370812,0.029134685632307693,0.0016523354706717722,0.03129302984370812,0.029134685632307693,0.0016523354706717722
Window RBF,99,117,365,78.66379310344827,0.0077059268951416016,3.622016191482544,3.6297221183776855,0.03145248675026273,0.029313510403842006,0.0016827112738200746,0.03145248675026273,0.029313510403842006,0.0016827112738200746
Window Cosine,0,117,464,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,414,117,50,10.775862068965516,0.006874799728393555,5.226011037826538,5.232885837554932,0.03462778272708129,0.031046223934987602,0.0016429518664690744,0.03462778272708129,0.031046223934987602,0.0016429518664690744
Window Clinear,269,117,195,42.025862068965516,0.005299091339111328,3.6009411811828613,3.6062402725219727,0.03422284082134209,0.030699998627997684,0.0016155842636382963,0.03422284082134209,0.030699998627997684,0.0016155842636382963
Window Rank,99,117,365,78.66379310344827,0.011537790298461914,4.0413172245025635,4.052855014801025,0.029117859791129696,0.02722672218791157,0.0015701051955705281,0.029117859791129696,0.02722672218791157,0.0015701051955705281
Window Mahalanobis,99,117,365,78.66379310344827,0.003860950469970703,3.7175118923187256,3.7213728427886963,0.03144327648236395,0.029273944840640102,0.0016536628939792582,0.03144327648236395,0.029273944840640102,0.0016536628939792582
Window AR,274,117,190,40.94827586206897,0.009063959121704102,3.676697015762329,3.685760974884033,0.029620708832093303,0.026683971191450006,0.001362858010622299,0.029620708832093303,0.026683971191450006,0.001362858010622299
Window Mean,169,117,295,63.577586206896555,0.07223629951477051,3.542649030685425,3.6148853302001953,0.03444626778379997,0.030909145366050054,0.0016425613427826181,0.03444626778379997,0.030909145366050054,0.0016425613427826181
Window Median,99,117,365,78.66379310344827,0.07223629951477051,3.63527774810791,3.7075140476226807,0.03095930821179719,0.028811287462647904,0.0016063664699220463,0.03095930821179719,0.028811287462647904,0.0016063664699220463
Binary Segmentation L1,444,117,20,4.310344827586207,0.020737171173095703,11.252810001373291,11.273547172546387,0.024213467609952202,0.02197540692987637,0.0011497787023896228,0.024213467609952202,0.02197540692987637,0.0011497787023896228
Binary Segmentation L2,444,117,20,4.310344827586207,0.01298379898071289,7.130972385406494,7.143956184387207,0.032587124003519534,0.029193999421001458,0.001414320875951049,0.032587124003519534,0.029193999421001458,0.001414320875951049
Binary Segmentation Normal,444,117,20,4.310344827586207,0.015977144241333008,4.030004978179932,4.045982122421265,0.026420377246128855,0.023987917956804824,0.0013338360107390179,0.026420377246128855,0.023987917956804824,0.0013338360107390179
Binary Segmentation RBF,444,117,20,4.310344827586207,0.020503997802734375,4.471307992935181,4.491811990737915,0.030614456449212738,0.02762101391483002,0.0014865418167795473,0.030614456449212738,0.02762101391483002,0.0014865418167795473
Binary Segmentation Cosine,9,117,455,98.0603448275862,0.02073216438293457,2.7980308532714844,2.818763017654419,0.02539993757150912,0.02631150850883632,0.0017659840979790187,0.02539993757150912,0.02631150850883632,0.0017659840979790187
Binary Segmentation Linear,349,117,115,24.78448275862069,0.008952140808105469,5.3874831199646,5.396435260772705,0.026775535379152487,0.024230763448694476,0.0012715214546282164,0.026775535379152487,0.024230763448694476,0.0012715214546282164
Binary Segmentation Clinear,379,117,85,18.318965517241377,0.006845951080322266,3.3592920303344727,3.366137981414795,0.03230404740172948,0.02901758792463594,0.00148003379130231,0.03230404740172948,0.02901758792463594,0.00148003379130231
Binary Segmentation Rank,444,117,20,4.310344827586207,0.010498762130737305,4.159029960632324,4.1695287227630615,0.03125996799243621,0.028220026453841057,0.0016252474759149956,0.03125996799243621,0.028220026453841057,0.0016252474759149956
Binary Segmentation Mahalanobis,444,117,20,4.310344827586207,0.018013954162597656,9.282883167266846,9.300897121429443,0.028003806234245632,0.025107566624571115,0.0011043970301980442,0.028003806234245632,0.025107566624571115,0.0011043970301980442
Binary Segmentation AR,439,117,25,5.387931034482758,0.01495981216430664,6.158254861831665,6.173214673995972,0.02610271133887232,0.023670878325512713,0.0012776576678600546,0.02610271133887232,0.023670878325512713,0.0012776576678600546
Binary Segmentation Mean,384,117,80,17.24137931034483,0.15020489692687988,9.152994155883789,9.303199052810669,0.028091463541355232,0.025409430668896834,0.0013612955034198464,0.028091463541355232,0.025409430668896834,0.0013612955034198464
Binary Segmentation Median,444,117,20,4.310344827586207,0.15020489692687988,4.609472036361694,4.759676933288574,0.027977067528869033,0.025310298706098442,0.0013440478179358357,0.027977067528869033,0.025310298706098442,0.0013440478179358357
Bottom Up L1,149,117,315,67.88793103448276,0.006964921951293945,2.968261241912842,2.9752261638641357,0.029658425264011426,0.026782155755346877,0.0014261185658431068,0.029658425264011426,0.026782155755346877,0.0014261185658431068
Bottom Up L2,149,117,315,67.88793103448276,0.004167079925537109,3.440438985824585,3.444606065750122,0.03323587410487862,0.029812223131495064,0.0015151869058131382,0.03323587410487862,0.029812223131495064,0.0015151869058131382
Bottom Up Normal,454,117,10,2.1551724137931036,0.006762981414794922,4.129538059234619,4.136301040649414,0.028851430221086306,0.026072723120284066,0.0013968308854541763,0.028851430221086306,0.026072723120284066,0.0013968308854541763
Bottom Up RBF,149,117,315,67.88793103448276,0.0053670406341552734,3.0352489948272705,3.040616035461426,0.030071199654075804,0.027003588036350466,0.0012817430930684654,0.030071199654075804,0.027003588036350466,0.0012817430930684654
Bottom Up Cosine,14,117,450,96.98275862068965,0.004697084426879883,2.8563292026519775,2.8610262870788574,0.04683758671946596,0.04659518171544275,0.0025558680490098563,0.04683758671946596,0.04659518171544275,0.0025558680490098563
Bottom Up Linear,364,117,100,21.551724137931032,0.0041730403900146484,3.488658905029297,3.4928319454193115,0.030296482849493125,0.02735607082539426,0.0015440064401128068,0.030296482849493125,0.02735607082539426,0.0015440064401128068
Bottom Up Clinear,104,117,360,77.58620689655173,0.003323793411254883,3.6275558471679688,3.6308796405792236,0.030416048822042945,0.02825879774609903,0.0014533417104715396,0.030416048822042945,0.02825879774609903,0.0014533417104715396
Bottom Up Rank,234,117,230,49.56896551724138,0.00793600082397461,2.8592939376831055,2.86722993850708,0.02784298119304616,0.0251682467492281,0.0013086729790998117,0.02784298119304616,0.0251682467492281,0.0013086729790998117
Bottom Up Mahalanobis,149,117,315,67.88793103448276,0.0031309127807617188,2.961082696914673,2.9642136096954346,0.03021790138336732,0.02715011034157896,0.0013129945642926628,0.03021790138336732,0.02715011034157896,0.0013129945642926628
Bottom Up AR,324,117,140,30.17241379310345,0.005711793899536133,3.280970811843872,3.286682605743408,0.030949549885930825,0.02786769044653501,0.001446745246171629,0.030949549885930825,0.02786769044653501,0.001446745246171629
Bottom Up Mean,209,117,255,54.956896551724135,0.052234649658203125,2.915940284729004,2.968174934387207,0.026251513211713283,0.024042043862168863,0.0015993458285048804,0.026251513211713283,0.024042043862168863,0.0015993458285048804
