Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,792,199,N/A,N/A,N/A,13.621628046035767,13.621628046035767,0.16844496170441703,0.025314340647839505,0.0012841641999304229,0.16844496170441703,0.025314340647839505,0.0012841641999304229
Fixed Cut 5.0%,753,199,39,4.924242424242424,N/A,11.416856050491333,11.416856050491333,0.1730970782058481,0.025625717244023936,0.0012706857962442068,0.1730970782058481,0.025625717244023936,0.0012706857962442068
Fixed Cut 10.0%,713,199,79,9.974747474747476,N/A,18.806482076644897,18.806482076644897,0.16764105248437203,0.024861886073495574,0.001194914050196554,0.16764105248437203,0.024861886073495574,0.001194914050196554
Fixed Cut 15.0%,674,199,118,14.898989898989898,N/A,21.506191968917847,21.506191968917847,0.16957478381953628,0.025243182077014082,0.001258784935925297,0.16957478381953628,0.025243182077014082,0.001258784935925297
Fixed Cut 20.0%,634,199,158,19.94949494949495,N/A,25.518054008483887,25.518054008483887,0.17179905138296983,0.025386585385733452,0.001263998137788154,0.17179905138296983,0.025386585385733452,0.001263998137788154
Fixed Cut 25.0%,594,199,198,25.0,N/A,22.708754301071167,22.708754301071167,0.17635094408109486,0.025756874354047776,0.0012831843303284967,0.17635094408109486,0.025756874354047776,0.0012831843303284967
Fixed Cut 30.0%,555,199,237,29.924242424242426,N/A,17.89949321746826,17.89949321746826,0.17843301611472037,0.026235004666678663,0.0013382092171181656,0.17843301611472037,0.026235004666678663,0.0013382092171181656
Fixed Cut 35.0%,515,199,277,34.974747474747474,N/A,24.86339807510376,24.86339807510376,0.1547234871584578,0.023304421239302542,0.0010723019228966136,0.1547234871584578,0.023304421239302542,0.0010723019228966136
Fixed Cut 40.0%,476,199,316,39.8989898989899,N/A,10.145999193191528,10.145999193191528,0.20567522708011785,0.0289778497253808,0.0016037627190450467,0.20567522708011785,0.0289778497253808,0.0016037627190450467
Fixed Cut 45.0%,436,199,356,44.94949494949495,N/A,16.201071977615356,16.201071977615356,0.17380227850599037,0.025232232420568452,0.0012166805499866462,0.17380227850599037,0.025232232420568452,0.0012166805499866462
Fixed Cut 50.0%,397,199,395,49.87373737373738,N/A,5.38171911239624,5.38171911239624,0.3026067383026969,0.03850864905508447,0.0025756931554690964,0.3026067383026969,0.03850864905508447,0.0025756931554690964
Fixed Cut 55.0%,357,199,435,54.92424242424242,N/A,6.505281925201416,6.505281925201416,0.21214674129352465,0.0299276453958538,0.0017153151143479036,0.21214674129352465,0.0299276453958538,0.0017153151143479036
Fixed Cut 60.0%,317,199,475,59.97474747474747,N/A,6.181957244873047,6.181957244873047,0.2386522100517062,0.03329411583247726,0.0020587113045072874,0.2386522100517062,0.03329411583247726,0.0020587113045072874
Fixed Cut 65.0%,278,199,514,64.8989898989899,N/A,4.54477596282959,4.54477596282959,0.35280910831316376,0.04412411755245177,0.0034267153933487103,0.35280910831316376,0.04412411755245177,0.0034267153933487103
Fixed Cut 70.0%,238,199,554,69.94949494949495,N/A,6.494475841522217,6.494475841522217,0.29762345064227785,0.03817558994807629,0.002554558648876727,0.29762345064227785,0.03817558994807629,0.002554558648876727
Fixed Cut 75.0%,198,199,594,75.0,N/A,4.540031909942627,4.540031909942627,0.3848966415203172,0.049052758882137094,0.004408758868162854,0.3848966415203172,0.049052758882137094,0.004408758868162854
Fixed Cut 80.0%,159,199,633,79.92424242424242,N/A,5.186551094055176,5.186551094055176,0.41696946828550924,0.048704598414461175,0.003907390800092858,0.41696946828550924,0.048704598414461175,0.003907390800092858
Fixed Cut 85.0%,119,199,673,84.97474747474747,N/A,4.343631982803345,4.343631982803345,0.6120136007278693,0.0626127121785169,0.005580280662403655,0.6120136007278693,0.0626127121785169,0.005580280662403655
Fixed Cut 90.0%,80,199,712,89.8989898989899,N/A,4.242244005203247,4.242244005203247,0.4088222527195122,0.09612690568195081,0.019396642560706372,0.4088222527195122,0.09612690568195081,0.019396642560706372
Window L1,507,199,285,35.984848484848484,0.03061985969543457,12.659889221191406,12.69050908088684,0.1596068375925962,0.024205532728290707,0.001130649359482917,0.1596068375925962,0.024205532728290707,0.001130649359482917
Window L2,127,199,665,83.96464646464646,0.012297868728637695,2.8873932361602783,2.899691104888916,0.6755013664187287,0.06772769843092834,0.006238292627732779,0.6755013664187287,0.06772769843092834,0.006238292627732779
Window Normal,127,199,665,83.96464646464646,0.02418828010559082,2.978732109069824,3.002920389175415,0.7580551151685283,0.07493414212520498,0.007391187996130605,0.7580551151685283,0.07493414212520498,0.007391187996130605
Window RBF,502,199,290,36.61616161616162,0.018830060958862305,9.554658889770508,9.57348895072937,0.18647106486586792,0.02738508214823437,0.0014350532069963846,0.18647106486586792,0.02738508214823437,0.0014350532069963846
Window Cosine,0,199,792,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,0,199,792,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Clinear,52,199,740,93.43434343434343,0.010955095291137695,3.1012473106384277,3.1122024059295654,0.563699703670615,0.11847293169724338,0.02577028166915579,0.563699703670615,0.11847293169724338,0.02577028166915579
Window Rank,502,199,290,36.61616161616162,0.01511693000793457,13.626545906066895,13.641662836074829,0.1609933458094183,0.024487755184977616,0.0011734061259247872,0.1609933458094183,0.024487755184977616,0.0011734061259247872
Window Mahalanobis,127,199,665,83.96464646464646,0.010689020156860352,2.8083078861236572,2.8189969062805176,0.5941701287406033,0.06136266146880295,0.005455301038478495,0.5941701287406033,0.06136266146880295,0.005455301038478495
Window AR,527,199,265,33.45959595959596,0.019767045974731445,15.30932092666626,15.329087972640991,0.1635202855804057,0.0245673729487761,0.0011930523122710265,0.1635202855804057,0.0245673729487761,0.0011930523122710265
Window Mean,248,199,544,68.68686868686868,0.14246416091918945,4.925091981887817,5.067556142807007,0.2507078804880624,0.03429494068911456,0.002154202820982629,0.2507078804880624,0.03429494068911456,0.002154202820982629
Window Median,127,199,665,83.96464646464646,0.14246416091918945,2.985530138015747,3.1279942989349365,0.624515003095341,0.06325291102081014,0.005579906684626909,0.624515003095341,0.06325291102081014,0.005579906684626909
Binary Segmentation L1,502,199,290,36.61616161616162,0.03716611862182617,11.637439966201782,11.674606084823608,0.1690426050059405,0.025044659017610674,0.0011839542145240499,0.1690426050059405,0.025044659017610674,0.0011839542145240499
Binary Segmentation L2,12,199,780,98.48484848484848,0.018657922744750977,3.0853118896484375,3.1039698123931885,1.1573146242212164,0.19935223484368528,0.04774510934912964,1.1573146242212164,0.19935223484368528,0.04774510934912964
Binary Segmentation Normal,642,199,150,18.939393939393938,0.032788991928100586,17.211266040802002,17.244055032730103,0.17160688776071842,0.02558272761668769,0.0012875781539010952,0.17160688776071842,0.02558272761668769,0.0012875781539010952
Binary Segmentation RBF,502,199,290,36.61616161616162,0.07787799835205078,8.308056831359863,8.385934829711914,0.19685192019652753,0.028779878208664136,0.0015772243462011625,0.19685192019652753,0.028779878208664136,0.0015772243462011625
Binary Segmentation Cosine,12,199,780,98.48484848484848,0.1134030818939209,3.1712088584899902,3.284611940383911,0.9877437741535146,0.16909094052362708,0.03616399421030944,0.9877437741535146,0.16909094052362708,0.03616399421030944
Binary Segmentation Linear,12,199,780,98.48484848484848,0.01834392547607422,3.5782999992370605,3.5966439247131348,1.1528432651179144,0.19958052979118035,0.0483167568705947,1.1528432651179144,0.19958052979118035,0.0483167568705947
Binary Segmentation Clinear,17,199,775,97.85353535353535,0.017318248748779297,3.357296943664551,3.37461519241333,1.2996850771381194,0.22618558338136527,0.061366184828762584,1.2996850771381194,0.22618558338136527,0.061366184828762584
Binary Segmentation Rank,502,199,290,36.61616161616162,0.019354820251464844,14.529643774032593,14.548998594284058,0.17479213794184636,0.026003732371111005,0.0012858516054083213,0.17479213794184636,0.026003732371111005,0.0012858516054083213
Binary Segmentation Mahalanobis,12,199,780,98.48484848484848,0.13274502754211426,4.363466024398804,4.496211051940918,1.1691002123110834,0.20131786564321721,0.048394362387345374,1.1691002123110834,0.20131786564321721,0.048394362387345374
Binary Segmentation AR,217,199,575,72.6010101010101,0.04370594024658203,6.223067760467529,6.266773700714111,0.3406292725661683,0.04288117605974362,0.0031952510801142395,0.3406292725661683,0.04288117605974362,0.0031952510801142395
Binary Segmentation Mean,243,199,549,69.31818181818183,0.5113620758056641,7.417838096618652,7.929200172424316,0.2337164072930388,0.03204284584211108,0.001922857758013653,0.2337164072930388,0.03204284584211108,0.001922857758013653
Binary Segmentation Median,117,199,675,85.22727272727273,0.5113620758056641,3.034003973007202,3.545366048812866,0.6319218462070385,0.06412313720471634,0.005763513106539906,0.6319218462070385,0.06412313720471634,0.005763513106539906
Bottom Up L1,87,199,705,89.01515151515152,0.02359914779663086,3.512695074081421,3.5362942218780518,0.31733481422505877,0.09292107800244238,0.01827588119854134,0.31733481422505877,0.09292107800244238,0.01827588119854134
Bottom Up L2,87,199,705,89.01515151515152,0.011168718338012695,5.412029981613159,5.423198699951172,0.19551782309006696,0.056682570171632224,0.0076761327320850545,0.19551782309006696,0.056682570171632224,0.0076761327320850545
Bottom Up Normal,122,199,670,84.59595959595958,0.01610708236694336,5.38987398147583,5.405981063842773,0.3402604649932169,0.04224367324648571,0.003050966813247053,0.3402604649932169,0.04224367324648571,0.003050966813247053
Bottom Up RBF,397,199,395,49.87373737373738,0.021230220794677734,10.13061809539795,10.151848316192627,0.19186597173910458,0.027683944750590616,0.0014899994564855814,0.19186597173910458,0.027683944750590616,0.0014899994564855814
Bottom Up Cosine,12,199,780,98.48484848484848,0.018023014068603516,3.2188031673431396,3.236826181411743,1.3226250539186062,0.22595829177872392,0.05951329055637008,1.3226250539186062,0.22595829177872392,0.05951329055637008
Bottom Up Linear,12,199,780,98.48484848484848,0.009078741073608398,3.3371360301971436,3.346214771270752,1.6292676856436945,0.2813431327851497,0.08988032436137043,1.6292676856436945,0.2813431327851497,0.08988032436137043
Bottom Up Clinear,437,199,355,44.823232323232325,0.009327888488769531,8.99387812614441,9.003206014633179,0.16718103899958395,0.02494309104888676,0.0011746835819136053,0.16718103899958395,0.02494309104888676,0.0011746835819136053
Bottom Up Rank,187,199,605,76.38888888888889,0.012719869613647461,4.875869035720825,4.888588905334473,0.28154195224416184,0.037455009663186746,0.002553688647617708,0.28154195224416184,0.037455009663186746,0.002553688647617708
Bottom Up Mahalanobis,87,199,705,89.01515151515152,0.009737014770507812,4.101578950881958,4.111315965652466,0.2027435797453907,0.05946141371061137,0.008663175091848099,0.2027435797453907,0.05946141371061137,0.008663175091848099
Bottom Up AR,522,199,270,34.090909090909086,0.013890981674194336,14.5741548538208,14.588045835494995,0.16334246870752803,0.024527703715377713,0.0011864418244622742,0.16334246870752803,0.024527703715377713,0.0011864418244622742
Bottom Up Mean,195,199,597,75.37878787878788,0.1448826789855957,4.721144199371338,4.866026878356934,0.4015245547951423,0.04906546725932489,0.004256756319161247,0.4015245547951423,0.04906546725932489,0.004256756319161247
Bottom Up Median,105,199,687,86.74242424242425,0.1448826789855957,3.1073532104492188,3.2522358894348145,0.38901398435723017,0.05763716343215386,0.007192947582988925,0.38901398435723017,0.05763716343215386,0.007192947582988925
