Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,540,135,N/A,N/A,N/A,3.8914361000061035,3.8914361000061035,0.04219164869047052,0.029357765894912582,0.0029425763649585813,0.04219164869047052,0.029357765894912582,0.0029425763649585813
Fixed Cut 5.0%,513,135,27,5.0,N/A,3.105654716491699,3.105654716491699,0.04543369982215282,0.03214881924531926,0.0028134285521366565,0.04543369982215282,0.03214881924531926,0.0028134285521366565
Fixed Cut 10.0%,486,135,54,10.0,N/A,4.7315919399261475,4.7315919399261475,0.038855563021468635,0.027546568213010325,0.0024677224504286296,0.038855563021468635,0.027546568213010325,0.0024677224504286296
Fixed Cut 15.0%,459,135,81,15.0,N/A,4.0947489738464355,4.0947489738464355,0.041631846885146165,0.029252830291129378,0.0026115176365212474,0.041631846885146165,0.029252830291129378,0.0026115176365212474
Fixed Cut 20.0%,432,135,108,20.0,N/A,3.2815022468566895,3.2815022468566895,0.039368989816822006,0.027550018621698535,0.002527154599042349,0.039368989816822006,0.027550018621698535,0.002527154599042349
Fixed Cut 25.0%,405,135,135,25.0,N/A,3.276398181915283,3.276398181915283,0.04123568390897659,0.028673833696920975,0.0028578900728391783,0.04123568390897659,0.028673833696920975,0.0028578900728391783
Fixed Cut 30.0%,378,135,162,30.0,N/A,2.7778780460357666,2.7778780460357666,0.03744660010846803,0.02639568401337871,0.00230597616877153,0.03744660010846803,0.02639568401337871,0.00230597616877153
Fixed Cut 35.0%,351,135,189,35.0,N/A,3.6205999851226807,3.6205999851226807,0.03791804942697734,0.02671189503581533,0.00236407923675797,0.03791804942697734,0.02671189503581533,0.00236407923675797
Fixed Cut 40.0%,325,135,215,39.81481481481482,N/A,3.448324680328369,3.448324680328369,0.04822481591332674,0.03418820662314101,0.0030631128514128237,0.04822481591332674,0.03418820662314101,0.0030631128514128237
Fixed Cut 45.0%,298,135,242,44.81481481481481,N/A,2.649247884750366,2.649247884750366,0.03915658900918163,0.02746405691710906,0.0025120526011965672,0.03915658900918163,0.02746405691710906,0.0025120526011965672
Fixed Cut 50.0%,271,135,269,49.81481481481482,N/A,4.0631186962127686,4.0631186962127686,0.040556199655101856,0.0283430738716735,0.0027884277173709634,0.040556199655101856,0.0283430738716735,0.0027884277173709634
Fixed Cut 55.0%,244,135,296,54.81481481481482,N/A,2.8861842155456543,2.8861842155456543,0.04798333571450164,0.03386530446439291,0.0032210971768843973,0.04798333571450164,0.03386530446439291,0.0032210971768843973
Fixed Cut 60.0%,216,135,324,60.0,N/A,3.647955894470215,3.647955894470215,0.03921156416663388,0.027469702634475533,0.0025892646120221517,0.03921156416663388,0.027469702634475533,0.0025892646120221517
Fixed Cut 65.0%,189,135,351,65.0,N/A,2.835015058517456,2.835015058517456,0.03967718664178724,0.02786438449315757,0.002577450047396101,0.03967718664178724,0.02786438449315757,0.002577450047396101
