Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,540,135,N/A,N/A,N/A,4.812622785568237,4.812622785568237,0.03769707430517093,0.026601353826556595,0.002340838343858227,0.03769707430517093,0.026601353826556595,0.002340838343858227
Fixed Cut 5.0%,513,135,27,5.0,N/A,3.4246881008148193,3.4246881008148193,0.04471698479456755,0.03161875234536399,0.002739467772035834,0.04471698479456755,0.03161875234536399,0.002739467772035834
Fixed Cut 10.0%,486,135,54,10.0,N/A,3.7129340171813965,3.7129340171813965,0.04264678838568117,0.029855799278632727,0.0027940643628849736,0.04264678838568117,0.029855799278632727,0.0027940643628849736
Fixed Cut 15.0%,459,135,81,15.0,N/A,3.3463680744171143,3.3463680744171143,0.04236864460875382,0.029611434859797295,0.0028097317502854577,0.04236864460875382,0.029611434859797295,0.0028097317502854577
Fixed Cut 20.0%,432,135,108,20.0,N/A,3.0289359092712402,3.0289359092712402,0.04530269193675693,0.03207145521036853,0.0027950973909920017,0.04530269193675693,0.03207145521036853,0.0027950973909920017
Fixed Cut 25.0%,405,135,135,25.0,N/A,4.513474225997925,4.513474225997925,0.0396404939900641,0.027683280056124866,0.00256099367491462,0.0396404939900641,0.027683280056124866,0.00256099367491462
Fixed Cut 30.0%,378,135,162,30.0,N/A,2.79150390625,2.79150390625,0.0382399730781027,0.026826045224725308,0.002418103164783839,0.0382399730781027,0.026826045224725308,0.002418103164783839
Fixed Cut 35.0%,351,135,189,35.0,N/A,3.331355094909668,3.331355094909668,0.046784441759343195,0.033112071185453715,0.002986697442338889,0.046784441759343195,0.033112071185453715,0.002986697442338889
Fixed Cut 40.0%,325,135,215,39.81481481481482,N/A,3.821575164794922,3.821575164794922,0.0478500389213454,0.033737147170460335,0.0031296170848709045,0.0478500389213454,0.033737147170460335,0.0031296170848709045
Fixed Cut 45.0%,298,135,242,44.81481481481481,N/A,3.281247138977051,3.281247138977051,0.04866907733461964,0.0344401704601521,0.003153113137550579,0.04866907733461964,0.0344401704601521,0.003153113137550579
Fixed Cut 50.0%,271,135,269,49.81481481481482,N/A,4.1720898151397705,4.1720898151397705,0.03868913722133317,0.027275287649766153,0.0024678036928139444,0.03868913722133317,0.027275287649766153,0.0024678036928139444
Fixed Cut 55.0%,244,135,296,54.81481481481482,N/A,4.033288955688477,4.033288955688477,0.04158700483425036,0.029001127853150236,0.0028284943031063273,0.04158700483425036,0.029001127853150236,0.0028284943031063273
Fixed Cut 60.0%,216,135,324,60.0,N/A,4.148160934448242,4.148160934448242,0.03838919806119569,0.027014301477105342,0.0024243126552821394,0.03838919806119569,0.027014301477105342,0.0024243126552821394
Fixed Cut 65.0%,189,135,351,65.0,N/A,3.0718350410461426,3.0718350410461426,0.0379113361189604,0.026799476351448352,0.0023204603067455967,0.0379113361189604,0.026799476351448352,0.0023204603067455967
