Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Line 170_MAPE,Line 170_MAE,Line 170_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Window Rank,109,97,275,71.61458333333334,0.007053852081298828,2.5014517307281494,2.5085055828094482,0.212074752171237,0.08410645751889181,0.02198229369639651,0.212074752171237,0.08410645751889181,0.02198229369639651
Window Mahalanobis,109,97,275,71.61458333333334,0.004155158996582031,2.5010170936584473,2.5051722526550293,0.19892885127301424,0.08676697242990764,0.019173128193314484,0.19892885127301424,0.08676697242990764,0.019173128193314484
Window AR,109,97,275,71.61458333333334,0.007735013961791992,2.762006998062134,2.769742012023926,0.2310948842776259,0.10984418486955065,0.02231792095604755,0.2310948842776259,0.10984418486955065,0.02231792095604755
Window Mean,84,97,300,78.125,0.053591012954711914,2.4187259674072266,2.4723169803619385,0.15492854246421706,0.0581797065720281,0.0172538399425894,0.15492854246421706,0.0581797065720281,0.0172538399425894
Window Median,109,97,275,71.61458333333334,0.053591012954711914,2.8037099838256836,2.8573009967803955,0.16763259226936392,0.06035720191011027,0.016768286681927626,0.16763259226936392,0.06035720191011027,0.016768286681927626
Binary Segmentation L1,109,97,275,71.61458333333334,0.015381097793579102,2.528128147125244,2.5435092449188232,0.22394050133413074,0.1018804208643135,0.021927167142441677,0.22394050133413074,0.1018804208643135,0.021927167142441677
Binary Segmentation L2,199,97,185,48.17708333333333,0.008242130279541016,13.770031929016113,13.778274059295654,0.059689970402412654,0.034069440077091076,0.00396496301816778,0.059689970402412654,0.034069440077091076,0.00396496301816778
Binary Segmentation Normal,9,97,375,97.65625,0.01609969139099121,3.7239322662353516,3.7400319576263428,0.1581205820071737,0.059595564073986494,0.023361726415331394,0.1581205820071737,0.059595564073986494,0.023361726415331394
Binary Segmentation RBF,199,97,185,48.17708333333333,0.015562057495117188,2.9697153568267822,2.9852774143218994,0.15629445513826667,0.06779127005644685,0.013501680089710609,0.15629445513826667,0.06779127005644685,0.013501680089710609
Binary Segmentation Cosine,9,97,375,97.65625,0.01304006576538086,3.0715529918670654,3.0845930576324463,0.155659026806684,0.06073364027341209,0.021309545707446094,0.155659026806684,0.06073364027341209,0.021309545707446094
Binary Segmentation Linear,9,97,375,97.65625,0.009027719497680664,2.8067500591278076,2.8157777786254883,0.15350593082485922,0.061541284110811036,0.021407531521905967,0.15350593082485922,0.061541284110811036,0.021407531521905967
Binary Segmentation Clinear,159,97,225,58.59375,0.006924152374267578,2.8233861923217773,2.830310344696045,0.16980852244255645,0.0676156069012894,0.015898286692036707,0.16980852244255645,0.0676156069012894,0.015898286692036707
Binary Segmentation Rank,109,97,275,71.61458333333334,0.009283065795898438,2.849140167236328,2.8584232330322266,0.17523199823048846,0.06295397707557313,0.017526805571447427,0.17523199823048846,0.06295397707557313,0.017526805571447427
Binary Segmentation Mahalanobis,199,97,185,48.17708333333333,0.01022195816040039,12.496726036071777,12.506947994232178,0.05844316532349043,0.03370193604993637,0.004289068343268156,0.05844316532349043,0.03370193604993637,0.004289068343268156
Binary Segmentation AR,24,97,360,93.75,0.014658212661743164,2.4637389183044434,2.4783971309661865,0.13764832903196317,0.0504136288567056,0.015574747131986616,0.13764832903196317,0.0504136288567056,0.015574747131986616
Binary Segmentation Mean,103,97,281,73.17708333333334,0.11844015121459961,2.467938184738159,2.586378335952759,0.1850664737916021,0.09157487125753992,0.018500567734500723,0.1850664737916021,0.09157487125753992,0.018500567734500723
Binary Segmentation Median,109,97,275,71.61458333333334,0.11844015121459961,2.6991240978240967,2.8175642490386963,0.23621597300784272,0.10073203704823022,0.02436742237215642,0.23621597300784272,0.10073203704823022,0.02436742237215642
Bottom Up L1,114,97,270,70.3125,0.007622957229614258,2.5879058837890625,2.5955288410186768,0.24060938656376354,0.11306613844701613,0.024136199312581836,0.24060938656376354,0.11306613844701613,0.024136199312581836
Bottom Up L2,194,97,190,49.47916666666667,0.004846096038818359,16.289503812789917,16.294349908828735,0.05412371288680048,0.027703352980458416,0.003837637556358115,0.05412371288680048,0.027703352980458416,0.003837637556358115
Bottom Up Normal,209,97,175,45.57291666666667,0.0076410770416259766,16.51644229888916,16.524083375930786,0.050798608605434586,0.026317118479374266,0.0036125135756807235,0.050798608605434586,0.026317118479374266,0.0036125135756807235
Bottom Up RBF,194,97,190,49.47916666666667,0.007331132888793945,2.754587173461914,2.761918306350708,0.1805748443127936,0.07794820942641219,0.0161581578125563,0.1805748443127936,0.07794820942641219,0.0161581578125563
Bottom Up Cosine,14,97,370,96.35416666666666,0.004742860794067383,2.7566611766815186,2.761404037475586,0.17321410233529658,0.07603981480149942,0.022556349867429666,0.17321410233529658,0.07603981480149942,0.022556349867429666
Bottom Up Linear,14,97,370,96.35416666666666,0.004058837890625,2.871683120727539,2.875741958618164,0.17855577308056128,0.0656929929264308,0.025880023171602706,0.17855577308056128,0.0656929929264308,0.025880023171602706
Bottom Up Clinear,209,97,175,45.57291666666667,0.003837108612060547,17.71288275718689,17.71671986579895,0.04758400943163711,0.023812297665981492,0.0036187153931704795,0.04758400943163711,0.023812297665981492,0.0036187153931704795
Bottom Up Rank,114,97,270,70.3125,0.0075359344482421875,2.74875807762146,2.756294012069702,0.14455235522459392,0.05035025495678986,0.014288255901221136,0.14455235522459392,0.05035025495678986,0.014288255901221136
Bottom Up Mahalanobis,194,97,190,49.47916666666667,0.004324913024902344,3.090100049972534,3.0944249629974365,0.17089755327558018,0.06414171348814764,0.019354756817509606,0.17089755327558018,0.06414171348814764,0.019354756817509606
Bottom Up AR,304,97,80,20.833333333333336,0.0080108642578125,3.586930990219116,3.5949418544769287,0.17638325537902214,0.07250582192135953,0.017587211185055417,0.17638325537902214,0.07250582192135953,0.017587211185055417
Bottom Up Mean,156,97,228,59.375,0.0599517822265625,2.8357059955596924,2.895657777786255,0.15476620990192405,0.06072641370168591,0.014830040559159104,0.15476620990192405,0.06072641370168591,0.014830040559159104
Bottom Up Median,194,97,190,49.47916666666667,0.0599517822265625,2.6205759048461914,2.680527687072754,0.13840678552984478,0.05138786920414117,0.01238516060039125,0.13840678552984478,0.05138786920414117,0.01238516060039125
