Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,USD/Bitcoin_MAPE,USD/Bitcoin_MAE,USD/Bitcoin_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Window RBF,529,155,90,14.539579967689823,0.014425992965698242,6.3221659660339355,6.336591958999634,0.07758072668481822,0.024480432931988406,0.00108755938580122,0.07758072668481822,0.024480432931988406,0.00108755938580122
Window Cosine,0,155,619,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,59,155,560,90.46849757673667,0.008665084838867188,2.9379067420959473,2.9465718269348145,0.3384771246653925,0.08554435099427475,0.009070403204388977,0.3384771246653925,0.08554435099427475,0.009070403204388977
Window Clinear,79,155,540,87.23747980613894,0.008216142654418945,2.5953619480133057,2.6035780906677246,0.2654499027638968,0.06592540467433206,0.005628093816721811,0.2654499027638968,0.06592540467433206,0.005628093816721811
Window Rank,529,155,90,14.539579967689823,0.009521961212158203,6.893906354904175,6.903428316116333,0.07223774470193163,0.022824048625906358,0.0009443282660563369,0.07223774470193163,0.022824048625906358,0.0009443282660563369
Window Mahalanobis,54,155,565,91.2762520193861,0.009341955184936523,3.0894460678100586,3.098788022994995,0.4047620291136211,0.10306573679829506,0.012815601347117444,0.4047620291136211,0.10306573679829506,0.012815601347117444
Window AR,54,155,565,91.2762520193861,0.016558170318603516,2.606692314147949,2.6232504844665527,0.2465584945869055,0.06347285973432557,0.005066494730720565,0.2465584945869055,0.06347285973432557,0.005066494730720565
Window Mean,196,155,423,68.33602584814217,0.11023664474487305,3.128227949142456,3.238464593887329,0.10384709873306715,0.03262750223183144,0.0018862094273671005,0.10384709873306715,0.03262750223183144,0.0018862094273671005
Window Median,57,155,562,90.79159935379644,0.11023664474487305,2.283440113067627,2.3936767578125,0.3308219188050898,0.0837228288474798,0.008711029768799226,0.3308219188050898,0.0837228288474798,0.008711029768799226
Binary Segmentation L1,49,155,570,92.08400646203555,0.030951976776123047,2.5267109870910645,2.5576629638671875,0.41685752393095804,0.10659790848664281,0.013595282418275834,0.41685752393095804,0.10659790848664281,0.013595282418275834
Binary Segmentation L2,44,155,575,92.89176090468497,0.01427602767944336,2.801482915878296,2.8157589435577393,0.3788396203198083,0.09680139707550911,0.011166813237228334,0.3788396203198083,0.09680139707550911,0.011166813237228334
Binary Segmentation Normal,129,155,490,79.15993537964458,0.024219989776611328,2.752717971801758,2.776937961578369,0.1540534322061594,0.03994775031517497,0.0022663058813181323,0.1540534322061594,0.03994775031517497,0.0022663058813181323
Binary Segmentation RBF,154,155,465,75.12116316639742,0.04570913314819336,2.806910991668701,2.8526201248168945,0.10789742048737103,0.030731672383273814,0.0015486722302442135,0.10789742048737103,0.030731672383273814,0.0015486722302442135
Binary Segmentation Cosine,9,155,610,98.54604200323102,0.04568123817443848,2.89713191986084,2.9428131580352783,0.11685011571157822,0.05332646761684447,0.004296335708583541,0.11685011571157822,0.05332646761684447,0.004296335708583541
Binary Segmentation Linear,29,155,590,95.31502423263328,0.012923002243041992,2.5883209705352783,2.6012439727783203,0.3484951609333663,0.08857347032599852,0.009637121788342697,0.3484951609333663,0.08857347032599852,0.009637121788342697
Binary Segmentation Clinear,119,155,500,80.77544426494345,0.009939193725585938,3.0485129356384277,3.0584521293640137,0.16922618240923795,0.04348719425998438,0.0024752018680472172,0.16922618240923795,0.04348719425998438,0.0024752018680472172
Binary Segmentation Rank,214,155,405,65.4281098546042,0.014646768569946289,3.0702390670776367,3.084885835647583,0.11073687273492205,0.03458307755311376,0.0021279354414250095,0.11073687273492205,0.03458307755311376,0.0021279354414250095
Binary Segmentation Mahalanobis,44,155,575,92.89176090468497,0.051789045333862305,2.856513738632202,2.9083027839660645,0.45691735348893303,0.11659531771404788,0.016138172185387656,0.45691735348893303,0.11659531771404788,0.016138172185387656
Binary Segmentation AR,19,155,600,96.93053311793214,0.026157140731811523,2.957113265991211,2.9832704067230225,0.2382313313350873,0.09903649336313311,0.012492853996089402,0.2382313313350873,0.09903649336313311,0.012492853996089402
Binary Segmentation Mean,81,155,538,86.91437802907916,0.2762935161590576,2.8487589359283447,3.1250524520874023,0.3103122186054033,0.07755636155830554,0.007679731577010781,0.3103122186054033,0.07755636155830554,0.007679731577010781
Binary Segmentation Median,47,155,572,92.40710823909531,0.2762935161590576,2.557988166809082,2.8342816829681396,0.3371900203274621,0.08613151272112188,0.008989333348622858,0.3371900203274621,0.08613151272112188,0.008989333348622858
Bottom Up L1,39,155,580,93.69951534733441,0.01731085777282715,2.7028582096099854,2.7201690673828125,0.45921459022743977,0.11784251832552323,0.016207107689934153,0.45921459022743977,0.11784251832552323,0.016207107689934153
Bottom Up L2,39,155,580,93.69951534733441,0.00967717170715332,2.888928174972534,2.8986053466796875,0.4660136421179503,0.11940613945667272,0.016757805009515746,0.4660136421179503,0.11940613945667272,0.016757805009515746
Bottom Up Normal,99,155,520,84.00646203554119,0.015055179595947266,3.154942274093628,3.169997453689575,0.26520534570214893,0.06559844425924184,0.0056256042224910995,0.26520534570214893,0.06559844425924184,0.0056256042224910995
Bottom Up RBF,214,155,405,65.4281098546042,0.0170900821685791,3.0989677906036377,3.116057872772217,0.08866725692274575,0.029318649955874375,0.001599607566119917,0.08866725692274575,0.029318649955874375,0.001599607566119917
Bottom Up Cosine,9,155,610,98.54604200323102,0.011335372924804688,3.278780937194824,3.290116310119629,0.22245079358531622,0.09366458088499643,0.01139674970889924,0.22245079358531622,0.09366458088499643,0.01139674970889924
Bottom Up Linear,29,155,590,95.31502423263328,0.009339094161987305,2.580136299133301,2.589475393295288,0.4055767709054956,0.10336495517179718,0.01282076808457518,0.4055767709054956,0.10336495517179718,0.01282076808457518
Bottom Up Clinear,79,155,540,87.23747980613894,0.008597850799560547,2.506118059158325,2.5147159099578857,0.23515659918424606,0.0583904339192346,0.00445198440596308,0.23515659918424606,0.0583904339192346,0.00445198440596308
Bottom Up Rank,214,155,405,65.4281098546042,0.012397050857543945,3.3649392127990723,3.377336263656616,0.08716248544220655,0.02745096380209594,0.0013684800316060696,0.08716248544220655,0.02745096380209594,0.0013684800316060696
Bottom Up Mahalanobis,39,155,580,93.69951534733441,0.014216899871826172,2.7364590167999268,2.750675916671753,0.3822509363507601,0.0979249468445627,0.011415508273121062,0.3822509363507601,0.0979249468445627,0.011415508273121062
Bottom Up AR,19,155,600,96.93053311793214,0.01348876953125,2.608065128326416,2.621553897857666,0.14990985751750555,0.065031069942826,0.005667196019428569,0.14990985751750555,0.065031069942826,0.005667196019428569
Bottom Up Mean,78,155,541,87.39903069466882,0.1285083293914795,2.49493408203125,2.6234424114227295,0.22100787866474234,0.055329680970892164,0.003968197625247696,0.22100787866474234,0.055329680970892164,0.003968197625247696
Bottom Up Median,39,155,580,93.69951534733441,0.1285083293914795,2.585099935531616,2.7136082649230957,0.4014533781350766,0.1035903540448459,0.01259417005074691,0.4014533781350766,0.1035903540448459,0.01259417005074691
