Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,292,74,N/A,N/A,N/A,3.2871532440185547,3.2871532440185547,1.784296112354014,0.3026412105305514,0.13906052491199017,1.784296112354014,0.3026412105305514,0.13906052491199017
Fixed Cut 5.0%,278,74,14,4.794520547945205,N/A,3.2527060508728027,3.2527060508728027,1.9277458828814595,0.2985370274618774,0.13715842555554655,1.9277458828814595,0.2985370274618774,0.13715842555554655
Fixed Cut 10.0%,263,74,29,9.931506849315069,N/A,3.155284881591797,3.155284881591797,1.8258103109399026,0.29773624601408444,0.13393690860922128,1.8258103109399026,0.29773624601408444,0.13393690860922128
Fixed Cut 15.0%,249,74,43,14.726027397260275,N/A,4.137251138687134,4.137251138687134,1.8294052412401125,0.29867646575880663,0.13278900708805677,1.8294052412401125,0.29867646575880663,0.13278900708805677
Fixed Cut 20.0%,234,74,58,19.863013698630137,N/A,3.998555898666382,3.998555898666382,1.8503687744139443,0.29728645789217667,0.1321779000914709,1.8503687744139443,0.29728645789217667,0.1321779000914709
Fixed Cut 25.0%,219,74,73,25.0,N/A,3.951857089996338,3.951857089996338,1.8884332872732275,0.2960492351196238,0.13254315926764698,1.8884332872732275,0.2960492351196238,0.13254315926764698
Fixed Cut 30.0%,205,74,87,29.794520547945208,N/A,2.9208221435546875,2.9208221435546875,2.028215135344961,0.2840386883117919,0.12184783362210748,2.028215135344961,0.2840386883117919,0.12184783362210748
Fixed Cut 35.0%,190,74,102,34.93150684931507,N/A,3.423434019088745,3.423434019088745,1.889267149599125,0.2927403874618436,0.12903337045635685,1.889267149599125,0.2927403874618436,0.12903337045635685
Fixed Cut 40.0%,176,74,116,39.726027397260275,N/A,3.7135369777679443,3.7135369777679443,2.019222230747918,0.2905142489767969,0.12750025300772966,2.019222230747918,0.2905142489767969,0.12750025300772966
Fixed Cut 45.0%,161,74,131,44.86301369863014,N/A,3.7759897708892822,3.7759897708892822,2.0081501384212883,0.28826098264737854,0.12673436906983712,2.0081501384212883,0.28826098264737854,0.12673436906983712
Fixed Cut 50.0%,147,74,145,49.65753424657534,N/A,3.0482680797576904,3.0482680797576904,2.172183234872318,0.2854629551190288,0.1259445859137356,2.172183234872318,0.2854629551190288,0.1259445859137356
Fixed Cut 55.0%,132,74,160,54.794520547945204,N/A,3.4831249713897705,3.4831249713897705,2.2701909354817804,0.2785372202697599,0.11911871450611078,2.2701909354817804,0.2785372202697599,0.11911871450611078
Fixed Cut 60.0%,117,74,175,59.93150684931506,N/A,3.5210587978363037,3.5210587978363037,2.0700377445522187,0.28051755263072553,0.12320016436378417,2.0700377445522187,0.28051755263072553,0.12320016436378417
Fixed Cut 65.0%,103,74,189,64.72602739726028,N/A,3.077542781829834,3.077542781829834,2.333984911799665,0.28135030280108503,0.12344602567913249,2.333984911799665,0.28135030280108503,0.12344602567913249
Fixed Cut 70.0%,88,74,204,69.86301369863014,N/A,3.338365316390991,3.338365316390991,2.240686670164627,0.279393676999306,0.12199327519293376,2.240686670164627,0.279393676999306,0.12199327519293376
Fixed Cut 75.0%,73,74,219,75.0,N/A,2.811474084854126,2.811474084854126,2.3693173957601124,0.28114329938587557,0.12270759300648795,2.3693173957601124,0.28114329938587557,0.12270759300648795
Fixed Cut 80.0%,59,74,233,79.7945205479452,N/A,4.063838005065918,4.063838005065918,2.5307731783484497,0.28329300222162945,0.12267025287771935,2.5307731783484497,0.28329300222162945,0.12267025287771935
Fixed Cut 85.0%,44,74,248,84.93150684931507,N/A,2.9835331439971924,2.9835331439971924,1.9950803720657262,0.3008436530052788,0.13788518847039075,1.9950803720657262,0.3008436530052788,0.13788518847039075
Fixed Cut 90.0%,30,74,262,89.72602739726028,N/A,4.108278036117554,4.108278036117554,2.6514102542471876,0.3004140858925293,0.13867383919607784,2.6514102542471876,0.3004140858925293,0.13867383919607784
Window L1,112,74,180,61.64383561643836,0.005658149719238281,3.134166717529297,3.139824867248535,2.3235499885761755,0.28088739284847797,0.12269969607308477,2.3235499885761755,0.28088739284847797,0.12269969607308477
Window L2,112,74,180,61.64383561643836,0.0032699108123779297,3.178631067276001,3.181900978088379,2.2450635385443087,0.27978979790804326,0.12156058189945962,2.2450635385443087,0.27978979790804326,0.12156058189945962
Window Normal,132,74,160,54.794520547945204,0.005157947540283203,2.939972162246704,2.9451301097869873,2.223805578531595,0.280832243251462,0.12363474010063957,2.223805578531595,0.280832243251462,0.12363474010063957
Window RBF,112,74,180,61.64383561643836,0.003439188003540039,2.893557071685791,2.896996259689331,2.2161787591900404,0.280592859662532,0.12285100295589882,2.2161787591900404,0.280592859662532,0.12285100295589882
Window Cosine,132,74,160,54.794520547945204,0.002178192138671875,3.4562041759490967,3.4583823680877686,2.2183205111062887,0.2850273404473723,0.12786072953121044,2.2183205111062887,0.2850273404473723,0.12786072953121044
Window Linear,207,74,85,29.10958904109589,0.0030269622802734375,2.6681418418884277,2.671168804168701,1.8941344877999207,0.29056559220542466,0.12692132519650867,1.8941344877999207,0.29056559220542466,0.12692132519650867
Window Clinear,107,74,185,63.35616438356164,0.0031261444091796875,2.9215171337127686,2.9246432781219482,2.2442256370779514,0.2796347404233168,0.12172215683447042,2.2442256370779514,0.2796347404233168,0.12172215683447042
Window Rank,112,74,180,61.64383561643836,0.0032148361206054688,3.0437519550323486,3.046966791152954,2.2335457618418215,0.2799759959589822,0.12249486205794777,2.2335457618418215,0.2799759959589822,0.12249486205794777
Window Mahalanobis,112,74,180,61.64383561643836,0.0020389556884765625,2.9911749362945557,2.9932138919830322,2.2111321102774006,0.27917352817331775,0.12171438107348162,2.2111321102774006,0.27917352817331775,0.12171438107348162
Window AR,52,74,240,82.1917808219178,0.004902839660644531,2.284592866897583,2.2894957065582275,1.7774031430091806,0.2888467464402054,0.12639878945646085,1.7774031430091806,0.2888467464402054,0.12639878945646085
Window Mean,119,74,173,59.24657534246576,0.036013126373291016,3.727522134780884,3.763535261154175,2.429507498650342,0.285741955000037,0.12525199594430808,2.429507498650342,0.285741955000037,0.12525199594430808
Window Median,112,74,180,61.64383561643836,0.036013126373291016,2.9837348461151123,3.0197479724884033,2.2082661960451815,0.2785687904926003,0.12048676486256649,2.2082661960451815,0.2785687904926003,0.12048676486256649
Binary Segmentation L1,112,74,180,61.64383561643836,0.010874032974243164,2.855870008468628,2.866744041442871,2.295421108770493,0.2827108375331065,0.12412140266720631,2.295421108770493,0.2827108375331065,0.12412140266720631
Binary Segmentation L2,112,74,180,61.64383561643836,0.004937887191772461,3.1508610248565674,3.15579891204834,2.1623513049325234,0.2801197706949024,0.12302631745841619,2.1623513049325234,0.2801197706949024,0.12302631745841619
Binary Segmentation Normal,117,74,175,59.93150684931506,0.011442899703979492,3.319408893585205,3.3308517932891846,2.2910258427083687,0.27896630432166075,0.11981064955493452,2.2910258427083687,0.27896630432166075,0.11981064955493452
Binary Segmentation RBF,112,74,180,61.64383561643836,0.005856037139892578,3.0134451389312744,3.019301176071167,2.1584013377145106,0.2790493158744975,0.12196767058727041,2.1584013377145106,0.2790493158744975,0.12196767058727041
Binary Segmentation Cosine,132,74,160,54.794520547945204,0.005303144454956055,3.990323066711426,3.995626211166382,2.2101981995539783,0.28321552249175747,0.12666878233911663,2.2101981995539783,0.28321552249175747,0.12666878233911663
Binary Segmentation Linear,107,74,185,63.35616438356164,0.0049059391021728516,2.911876916885376,2.916782855987549,2.1741984283271734,0.2806559165729798,0.1230344264837491,2.1741984283271734,0.2806559165729798,0.1230344264837491
Binary Segmentation Clinear,17,74,275,94.17808219178082,0.004900217056274414,2.158972978591919,2.1638731956481934,1.0671280859089787,0.4442611382679751,0.2913040667440353,1.0671280859089787,0.4442611382679751,0.2913040667440353
Binary Segmentation Rank,132,74,160,54.794520547945204,0.005338191986083984,3.448533058166504,3.453871250152588,2.190942682847754,0.2809496057648265,0.12485061704908983,2.190942682847754,0.2809496057648265,0.12485061704908983
Binary Segmentation Mahalanobis,112,74,180,61.64383561643836,0.0049669742584228516,2.9988479614257812,3.003814935684204,2.1203997350910386,0.27966276037405563,0.1221985406614207,2.1203997350910386,0.27966276037405563,0.1221985406614207
