Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,400,100,N/A,N/A,N/A,11.318134784698486,11.318134784698486,0.04148214531828503,0.03274658952285872,0.001803524990440054,0.04148214531828503,0.03274658952285872,0.001803524990440054
Fixed Cut 5.0%,380,100,20,5.0,N/A,11.271603345870972,11.271603345870972,0.04038910150447844,0.031960225518659895,0.001700504093619069,0.04038910150447844,0.031960225518659895,0.001700504093619069
Fixed Cut 10.0%,360,100,40,10.0,N/A,3.9921863079071045,3.9921863079071045,0.07312370579049783,0.05816630122941308,0.005114027243734269,0.07312370579049783,0.05816630122941308,0.005114027243734269
Fixed Cut 15.0%,340,100,60,15.0,N/A,7.38726019859314,7.38726019859314,0.052082808833070156,0.04043135651427815,0.0025080723271961674,0.052082808833070156,0.04043135651427815,0.0025080723271961674
Fixed Cut 20.0%,320,100,80,20.0,N/A,4.158077001571655,4.158077001571655,0.07568766924295885,0.058600039604401646,0.004939067923524742,0.07568766924295885,0.058600039604401646,0.004939067923524742
Fixed Cut 25.0%,300,100,100,25.0,N/A,3.3206841945648193,3.3206841945648193,0.09465165503099984,0.07118019705526656,0.007558367728560809,0.09465165503099984,0.07118019705526656,0.007558367728560809
Fixed Cut 30.0%,280,100,120,30.0,N/A,6.194900989532471,6.194900989532471,0.06391619374595976,0.049799640247930994,0.003590718119089923,0.06391619374595976,0.049799640247930994,0.003590718119089923
Fixed Cut 35.0%,260,100,140,35.0,N/A,4.683382034301758,4.683382034301758,0.07905710383753646,0.060641398508501906,0.005259646815650488,0.07905710383753646,0.060641398508501906,0.005259646815650488
Fixed Cut 40.0%,240,100,160,40.0,N/A,3.5489890575408936,3.5489890575408936,0.07572291200449789,0.058204868590636165,0.004878349849861297,0.07572291200449789,0.058204868590636165,0.004878349849861297
Fixed Cut 45.0%,221,100,179,44.75,N/A,4.355453968048096,4.355453968048096,0.0919933081069321,0.06965608758057852,0.0070557589785926874,0.0919933081069321,0.06965608758057852,0.0070557589785926874
Fixed Cut 50.0%,201,100,199,49.75,N/A,3.3632118701934814,3.3632118701934814,0.07784548105558405,0.06042105187062223,0.005239593033230593,0.07784548105558405,0.06042105187062223,0.005239593033230593
Fixed Cut 55.0%,181,100,219,54.75,N/A,3.188704013824463,3.188704013824463,0.07111186495426047,0.05555144708925787,0.004513294437390741,0.07111186495426047,0.05555144708925787,0.004513294437390741
Fixed Cut 60.0%,160,100,240,60.0,N/A,3.4912831783294678,3.4912831783294678,0.07177510072720841,0.055830922467478616,0.004441787715880995,0.07177510072720841,0.055830922467478616,0.004441787715880995
Fixed Cut 65.0%,140,100,260,65.0,N/A,2.9981367588043213,2.9981367588043213,0.10798600738774898,0.08026799165144657,0.009672207768975698,0.10798600738774898,0.08026799165144657,0.009672207768975698
Fixed Cut 70.0%,120,100,280,70.0,N/A,2.9461729526519775,2.9461729526519775,0.08266507850236172,0.06316572078144103,0.005737218208528952,0.08266507850236172,0.06316572078144103,0.005737218208528952
Fixed Cut 75.0%,100,100,300,75.0,N/A,3.211966037750244,3.211966037750244,0.07478104505776416,0.05767918959195564,0.004736768926690726,0.07478104505776416,0.05767918959195564,0.004736768926690726
Fixed Cut 80.0%,80,100,320,80.0,N/A,3.2149670124053955,3.2149670124053955,0.07405042804442623,0.05780451080077668,0.004862757947200135,0.07405042804442623,0.05780451080077668,0.004862757947200135
Fixed Cut 85.0%,60,100,340,85.0,N/A,3.4473557472229004,3.4473557472229004,0.07601503781052035,0.05872486839422544,0.004962111405224719,0.07601503781052035,0.05872486839422544,0.004962111405224719
Fixed Cut 90.0%,40,100,360,90.0,N/A,3.1436069011688232,3.1436069011688232,0.07981599752781561,0.06113710534360263,0.005368649645233204,0.07981599752781561,0.06113710534360263,0.005368649645233204
Window L1,60,100,340,85.0,0.008522987365722656,3.6349828243255615,3.643505811691284,0.07319693199993592,0.056616484830968414,0.004606928708474095,0.07319693199993592,0.056616484830968414,0.004606928708474095
Window L2,60,100,340,85.0,0.004564762115478516,2.9679551124572754,2.972519874572754,0.07656841973606163,0.05946570330405798,0.00513522211901865,0.07656841973606163,0.05946570330405798,0.00513522211901865
Window Normal,60,100,340,85.0,0.00834202766418457,3.10325026512146,3.1115922927856445,0.08203636105618987,0.06306997669209907,0.005728544048620598,0.08203636105618987,0.06306997669209907,0.005728544048620598
Window RBF,60,100,340,85.0,0.007109880447387695,2.9780898094177246,2.9851996898651123,0.0770077766633969,0.06022518112250112,0.005337703007319793,0.0770077766633969,0.06022518112250112,0.005337703007319793
Window Cosine,0,100,400,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,230,100,170,42.5,0.0044329166412353516,3.737135887145996,3.7415688037872314,0.07560128983212644,0.058123747950917175,0.0048366665045606605,0.07560128983212644,0.058123747950917175,0.0048366665045606605
Window Clinear,105,100,295,73.75,0.0038361549377441406,2.829000949859619,2.8328371047973633,0.09768477532120409,0.07320431849760602,0.007997177723539486,0.09768477532120409,0.07320431849760602,0.007997177723539486
Window Rank,60,100,340,85.0,0.005135774612426758,2.782754898071289,2.787890672683716,0.07696943735932003,0.05973978103540206,0.005134938567731023,0.07696943735932003,0.05973978103540206,0.005134938567731023
Window Mahalanobis,60,100,340,85.0,0.0034101009368896484,3.07110595703125,3.0745160579681396,0.07568162249202934,0.058549772379730906,0.004933840913152098,0.07568162249202934,0.058549772379730906,0.004933840913152098
Window AR,60,100,340,85.0,0.0069158077239990234,2.7800168991088867,2.7869327068328857,0.07359773669846922,0.057656643213471796,0.004826169885278084,0.07359773669846922,0.057656643213471796,0.004826169885278084
Window Mean,76,100,324,81.0,0.05227041244506836,2.764465093612671,2.8167355060577393,0.07241044688958401,0.05727850729002366,0.004874122990661861,0.07241044688958401,0.05727850729002366,0.004874122990661861
Window Median,60,100,340,85.0,0.05227041244506836,2.901055335998535,2.9533257484436035,0.07398944363614104,0.057443271113210397,0.00476658342202663,0.07398944363614104,0.057443271113210397,0.00476658342202663
Binary Segmentation L1,240,100,160,40.0,0.014159202575683594,4.177348852157593,4.191508054733276,0.07313341410275666,0.056737280463335864,0.004607577383674187,0.07313341410275666,0.056737280463335864,0.004607577383674187
Binary Segmentation L2,240,100,160,40.0,0.00698089599609375,3.355146646499634,3.3621275424957275,0.08271646129249602,0.06274442472906873,0.005750638249358709,0.08271646129249602,0.06274442472906873,0.005750638249358709
Binary Segmentation Normal,240,100,160,40.0,0.012754201889038086,3.5324790477752686,3.5452332496643066,0.08326906240432318,0.06399292750539629,0.005985779830132042,0.08326906240432318,0.06399292750539629,0.005985779830132042
Binary Segmentation RBF,240,100,160,40.0,0.011285066604614258,3.9758269786834717,3.987112045288086,0.0831073058601879,0.06366178716714088,0.005797199947367156,0.0831073058601879,0.06366178716714088,0.005797199947367156
Binary Segmentation Cosine,10,100,390,97.5,0.012849092483520508,3.1665921211242676,3.179441213607788,0.19740725928436914,0.1564830989765433,0.029616002640307924,0.19740725928436914,0.1564830989765433,0.029616002640307924
Binary Segmentation Linear,375,100,25,6.25,0.006632804870605469,5.629606008529663,5.6362388134002686,0.06655228427279494,0.05247146958272145,0.0039183235051161005,0.06655228427279494,0.05247146958272145,0.0039183235051161005
Binary Segmentation Clinear,45,100,355,88.75,0.00504612922668457,2.8484179973602295,2.853464126586914,0.07771814954747906,0.05949362261802476,0.005094280198334667,0.07771814954747906,0.05949362261802476,0.005094280198334667
Binary Segmentation Rank,240,100,160,40.0,0.006623983383178711,5.297891855239868,5.304515838623047,0.07607667865609555,0.05828383705404165,0.004912753780394238,0.07607667865609555,0.05828383705404165,0.004912753780394238
Binary Segmentation Mahalanobis,240,100,160,40.0,0.014388084411621094,3.4810469150543213,3.4954349994659424,0.07430880414041673,0.05794429074278672,0.004905665692089511,0.07430880414041673,0.05794429074278672,0.004905665692089511
Binary Segmentation AR,245,100,155,38.75,0.01180887222290039,6.4686501026153564,6.480458974838257,0.06114235297747318,0.04737318457902533,0.00327847883644607,0.06114235297747318,0.04737318457902533,0.00327847883644607
