Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Pace_MAPE,Pace_MAE,Pace_MSE,Distance_MAPE,Distance_MAE,Distance_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 55.0%,136,76,164,54.666666666666664,N/A,2.8614258766174316,2.8614258766174316,0.21625057634465944,0.2149425798201896,0.05277900681604194,0.09843003404724726,0.109111264219441,0.014833712433598939,0.15734030519595332,0.16202692201981533,0.03380635962482043
Fixed Cut 60.0%,120,76,180,60.0,N/A,3.851567029953003,3.851567029953003,0.2060375727683442,0.19089543573890802,0.03881655332215912,0.19331340753785634,0.21697392334207388,0.04797139342274185,0.19967549015310027,0.203934679540491,0.04339397337245049
Fixed Cut 65.0%,105,76,195,65.0,N/A,2.571265935897827,2.571265935897827,0.15371404194841123,0.14238176152118634,0.023804619589273136,0.09874947055992106,0.1104429952486198,0.012712112262025961,0.12623175625416616,0.12641237838490307,0.018258365925649545
Fixed Cut 70.0%,90,76,210,70.0,N/A,2.5291409492492676,2.5291409492492676,0.1705953264612799,0.15997145500528537,0.028695219669635202,0.06789286434901975,0.07559895504907771,0.00653117468771708,0.11924409540514977,0.11778520502718157,0.017613197178676147
Fixed Cut 75.0%,75,76,225,75.0,N/A,3.258467197418213,3.258467197418213,0.23878390244766412,0.22677605839535706,0.05450854433069906,0.06754063057915778,0.0757217399461906,0.005907963057981724,0.15316226651341092,0.15124889917077383,0.030208253694340374
Fixed Cut 80.0%,60,76,240,80.0,N/A,2.6760690212249756,2.6760690212249756,0.2624078652907525,0.25423181502507974,0.06915726856428148,0.011050997012910083,0.012308329418733086,0.0002334591548257033,0.13672943115183125,0.1332700722219064,0.034695363859553595
Fixed Cut 85.0%,45,76,255,85.0,N/A,2.470144033432007,2.470144033432007,0.300578744075077,0.3347631441808617,0.12032258486360388,0.053692839700881984,0.0594546360368048,0.004185020152501237,0.1771357918879795,0.19710889010883326,0.062253802508052555
Fixed Cut 90.0%,30,76,270,90.0,N/A,2.5055410861968994,2.5055410861968994,0.2652414755981957,0.374380175974078,0.15033319685351718,0.072710268407008,0.08128321835819294,0.007755441736754032,0.16897587200260183,0.22783169716613544,0.07904431929513561
Window L1,160,76,140,46.666666666666664,0.007420063018798828,3.98439621925354,3.991816282272339,0.25424014286704366,0.2420216005415146,0.061389057198181635,0.2499547313499905,0.2802410230266371,0.07953612733549743,0.25209743710851706,0.26113131178407584,0.07046259226683953
Window L2,160,76,140,46.666666666666664,0.003875255584716797,3.4198052883148193,3.423680543899536,0.24387542985104851,0.23009744343342883,0.05526614163257162,0.2456818264436121,0.2756013629239034,0.07713115753674214,0.2447786281473303,0.2528494031786661,0.06619864958465688
Window Normal,125,76,175,58.333333333333336,0.011422872543334961,2.558701992034912,2.570124864578247,0.3328224924563711,0.3343411313948413,0.12527952898433553,0.03330302000823942,0.036181466768399284,0.002577486279158267,0.18306275623230522,0.18526129908162034,0.06392850763174689
Window RBF,155,76,145,48.333333333333336,0.0045549869537353516,3.656898021697998,3.6614530086517334,0.23757681299629835,0.2203031356417604,0.05050269944480624,0.22181539886101725,0.24857261656085797,0.06243741108303666,0.22969610592865783,0.23443787610130923,0.05647005526392145
Window Cosine,250,76,50,16.666666666666664,0.003259897232055664,4.88723087310791,4.890490770339966,0.2823931175951855,0.2750264347097137,0.08081275781353581,0.35947315859940343,0.40252395393290524,0.16304872204219145,0.3209331380972945,0.33877519432130954,0.12193073992786363
Window Linear,245,76,55,18.333333333333332,0.0038862228393554688,3.8840160369873047,3.88790225982666,0.2775266243060649,0.2757728705869194,0.08387221854263413,0.39404954953522137,0.44117090503473355,0.19577804944957133,0.3357880869206432,0.3584718878108265,0.1398251339961027
Window Clinear,250,76,50,16.666666666666664,0.004183053970336914,3.610826015472412,3.615009069442749,0.2229638747614692,0.21605963478710236,0.051106706310944335,0.3374434038058467,0.37754871197467404,0.14322104887459872,0.280203639283658,0.2968041733808882,0.09716387759277155
Window Rank,135,76,165,55.00000000000001,0.004492044448852539,2.614436149597168,2.6189281940460205,0.18865740699190553,0.16402870084721005,0.029661067936055316,0.1447661180347354,0.1619404114684693,0.02677016079578226,0.16671176251332043,0.1629845561578397,0.028215614365918795
Window Mahalanobis,135,76,165,55.00000000000001,0.0030219554901123047,3.0604360103607178,3.06345796585083,0.24154153488827654,0.23636495907893976,0.06140299490570769,0.06746841773527078,0.0745110322609688,0.00792037717295593,0.15450497631177365,0.15543799566995428,0.034661686039331806
Window AR,155,76,145,48.333333333333336,0.0064809322357177734,3.9099550247192383,3.916435956954956,0.23204037116075218,0.22102113405656018,0.05184080923854604,0.22714645800365538,0.2545656994642915,0.06548411967237876,0.22959341458220378,0.23779341676042587,0.0586624644554624
Window Mean,177,76,123,41.0,0.0525972843170166,3.0733869075775146,3.1259841918945312,0.2296386805877741,0.2154552082718272,0.04870843507460792,0.21665387629829883,0.2425469627424787,0.05934113808419205,0.22314627844303647,0.22900108550715298,0.05402478657939998
Window Median,158,76,142,47.333333333333336,0.0525972843170166,4.00633430480957,4.058931589126587,0.2549732274669025,0.24693977328106873,0.06508120864390281,0.2720103855560263,0.305061806890534,0.0943919740207301,0.2634918065114644,0.27600079008580136,0.07973659133231648
Binary Segmentation L1,155,76,145,48.333333333333336,0.012657880783081055,2.7852978706359863,2.7979557514190674,0.18991992479927391,0.1653937456898057,0.030305254544157775,0.20653737822853596,0.2303255503602146,0.05528467696195922,0.19822865151390492,0.19785964802501022,0.04279496575305849
Binary Segmentation L2,150,76,150,50.0,0.007113933563232422,3.1175448894500732,3.1246588230133057,0.21324372815282197,0.20440765321911142,0.04521260143436209,0.14501571480297068,0.1622989290876161,0.026662732984698678,0.1791297214778963,0.1833532911533638,0.035937667209530386
Binary Segmentation Normal,135,76,165,55.00000000000001,0.017567157745361328,3.097533941268921,3.1151010990142822,0.18740748877990845,0.17096164361082886,0.03140356473214298,0.11483764722451367,0.12835803593513037,0.016851058064061394,0.15112256800221108,0.14965983977297964,0.02412731139810218
Binary Segmentation RBF,155,76,145,48.333333333333336,0.008041858673095703,4.204034090042114,4.21207594871521,0.27320800199641204,0.2655488711833943,0.07549153076793373,0.25977724087590964,0.2913657030343505,0.0861184143159059,0.2664926214361608,0.2784572871088725,0.08080497254191982
Binary Segmentation Cosine,290,76,10,3.3333333333333335,0.0076601505279541016,3.557504892349243,3.5651650428771973,0.18357389388508108,0.16800237493031162,0.03100263478575291,0.3832321503542325,0.4282043179749938,0.18412548719511132,0.2834030221196569,0.29810334645265274,0.10756406099043211
Binary Segmentation Linear,240,76,60,20.0,0.007463216781616211,3.401822090148926,3.409285306930542,0.22517545707102607,0.21944298014917132,0.052585986558505035,0.3660836173640429,0.4094140176333739,0.16835193346944263,0.2956295372175345,0.3144284988912726,0.11046896001397381
Binary Segmentation Clinear,255,76,45,15.0,0.005490303039550781,3.3021328449249268,3.3076231479644775,0.19618240955251892,0.17879096939736414,0.03412625417089096,0.3593147677377892,0.4017542160949341,0.16198077260345248,0.27774858864515406,0.29027259274614914,0.09805351338717172
Binary Segmentation Rank,130,76,170,56.666666666666664,0.007158756256103516,3.0765087604522705,3.083667516708374,0.22796232940810826,0.21618511724955689,0.050027615217913345,0.14128807062037235,0.15797575064426025,0.025620063821810323,0.18462520001424032,0.18708043394690857,0.03782383951986183
Binary Segmentation Mahalanobis,125,76,175,58.333333333333336,0.0067882537841796875,4.3335840702056885,4.340372323989868,0.24398903494103852,0.2331173671826062,0.05770854212047358,0.17643808395490426,0.19774924248987494,0.039583362312522304,0.21021355944797138,0.2154333048362406,0.04864595221649792
Binary Segmentation AR,125,76,175,58.333333333333336,0.010560989379882812,2.8261141777038574,2.8366751670837402,0.19522521964788825,0.17046462552927438,0.03236855769961822,0.11727238848119478,0.13135175178115063,0.017466091210404943,0.15624880406454153,0.1509081886552125,0.02491732445501159
Binary Segmentation Mean,176,76,124,41.333333333333336,0.09050250053405762,3.632978916168213,3.7234814167022705,0.28916863124286757,0.2870671344473731,0.09035408074797419,0.2414425262076884,0.2706768409939276,0.07413654188354307,0.2653055787252781,0.27887198772065036,0.08224531131575864
Binary Segmentation Median,153,76,147,49.0,0.09050250053405762,2.279881000518799,2.3703835010528564,0.16360986640851127,0.14485509944791275,0.023601992171861222,0.15941694802059245,0.1789131009934101,0.03265660558589224,0.16151340721455185,0.1618841002206614,0.028129298878876725
Bottom Up L1,135,76,165,55.00000000000001,0.007164955139160156,3.8015708923339844,3.8087358474731445,0.22712973023939423,0.21495566088012924,0.04857580591342805,0.18430334013420036,0.20669802384198718,0.04336382159847445,0.20571653518679728,0.21082684236105825,0.045969813755951244
Bottom Up L2,135,76,165,55.00000000000001,0.004026889801025391,3.7610249519348145,3.76505184173584,0.24841605836528174,0.23771581196923083,0.059683558753169406,0.1679447396503936,0.18810645229673184,0.03572397556124758,0.2081803990078377,0.21291113213298135,0.04770376715720848
Bottom Up Normal,135,76,165,55.00000000000001,0.010598897933959961,4.454955816268921,4.465554714202881,0.217533353213777,0.2037105406173751,0.04374825140649053,0.180542813152304,0.20220316760880502,0.04125828019777446,0.1990380831830405,0.2029568541130901,0.0425032658021325
Bottom Up RBF,135,76,165,55.00000000000001,0.004363059997558594,2.651200771331787,2.6555638313293457,0.11174905912470455,0.07856984158893736,0.014551132735695247,0.09670609770228059,0.10735958736974406,0.013615079147724175,0.10422757841349256,0.0929647144793407,0.014083105941709712
Bottom Up Cosine,285,76,15,5.0,0.003113269805908203,4.013646841049194,4.0167601108551025,0.22627824211524436,0.21902757378384582,0.052446232667855565,0.4144255861858244,0.46402478140432046,0.2166057898831958,0.3203519141505344,0.34152617759408316,0.13452601127552566
Bottom Up Linear,245,76,55,18.333333333333332,0.00485992431640625,5.126119136810303,5.130979061126709,0.298068572022389,0.2939499237896729,0.09371340292219535,0.3805198558401254,0.42621578263298465,0.18303878994165268,0.33929421393125725,0.3600828532113288,0.138376096431924
Bottom Up Clinear,245,76,55,18.333333333333332,0.003389120101928711,3.174175977706909,3.177565097808838,0.23525008245645923,0.22395997821213437,0.05339410071491968,0.3512218849210846,0.3933607211157391,0.1559041497606467,0.2932359836887719,0.30866034966393674,0.1046491252377832
Bottom Up Rank,125,76,175,58.333333333333336,0.0052738189697265625,2.6473710536956787,2.6526448726654053,0.1760903247339865,0.14972674428345395,0.02654298118612469,0.07581031534274087,0.08388822761233448,0.009739852642448792,0.12595032003836368,0.11680748594789425,0.018141416914286737
Bottom Up Mahalanobis,125,76,175,58.333333333333336,0.0030641555786132812,3.322970151901245,3.3260343074798584,0.21888074255662807,0.20125370108355542,0.042633097535777216,0.14963736521278037,0.16780806805875134,0.028581684730730993,0.1842590538847042,0.1845308845711534,0.035607391133254104
Bottom Up AR,150,76,150,50.0,0.005820274353027344,3.8432822227478027,3.84910249710083,0.24243357782652109,0.23370032997891418,0.058185634263207886,0.1938344968230653,0.2174571692953435,0.04804860398658973,0.21813403732479322,0.22557874963712887,0.05311711912489881
Bottom Up Mean,172,76,128,42.66666666666667,0.05167436599731445,3.21323299407959,3.2649073600769043,0.2701621126493241,0.2567930896710648,0.06898893191309319,0.21707748746360309,0.24305230819759308,0.059528741344939656,0.2436198000564636,0.249922698934329,0.06425883662901644
Bottom Up Median,135,76,165,55.00000000000001,0.05167436599731445,3.7706501483917236,3.822324514389038,0.234592955525264,0.22029917150096512,0.05088529593687545,0.24455718650103558,0.2741524819888426,0.07606546247189898,0.2395750710131498,0.24722582674490387,0.06347537920438723
