Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,260,65,N/A,N/A,N/A,3.3680639266967773,3.3680639266967773,1.9234366462060426,0.31624529296563425,0.1611360806848702,1.9234366462060426,0.31624529296563425,0.1611360806848702
Fixed Cut 5.0%,247,65,13,5.0,N/A,3.2375481128692627,3.2375481128692627,1.3141342340102176,0.31666188853523514,0.1611595919155646,1.3141342340102176,0.31666188853523514,0.1611595919155646
Fixed Cut 10.0%,234,65,26,10.0,N/A,3.4551970958709717,3.4551970958709717,1.4817518367899734,0.3149343201702279,0.16150608588703375,1.4817518367899734,0.3149343201702279,0.16150608588703375
Fixed Cut 15.0%,221,65,39,15.0,N/A,3.6592519283294678,3.6592519283294678,1.547656156348774,0.31545550769824837,0.1613260506218263,1.547656156348774,0.31545550769824837,0.1613260506218263
Fixed Cut 20.0%,208,65,52,20.0,N/A,3.407144069671631,3.407144069671631,1.7967932896458365,0.3139148664338903,0.1619479006061134,1.7967932896458365,0.3139148664338903,0.1619479006061134
Fixed Cut 25.0%,195,65,65,25.0,N/A,3.3434560298919678,3.3434560298919678,1.9556137410057928,0.3143581349290853,0.16058051222950567,1.9556137410057928,0.3143581349290853,0.16058051222950567
Fixed Cut 30.0%,182,65,78,30.0,N/A,3.521388053894043,3.521388053894043,2.8178724959874333,0.31338105696336027,0.16211134727018595,2.8178724959874333,0.31338105696336027,0.16211134727018595
Fixed Cut 35.0%,169,65,91,35.0,N/A,3.4196271896362305,3.4196271896362305,1.7140572793778621,0.31432318460976905,0.16153422574103204,1.7140572793778621,0.31432318460976905,0.16153422574103204
Fixed Cut 40.0%,157,65,103,39.61538461538461,N/A,3.0013980865478516,3.0013980865478516,2.4858202673857277,0.31379638998808984,0.16263847082027222,2.4858202673857277,0.31379638998808984,0.16263847082027222
Fixed Cut 45.0%,144,65,116,44.61538461538462,N/A,3.720830202102661,3.720830202102661,1.969224161268286,0.31516241750856155,0.16099880699168967,1.969224161268286,0.31516241750856155,0.16099880699168967
Fixed Cut 50.0%,131,65,129,49.61538461538461,N/A,2.9678289890289307,2.9678289890289307,1.0781870377424831,0.3192063569175523,0.16099012634001808,1.0781870377424831,0.3192063569175523,0.16099012634001808
Fixed Cut 55.0%,118,65,142,54.61538461538461,N/A,2.866804838180542,2.866804838180542,2.547957850792428,0.32395627910109276,0.16483781806526812,2.547957850792428,0.32395627910109276,0.16483781806526812
Fixed Cut 60.0%,104,65,156,60.0,N/A,3.026409864425659,3.026409864425659,3.893988621346592,0.34307815469222536,0.187458696251544,3.893988621346592,0.34307815469222536,0.187458696251544
