Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,x_MAPE,x_MAE,x_MSE,y_MAPE,y_MAE,y_MSE,sin(theta)_MAPE,sin(theta)_MAE,sin(theta)_MSE,cos(theta)_MAPE,cos(theta)_MAE,cos(theta)_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 50.0%,244,122,243,49.89733059548255,N/A,4.129584074020386,4.129584074020386,0.0389450411417428,0.03655076606994655,0.0020044640339821284,0.05833145627468401,0.0485956543168066,0.00307321136332074,0.8155558834947552,0.44777932456373676,0.2582795054469387,0.6549372370734041,0.44221887898589296,0.2743695297760361,0.39194240449614665,0.24378615598409578,0.13443167765506941
Fixed Cut 55.0%,220,122,267,54.82546201232032,N/A,4.278873920440674,4.278873920440674,0.04485109384643941,0.04208263854859637,0.002725799951534605,0.06458157140412059,0.0536178050718206,0.0038352032248458296,0.8630881149623157,0.44938139234005625,0.26101266580294147,0.6990951506750884,0.47181829465126796,0.28103527994139704,0.4179039827219909,0.2542250326529354,0.13715223723017972
Fixed Cut 60.0%,195,122,292,59.95893223819302,N/A,3.829869031906128,3.829869031906128,0.0548232889950578,0.05147677706584236,0.003326698618169098,0.059844645747854995,0.05066467908730631,0.003706327287352637,0.9913345679906923,0.4663088046343264,0.2912321260365071,0.7243122611613206,0.49762041153491066,0.3552464734743303,0.4575786909737315,0.2665176680805965,0.16337790635408977
Fixed Cut 65.0%,171,122,316,64.8870636550308,N/A,3.400546073913574,3.400546073913574,0.04949268778921062,0.04646627326847814,0.0036164455408169336,0.034667262332152754,0.03049514111899169,0.001595500950937064,0.9083012652738034,0.48467229848396354,0.3022977341884191,0.7467025926960882,0.5235294002982785,0.3483116375065585,0.43479095202281376,0.2712907782924281,0.16395532954668293
Fixed Cut 70.0%,147,122,340,69.81519507186859,N/A,3.1359598636627197,3.1359598636627197,0.0459826268945003,0.042559487577103254,0.002665675825455653,0.05436396955142384,0.046610816765126406,0.0031028920188190846,0.811471658117689,0.47132050674614206,0.2851999027864969,0.7219703126891627,0.5112377782068198,0.3446009011486648,0.40844714181319386,0.267932147323798,0.15889234294485907
Fixed Cut 75.0%,122,122,365,74.94866529774127,N/A,3.3138978481292725,3.3138978481292725,0.04507944824514707,0.04234997303682954,0.002614177988538656,0.07650805946574987,0.06545785115543025,0.00633489924231804,1.111716756821797,0.46413480078202607,0.3008298757931325,0.7233140502361569,0.48822951202849413,0.3451849598375446,0.4891545786922127,0.2650430342506951,0.1637409782153834
Fixed Cut 80.0%,98,122,389,79.87679671457906,N/A,2.73032808303833,2.73032808303833,0.05394041058780698,0.049491057219122725,0.003076687887552534,0.06412561390510262,0.056635021836993385,0.00484606842851026,0.9123483598889998,0.44830261898870566,0.26454953561548616,0.7578496794873639,0.5203488445817025,0.35482179633562444,0.4470660159673183,0.2686943856566312,0.15682352206679334
Fixed Cut 85.0%,74,122,413,84.80492813141683,N/A,3.271275043487549,3.271275043487549,0.044682772758094395,0.040118177420032625,0.0025703415643519543,0.07279251031304806,0.063554957584439,0.006848703391233328,0.9159928668034094,0.4429320786892933,0.2527446119461517,0.8304131325376587,0.5154182412746537,0.32090028954538424,0.4659703206030525,0.26550586374210483,0.1457659866117803
Fixed Cut 90.0%,49,122,438,89.93839835728953,N/A,3.0785090923309326,3.0785090923309326,0.1589832035765708,0.15310649991560174,0.040835203967971585,0.06726132279216468,0.057285048017158474,0.005521823431804842,2.0126159320194303,0.6417932566690361,0.7174285818158553,0.7556122776544838,0.48076403591153827,0.33879422862975545,0.7486181840106623,0.3332372101283336,0.2756449594613468
Window L1,312,122,175,35.93429158110883,0.01336979866027832,3.8528778553009033,3.8662476539611816,0.06826442179792716,0.06470887450224892,0.00598684341281668,0.037621635996545374,0.03165948181331563,0.001439398922647891,0.7679831724056754,0.4363420680671751,0.24261676321430115,0.6814683379431282,0.483800159817823,0.32552101170878006,0.38883439203581915,0.25412764605014077,0.14389100431463642
Window L2,247,122,240,49.28131416837782,0.0064239501953125,3.4826009273529053,3.4890248775482178,0.04214126703878331,0.039162395464453215,0.002037240516346434,0.05970689263832586,0.0489531840794125,0.0036469964334582697,0.8625139479260356,0.44579103314266894,0.25424254084157466,0.7141213215691621,0.4922521468919442,0.33018375631662045,0.41962085729307674,0.25653968989461984,0.14752763352699988
Window Normal,92,122,395,81.1088295687885,0.016531944274902344,2.761967897415161,2.7784998416900635,0.03928253664074925,0.03532487561207055,0.0020776776130872286,0.05222144224913758,0.045379611468218464,0.0029101468428494514,0.9491329142487169,0.46494377956742444,0.2762881139683076,0.7076641463981829,0.4952082319768771,0.3144252029317536,0.43707525988419665,0.2602141246561478,0.14892528533899949
Window RBF,317,122,170,34.90759753593429,0.006658077239990234,3.3753819465637207,3.382040023803711,0.05826002180246699,0.05514009549281679,0.0044005231212685,0.06306020419054277,0.05109835700302212,0.004069448795216085,0.9290813872002606,0.4562230387212193,0.2791631193638363,0.6585885355284564,0.4636204934335686,0.29775356975211675,0.42724753718043185,0.25652049616265676,0.14634666525810935
Window Cosine,317,122,170,34.90759753593429,0.0045282840728759766,3.001533031463623,3.006061315536499,0.04515439901139655,0.04298721753852654,0.0028466242653572764,0.06769360353178604,0.05603531016897267,0.004349577859086963,0.7942919110745585,0.4549239300171463,0.2630451118188293,0.6813957206438837,0.4568590122160255,0.27164325512110143,0.3971339085654063,0.2527013674851678,0.13547114226609375
Window Linear,172,122,315,64.68172484599589,0.008444070816040039,3.0557801723480225,3.0642242431640625,0.04244836781233674,0.03948417840970498,0.0026610622023187495,0.07481161976553546,0.06485647337972138,0.005550881728186129,0.8351579426140338,0.42146961765885865,0.23473380686153303,0.7137415421489816,0.49882747927335225,0.31434653045069777,0.416539868085222,0.2561594371804094,0.1393230703106839
Window Clinear,342,122,145,29.774127310061605,0.0059969425201416016,3.495810031890869,3.5018069744110107,0.06633791589402406,0.06304745039025052,0.005458586142547659,0.060808460847398445,0.04680126807621225,0.0032216317812624614,0.9042997670009268,0.4522137720003759,0.26736087236182327,0.6781805172292773,0.4637822467853379,0.3020364407564621,0.4274066652429066,0.2564611843130442,0.1445193827605239
Window Rank,312,122,175,35.93429158110883,0.0068628787994384766,3.376195192337036,3.3830580711364746,0.05024218030031331,0.04807001148710765,0.003884829249172527,0.054574032811526264,0.04464968615201169,0.002869574527084897,0.8347016550863298,0.45167220133440805,0.2621213498013944,0.6531972687975905,0.4440783289617334,0.28005129296813547,0.39817878424894004,0.24711755698381524,0.1372317616364468
Window Mahalanobis,312,122,175,35.93429158110883,0.0055370330810546875,3.6769797801971436,3.6825168132781982,0.0318192733227779,0.029681059770380134,0.0013906603680681321,0.059259526485026234,0.04859169646942406,0.00334894215418555,0.9083486430780054,0.46268902320690936,0.2810177229237834,0.6612752392910839,0.46063625059585445,0.2934201501990517,0.41517567054422333,0.2503995075106421,0.14479436891127218
Window AR,162,122,325,66.73511293634496,0.010472774505615234,2.637632131576538,2.6481049060821533,0.08687442409812395,0.08130256201039657,0.01038198864651365,0.09638769069839548,0.08350702883700664,0.010186220468273804,0.9563575794818497,0.520618858769421,0.345671360302124,0.8270881925781691,0.5709482015272853,0.396455410411527,0.4916769717141345,0.3140941627860275,0.19067374495710965
Window Mean,259,122,228,46.81724845995893,0.08482575416564941,3.7481982707977295,3.833024024963379,0.04145653304283529,0.03920834363610018,0.002587503843458929,0.039504190134265,0.032899303363638534,0.001542167391845974,0.8911751408541675,0.45462064194731605,0.2708066382940654,0.6942623943147122,0.48342025677390266,0.323639991160377,0.41659956458649505,0.25253713643023945,0.14964407517243689
Window Median,312,122,175,35.93429158110883,0.08482575416564941,3.6534018516540527,3.738227605819702,0.05161205390292243,0.049230744215119165,0.0036179073752067815,0.07061392631351059,0.05739003023715294,0.0052303509830018335,0.7817435814397486,0.4445250376067229,0.25338969623863866,0.6941976136072746,0.4739077957823134,0.3184897279989805,0.3995417938158641,0.2562634019603272,0.14518192064895694
Binary Segmentation L1,312,122,175,35.93429158110883,0.02041912078857422,3.193571090698242,3.2139902114868164,0.05425979386932961,0.05159229457829513,0.004032588087928247,0.05644630252351147,0.045971147675205326,0.00309794372793788,0.9416380604614382,0.4450095365305361,0.26567629041155666,0.6814119906220609,0.4719822822226329,0.2972519258645982,0.4334390368690852,0.2536388152516674,0.14251468702300524
Binary Segmentation L2,257,122,230,47.227926078028744,0.009974002838134766,3.0940589904785156,3.1040329933166504,0.02384446923741762,0.022503931837384486,0.0007991627225928553,0.06817819873859127,0.056675544864772054,0.004176615560508311,0.8424258382739461,0.46939213765666693,0.2811183360400248,0.6735891701846475,0.4384588077240622,0.2791416080018517,0.4020094191086506,0.2467576055207215,0.14130893058124444
Binary Segmentation Normal,97,122,390,80.08213552361396,0.028265953063964844,2.72002911567688,2.7482950687408447,0.042575706767736116,0.03867549780716364,0.0019922981732338335,0.051138345377096564,0.04479870369412383,0.0033154774603797823,1.0292105790198163,0.48355193500099886,0.30885836734163385,0.7558399447785101,0.524266404784874,0.3490944029279089,0.4696911439857898,0.27282313532179026,0.16581513647578905
Binary Segmentation RBF,257,122,230,47.227926078028744,0.020517826080322266,3.908667802810669,3.929185628890991,0.03709692868601387,0.03400150942843018,0.0015280862001442912,0.053401535282659514,0.045553011179085355,0.002757667482392045,0.8536331082272368,0.4025428562785024,0.21831058838294357,0.6729693355428116,0.4604021866143229,0.3054940346556969,0.40427522693468043,0.23562489087508526,0.13202259418029422
Binary Segmentation Cosine,312,122,175,35.93429158110883,0.01553201675415039,4.410160779953003,4.425692796707153,0.04949250085120161,0.04705629704828143,0.003230046310564813,0.06995236972780516,0.056570215434656755,0.00477848498885853,0.88781854899436,0.458303484880576,0.27453415708639684,0.6800085319487543,0.468863308490242,0.27710575976401364,0.42181798788053027,0.25769832646343915,0.13991211203745846
Binary Segmentation Linear,312,122,175,35.93429158110883,0.012903928756713867,3.844430923461914,3.857334852218628,0.058622487535761984,0.05545436255892075,0.004897173858549368,0.03968071081167524,0.033774121985895786,0.0015558290444720477,0.8560426235756643,0.43807818067023874,0.2554771359198752,0.7177608769492227,0.5000178587221943,0.3165150190085703,0.41802667471808097,0.25683113098431243,0.14461128945786672
Binary Segmentation Clinear,407,122,80,16.427104722792606,0.009645223617553711,3.9029080867767334,3.912553310394287,0.08664391987242581,0.08161079147941322,0.008277597160778619,0.08331230389459493,0.0633199840310326,0.005271712581797523,0.849194414477094,0.4511577821350306,0.2645359405942269,0.6953939140770172,0.4832606756013571,0.3082751877797207,0.428636138080283,0.2698373083117085,0.1465901095291309
Binary Segmentation Rank,312,122,175,35.93429158110883,0.011103153228759766,3.4771130084991455,3.4882161617279053,0.03809295050688016,0.03626238085926754,0.0022793506091923848,0.0546748076370161,0.044875762754146294,0.0028163246680037654,0.9170625635563298,0.4733434437016187,0.28855174189463745,0.6733712077698747,0.4760567077644692,0.30662314528965884,0.42080038236752526,0.2576345737698756,0.1500676406153731
Binary Segmentation Mahalanobis,312,122,175,35.93429158110883,0.017731189727783203,3.749023199081421,3.766754388809204,0.06791061917500638,0.06412312363390336,0.006118709023389389,0.057677131544754776,0.04766157439582553,0.003042751239376356,0.9455154409338882,0.448290627068675,0.270903308860273,0.6795354761598232,0.46652743984354683,0.3033526518559717,0.4376596669533682,0.2566506912354878,0.1458543552447526
Binary Segmentation AR,312,122,175,35.93429158110883,0.01987004280090332,3.6996617317199707,3.719531774520874,0.029948111793507325,0.027752712237092712,0.0011237584114937135,0.05791795403412924,0.04756011784937777,0.003466528033925501,0.8852043861750848,0.462327321684945,0.27848559683382146,0.6907669739504249,0.4792033941261655,0.3173697492982711,0.4159593564882865,0.2542108864743954,0.1501114081443779
Binary Segmentation Mean,289,122,198,40.6570841889117,0.16596245765686035,5.311596870422363,5.477559328079224,0.040044471629189234,0.037402991823852934,0.0021806538203534924,0.05235116124481822,0.04323915718224479,0.0025598164757896134,0.9419801260144138,0.41767560099779205,0.2421634073603612,0.7178762091446006,0.48302064952575385,0.3404446588983876,0.4380629920082556,0.24533459988241102,0.14683713413872299
Binary Segmentation Median,312,122,175,35.93429158110883,0.16596245765686035,3.8669488430023193,4.03291130065918,0.05822050445559059,0.055472624623934236,0.004883668969329794,0.05244139515322135,0.043215015547472174,0.002669643211151432,0.9163999354880579,0.4667071608336127,0.2822370276698901,0.6775830655188178,0.48004596051795995,0.31216741648987867,0.42616122515392196,0.2613601903807448,0.15048943908506252
Bottom Up L1,242,122,245,50.308008213552355,0.007247209548950195,3.331674098968506,3.338921308517456,0.03207474233399507,0.02983856656796674,0.0013873425785251889,0.04563174064566553,0.03742882280357311,0.0020961867664226826,0.7603534246917211,0.43126776598032557,0.23640209474427681,0.7078465389347925,0.47703381314895643,0.324946005346256,0.38647661165154346,0.24389224212520555,0.14120790735887015
Bottom Up L2,242,122,245,50.308008213552355,0.005010128021240234,3.680800199508667,3.6858103275299072,0.04705414547272052,0.043888555913107544,0.00267120995542147,0.04836079188391849,0.039675272312858,0.002179440665391489,0.8848023069823171,0.4677724979424363,0.28240578639590624,0.7451409009475525,0.5217096910431209,0.34691146440411486,0.43133953632162714,0.26826150430288087,0.15854197535520848
Bottom Up Normal,262,122,225,46.201232032854215,0.012704849243164062,3.997627019882202,4.010331869125366,0.03835604912576906,0.03572439055808552,0.001803337089212608,0.04062070978663077,0.03366858722988252,0.0016495557411702808,0.9029004309211345,0.4540308373854263,0.26904637220869276,0.7025561440556022,0.46454849455041647,0.31028478246533325,0.42110833347228405,0.24699307743095283,0.14569601187610226
Bottom Up RBF,242,122,245,50.308008213552355,0.0060389041900634766,3.396454095840454,3.4024930000305176,0.05393358224685767,0.05065288258527787,0.0037975851178531613,0.06160915412383772,0.05085920757777546,0.003477113088435768,0.8100408700106465,0.4339496257669951,0.2447658277693319,0.7045244707854164,0.4819646125274045,0.31028676154244095,0.40752701929168966,0.2543565821143633,0.14058182187951546
Bottom Up Cosine,322,122,165,33.880903490759756,0.004138946533203125,3.9950802326202393,3.9992191791534424,0.060255807884310425,0.05701397316175522,0.00478287501895738,0.05512230843133349,0.04301090226395567,0.0024508132815282183,0.8518579450287844,0.4388302181310555,0.2541255603909786,0.6720119255151051,0.46075423593120635,0.2957349591693947,0.40981199671488333,0.24990233237199322,0.13927355196521474
Bottom Up Linear,322,122,165,33.880903490759756,0.00570225715637207,3.39148211479187,3.397184371948242,0.06480525048944268,0.06098096842340195,0.004972271852262042,0.057045561577809455,0.04399623816340593,0.0030716243378225284,0.8574141147201847,0.43061862463237016,0.24576421839230356,0.7200889178569088,0.5050276861860773,0.3543001544814561,0.4248384611610864,0.2601558793513139,0.15202706726596105
Bottom Up Clinear,322,122,165,33.880903490759756,0.004266023635864258,3.8803184032440186,3.884584426879883,0.04969796940862109,0.04711300293434225,0.0034724054784016516,0.05464788836824576,0.042936077015640714,0.0025550753375169796,0.8686592413427597,0.4484628156652527,0.26703550230797074,0.7092317565049139,0.4921511376235495,0.3338895100209253,0.4205592139061352,0.25766575830969635,0.15173812328620373
Bottom Up Rank,307,122,180,36.96098562628337,0.006413936614990234,3.366702079772949,3.3731160163879395,0.060384843306137324,0.05591359181562134,0.0041377839321693624,0.0551032526581779,0.04500809799154358,0.003212954936794624,0.8918059702475962,0.5003737423017204,0.32531374549116077,0.6842208397939529,0.47009708625663144,0.29820175205474,0.4228787265014661,0.26784812959137927,0.15771655910371618
Bottom Up Mahalanobis,307,122,180,36.96098562628337,0.0034470558166503906,3.400089740753174,3.403536796569824,0.06029630203795668,0.05726950264020817,0.004666145450073286,0.048958188441892765,0.040006323307892826,0.0024165613998302256,0.8293325037936092,0.4528549734321123,0.26158948043872565,0.6995649562036526,0.4890082680761351,0.3357180447159889,0.40953798761927784,0.2597847668640872,0.15109755800115446
Bottom Up AR,307,122,180,36.96098562628337,0.0065097808837890625,3.851591110229492,3.8581008911132812,0.05176044564119647,0.048745828446435914,0.0035495183318024056,0.051430141997490623,0.0420670210357636,0.0023638612943761073,0.8700225238262825,0.457745656321482,0.273242951663335,0.6975851917708051,0.47302584928912744,0.3349574466647211,0.4176995758089438,0.2553960887732023,0.15352844448855862
Bottom Up Mean,288,122,199,40.86242299794661,0.06147909164428711,3.7032670974731445,3.7647461891174316,0.047340641402856584,0.04464741585250818,0.0028930179659520474,0.05274985431206293,0.04314058016614488,0.0028221024871669925,0.8300458916060012,0.44397588798009985,0.2592022235832881,0.7290403177474609,0.47586272073039293,0.3605281893932384,0.41479417626709547,0.2519066511822865,0.1563613833574114
Bottom Up Median,307,122,180,36.96098562628337,0.06147909164428711,3.3093340396881104,3.3708131313323975,0.04521828894682956,0.04296188734218421,0.0028502202871444208,0.04102252312597117,0.03382356465341728,0.0015928733990570444,0.9371692696032935,0.44934096097510423,0.27253118680226596,0.730964513923388,0.50793291800011,0.36551864030389564,0.4385936488998704,0.25851483274270404,0.16062323019809072
