Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,Close_MAPE,Close_MAE,Close_MSE,Volume_MAPE,Volume_MAE,Volume_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,497,125,N/A,N/A,N/A,74.60792970657349,2.25612473487854,76.86405444145203,0.1296525624852691,0.03719691952205972,0.002005057799102662,0.5339266028663476,0.03922799433765733,0.0018531824939795887,0.3317895826758083,0.03821245692985852,0.001929120146541125
Fixed Cut 5.0%,473,125,24,4.82897384305835,N/A,71.68383479118347,2.260735034942627,73.9445698261261,0.1401791561181221,0.03805890635305791,0.001966105885014314,0.4380292150134367,0.01704702123892571,0.0008942613365583815,0.28910418556577944,0.027552963795991807,0.0014301836107863477
Fixed Cut 10.0%,448,125,49,9.859154929577464,N/A,70.12956380844116,2.3838977813720703,72.51346158981323,0.16290392137868587,0.04336667039864665,0.0026049077661675513,0.4892017719327087,0.030857524923990267,0.001329699531522046,0.32605284665569734,0.037112097661318455,0.0019673036488447987
Fixed Cut 15.0%,423,125,74,14.88933601609658,N/A,68.7033941745758,2.35831880569458,71.06171298027039,0.12115884043421542,0.035562866733666425,0.0019397520081488465,0.41852540088182705,0.019483054392350506,0.0008801109795164263,0.2698421206580214,0.02752296056300846,0.001409931493832636
Fixed Cut 20.0%,398,125,99,19.919517102615693,N/A,69.73371171951294,2.3144309520721436,72.04814267158508,0.1280568435367338,0.03841715768812637,0.002216907493003824,0.44782330394029013,0.024297172141668183,0.0010264115667982057,0.28794007373851194,0.03135716491489726,0.0016216595299010151
Fixed Cut 25.0%,373,125,124,24.949698189134807,N/A,67.35533690452576,2.168376922607422,69.52371382713318,0.11504470096908065,0.033616238469338026,0.0017106125480843932,0.4921839696366065,0.03055707810050938,0.0013119058734065347,0.30361433530284354,0.0320866582849237,0.001511259210745464
Fixed Cut 30.0%,348,125,149,29.979879275653925,N/A,66.5988700389862,1.9765880107879639,68.57545804977417,0.13227290545473605,0.040027030057578177,0.0022116210968747252,0.449380922063805,0.024786041044562928,0.0010366462820504822,0.29082691375927044,0.03240653555107053,0.0016241336894626032
Fixed Cut 35.0%,324,125,173,34.80885311871227,N/A,67.4056670665741,2.1588900089263916,69.56455707550049,0.23544264039017695,0.05869445527888962,0.004634184261315364,0.45857546724176823,0.019172157220609554,0.0010145585988420502,0.34700905381597263,0.03893330624974958,0.002824371430078708
Fixed Cut 40.0%,299,125,198,39.839034205231385,N/A,66.7083888053894,2.507575035095215,69.21596384048462,0.1888426542776537,0.06412124287407325,0.004812641889949845,0.6075816402857737,0.01755210839539663,0.0010884890150937375,0.39821214728171384,0.04083667563473496,0.0029505654525217905
Fixed Cut 45.0%,274,125,223,44.8692152917505,N/A,66.18134117126465,1.9835069179534912,68.16484808921814,0.11991807638890888,0.03532861886562015,0.0019079221933185882,0.4195925161133682,0.017557156407343354,0.0008671010650471032,0.26975529625113853,0.02644288763648176,0.0013875116291828455
