Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,USD/Bitcoin_MAPE,USD/Bitcoin_MAE,USD/Bitcoin_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,619,155,N/A,N/A,N/A,25.899080991744995,25.899080991744995,0.041413329724515294,0.01313227183149456,0.00036381561324030687,0.041413329724515294,0.01313227183149456,0.00036381561324030687
Fixed Cut 5.0%,589,155,30,4.846526655896607,N/A,28.572798013687134,28.572798013687134,0.043224616410802275,0.0137143826623069,0.0003840155469369199,0.043224616410802275,0.0137143826623069,0.0003840155469369199
Fixed Cut 10.0%,558,155,61,9.8546042003231,N/A,10.74709177017212,10.74709177017212,0.06695031743737104,0.0211188425615075,0.0007357207999790203,0.06695031743737104,0.0211188425615075,0.0007357207999790203
Fixed Cut 15.0%,527,155,92,14.862681744749596,N/A,5.657266855239868,5.657266855239868,0.07717579788906147,0.02430745874590005,0.0010670224765400268,0.07717579788906147,0.02430745874590005,0.0010670224765400268
Fixed Cut 20.0%,496,155,123,19.87075928917609,N/A,3.822268009185791,3.822268009185791,0.09658174215341812,0.029850582393292226,0.0015274156363715452,0.09658174215341812,0.029850582393292226,0.0015274156363715452
Fixed Cut 25.0%,465,155,154,24.878836833602584,N/A,3.989920139312744,3.989920139312744,0.18608039131401805,0.056950404951775294,0.004817904452072855,0.18608039131401805,0.056950404951775294,0.004817904452072855
Fixed Cut 30.0%,434,155,185,29.88691437802908,N/A,24.147157907485962,24.147157907485962,0.06898614652806227,0.020647287719207905,0.0007165372763689069,0.06898614652806227,0.020647287719207905,0.0007165372763689069
Fixed Cut 35.0%,403,155,216,34.894991922455574,N/A,9.385919094085693,9.385919094085693,0.06916249677246716,0.02081913474311167,0.0007462778616322197,0.06916249677246716,0.02081913474311167,0.0007462778616322197
Fixed Cut 40.0%,372,155,247,39.903069466882066,N/A,11.099614143371582,11.099614143371582,0.07682234221672954,0.023051135458224,0.0008827760814832866,0.07682234221672954,0.023051135458224,0.0008827760814832866
Fixed Cut 45.0%,341,155,278,44.91114701130856,N/A,4.493865013122559,4.493865013122559,0.10174053701199713,0.03189111055653234,0.0017638108589769508,0.10174053701199713,0.03189111055653234,0.0017638108589769508
Fixed Cut 50.0%,310,155,309,49.919224555735056,N/A,3.6045618057250977,3.6045618057250977,0.08544722839956355,0.027338018185442185,0.0012962841340288442,0.08544722839956355,0.027338018185442185,0.0012962841340288442
Fixed Cut 55.0%,279,155,340,54.92730210016155,N/A,6.1303391456604,6.1303391456604,0.09396063051390827,0.028924182449185012,0.0014451055936294903,0.09396063051390827,0.028924182449185012,0.0014451055936294903
Fixed Cut 60.0%,248,155,371,59.935379644588046,N/A,14.080147981643677,14.080147981643677,0.05182180725769513,0.015561136298817922,0.0004343191484099212,0.05182180725769513,0.015561136298817922,0.0004343191484099212
Fixed Cut 65.0%,217,155,402,64.94345718901454,N/A,2.683642864227295,2.683642864227295,0.09554328406887262,0.029983439117502068,0.001584467735072626,0.09554328406887262,0.029983439117502068,0.001584467735072626
Fixed Cut 70.0%,186,155,433,69.95153473344104,N/A,3.268217086791992,3.268217086791992,0.0804985074800091,0.025773761101844962,0.0012598267521997063,0.0804985074800091,0.025773761101844962,0.0012598267521997063
Fixed Cut 75.0%,155,155,464,74.95961227786752,N/A,2.8684048652648926,2.8684048652648926,0.10525328365708625,0.0330507143487465,0.0019139525634661993,0.10525328365708625,0.0330507143487465,0.0019139525634661993
Fixed Cut 80.0%,124,155,495,79.96768982229402,N/A,2.695024013519287,2.695024013519287,0.23390744396474425,0.05991220916602182,0.0045564166270980686,0.23390744396474425,0.05991220916602182,0.0045564166270980686
Fixed Cut 85.0%,93,155,526,84.97576736672052,N/A,2.279665946960449,2.279665946960449,0.2064174098444207,0.052662876554032845,0.003548068609403946,0.2064174098444207,0.052662876554032845,0.003548068609403946
Fixed Cut 90.0%,62,155,557,89.98384491114702,N/A,2.36112380027771,2.36112380027771,0.389051974035207,0.09767449990023366,0.011796506660917208,0.389051974035207,0.09767449990023366,0.011796506660917208
Window L1,54,155,565,91.2762520193861,0.017149925231933594,2.837653875350952,2.8548038005828857,0.4213944679145817,0.10646722244761014,0.013789585739889252,0.4213944679145817,0.10646722244761014,0.013789585739889252
Window L2,54,155,565,91.2762520193861,0.009878873825073242,2.750368118286133,2.760246992111206,0.3148346682431261,0.08076448377816758,0.007976047063763288,0.3148346682431261,0.08076448377816758,0.007976047063763288
Window Normal,539,155,80,12.924071082390952,0.016228675842285156,11.875224113464355,11.89145278930664,0.05450425630021354,0.017281622027329475,0.0005821559322447359,0.05450425630021354,0.017281622027329475,0.0005821559322447359
Window RBF,529,155,90,14.539579967689823,0.017473697662353516,8.006097078323364,8.023570775985718,0.07470384065326002,0.02358422970275091,0.0009948207418180393,0.07470384065326002,0.02358422970275091,0.0009948207418180393
Window Cosine,0,155,619,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,59,155,560,90.46849757673667,0.009299993515014648,2.7023727893829346,2.711672782897949,0.3163237205637454,0.08096465007219596,0.008036386094625063,0.3163237205637454,0.08096465007219596,0.008036386094625063
Window Clinear,79,155,540,87.23747980613894,0.008498191833496094,2.9477858543395996,2.9562840461730957,0.29333085242097945,0.07360949167134785,0.00689289674404432,0.29333085242097945,0.07360949167134785,0.00689289674404432
