Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,USD/Bitcoin_MAPE,USD/Bitcoin_MAE,USD/Bitcoin_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 75.0%,155,155,464,74.95961227786752,N/A,3.451530933380127,3.451530933380127,0.12076482075526515,0.03469903687508602,0.0017864648574136464,0.12076482075526515,0.03469903687508602,0.0017864648574136464
Fixed Cut 80.0%,124,155,495,79.96768982229402,N/A,2.7701618671417236,2.7701618671417236,0.1587540215376087,0.041753524522182076,0.002328582661188696,0.1587540215376087,0.041753524522182076,0.002328582661188696
Fixed Cut 85.0%,93,155,526,84.97576736672052,N/A,2.355510950088501,2.355510950088501,0.3346882347047171,0.08416407941498046,0.008852446406130391,0.3346882347047171,0.08416407941498046,0.008852446406130391
Fixed Cut 90.0%,62,155,557,89.98384491114702,N/A,2.811560869216919,2.811560869216919,0.22696444164196536,0.0581144057213478,0.004291548494753687,0.22696444164196536,0.0581144057213478,0.004291548494753687
Window L1,54,155,565,91.2762520193861,0.01719498634338379,2.701158046722412,2.718353033065796,0.3189770290659363,0.08151435471155853,0.00813811362712693,0.3189770290659363,0.08151435471155853,0.00813811362712693
Window L2,54,155,565,91.2762520193861,0.009499073028564453,2.694509744644165,2.7040088176727295,0.37419211258891283,0.09435366317318597,0.011057214677007238,0.37419211258891283,0.09435366317318597,0.011057214677007238
Window Normal,539,155,80,12.924071082390952,0.01981806755065918,15.414453983306885,15.434272050857544,0.049715305463692135,0.015788044046057746,0.000461223508266038,0.049715305463692135,0.015788044046057746,0.000461223508266038
Window RBF,529,155,90,14.539579967689823,0.015809059143066406,16.9342520236969,16.950061082839966,0.04884141455738596,0.015580441673442821,0.000491576274701044,0.04884141455738596,0.015580441673442821,0.000491576274701044
Window Cosine,0,155,619,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,59,155,560,90.46849757673667,0.010265111923217773,2.8154430389404297,2.8257081508636475,0.39798874101398124,0.09967560766213132,0.012383216813398889,0.39798874101398124,0.09967560766213132,0.012383216813398889
Window Clinear,79,155,540,87.23747980613894,0.010291337966918945,3.2609169483184814,3.2712082862854004,0.25458246338369417,0.06474062674080329,0.0053205959875443996,0.25458246338369417,0.06474062674080329,0.0053205959875443996
Window Rank,529,155,90,14.539579967689823,0.011683225631713867,14.747987985610962,14.759671211242676,0.04895807059986784,0.015661690958051054,0.0004939004642375517,0.04895807059986784,0.015661690958051054,0.0004939004642375517
Window Mahalanobis,54,155,565,91.2762520193861,0.010217905044555664,3.169422149658203,3.179640054702759,0.35472706429412276,0.09020369299065963,0.009908770566446871,0.35472706429412276,0.09020369299065963,0.009908770566446871
Window AR,54,155,565,91.2762520193861,0.020345211029052734,3.0219080448150635,3.042253255844116,0.37273092870790253,0.09400748784183384,0.010823545489864498,0.37273092870790253,0.09400748784183384,0.010823545489864498
Window Mean,196,155,423,68.33602584814217,0.1251239776611328,3.0380477905273438,3.1631717681884766,0.12497575802781137,0.042953153450148183,0.0031453146528975322,0.12497575802781137,0.042953153450148183,0.0031453146528975322
Window Median,57,155,562,90.79159935379644,0.1251239776611328,3.249022960662842,3.3741469383239746,0.3195106265919905,0.08135941487243431,0.008171509469887624,0.3195106265919905,0.08135941487243431,0.008171509469887624
Binary Segmentation L1,49,155,570,92.08400646203555,0.026803970336914062,2.8326008319854736,2.8594048023223877,0.4079930044615653,0.10504579093342467,0.012981639227747126,0.4079930044615653,0.10504579093342467,0.012981639227747126
Binary Segmentation L2,44,155,575,92.89176090468497,0.014831066131591797,2.5377938747406006,2.5526249408721924,0.3481677066852759,0.08989129175716695,0.00967094388586153,0.3481677066852759,0.08989129175716695,0.00967094388586153
Binary Segmentation Normal,129,155,490,79.15993537964458,0.029047727584838867,2.6552231311798096,2.6842708587646484,0.1425626758657532,0.03801407886146516,0.002070729791442739,0.1425626758657532,0.03801407886146516,0.002070729791442739
Binary Segmentation RBF,154,155,465,75.12116316639742,0.04782414436340332,2.8281311988830566,2.87595534324646,0.10212270265921954,0.03158921542655339,0.0017490874447267544,0.10212270265921954,0.03158921542655339,0.0017490874447267544
Binary Segmentation Cosine,9,155,610,98.54604200323102,0.04441189765930176,2.885114908218384,2.9295268058776855,0.1446486155324116,0.0635582523527944,0.005633636442958174,0.1446486155324116,0.0635582523527944,0.005633636442958174
Binary Segmentation Linear,29,155,590,95.31502423263328,0.013463258743286133,2.5324318408966064,2.5458950996398926,0.37215716368449003,0.09497572844604116,0.010898011533598602,0.37215716368449003,0.09497572844604116,0.010898011533598602
Binary Segmentation Clinear,119,155,500,80.77544426494345,0.010178089141845703,2.7931981086730957,2.8033761978149414,0.16284469192138004,0.042798696775908245,0.0023811674215404046,0.16284469192138004,0.042798696775908245,0.0023811674215404046
Binary Segmentation Rank,214,155,405,65.4281098546042,0.013403177261352539,3.3214008808135986,3.334804058074951,0.0887519691410022,0.02833465735898466,0.0014235009753234599,0.0887519691410022,0.02833465735898466,0.0014235009753234599
Binary Segmentation Mahalanobis,44,155,575,92.89176090468497,0.04688405990600586,2.622781991958618,2.669666051864624,0.40270448009039017,0.10261179933783117,0.012629734722872972,0.40270448009039017,0.10261179933783117,0.012629734722872972
Binary Segmentation AR,19,155,600,96.93053311793214,0.024611949920654297,2.5023810863494873,2.5269930362701416,0.3084108474922455,0.13049115933100586,0.02105658572135897,0.3084108474922455,0.13049115933100586,0.02105658572135897
Binary Segmentation Mean,81,155,538,86.91437802907916,0.27145934104919434,2.7024481296539307,2.973907470703125,0.28485004988415213,0.07044278183782444,0.0064526773749207424,0.28485004988415213,0.07044278183782444,0.0064526773749207424
Binary Segmentation Median,47,155,572,92.40710823909531,0.27145934104919434,2.487722158432007,2.759181499481201,0.5058232630512441,0.13046728067374982,0.019563266759503654,0.5058232630512441,0.13046728067374982,0.019563266759503654
Bottom Up L1,39,155,580,93.69951534733441,0.014930963516235352,2.668586015701294,2.6835169792175293,0.40906387855081516,0.10470620755406755,0.013070227853239238,0.40906387855081516,0.10470620755406755,0.013070227853239238
Bottom Up L2,39,155,580,93.69951534733441,0.009166717529296875,2.7603111267089844,2.7694778442382812,0.3650152556839965,0.09244563451195625,0.010442962873750515,0.3650152556839965,0.09244563451195625,0.010442962873750515
Bottom Up Normal,99,155,520,84.00646203554119,0.014089107513427734,2.615422010421753,2.6295111179351807,0.3125135259251588,0.07633508844968921,0.007722903530074701,0.3125135259251588,0.07633508844968921,0.007722903530074701
Bottom Up RBF,214,155,405,65.4281098546042,0.014590740203857422,3.2856709957122803,3.3002617359161377,0.12150380571964395,0.03736471166944649,0.002417034301640221,0.12150380571964395,0.03736471166944649,0.002417034301640221
Bottom Up Cosine,9,155,610,98.54604200323102,0.012475967407226562,2.779919147491455,2.7923951148986816,0.19064446662598428,0.08110531317907413,0.008577675726646508,0.19064446662598428,0.08110531317907413,0.008577675726646508
Bottom Up Linear,29,155,590,95.31502423263328,0.008770227432250977,2.3126142024993896,2.3213844299316406,0.25301986108737184,0.06476048924290535,0.005277020896231287,0.25301986108737184,0.06476048924290535,0.005277020896231287
Bottom Up Clinear,79,155,540,87.23747980613894,0.007341861724853516,2.635058879852295,2.6424007415771484,0.3833409676703076,0.09493669332474806,0.01153892557041107,0.3833409676703076,0.09493669332474806,0.01153892557041107
Bottom Up Rank,214,155,405,65.4281098546042,0.010137796401977539,2.8568990230560303,2.867036819458008,0.08945362788506865,0.02911783089537171,0.001510918809330874,0.08945362788506865,0.02911783089537171,0.001510918809330874
Bottom Up Mahalanobis,39,155,580,93.69951534733441,0.012809991836547852,2.8912618160247803,2.904071807861328,0.4195361355991803,0.10672608763490714,0.013723008041252671,0.4195361355991803,0.10672608763490714,0.013723008041252671
Bottom Up AR,19,155,600,96.93053311793214,0.01272892951965332,2.3159339427948,2.328662872314453,0.17996185470777284,0.07660077143699669,0.007546760645344546,0.17996185470777284,0.07660077143699669,0.007546760645344546
Bottom Up Mean,78,155,541,87.39903069466882,0.11704230308532715,2.174395799636841,2.291438102722168,0.23990633135065942,0.06073389371031437,0.00470169810718379,0.23990633135065942,0.06073389371031437,0.00470169810718379
Bottom Up Median,39,155,580,93.69951534733441,0.11704230308532715,3.2733089923858643,3.3903512954711914,0.4304432432946049,0.10992645664793518,0.0144092442563281,0.4304432432946049,0.10992645664793518,0.0144092442563281
