Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Close_MAPE,Close_MAE,Close_MSE,Volume_MAPE,Volume_MAE,Volume_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,497,125,N/A,N/A,N/A,3.6926016807556152,3.6926016807556152,0.15890090100018747,0.03890248289481579,0.0022968486919319516,0.7105006698939603,0.02330693083792378,0.0009925943288349468,0.434700785447074,0.031104706866369777,0.001644721510383449
Fixed Cut 5.0%,473,125,24,4.82897384305835,N/A,2.825147867202759,2.825147867202759,0.16941091875941272,0.04064729505505407,0.002561925883432625,1.1154115472130282,0.03429933894993021,0.00150280352834364,0.6424112329862206,0.03747331700249214,0.002032364705888132
Fixed Cut 10.0%,448,125,49,9.859154929577464,N/A,3.026604175567627,3.026604175567627,0.15924766151029202,0.03828894427283906,0.0022598954515466434,0.8850868518106689,0.028004977485529266,0.001160662232918228,0.5221672566604803,0.033146960879184166,0.0017102788422324365
Fixed Cut 15.0%,423,125,74,14.88933601609658,N/A,2.849665880203247,2.849665880203247,0.1896607343274706,0.04493947127806786,0.003017260351813687,0.5665208416587404,0.02018214690246734,0.000952601523413577,0.37809078799310547,0.03256080909026759,0.001984930937613632
Fixed Cut 20.0%,398,125,99,19.919517102615693,N/A,4.588237762451172,4.588237762451172,0.1969562024538747,0.047049384403215454,0.003468960225359047,1.5723781832542247,0.047660940592547725,0.0025783900041415468,0.8846671928540494,0.047355162497881576,0.003023675114750296
Fixed Cut 25.0%,373,125,124,24.949698189134807,N/A,3.428774833679199,3.428774833679199,0.20157460174547842,0.047844910857813915,0.003334870594545174,1.0604671100070926,0.03300232337944725,0.0014286268284688622,0.6310208558762853,0.04042361711863058,0.002381748711507017
Fixed Cut 30.0%,348,125,149,29.979879275653925,N/A,2.9724249839782715,2.9724249839782715,0.33906701081753116,0.08412895492238132,0.008483708549365379,0.7175423044892629,0.02425771165615429,0.0010606250159546202,0.5283046576533971,0.054193333289267814,0.00477216678266
Fixed Cut 35.0%,324,125,173,34.80885311871227,N/A,3.3596489429473877,3.3596489429473877,0.22585922293581262,0.054730691809092596,0.003954925543628502,0.9299690743911649,0.02938260435531988,0.0012877238584412553,0.5779141486634888,0.04205664808220624,0.0026213247010348785
Fixed Cut 40.0%,299,125,198,39.839034205231385,N/A,2.922028064727783,2.922028064727783,0.2736508684227177,0.06718679570503988,0.00564797342860495,0.4134724013819374,0.017130454103990958,0.0009168449777589414,0.34356163490232755,0.04215862490451544,0.003282409203181946
Fixed Cut 45.0%,274,125,223,44.8692152917505,N/A,3.0812571048736572,3.0812571048736572,0.33361643900520876,0.08455398528923042,0.008026898878945473,1.0070479876173706,0.03138491883509828,0.0013557465832259399,0.67033221331129,0.05796945206216436,0.004691322731085706
Fixed Cut 50.0%,249,125,248,49.899396378269614,N/A,3.642112970352173,3.642112970352173,0.30492003970527937,0.0731169886884952,0.007310224730219683,0.5978826094454306,0.020460831427968656,0.0008907124069986043,0.451401324575355,0.04678891005823194,0.0041004685686091445
Fixed Cut 55.0%,224,125,273,54.929577464788736,N/A,2.9716060161590576,2.9716060161590576,0.1796196742327825,0.04257387019886911,0.002773022560860173,0.9242385139401629,0.029226565221844678,0.0012099540550665913,0.5519290940864727,0.035900217710356876,0.001991488307963381
Fixed Cut 60.0%,199,125,298,59.95975855130785,N/A,3.568845272064209,3.568845272064209,0.160453486789281,0.04373891668925339,0.0029646308164005077,0.584088831405613,0.020335788882382955,0.0009228995837088529,0.37227115909744685,0.032037352785818166,0.0019437652000546804
Fixed Cut 65.0%,174,125,323,64.98993963782696,N/A,2.6962599754333496,2.6962599754333496,0.11906139350364771,0.10003213401217459,0.014999769304523642,0.3037199809352553,0.06787475023019013,0.016750557731464926,0.21139068721945148,0.08395344212118236,0.01587516351799428
Fixed Cut 70.0%,150,125,347,69.81891348088531,N/A,2.842585802078247,2.842585802078247,0.09838298045855762,0.0748996290803296,0.007998188591394824,0.7528590143970949,0.1019271097581669,0.018724012218850703,0.4256209974278262,0.08841336941924825,0.01336110040512276
Fixed Cut 75.0%,125,125,372,74.84909456740442,N/A,2.6506450176239014,2.6506450176239014,0.06774911145456518,0.05328874384010592,0.0042217034541426135,0.44719304133474264,0.10631206869284535,0.03075916642670636,0.25747107639465394,0.07980040626647562,0.017490434940424487
Fixed Cut 80.0%,100,125,397,79.87927565392354,N/A,2.433769941329956,2.433769941329956,0.0713703741934142,0.055094044550747796,0.004514467690441643,0.4287073719062822,0.10438086291038752,0.03239390869401114,0.25003887304984823,0.07973745373056765,0.018454188192226387
Fixed Cut 85.0%,75,125,422,84.90945674044266,N/A,2.6828267574310303,2.6828267574310303,0.09526757017107919,0.0755777901959299,0.008271688766960635,0.41767855700776907,0.10206263217899304,0.031185546657310045,0.25647306358942407,0.08882021118746145,0.019728617712135334
