Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Close_MAPE,Close_MAE,Close_MSE,Volume_MAPE,Volume_MAE,Volume_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 90.0%,50,125,447,89.93963782696177,N/A,2.4358608722686768,2.4358608722686768,0.09966171364924199,0.08352042760556704,0.010723159690691509,0.47449402803687046,0.11017333051315101,0.03233665235546384,0.28707787084305614,0.09684687905935901,0.021529906023077684
Window L1,127,125,370,74.44668008048289,0.014747142791748047,2.527696132659912,2.54244327545166,0.09594689572397654,0.07450916408276295,0.007816763398542564,0.47043256243564135,0.10990019943771337,0.0330801367478753,0.283189729079809,0.09220468176023815,0.020448450073208935
Window L2,182,125,315,63.38028169014085,0.006968021392822266,3.000188112258911,3.0071561336517334,0.11990432214117326,0.03910689707706849,0.0021512196441817377,0.4472430063179075,0.017205612069170814,0.0008321077925881578,0.28357366422954033,0.02815625457311966,0.0014916637183849477
Window Normal,177,125,320,64.38631790744466,0.02089715003967285,2.238774061203003,2.259671211242676,0.11671656115981523,0.09781571749700274,0.014176866887169341,0.8956269777925638,0.1167952618853921,0.02119298076184369,0.5061717694761895,0.10730548969119741,0.01768492382450651
Window RBF,127,125,370,74.44668008048289,0.01108407974243164,2.2416017055511475,2.252685785293579,0.07847104672138988,0.06040419356381926,0.005243429102457068,0.40236296470345373,0.10256498247753464,0.03343177831459723,0.24041700571242186,0.08148458802067693,0.019337603708527152
Window Cosine,182,125,315,63.38028169014085,0.004845857620239258,2.6427249908447266,2.647570848464966,0.11419054588783857,0.03643695612734055,0.0018946028931222225,0.805311595180727,0.027326366650807288,0.0012617511112224926,0.45975107053428277,0.03188166138907392,0.0015781770021723578
Window Linear,182,125,315,63.38028169014085,0.008105993270874023,2.463266134262085,2.471372127532959,0.1071921691526265,0.034242433344509764,0.0016638057205029641,0.5107374866704268,0.01868526742401796,0.0008685781996017002,0.3089648279115268,0.02646385038426386,0.001266191960052332
Window Clinear,227,125,270,54.32595573440644,0.007133007049560547,2.7300689220428467,2.7372019290924072,0.23833722590089673,0.057031400110044726,0.004516625739301058,0.43091356883138904,0.016995952278181032,0.0008406916762265673,0.33462539736614294,0.037013676194112895,0.002678658707763811
Window Rank,177,125,320,64.38631790744466,0.009544134140014648,3.054348945617676,3.0638930797576904,0.13250847631322,0.09991151614237732,0.013390327819381292,0.41822384971124976,0.06641766572094027,0.013157249863655752,0.27536616301223493,0.08316459093165882,0.01327378884151852
Window Mahalanobis,177,125,320,64.38631790744466,0.0065648555755615234,2.361628770828247,2.3681936264038086,0.08310237341925948,0.06435396106022011,0.006063225654488933,0.5511160387482278,0.07976994635970366,0.015298726272864424,0.3171092060837436,0.07206195370996188,0.010680975963676682
Window AR,182,125,315,63.38028169014085,0.010341167449951172,2.4954710006713867,2.505812168121338,0.09105772890522021,0.03101866220212792,0.0013928997880270281,0.47261990230998063,0.017632561972241508,0.0008171747781568575,0.2818388156076005,0.02432561208718472,0.0011050372830919432
Window Mean,174,125,323,64.98993963782696,0.10023140907287598,2.7309701442718506,2.8312015533447266,0.07398374338317858,0.05637169532678821,0.0046067507654855505,0.617572528056023,0.08398625403375012,0.0148772218739676,0.34577813571960075,0.07017897468026915,0.009741986319726578
Window Median,180,125,317,63.78269617706237,0.10023140907287598,2.864992380142212,2.965223789215088,0.11758626906091611,0.040489814704261794,0.0023046706625280025,0.3226666211172081,0.01613612971146248,0.0009716857241872031,0.22012644508906212,0.02831297220786215,0.0016381781933576028
Binary Segmentation L1,412,125,85,17.102615694164992,0.027409791946411133,3.2641429901123047,3.291552782058716,0.23144463506121968,0.055253445597089695,0.004286522194718058,0.8523549299393421,0.026889258696305054,0.0011170549350697462,0.5418997825002808,0.041071352146697375,0.0027017885648939013
Binary Segmentation L2,452,125,45,9.054325955734406,0.011062860488891602,3.169335126876831,3.1803979873657227,0.16959448105689737,0.04132328501157421,0.002616751924450338,0.5293374854851801,0.018864017685803643,0.0008565849587537892,0.3494659832710387,0.030093651348688917,0.001736668441602063
Binary Segmentation Normal,172,125,325,65.3923541247485,0.026148080825805664,2.643960952758789,2.6701090335845947,0.091249602705388,0.06563291809803189,0.006108809415679069,0.512785240554997,0.07483532573678726,0.014054999175681825,0.3020174216301924,0.07023412191740959,0.010081904295680448
Binary Segmentation RBF,402,125,95,19.114688128772634,0.03009319305419922,2.9219748973846436,2.9520680904388428,0.2091631270248905,0.04994347222249594,0.0035220028229403424,0.6317475059910823,0.021506337284518555,0.0009470153196014796,0.42045531650798645,0.03572490475350724,0.0022345090712709115
Binary Segmentation Cosine,22,125,475,95.57344064386318,0.030133962631225586,2.209219217300415,2.2393531799316406,0.1321255391590003,0.16950266180339316,0.04305592320756096,0.31216990399172884,0.29987453265870556,0.3313000591497434,0.22214772157536455,0.2346885972310493,0.1871779911786522
Binary Segmentation Linear,342,125,155,31.18712273641851,0.01297616958618164,2.7409629821777344,2.753939151763916,0.27314937573959047,0.06652916301063386,0.005686873656920233,0.3375529520547578,0.01573992293963712,0.0008949042176221945,0.30535116389717415,0.04113454297513552,0.0032908889372712134
Binary Segmentation Clinear,337,125,160,32.19315895372233,0.008253097534179688,2.5790090560913086,2.5872621536254883,0.25562500939600435,0.06281167309121384,0.004937449885372624,0.4957020401514355,0.018273420847163584,0.0008658393082511624,0.3756635247737199,0.04054254696918873,0.002901644596811895
Binary Segmentation Rank,367,125,130,26.156941649899395,0.015248775482177734,2.8370211124420166,2.8522698879241943,0.24302667241113937,0.05844897846931452,0.004640608538795374,1.0670592162670216,0.033038314987533526,0.001410528665995271,0.6550429443390805,0.04574364672842404,0.0030255686023953217
Binary Segmentation Mahalanobis,297,125,200,40.24144869215292,0.021155118942260742,3.231123208999634,3.2522783279418945,0.36865889685721426,0.09012870875024305,0.010239050377814198,0.7878800423477501,0.025553732326092808,0.0010609304970905346,0.5782694696024824,0.05784122053816793,0.005649990437452364
Binary Segmentation AR,317,125,180,36.21730382293762,0.020453214645385742,2.657320022583008,2.6777732372283936,0.334674320198634,0.08225250628613935,0.00837717388638014,0.8898466452843171,0.028606123994703605,0.0011895860811744425,0.6122604827414753,0.055429315140421494,0.004783379983777293
Binary Segmentation Mean,312,125,185,37.223340040241446,0.20293426513671875,2.7320070266723633,2.934941291809082,0.321071630004802,0.07823077238170602,0.007862542333389028,0.896372063854622,0.02857574401860704,0.001192245950125831,0.608721846929712,0.05340325820015653,0.0045273941417574275
Binary Segmentation Median,340,125,157,31.58953722334004,0.20293426513671875,3.510129928588867,3.713064193725586,0.21049072986661754,0.05035236588687359,0.003543954136231458,1.0016101345434143,0.03153560351930574,0.0013229594129556107,0.6060504322050158,0.04094398470308966,0.002433456774593535
Bottom Up L1,407,125,90,18.10865191146881,0.009759902954101562,2.5622200965881348,2.5719799995422363,0.1759934378173147,0.041755688427679856,0.002626494890272891,0.6985176267975345,0.023178674078887494,0.0010095859534102467,0.4372555323074247,0.03246718125328366,0.0018180404218415686
Bottom Up L2,172,125,325,65.3923541247485,0.005782127380371094,2.4119699001312256,2.4177520275115967,0.08152862459155225,0.06480982117907097,0.006432833950076087,0.5729653487165499,0.08045436686468911,0.014121276411641811,0.327246986654051,0.07263209402188005,0.01027705518085895
Bottom Up Normal,172,125,325,65.3923541247485,0.010168075561523438,2.621854066848755,2.6320221424102783,0.16204553326111673,0.13296226055697558,0.024158779095432664,0.6995505178572754,0.09464759851367975,0.017087782811697812,0.43079802555919605,0.11380492953532767,0.020623280953565238
Bottom Up RBF,357,125,140,28.169014084507044,0.009558916091918945,2.677942991256714,2.687501907348633,0.2717906192705482,0.06548082895230849,0.0057763273584780575,0.6328800741121202,0.021969829105680516,0.0010296235111165299,0.45233534669133424,0.04372532902899451,0.0034029754347972957
Bottom Up Cosine,232,125,265,53.31991951710262,0.0045931339263916016,2.3821609020233154,2.386754035949707,0.15621752729450614,0.037077715230985665,0.0020701275658100275,0.35556736105620523,0.01640281991096627,0.000934116337964903,0.25589244417535567,0.02674026757097596,0.0015021219518874655
Bottom Up Linear,187,125,310,62.37424547283702,0.004838228225708008,2.299013137817383,2.303851366043091,0.14545204357269953,0.048455510355003575,0.0031817868221521487,1.0923027369922798,0.03538038917040542,0.0017104443466407363,0.6188773902824896,0.04191794976270449,0.0024461155843964427
Bottom Up Clinear,297,125,200,40.24144869215292,0.004257917404174805,2.461019277572632,2.4652771949768066,0.2965589459481949,0.07362222247783526,0.0065005264303557775,0.30581561403567686,0.017424948270942174,0.0010711022124965711,0.30118727999193584,0.045523585374388734,0.003785814321426175
Bottom Up Rank,297,125,200,40.24144869215292,0.007899761199951172,2.7519161701202393,2.7598159313201904,0.3197401533250661,0.08067820083957226,0.007399598314117562,0.3034991541520396,0.015733263401417327,0.0009463188055227944,0.31161965373855277,0.04820573212049482,0.004172958559820178
Bottom Up Mahalanobis,257,125,240,48.2897384305835,0.007005214691162109,2.6151058673858643,2.6221110820770264,0.2871553533142957,0.06943145838792876,0.006382498323186707,0.48358422864540146,0.018011700442405038,0.0008650570776911763,0.38536979097984864,0.043721579415166904,0.0036237777004389433
Bottom Up AR,357,125,140,28.169014084507044,0.007779121398925781,2.6604061126708984,2.668185234069824,0.2462056448266594,0.05933246057955295,0.004739221870212298,0.740718800160569,0.024185894411626625,0.0010140140453046263,0.49346222249361393,0.0417591774955898,0.0028766179577584617
Bottom Up Mean,274,125,223,44.8692152917505,0.07164239883422852,3.86228084564209,3.9339232444763184,0.44098551498241867,0.10961599220323989,0.01422407290706628,1.2723509776405995,0.03888618862729089,0.0018081639738827997,0.8566682463115093,0.0742510904152654,0.008016118440474541
Bottom Up Median,277,125,220,44.26559356136821,0.07164239883422852,2.6235430240631104,2.695185422897339,0.43840745745469273,0.10980905013229506,0.013909569858242423,0.5196037921696698,0.018799815031110816,0.000875350026865502,0.4790056248121811,0.06430443258170293,0.0073924599425539625
