Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,CO(GT)_MAPE,CO(GT)_MAE,CO(GT)_MSE,NMHC(GT)_MAPE,NMHC(GT)_MAE,NMHC(GT)_MSE,C6H6(GT)_MAPE,C6H6(GT)_MAE,C6H6(GT)_MSE,NOx(GT)_MAPE,NOx(GT)_MAE,NOx(GT)_MSE,NO2(GT)_MAPE,NO2(GT)_MAE,NO2(GT)_MSE,T_MAPE,T_MAE,T_MSE,RH_MAPE,RH_MAE,RH_MSE,AH_MAPE,AH_MAE,AH_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,7485,1872,N/A,N/A,N/A,411.18766164779663,32.90995502471924,444.09761667251587,1.11477736025395,0.2695072099618948,0.08297641473390853,0.37709121929208606,0.04552660886970072,0.002156014341817383,1.0970371954433917,0.06448688896873041,0.039843659809141015,1.631989241930498,0.13428900542037625,0.03462166761075433,2.885610102697081,0.3833530931493996,0.1813826738293479,2.474352633554621,0.08971195560106873,0.04733999868318735,1.7692633485401772,0.1103413249485432,0.05663182910322143,1.8510174088559055,0.05486418393760148,0.035912489885482936,1.6501423138209639,0.14401003385716415,0.060108093499607704
Fixed Cut 5.0%,7111,1872,374,4.996659986639947,N/A,436.86641001701355,20.609896421432495,457.47630643844604,1.1351131108224162,0.23561922974279675,0.06823338333866201,0.394151745133851,0.047342308965305904,0.0022681676196545674,1.4566276075895193,0.06299768762830596,0.03827359749611617,1.5861688234966054,0.13310200380616952,0.03403619799215063,2.6633761403562435,0.3755285505317473,0.17583663716723189,1.531672283116685,0.07272497657137965,0.043829484164876115,221.9577178789362,0.12893600686159754,0.05905731557791543,1.3935374741647306,0.06489676117829385,0.03387511107839872,29.01479563295203,0.1401434406606993,0.05692623680437571
Fixed Cut 10.0%,6737,1872,748,9.993319973279894,N/A,438.95745515823364,49.230916023254395,488.18837118148804,1.0887925437017443,0.28421009993559604,0.08865341772035101,0.11862259976306261,0.017805177513928322,0.0003219281885157345,3.523484271769322,0.07062127522522858,0.03879169920825592,1.2913786003920191,0.12531886384700297,0.030619857404452364,2.630665840705634,0.37297186644554303,0.17147831337624836,1.1233858370606273,0.07558000973218007,0.0422086771227715,1.3014708212697779,0.11609004920951294,0.059144712537434876,1.3572322466892193,0.0725931073631206,0.035146050576724666,1.5543790951689267,0.141898806159014,0.058295582016844254
Fixed Cut 15.0%,6363,1872,1122,14.989979959919838,N/A,429.7972447872162,16.517741680145264,446.31498646736145,1.1576126693048718,0.22477664246929874,0.06511556687966992,0.06192291429844951,0.01013372183939745,0.00013048978004933759,1.1532154052936696,0.06327286676804436,0.03787084248519374,1.5294927288429212,0.13136115086652128,0.03380567745498958,2.566966439859268,0.3726631380020595,0.17452262305330837,1.9051262291186537,0.08103463629594437,0.043688877820254664,5.134441827398246,0.10920479356763191,0.05426677858950758,1.5311499227878467,0.05660300365104618,0.0342509345747979,1.8799910171129919,0.1311312441824929,0.05545647382972142
Fixed Cut 20.0%,5988,1872,1497,20.0,N/A,400.9493238925934,35.12532687187195,436.07465076446533,1.15977247647579,0.20933446461610314,0.059148438226356355,0.0026553678283678097,0.002662422454267323,1.2162322470361789e-05,1.1652074359110423,0.06214745694819931,0.039069785916811456,1.1854033227354148,0.12153767694037813,0.029914815734666245,1.9787101500651414,0.3389404528279643,0.15082426039166322,1.529816760221619,0.08089399525149456,0.04392562569719058,1.004032697689578,0.12284347487322032,0.06271772935145795,1.4717387280019019,0.06453646865637021,0.03610607434551784,1.1871671173661058,0.12536205157099958,0.052714861498266714
Fixed Cut 25.0%,5614,1872,1871,24.996659986639948,N/A,317.09782791137695,24.082114696502686,341.17994260787964,1.1261563724897858,0.24314857904431647,0.07094867280274723,0.0024063938937131323,0.0024048573529752266,1.3054042563926509e-05,1.0412377596013624,0.06136562513436213,0.03686163915762682,1.2243172986127164,0.1229055145391202,0.030340539759944614,1.9564657748916294,0.34416027271768895,0.1542362937802647,1.3762590113710784,0.08361806024153974,0.042622531303021995,2.050690247173022,0.11860142505377452,0.0580997427118149,1.421379417080459,0.06177929120694849,0.033567972231373554,1.2748640343892212,0.1297479531613406,0.053336305723669764
Fixed Cut 30.0%,5240,1872,2245,29.993319973279892,N/A,357.86834812164307,21.63326907157898,379.50161719322205,1.157712119310961,0.2184387453015577,0.06241511087070838,0.006220884406539024,0.006191371652358828,7.545055009864538e-05,1.8136843477765574,0.06578979113387633,0.03917432132695371,0.8738858833817913,0.10998578835316504,0.026104460912016993,4.137249465680596,0.4125538836696138,0.20303052349578599,5.480941166648579,0.0746654584591304,0.04262163711323504,0.9601322869693073,0.11942858279596683,0.06269620048141876,1.322223410156804,0.07461514788424893,0.03421327074958897,1.9690061955413916,0.1352085961562396,0.05879137193747581
Fixed Cut 35.0%,4866,1872,2619,34.98997995991984,N/A,337.743390083313,18.834936141967773,356.57832622528076,1.1360148013432756,0.2385233559695717,0.06945642415029143,0.007309652631426563,0.007386598956597762,9.667602209220644e-05,1.504564155323209,0.06433952682260403,0.039384418753324324,1.0549611184897265,0.11735513338976865,0.028545441590935368,3.639049284161123,0.40246681848367355,0.19591362022063047,1.4804129562083406,0.08887579893202104,0.044431034009442594,1.2100244961439326,0.12871045807950335,0.0630925833263127,1.2715062861710436,0.08317953050634558,0.03400466614711296,1.41298034380901,0.14135465264251054,0.059365608027517724
Fixed Cut 40.0%,4492,1872,2993,39.98663994655979,N/A,298.7896001338959,16.91791582107544,315.7075159549713,1.137837151824246,0.24049363038556568,0.07065679760590429,0.006929990358557376,0.006914538735337355,9.25210683559757e-05,16.681711920191898,0.0724899514233102,0.03801073367211369,1.2663472799269733,0.12406511500203268,0.031095609127766533,2.3867890572885204,0.36520661054306724,0.168316900488809,1.230063105261195,0.07219305161202469,0.04068183616392853,1.0994435789046915,0.11261808341685421,0.05913869173976228,1.4507989783987503,0.06242583666727361,0.03462448609698847,3.1574901327693583,0.13205085222318308,0.055327196995453576
Fixed Cut 45.0%,4117,1872,3368,44.99665998663995,N/A,258.6016068458557,14.752007961273193,273.3536148071289,1.1208995369446912,0.2604370932447512,0.07874807172289224,0.009044006855257549,0.008925288177794095,0.0001762665239786962,1.133718209171925,0.0675638497974142,0.03946255099228225,0.7285449903625367,0.10590239214814827,0.02389034559553078,2.597493156479385,0.37308407650591935,0.17673596769828434,1.636009879136569,0.07308076452987171,0.040583134177113074,0.999975299898221,0.11568551275124463,0.06084620727725557,1.608566551542011,0.055731979216966744,0.033454970003057846,1.2292814537988237,0.13255136954651361,0.056737189248799336
Fixed Cut 50.0%,3743,1872,3742,49.993319973279895,N/A,273.5133056640625,19.693652153015137,293.20695781707764,1.1175858460820485,0.26283694044046957,0.07981210985234376,0.011304369678590833,0.01107753195806428,0.00022119516919240828,34.50241196759914,0.08440416310066061,0.03690879423758436,0.7419068052420805,0.10505260171334929,0.024241019742913504,8.461505363247097,0.4343010383142303,0.2198342769203436,0.8501020195003047,0.06212701701288938,0.03647716181425565,6.4280075671659525,0.12125163708988686,0.05813619796029326,1.2543925477828821,0.09347992505757155,0.035391290930650535,6.670902060787262,0.14681635683589003,0.06137775582844719
Fixed Cut 55.0%,3369,1872,4116,54.98997995991984,N/A,234.4662630558014,14.43323302268982,248.8994960784912,1.2078034986161974,0.19520419374361747,0.056618968160481405,0.007261911786256105,0.007239955522529019,6.614353630395188e-05,36.400272549503676,0.07580393133585342,0.037650396872013235,0.6728240442495782,0.10297736741939494,0.022803504001259845,2.47929680322911,0.36773295791911254,0.16948059724830747,1.0789648825422609,0.06607889128123902,0.03981821410964234,1.1549202388805984,0.12334236479909094,0.06168436541267142,1.3131505589044081,0.0812500771447546,0.03532420494105342,5.539311810964012,0.12745371739569883,0.052930799285216684
Fixed Cut 60.0%,2994,1872,4491,60.0,N/A,277.96220207214355,13.177180051803589,291.13938212394714,1.2486130368395874,0.1829494669425816,0.054671635725494175,0.012239737969887253,0.012074073992955368,0.0002163092668896861,1.1034184682272752,0.07076865825598817,0.03715337908636475,0.606782298270102,0.10159047146106334,0.021333898277960003,1.7482815367864026,0.33224629326287175,0.14779817122120606,0.9400998428361879,0.06996968094141362,0.038070145007994716,1.2185134552947239,0.11706483829721832,0.06009446795793809,1.4767886269340373,0.06036415336639549,0.03203794669776169,1.0443421253947751,0.11837845456506083,0.04892199415520115
Fixed Cut 65.0%,2620,1872,4865,64.99665998663995,N/A,274.9259021282196,7.830920934677124,282.75682306289673,1.1681664547373491,0.21568884825712872,0.0619104215293143,0.012367563792833006,0.012571446697449876,0.00022346624817272862,43.97348461224584,0.08075878660420491,0.03490407305730351,0.5104512751478703,0.1197452208378061,0.0222630788744727,1.3751037608783867,0.30438195581517125,0.1323390163777043,5.749638640665074,0.0745135676833324,0.0361400369335706,1.186342199285282,0.11593536694490877,0.059396465133214595,1.2440139513089763,0.0859605938228368,0.032941639538397856,6.902446057257711,0.1261944733328547,0.04751477471151878
Fixed Cut 70.0%,2246,1872,5239,69.99331997327988,N/A,473.21015787124634,27.863752841949463,501.0739107131958,1.5165232211135788,0.11880603354447988,0.04489895774135596,0.01313969520677171,0.013315205700264822,0.00019254121836899017,3.2746340126626623,0.0684410812134866,0.034859166360573436,0.5039837443129825,0.10935988887221676,0.020140290116299638,0.9954055832113018,0.26715213679717764,0.11118466410452185,1.9193511972670463,0.07059133178791055,0.0348995848707882,1.5136989011602715,0.10956677541687385,0.05686945804935746,1.2537414974178955,0.06886816884194986,0.029422119130621486,1.373809731544065,0.10326257777179496,0.04155834769898592
Fixed Cut 75.0%,1872,1872,5613,74.98997995991984,N/A,186.20944499969482,6.0486249923706055,192.25806999206543,1.7738101502635377,0.10568659894087878,0.04427058083951641,0.013026567330319216,0.012978930671477125,0.0002599026544329119,1.2363563786163927,0.06871822642976813,0.04017712200909921,0.5242081953548685,0.12143339488965342,0.023274092497732036,0.7271590647432425,0.23159704323251012,0.09527459955385947,0.9190323077052872,0.06463052539848611,0.037511603109691705,0.7396927780903199,0.11591989612048817,0.06299681824059246,5.8778600901806035,0.04715169826682581,0.03378618801852109,1.4763931915355712,0.09601453924376091,0.0421938633654307
Fixed Cut 80.0%,1497,1872,5988,80.0,N/A,144.48797225952148,7.32183313369751,151.809805393219,2.309369498758046,0.08914513002130742,0.04509548570275104,0.012561145164742547,0.012792525389334886,0.00028413534644875367,46.678351729242756,0.08363804130770794,0.03607580669930059,0.5096640590031142,0.13089385377045518,0.025010523844598703,0.5929294217688558,0.20937187110535474,0.08513752663475979,10.14294654284116,0.07966315170773167,0.03674742168510459,3.184193806518164,0.119523427323159,0.05640650946397251,1.1811847365761432,0.10702166984504496,0.03399643011116938,8.076400117484122,0.10400620880876188,0.03984422993601322
Fixed Cut 85.0%,1123,1872,6362,84.99665998663994,N/A,114.59356117248535,5.202051877975464,119.79561305046082,1.1982370731519965,0.2014448725764667,0.058016525326004695,0.023939805036751173,0.02486540513480056,0.0013646199372709035,2.489581763701969,0.11487777648341266,0.04146168137323941,0.5581175990558421,0.1125538687069702,0.022472632764799483,1.2147969798081206,0.31089591230533764,0.14436694045166135,3.7414380523925663,0.11309724828298129,0.0411139846756998,15.916436264867398,0.13586446706981542,0.06120140007213397,1.1601871294426613,0.14257831164463036,0.04088332918539728,3.2878418334321626,0.14452223277555176,0.05136013922327588
