Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,CO(GT)_MAPE,CO(GT)_MAE,CO(GT)_MSE,NMHC(GT)_MAPE,NMHC(GT)_MAE,NMHC(GT)_MSE,C6H6(GT)_MAPE,C6H6(GT)_MAE,C6H6(GT)_MSE,NOx(GT)_MAPE,NOx(GT)_MAE,NOx(GT)_MSE,NO2(GT)_MAPE,NO2(GT)_MAE,NO2(GT)_MSE,T_MAPE,T_MAE,T_MSE,RH_MAPE,RH_MAE,RH_MSE,AH_MAPE,AH_MAE,AH_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 75.0%,1872,1872,5613,74.98997995991984,N/A,160.93757724761963,6.592894792556763,167.5304720401764,1.3110638713896907,0.16276172690154467,0.05063446157781353,0.022164807664859867,0.02331834277629339,0.0013631544978689222,12.205978795479734,0.09207187347623355,0.03421844173248953,0.518461449204263,0.13005060511987812,0.02492092538555692,0.8173376193038022,0.24356334044016262,0.10029946889317105,22.24498469668493,0.09150730966171099,0.04090624638452889,3.6311956412414705,0.1140361059276333,0.056454637041604444,1.2242468487394633,0.11039328631591822,0.036801994690404995,5.2469292162135295,0.12096282382742177,0.043199916275429795
Fixed Cut 80.0%,1497,1872,5988,80.0,N/A,132.46696400642395,9.834893941879272,142.30185794830322,1.3276841534895893,0.15511321413565302,0.04907985244759293,0.008717194886029548,0.00865214296703658,0.0001179326820880242,1.560069558560409,0.06601011250622527,0.03865179812639151,0.5071816723638666,0.11506983468873655,0.021289561861885804,0.8518191005093402,0.24867037377499743,0.1027767958695343,50.46036985545039,0.08848636791639147,0.03722327276755271,0.95497751003864,0.1104885279284916,0.05965961354481585,1.227655278159448,0.09003839169095787,0.033450784751220174,7.112309290432211,0.11031612070106117,0.04278120150638516
Fixed Cut 85.0%,1123,1872,6362,84.99665998663994,N/A,118.35167193412781,4.664711952209473,123.01638388633728,1.663029268629384,0.10045759281722214,0.04271729616054799,0.010810096669230856,0.010764700637745794,0.000181782932353125,1.7042170648726678,0.14087746273469348,0.041127425452476746,0.51176526257798,0.13347273084999084,0.025467574636950648,0.5612719289413077,0.2201808274464131,0.09678289446350848,1.841695183376548,0.15568774138701824,0.04606889799719632,4.2599154412646305,0.15326700335865687,0.0647579913206436,1.2097697605587179,0.1298552766554384,0.04039513660330143,1.4703092508613091,0.13057041698589728,0.04468737494587232
Fixed Cut 90.0%,749,1872,6736,89.9933199732799,N/A,94.77089023590088,4.051493167877197,98.82238340377808,1.273168067975072,0.19216317935673863,0.05864120581077965,0.021767335560849813,0.021163587915354058,0.0005897113688382386,12.79351120226448,0.08294179491827779,0.041315035106642695,0.7787399088714134,0.1264138520499043,0.034862363277070645,1.2437438887413874,0.33446470813701207,0.1650184232077599,5.590763597515797,0.10947453770943524,0.04079783628645965,0.8376515527987632,0.12150615789273471,0.06459166265638328,1.381761662445936,0.08279921480554144,0.037438655864827995,2.9901384020217137,0.13386587909812464,0.05540686169734519
Window L1,3390,1872,4095,54.70941883767535,0.2572059631347656,193.3902690410614,8.720234870910645,202.3677098751068,1.1961529421914985,0.19329122108099608,0.055194249114968084,0.005121020825027377,0.005055635927829282,7.56489340734925e-05,3.5992922250062813,0.06836211423499976,0.03773748509895994,0.5587605568548453,0.10060765071189791,0.020227693264131996,1.8380734668580732,0.33800545109722774,0.1513242179700273,1.5722810578570765,0.06832554680502126,0.042111217573171524,0.9645006512733051,0.11155447481509508,0.059718628920583924,1.2956473433021498,0.07795430247372045,0.03369262006689742,1.3787286580210316,0.12039454964334828,0.05001022011785175
Window L2,6580,1872,905,12.090848363393453,0.13825607299804688,377.5618808269501,34.74085712432861,412.44099402427673,1.1338123844941392,0.2477607762044931,0.07364415565066527,0.10117213856913965,0.015567411755127112,0.00033714843877767045,1.3364600366439645,0.061620519959823955,0.03521452497627013,1.7998262793149256,0.1387966600386631,0.036073530782062345,2.8814131998403947,0.3829692005015078,0.18138756762578281,1.0832524825631993,0.07834637696680936,0.04076089245293661,3.686397259147832,0.12462373704025352,0.058564397854087624,1.493453221271399,0.05715528408240624,0.032097303959037655,1.689473375230623,0.1383549958186353,0.05725994021745253
Window Normal,6445,1872,1040,13.894455577822312,0.3903806209564209,417.3953232765198,13.574656963348389,431.3603608608246,1.1291680241269806,0.253904468447772,0.07648594526953963,0.0393013734083232,0.006728037332611046,9.390158733926252e-05,1.6366405313213783,0.06863445072161962,0.04256598209576046,0.9961613840235941,0.11446458016852451,0.02791877052818502,2.2235492979649996,0.35630940871607053,0.16278031678518712,1.4251940737252304,0.07701260635891952,0.04394408474921012,1.101686962712893,0.10968166109674136,0.05841368780099916,1.4030115730467052,0.06791246801951208,0.03432767216167015,1.2443391525412624,0.13183096010772116,0.0558162951222364
Window RBF,470,1872,7015,93.72077488309954,2.027888059616089,93.3973479270935,4.197051048278809,99.6222870349884,1.2276828646590965,0.21616214233105535,0.06562907106866016,0.01670280212236926,0.016468730731502474,0.0004922543644962314,1.5026017462682228,0.17918039802149913,0.05314903269239489,0.7332007344332214,0.14807301042914173,0.04372143478874053,1.2798991320553723,0.39052113522938947,0.22204208817264803,1.663835358382049,0.18213079116432684,0.05463659232094149,10.061988710657374,0.19141794122787728,0.07700753735068398,1.1522607074011693,0.1660524314401419,0.04651853191932207,2.2047715069973592,0.18625082257186665,0.07039956783473594
Window Cosine,6440,1872,1045,13.961255845023379,1.039625883102417,388.270437002182,41.39246892929077,430.7025318145752,1.1385786117180698,0.23298016641630734,0.06738852986023845,0.08047843290123498,0.013018314888000038,0.00019526771763994476,1.0049648002775091,0.06529534689547932,0.03927543921011993,1.3365058650534574,0.12614491691499002,0.031431133476990565,2.6462911287666797,0.3702602806765577,0.1722160632965266,0.9465198322963947,0.0908158913807071,0.0412270716838944,1.5853930867599346,0.11053845609173073,0.05104917405752179,1.7905722006346105,0.05233874296920144,0.03456089416476786,1.3161629948009863,0.1326740145291216,0.05466794668346252
Window Linear,4315,1872,3170,42.35136940547763,0.2414231300354004,276.0555489063263,14.943592071533203,291.2405641078949,1.117069605255027,0.25127026822362447,0.07405848842305333,0.008490729594999913,0.008570840083881613,8.56185110270062e-05,1.4986370954839872,0.06549518320227676,0.041014254564711666,0.8879295389108758,0.11018022630111399,0.026055813075748818,3.2377996497782466,0.39098959895678137,0.18521709284991392,2.051980006032803,0.07283645809989513,0.043816124043660344,0.6698035377608866,0.11248623285376676,0.06444934789071931,1.4507105879249278,0.07240427452344063,0.037362374416779545,1.3653025938427192,0.13552913528059743,0.05900738922195174
Window Clinear,6915,1872,570,7.615230460921844,0.12410998344421387,423.2581241130829,26.41671395301819,449.7989480495453,1.1268731668257186,0.2464018423513177,0.07255728121613385,0.18859456021094123,0.02659880306888974,0.0007194379853856895,1.1795025634134761,0.06309238752552555,0.03968701168569944,1.2157251806649174,0.12250919858743689,0.03017051114564278,2.5569196751304046,0.37184293180202527,0.17267021985758244,1.4039784395045307,0.07771273961992431,0.0437242829866011,1.438653967871625,0.11715389467528933,0.058477764559066094,1.4882503205816522,0.061006393723272385,0.03533208313303813,1.324812234275408,0.13578977391921013,0.0566673240711437
Window Rank,790,1872,6695,89.44555778223113,0.2988758087158203,113.38303995132446,5.757907867431641,119.43982362747192,1.1960083033310356,0.22740642470704228,0.06863460277568693,0.014634647800668282,0.0143395324193871,0.0003602107688621528,1.968440962137538,0.13437595808261432,0.04511621424079846,0.5344023333676512,0.12310676923426442,0.02676178961168456,1.3166592805234731,0.33429331342702273,0.1640861692491121,1.9082310740688115,0.1547460311682143,0.04686151559307561,5.557521952977172,0.17537659980870307,0.06871071064699436,1.168951533640373,0.14548816690127545,0.04209051570692815,1.7081062609808404,0.16364159946856544,0.057827716074142804
Window Mahalanobis,715,1872,6770,90.44756179024716,0.5079259872436523,109.89030075073242,3.833505153656006,114.23173189163208,7.141257159351351,0.1339083881333071,0.05079487931159897,0.030313088173258416,0.02965261917011987,0.0013713553634460902,1.7430139381956755,0.13674453915921075,0.04171315134622814,0.6840661444817541,0.13318688471021378,0.035851569492249664,0.7845209618421032,0.2740997962862579,0.13024060973726187,2.22378783553715,0.13152229969694051,0.03994456298704759,8.760561716474365,0.13676268876123046,0.057352428627440645,1.1480363913880671,0.12864217892830745,0.03653042078585864,2.814444654430466,0.13806492435569845,0.049224872206391476
Window AR,700,1872,6785,90.64796259185037,0.257800817489624,118.07766008377075,3.735419750213623,122.070880651474,1.520157528906005,0.1199897952411194,0.044575618896251785,0.02876885304511749,0.028578396425170488,0.0012457726428488428,2.2261576151298446,0.1178550953878714,0.041818473569103995,0.5140655757787053,0.13605498977353564,0.030768035970831158,0.6072254936170598,0.2384227547688841,0.11033300193157689,2.2328193138200603,0.13643119295531878,0.044652189321543904,22.658118798290193,0.14470220626142005,0.0638701180659161,1.2235285148385489,0.12372062332231329,0.03991897344428399,3.8763552116781894,0.1307193817669542,0.04714777298029459
Window Mean,3676,1872,3809,50.88844355377421,5.28349232673645,229.5474557876587,25.326699018478394,260.15764713287354,1.1945656854358764,0.19815077600345168,0.057015127846721636,0.006373578420700421,0.0062922135615335936,0.00010012561349588214,1.9305231758154977,0.06596413878482268,0.038334209626547634,0.621549731176175,0.09902092544642953,0.021204321782530608,2.8471592973520123,0.3789769618190725,0.17800164581540798,1.2509713587642555,0.0661830433350618,0.041612210723805776,0.8117929263051821,0.11425715812710671,0.06238726783647923,1.4210683717649648,0.06943520884107256,0.03612498762361248,1.2605005156293327,0.12478505323981873,0.05434748710857523
Window Median,3853,1872,3632,48.52371409485638,5.28349232673645,233.73774790763855,15.23652195930481,254.2577621936798,1.1966646312492428,0.2049583724286993,0.059591857268680694,0.013288255424859579,0.013037031241715244,0.00024523531355447216,5.089565841515058,0.0692530177968425,0.036027017545294304,0.9418882863906476,0.11240642492137665,0.027115807698301644,4.532342348902042,0.4164080815582624,0.20726456793906456,1.1970908690971016,0.0688535831296592,0.04120543482671741,2.1957217953834287,0.11572010258927756,0.057743371381345776,1.2789677295230357,0.07759383940675486,0.03271841894719227,2.0556912196856763,0.1347788066340733,0.057738963865018915
Binary Segmentation L1,2110,1872,5375,71.81028724114896,1.769007921218872,174.53800892829895,11.982316970825195,188.28933382034302,1.5614719377933854,0.11339515662220565,0.04434317083176902,0.007018929808693055,0.007333066318468848,0.00037008644983891703,5.267146473700858,0.07196654965288823,0.03677981288623814,0.5049517667399064,0.1243412512602318,0.02319159626013833,0.7400264466131673,0.2331681364991066,0.09507283693536774,18.12586290749261,0.08225917426813736,0.035688933057671915,1.568786270916376,0.11412207986098445,0.05765614201282553,1.219697329440142,0.08619070308654646,0.03199854347707342,3.6243702578131405,0.10409701469607108,0.040637640238865354
Binary Segmentation L2,2110,1872,5375,71.81028724114896,0.48700785636901855,171.00953817367554,13.44735312461853,184.9438991546631,1.8784169441808158,0.0895177465059157,0.04275736413437092,0.022316267641366898,0.021940054698997676,0.0009804667717852775,6.968702434277906,0.06999556111213502,0.034238422707120734,0.5080395955184103,0.11823697106682202,0.02207388676419025,0.7720329635824387,0.23705812043034236,0.09757971646881869,3.4746024207039152,0.07458767070711214,0.03559768951823815,1.7321611999803281,0.10744968904198215,0.04987635249898571,1.2806978354444811,0.08024871770006434,0.03370533311508258,2.0796212076662086,0.09987931640792133,0.039601153997324084
Binary Segmentation Normal,6250,1872,1235,16.499665998663996,0.9411447048187256,421.8827290534973,24.607871055603027,447.43174481391907,1.1785617264820012,0.21505313913149812,0.06262353387647303,0.015470799937312919,0.015840164878315566,0.000401716727571289,2.148001333527118,0.06742037570733336,0.03903616324603851,1.501198932414783,0.12917049521263993,0.03351789801098712,1.8496415279443164,0.33866967656242936,0.15113075637251078,4.841696496001386,0.08486772374597065,0.04722247723488275,1.1498266822926726,0.1235363766686022,0.062332301018184016,1.8182558498949095,0.05992316031930983,0.03811228953288923,1.812831668561812,0.1293101390282623,0.054297142002442164
Binary Segmentation RBF,6255,1872,1230,16.432865731462925,88.06908226013184,433.83238697052,56.38434600830078,578.2858152389526,1.1582337239063445,0.2191959028253679,0.06310876456534883,0.012494354496997177,0.008956232966587973,9.360499853023444e-05,6.9621924141269025,0.07313747313449201,0.03896370553047711,1.42876862368912,0.12940676888840374,0.03260776648074329,1.7744395062327478,0.3330349701918669,0.1460499230421727,2.03937765116982,0.07538846976090643,0.043225682812751916,1.5215067046002457,0.1285109134256067,0.061342925051539335,1.34373523351002,0.07735074437926975,0.035695171518624204,2.0300935264665227,0.13062268444656253,0.05263594300002346
Binary Segmentation Cosine,6255,1872,1230,16.432865731462925,92.23886609077454,529.1318590641022,43.60336208343506,664.9740872383118,1.1414490403037953,0.24084478118682412,0.07105555905467997,0.003970874827234081,0.002894008893242081,1.4629486169281226e-05,1.8075857558162838,0.06648315857407984,0.040428350144651695,1.2377853652018886,0.12318489016810069,0.030367952707215606,1.99001046344655,0.34631316991692523,0.15530247374982337,1.1814902754984464,0.07074753048185205,0.042604984718525744,1.2079437733287821,0.12611185490919216,0.062183066590450996,1.293693926968233,0.08428703207486105,0.0353036837194236,1.2329911844239017,0.1326083032756345,0.05465758752136754
Binary Segmentation Linear,2110,1872,5375,71.81028724114896,1.346397876739502,226.73097920417786,13.08813214302063,241.165509223938,1.424098184849763,0.12483336928929593,0.04351264528894811,0.005809265133040429,0.005943837100141825,0.00015943595328837522,5.869289786091067,0.09590820308612698,0.033546048276161894,0.5113793810167356,0.11999903249106475,0.022391388947462006,0.8188085820357476,0.24509326545990662,0.10058507650679957,56.85338754998787,0.08701391502747917,0.03461215796822177,3.3614667252239903,0.11094230295586092,0.05626285209557795,1.2799154884519008,0.0826801452779864,0.03406550860085853,8.765519370348775,0.10905175883598274,0.040641889204664786
Binary Segmentation Clinear,5715,1872,1770,23.647294589178355,0.7970302104949951,471.8560540676117,42.47018313407898,515.1232674121857,1.1529469677252724,0.22254576578995527,0.06380089956881063,0.011732314373398266,0.01146476311274054,0.0002559904900913978,1.0669845815435053,0.06412967769653692,0.03850615082357889,1.1083780167468984,0.11891684066794882,0.02941824775874913,2.9489157241356594,0.3837522846775244,0.18085710408006353,1.357631662561781,0.08050086599918457,0.04373832213259109,0.9357429636154423,0.11722316922480065,0.06191489648927239,1.595088407696691,0.05786098861029079,0.03620123934323971,1.2721775797998296,0.13204929447237265,0.0568366063357996
Binary Segmentation Rank,6255,1872,1230,16.432865731462925,0.8145451545715332,542.0510101318359,15.083735942840576,557.949291229248,1.1549688677456034,0.2285365699376881,0.06648893969882269,0.020322378583100372,0.01444840049150949,0.00023623281782873104,2.8489064961588157,0.06790966304691244,0.03831608859396319,1.1339824832814953,0.11975809448759069,0.0294262106541452,1.9638864634690059,0.34455210473837866,0.15569722063651353,1.1609265227203907,0.07482092222658464,0.041768335260178056,1.8800201404273753,0.13098579124241827,0.06091085918614714,1.4102484362900731,0.06375920974619292,0.03308100361505635,1.4466577235844826,0.13059634448965923,0.05324061130783184
Binary Segmentation Mahalanobis,6255,1872,1230,16.432865731462925,85.46497416496277,490.50188088417053,24.912442207336426,600.8792972564697,1.1919463781188877,0.20288635112139877,0.058649618770670445,0.0132743797578588,0.009798194215613207,0.00010656018057033112,13.554162464687648,0.09080545808763192,0.04031785550067209,1.4204181950034338,0.12899562409518534,0.032551353340640944,1.9839122093366828,0.34562601944520993,0.1551850308544052,1.1745827884066542,0.06492507156542734,0.04152662941973786,56.275661692805265,0.1517446969729526,0.06363754938341745,1.2654821122751798,0.09891855652508746,0.036692145996617395,9.609930027548952,0.13671249650356326,0.05358334293084147
Binary Segmentation AR,6255,1872,1230,16.432865731462925,2.362110137939453,453.73822379112244,25.90495800971985,482.00529193878174,1.151401139273409,0.22441608214001232,0.06459946875808685,0.020755024989197353,0.015433015016820274,0.00025312391329095253,1.43322215720071,0.06342921003719877,0.037514733458237706,1.1770277448083888,0.12166546327697969,0.03010943068651822,2.332013693204461,0.36301895157013186,0.1671708841554352,1.453648839821641,0.07813429926093719,0.04327795060571721,1.1871890960908473,0.12025742929152765,0.06036275579227012,1.4374677785974301,0.06368906108569869,0.03493806441954751,1.2740906842482613,0.13125543895991326,0.05477830147363805
Binary Segmentation Mean,4957,1872,2528,33.77421509686039,274.29016637802124,376.28977704048157,48.596704959869385,699.1766483783722,1.1302129736852173,0.2463526981153854,0.07283765355706576,0.013340597518559106,0.013186596780773887,0.00019331400085795486,1.2606355549885837,0.06294937871843738,0.038984520592902666,0.9134141473030828,0.11175955644283529,0.02668161384170598,2.2056235126487085,0.3573780358316224,0.16380136797935047,3.3386391875873427,0.07585311920477983,0.04325268552727324,1.158572924050761,0.11082173815751192,0.058520243381008745,1.5443725155637962,0.057644533811970315,0.03506339311121219,1.4456014266682562,0.12949320713291446,0.05491684899892217
Binary Segmentation Median,6253,1872,1232,16.459585838343354,274.29016637802124,413.08067989349365,33.034793853759766,720.4056401252747,1.222541484801891,0.18307685635780271,0.05321843864294466,0.010968935122918489,0.011173033991225793,0.00021148082338255856,1.276809465125208,0.06262602123256866,0.03731911836835173,0.8931282841978863,0.110396345349558,0.026345809029965528,1.4492225543365842,0.31111085257905036,0.13392297468533915,1.0815887910010935,0.07029837775864772,0.03963358074876168,1.128611112818332,0.11314958811511484,0.05920051914872698,1.3072903134804452,0.06988468807009225,0.03241012349021015,1.0462701176105447,0.1164644704317574,0.04778275561721033
Bottom Up L1,2110,1872,5375,71.81028724114896,0.2277209758758545,211.71238613128662,20.22194194793701,232.1620490550995,1.7980273816712857,0.09449885253434341,0.04357035913123077,0.003859876158931426,0.003893937341977557,4.17717580751395e-05,1.1310510724131968,0.06091302866063536,0.03568265327086603,0.5101414687643696,0.11305460322137298,0.021026865370215555,0.7630444740954522,0.23680818747648336,0.09713857041913322,1.065843376234006,0.06500113190980633,0.03837763774120821,1.0763196353918267,0.10995621919978121,0.05854237596440122,1.378353019134896,0.06128617657942932,0.03171661003207538,0.9658300379829957,0.09317651711547867,0.04076210546090067
