Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,DEWP_MAPE,DEWP_MAE,DEWP_MSE,TEMP_MAPE,TEMP_MAE,TEMP_MSE,PRES_MAPE,PRES_MAE,PRES_MSE,Iws_MAPE,Iws_MAE,Iws_MSE,Is_MAPE,Is_MAE,Is_MSE,Ir_MAPE,Ir_MAE,Ir_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,35059,8765,N/A,N/A,N/A,2809.7649347782135,59.1988320350647,2868.963766813278,36.09556981160779,0.3240148323411311,0.13710984729756642,0.7384646112270661,0.2165600390131889,0.06258080853769953,0.009055030627332615,0.008740852160595789,0.00010294610890650161,0.854026086858096,0.037971842119885565,0.0045498787217552175,1.166779128364124,0.003052587670760689,0.0005770998489226981,1.3788906308177722,0.006839360812397865,0.0007421423984471739,6.707130883250347,0.0995299190196587,0.03427712048554961
Fixed Cut 5.0%,33307,8765,1752,4.9972902820958955,N/A,1968.4896681308746,70.53470611572266,2039.0243742465973,49.33798885998758,0.32999837364984536,0.1423131113737184,0.6225827869502757,0.21112960255248306,0.060940954298553715,0.007660302078941333,0.007460785989019009,7.968843920740786e-05,0.8660429991169865,0.04150673964046151,0.004812221925847411,1.468976978679023,0.0038848588624035463,0.001057619800492011,1.2107986719543473,0.006911174531462972,0.0007260938854356147,8.919008433127864,0.10014858920427865,0.0349882816205425
Fixed Cut 10.0%,31554,8765,3505,9.997432898827691,N/A,2248.9765498638153,205.55475687980652,2454.531306743622,40.710180979131316,0.3223085007780106,0.1369124261893021,0.6897718356581062,0.21036023856190908,0.05921252655253295,0.007090301149098718,0.006881220170520082,6.794546046082095e-05,0.8510238342681196,0.03952955102771317,0.004594337682928592,1.133382653391162,0.002267770826818262,0.0010047348804609925,1.1250604819380323,0.010139133769009058,0.000743413198312282,7.419418347589324,0.09858106918899573,0.03375589732733303
Fixed Cut 15.0%,29801,8765,5258,14.997575515559486,N/A,1591.830398797989,58.491435050964355,1650.3218338489532,38.426813509608415,0.32433186148605114,0.1372703258250319,0.8614380973812943,0.24336517172358416,0.07895616883746746,0.009053165826576772,0.00872405231004797,8.675596959359819e-05,0.9529322006463227,0.03168699832984761,0.004587994009093724,1.0362355321705916,0.008395290890843406,0.0010218135082694262,3.2191789762259946,0.00496449313473857,0.0007728042276286346,7.41760858030985,0.10357797797918465,0.037115977062847416
Fixed Cut 20.0%,28048,8765,7011,19.997718132291283,N/A,2497.318410873413,245.54534792900085,2742.863758802414,222.4391600649691,0.3232231965264726,0.13599578620781874,0.8223818081220962,0.23745849311836711,0.07522474952656184,0.0044598904351820425,0.0043326759239203936,2.7501509721277068e-05,0.8420338775040567,0.054909383110585956,0.005621197345384541,1.045869321124764,0.005391339441362708,0.0009797854939293602,2.914152383386881,0.005392151362402189,0.0009696911849638597,38.01134289092378,0.10511787324718387,0.036469785211396655
Fixed Cut 25.0%,26295,8765,8764,24.997860749023076,N/A,4067.808989048004,143.15393996238708,4210.962929010391,21.37504864047331,0.3119672173234721,0.127276083278407,0.7970979266382091,0.23339699964735505,0.07274926228065298,0.016981046118500917,0.016260097704569133,0.0003793098969115138,0.9833722814477457,0.031102777555319087,0.004627158337885778,1.021468327526078,0.01533841122721062,0.0011951291249377516,31.952035465247565,0.007987748970655965,0.0010031450255655336,9.357667281241891,0.10267554207142922,0.0345383479907267
Fixed Cut 30.0%,24542,8765,10517,29.998003365754872,N/A,3878.1013407707214,168.8487949371338,4046.950135707855,52.84928542906291,0.32255527705907894,0.1381455518730269,0.6380673052552566,0.22897838124205663,0.07120897485521108,0.012975570841750193,0.012457623037527673,0.0001740480898411196,0.8457423854198375,0.048486610101023314,0.00657903321147561,1.1080645041797588,0.007681573637451236,0.001244142813337831,3.2815638300611343,0.008733153864902962,0.0010538042250819242,9.78928317080348,0.10481543649033932,0.03640092584466256
Fixed Cut 35.0%,22789,8765,12270,34.99814598248667,N/A,2527.4947180747986,105.40403413772583,2632.8987522125244,15.916940675104025,0.3274677715992995,0.14252077582587894,0.6580768635656762,0.22699589178112403,0.06933856780018335,0.022830320162179337,0.021613812770935666,0.0006691282251063224,0.9599407175467797,0.03703731012882566,0.0064675040692119025,1.0298014534657252,0.009177971642253443,0.0011903488681941961,1.1420328163446742,0.01207212418039165,0.0009544360048835976,3.2882704743648454,0.1057274803504711,0.03685679346557639
Fixed Cut 40.0%,21036,8765,14023,39.99828859921846,N/A,1105.73628115654,39.649672985076904,1145.3859541416168,72.21130454440667,0.32918893819230427,0.14247214757202536,0.7225604730688654,0.23516654933711761,0.07387897079467118,0.006497084950536825,0.006290776733273152,5.982925068597381e-05,0.8594436929581661,0.04703010160186061,0.006610409197426113,1.0390382482920486,0.007161917022899574,0.0011604848689408616,1.1830931685264978,0.011530961283752927,0.0009941475963745343,12.670322868700438,0.10606154069520089,0.03752933154668738
Fixed Cut 45.0%,19283,8765,15776,44.998431215950255,N/A,1109.3999829292297,45.49024510383606,1154.8902280330658,74.8786355415012,0.32025521132923107,0.13417593062591643,0.7236941472873931,0.23266774273963803,0.07235995247266652,0.011495496639522628,0.011293054083363284,0.00018356949497655805,0.8502397862623156,0.06035865308764137,0.00757391377686586,1.0123764822623171,0.03091296422527889,0.0019277422795171693,1.3212495936942241,0.017722107375743267,0.0011155240666564847,13.132948507941101,0.11220162214014855,0.03622277211943319
