Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,CO(GT)_MAPE,CO(GT)_MAE,CO(GT)_MSE,NMHC(GT)_MAPE,NMHC(GT)_MAE,NMHC(GT)_MSE,C6H6(GT)_MAPE,C6H6(GT)_MAE,C6H6(GT)_MSE,NOx(GT)_MAPE,NOx(GT)_MAE,NOx(GT)_MSE,NO2(GT)_MAPE,NO2(GT)_MAE,NO2(GT)_MSE,T_MAPE,T_MAE,T_MSE,RH_MAPE,RH_MAE,RH_MSE,AH_MAPE,AH_MAE,AH_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,7485,1872,N/A,N/A,N/A,392.6692142486572,20.631384134292603,413.30059838294983,1.175948305598157,0.2038317672062815,0.057904307659310796,0.41679824751040945,0.04935506150114125,0.0024517644823174854,1.2567394220237613,0.06320364752322355,0.0382590872076417,2.076904088043991,0.14457025138066085,0.03763571335834498,3.0104894202619876,0.38712741237978227,0.18382459719727723,1.7127007560252159,0.08332944750355971,0.04373790679616686,1.5910816735335913,0.12274343926580598,0.059302447708615334,1.4935523510194688,0.05622614284365356,0.03286738732413886,1.5917767830020724,0.13879839620051332,0.05699790146672665
Fixed Cut 5.0%,7111,1872,374,4.996659986639947,N/A,412.63435411453247,25.288665294647217,437.9230194091797,1.162098924994423,0.2181354121955777,0.06272535182240287,0.24347827323340995,0.0328642175008154,0.0010898770957092282,1.8475649184865843,0.06739075695182313,0.04055909086289545,1.8226770511075838,0.1390679630783631,0.03580632190589623,3.1742845335429526,0.39100525350347304,0.1863798661306423,31.772008955869754,0.08035835205270495,0.046669935413305476,1.0366148650161664,0.11978126019393992,0.061589924498467175,1.4593962155971087,0.06426155152921037,0.03578656421011207,5.314765467231009,0.13910809587573847,0.058825866492428845
Fixed Cut 10.0%,6737,1872,748,9.993319973279894,N/A,303.47689509391785,11.161386966705322,314.63828206062317,1.1448745980437283,0.22908235854795728,0.06608626109439326,0.19383875285004343,0.02714233924218533,0.000763028700519201,1.2296529081734873,0.06363314344095161,0.04098816306146185,1.4541316428538829,0.12966547745220391,0.03308521598154873,2.7938657857817395,0.3791196292979237,0.17704202245231915,1.4290838686784821,0.08462698071448797,0.04450369804708717,1.1244289926925422,0.11819028881832996,0.06010066797847501,1.6016013799431403,0.05787731994255324,0.036244171039497196,1.371434741127131,0.1361671921820741,0.05735165354441264
Fixed Cut 15.0%,6363,1872,1122,14.989979959919838,N/A,308.40423107147217,15.680179834365845,324.084410905838,1.1670849533405858,0.21220806335450496,0.06066077278048707,0.11466424533235738,0.018168404086971256,0.0003387329128226436,1.1523145677197233,0.061856444156972876,0.03842939869602859,1.4237456585410408,0.1284507731222855,0.03225249722534474,2.338613164464126,0.3618450744504246,0.16617439200159276,19.282092395200916,0.08196452218743176,0.044349528628614736,2.1224535334920533,0.11356149141930703,0.05645112947498728,1.496469120290783,0.06328864296066562,0.03618283834891195,3.637179704797703,0.1301679269673203,0.0543549112585987
Fixed Cut 20.0%,5988,1872,1497,20.0,N/A,322.67231369018555,13.281857013702393,335.95417070388794,1.1019877603727728,0.2812944103115685,0.08806162464966266,0.002968318828445275,0.0029682813317142925,1.976733601144461e-05,0.9687792498471542,0.06730930764250878,0.03800358030141772,1.2007299849693898,0.12201185065341057,0.030762126670772924,2.856708130799457,0.3824467640056083,0.1815004906620511,0.8601475260059073,0.07947060274415457,0.03842724390154371,1.6819109271553538,0.10633520853548203,0.049833134630788097,2.1422465272555025,0.04765842984537172,0.02979174894852087,1.351934803154248,0.13618685688372717,0.05704996463759612
Fixed Cut 25.0%,5614,1872,1871,24.996659986639948,N/A,288.25634717941284,10.504465103149414,298.76081228256226,1.1507333966358,0.23112596565986765,0.06736430158280418,0.012011389140214154,0.01183035284200878,0.0001801851628531513,67.67824465631328,0.08159586296736714,0.04141965431131826,0.9700729348068283,0.11392948439379227,0.027396636952745322,1.688343464443694,0.32805137624511915,0.14431058798499424,1.5284646657090923,0.06837983551283465,0.0428516099761732,1.3554712320482967,0.13397577162418545,0.0635945537396838,1.334668619064616,0.09912136813233455,0.03888149110906177,9.46475129477023,0.13350125217218856,0.05324987760245429
Fixed Cut 30.0%,5240,1872,2245,29.993319973279892,N/A,263.2347300052643,18.383263111114502,281.6179931163788,1.1954055811232218,0.19296133823649492,0.05500354301426678,0.004137119352989435,0.004114264500025656,2.445266773051519e-05,76.76060886796816,0.0789442071842172,0.036271184009126003,0.9364644768549538,0.11230634671567202,0.026987389184845386,2.6475757377619717,0.37530867235761567,0.17577561826433366,1.1816922559852547,0.06625596573433976,0.04078382838682626,19.5912591168353,0.1330683701085759,0.05864855368943876,1.2982918554984024,0.08312344050153928,0.03506272834941333,12.95192937642251,0.13076032566730988,0.053569662195747644
Fixed Cut 35.0%,4866,1872,2619,34.98997995991984,N/A,252.9572560787201,11.327601194381714,264.2848572731018,1.1121152492107145,0.27316193071805117,0.08468874119190019,0.006028998403207449,0.0059847846107891995,9.59887777791126e-05,1.0550698810710415,0.061428233608132064,0.0363503329810715,1.2525079073499674,0.12379470152188474,0.030870674904228696,4.187971134015353,0.4122549648462421,0.20314179289551018,1.0557561470765657,0.08246195806521354,0.039561171926349475,1.8660886292560641,0.1115214137765821,0.0565445730333935,8.39429396063715,0.041644788182890316,0.029240224840227903,2.3662289883775083,0.13903159691622305,0.06006168756880763
Fixed Cut 40.0%,4492,1872,2993,39.98663994655979,N/A,262.5959429740906,11.961464881896973,274.55740785598755,1.1014913924331908,0.2778178536875193,0.08621304355532074,0.00700332034721684,0.00700289342675191,9.610379001392826e-05,0.9277650875172122,0.06062904569450293,0.03441161895761879,0.88592976692995,0.1101538214072312,0.02637657745526929,3.633603031795959,0.40339042415264464,0.19668461804903106,1.2517180908272536,0.1045564258919434,0.04307853076026906,1.3394594351872504,0.11145820487015703,0.0579854263789028,1.446104788069178,0.06003282380622609,0.032723611948514086,1.3241343641384011,0.14188018661712193,0.059696191361867525
Fixed Cut 45.0%,4117,1872,3368,44.99665998663995,N/A,243.0351378917694,12.153822898864746,255.18896079063416,1.1138757508673378,0.2712049994351918,0.08368950362297888,0.007282886608793018,0.0072316063489801016,6.756008516914264e-05,0.9891551147694488,0.06676754969656788,0.038582650550153946,0.7937868834804477,0.10652562884882233,0.024828545320376066,3.274470553872294,0.39422698229802605,0.1891337801086239,1.3145235039844636,0.07444889757795856,0.04310310672359998,0.9856708819045965,0.11353644976969426,0.05966383729932981,2.0801305685297313,0.05012727337004269,0.034063456196729625,1.319862018002138,0.1355086734181603,0.059141554988370176
