Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,DEWP_MAPE,DEWP_MAE,DEWP_MSE,TEMP_MAPE,TEMP_MAE,TEMP_MSE,PRES_MAPE,PRES_MAE,PRES_MSE,Iws_MAPE,Iws_MAE,Iws_MSE,Is_MAPE,Is_MAE,Is_MSE,Ir_MAPE,Ir_MAE,Ir_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,35059,8765,N/A,N/A,N/A,1305.7939360141754,78.72306680679321,1384.5170028209686,41.85949202062706,0.3259055052647405,0.1382008920202107,0.7731363917984058,0.2172086140073562,0.06278760459190037,0.013485990444814078,0.013195571779426965,0.00023163850383557184,0.8466434351414064,0.03958508033999866,0.004573613109951749,1.0323704957955675,0.008848063849579679,0.0006348712399211602,1.339321379767107,0.00639797269659541,0.0007432065697735013,7.644074952262432,0.10185680132294796,0.03452863767259886
Fixed Cut 5.0%,33307,8765,1752,4.9972902820958955,N/A,1178.583910226822,42.1666259765625,1220.7505362033844,38.42168832957007,0.32598045231320755,0.13888103474960994,0.6695389939778188,0.21071431629528908,0.059783473930278434,0.010230614716299432,0.009855711543986751,0.00014594130633957905,0.8503244984555917,0.06099655407312437,0.0062876713928516174,1.0892043465208538,0.010485052338308548,0.0011627793026823775,1.2376877044616463,0.0068053710450863055,0.0007544538715765772,7.046445747950362,0.10413957626816579,0.03450255909222308
Fixed Cut 10.0%,31554,8765,3505,9.997432898827691,N/A,1489.8271391391754,108.36662983894348,1598.193768978119,65.17443327525267,0.32007471559236417,0.13394095918766688,0.7295851995575088,0.21309522368416897,0.060580585206453846,0.006514769228541504,0.00631660371793088,5.929968250783757e-05,0.8681067767935697,0.03781959008044432,0.004615808319104756,1.0717791476777034,0.0023973163591495396,0.0010518982030141583,1.121010651940839,0.01153424241750455,0.0007668755451760279,11.495238303408469,0.09853961530859247,0.03350257102398737
Fixed Cut 15.0%,29801,8765,5258,14.997575515559486,N/A,1272.9335098266602,57.84430265426636,1330.7778124809265,31.49644662569352,0.3248094102302878,0.13747006434929723,0.8572641505683528,0.2426459452580438,0.07859303635432786,0.007334791360491463,0.00712306180912499,6.642132109231317e-05,0.8410474908474029,0.03925016697425852,0.004456394516698688,1.1325461216686157,0.004499736832908809,0.0010136510541703602,1.2270302986478274,0.008635262309562037,0.0007751119889796516,5.926944913131049,0.10449393056902999,0.03706244659742774
Fixed Cut 20.0%,28048,8765,7011,19.997718132291283,N/A,1175.8199908733368,64.4973497390747,1240.3173406124115,16.302637286793708,0.3348724052654045,0.14598456252127134,0.7477002352337758,0.2355162382323907,0.07369428308931954,0.00979815908313556,0.009480473551608375,0.00012652733922693783,0.8564507700186105,0.03826722056861113,0.004513639494946769,1.2002258312672622,0.005988544607970281,0.0010764114235795037,3.1537865410703283,0.008650423475090891,0.0009995300790927694,3.711766470577817,0.10546255095017798,0.037732492324572854
Fixed Cut 25.0%,26295,8765,8764,24.997860749023076,N/A,1232.0647490024567,201.49878692626953,1433.5635359287262,31.824799995078735,0.3295446169787722,0.14144888025445124,0.7571983311987481,0.23567882691881123,0.07365607946347644,0.006714000727559768,0.006513266693091103,6.23549861120282e-05,0.8655839739215759,0.03764908113487394,0.004595047614402273,1.0336942799224853,0.00848534017857096,0.001059021913370719,3.5009891456794935,0.0049456834241050004,0.0009483415166761564,6.3314966210881005,0.10380280255470276,0.03696162095808165
Fixed Cut 30.0%,24542,8765,10517,29.998003365754872,N/A,996.4218709468842,42.5449001789093,1038.9667711257935,35.20483536251837,0.32538883738429636,0.14009600279452974,0.6473634672970311,0.22306319149094878,0.06720692545699772,0.007307748351583441,0.007103798726277935,6.798087679876274e-05,0.9579676678910662,0.03934304577857651,0.0066400431855326725,1.0535049718657943,0.007730500235680962,0.0011581518967966366,1.0697329955747716,0.020087914609846446,0.0011238256581800653,6.490118702249775,0.1037862147042705,0.036048821644805926
Fixed Cut 35.0%,22789,8765,12270,34.99814598248667,N/A,1012.1772871017456,171.08557510375977,1183.2628622055054,42.21469436969621,0.32039929959064906,0.1370757468123761,0.6622923091338101,0.22866819112608147,0.07036130626802524,0.005363161516355518,0.005217993430082984,3.96739945039885e-05,0.8646878977265693,0.04361743255808306,0.006434998392808492,1.06460786158214,0.002599122814640203,0.001149228128803529,1.1173921969021332,0.012250344528835173,0.0009462086067457594,7.6548396327595505,0.10212539734139486,0.036001193700544006
Fixed Cut 40.0%,21036,8765,14023,39.99828859921846,N/A,880.9865028858185,73.41660904884338,954.4031119346619,26.052041504989063,0.3162034354539444,0.13199289944050435,0.6997464314265617,0.22357481605452476,0.06684845124650068,0.011169731788297046,0.010971499317993185,0.00017307902142784943,1.0680630072851138,0.035328171020989355,0.0067998761719210415,1.053558731475663,0.0030715404694894133,0.00113165250037253,1.4025620568930928,0.008959818512971588,0.0009514897442865869,5.047856910642984,0.099684880138318,0.034649574687502266
Fixed Cut 45.0%,19283,8765,15776,44.998431215950255,N/A,803.7570540904999,31.461950063705444,835.2190041542053,9.836752213114861,0.3261945679952173,0.1385444290687164,0.8198442947930513,0.2387721927874654,0.07585263337773758,0.013019232039559101,0.01253398226583796,0.00022885996380048003,0.8656641477440984,0.04813153797051491,0.0068374587749417005,1.133960659205789,0.0028882914437101644,0.0011295234716793738,1.1078491828007462,0.011850438296810204,0.0009475491537056574,2.2961816216163546,0.10672850179325838,0.03725674230176356
