Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,CO(GT)_MAPE,CO(GT)_MAE,CO(GT)_MSE,NMHC(GT)_MAPE,NMHC(GT)_MAE,NMHC(GT)_MSE,C6H6(GT)_MAPE,C6H6(GT)_MAE,C6H6(GT)_MSE,NOx(GT)_MAPE,NOx(GT)_MAE,NOx(GT)_MSE,NO2(GT)_MAPE,NO2(GT)_MAE,NO2(GT)_MSE,T_MAPE,T_MAE,T_MSE,RH_MAPE,RH_MAE,RH_MSE,AH_MAPE,AH_MAE,AH_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,7485,1872,N/A,N/A,N/A,483.56973910331726,19.344355821609497,502.91409492492676,1.1235190575075442,0.25147965805434674,0.07473072976158286,0.31773022084940633,0.040335271730296454,0.0016588131362024665,0.9528984300865234,0.06340479122493367,0.03775662832367158,1.697297520747169,0.1357757264951552,0.034874310134684956,2.8330944531656517,0.38083924770750277,0.17854061187360498,1.1327532035716574,0.08659853529008082,0.042563456112954076,2.6144666459586787,0.11120731518251009,0.055717474053156815,2.1190519138434,0.0503999068934564,0.03364931036220719,1.5988514307162551,0.1400050565722851,0.057436416719758125
Fixed Cut 5.0%,7111,1872,374,4.996659986639947,N/A,391.59881019592285,20.316078186035156,411.914888381958,1.114321776625005,0.2645680932753927,0.08065326420790679,0.20794872226134864,0.02348128290498336,0.0009109448221922947,1.5313984543776853,0.061233393761509984,0.031502572982436625,1.657407821997932,0.1352458814909697,0.03488739015251489,4.261109957234872,0.4137233678195376,0.20484558598140895,0.6707399118177036,0.07256310996575044,0.03060262934060253,1.5187668012943745,0.10412812870794023,0.048452507354056984,1.2443970618675924,0.06325940958803059,0.025784103633335123,1.5257613134345647,0.1422753334392643,0.05720487480930681
Fixed Cut 10.0%,6737,1872,748,9.993319973279894,N/A,390.0606298446655,18.18700885772705,408.2476387023926,1.1354665213881394,0.230907958803228,0.06631649831677475,0.23903576415118852,0.032111380807632456,0.0010700578996670704,1.0182979918003343,0.060297763554058754,0.03765270509912166,1.9526713374777644,0.14207013221022335,0.03669640974539993,3.4987724435508007,0.3972949270352095,0.19192442947577926,1.0880893265923828,0.07824621720898886,0.04109751177590294,3.635709577529473,0.11949329994213803,0.056772779599622535,1.5508296443514558,0.05532813432171767,0.033015647831286965,1.7648590758551925,0.1394687267353996,0.058068254967944474
Fixed Cut 15.0%,6363,1872,1122,14.989979959919838,N/A,364.42922592163086,33.91504406929016,398.344269990921,1.1303774775869868,0.24067971353619425,0.07023604746779159,0.012504023683975794,0.002190190052231139,8.295643490095716e-06,0.9710249942022352,0.060267747602875635,0.0369082121254049,1.1741157547122951,0.12035382924425558,0.02946798442278287,1.913289572826484,0.3312412970197563,0.14523547649395324,1.1970870235349034,0.08600684672089612,0.04304589150012875,805.9902370636871,0.11207594322178221,0.05428119684840161,1.5519656147655974,0.05573125053499649,0.03278508846981624,101.74257519062448,0.12606835224162338,0.051496024121471196
Fixed Cut 20.0%,5988,1872,1497,20.0,N/A,394.2595341205597,20.63430690765381,414.8938410282135,1.1650338524980652,0.22281966085210686,0.06483923533697528,0.003941946685183372,0.003956529501308281,2.196903356002677e-05,0.9767050816556903,0.06360475355519866,0.037666748144155986,1.3980786472591895,0.1285352923195827,0.03260433123594878,2.1581007370277123,0.35466818358615926,0.16210974843684225,3.351482079276876,0.09740656445477763,0.04780354934605634,1.7068437040725313,0.11376944285913483,0.057544025180611406,1.8465801987211627,0.05115135617578998,0.03457892694709013,1.5758457808995514,0.12948897291300723,0.054646066707655094
Fixed Cut 25.0%,5614,1872,1871,24.996659986639948,N/A,324.9232220649719,31.437973022460938,356.36119508743286,1.1105209813070083,0.2627728786257265,0.07908711334376665,0.024833524904750416,0.024211715679436616,0.0006057469611404454,2.1105936953882396,0.0669760532575981,0.03782651044167724,1.1255678445570205,0.11905372896780285,0.029492998833431934,3.041423927920044,0.3882648091606947,0.18516701236108693,1.0998065682300486,0.08090781127862323,0.04120367014378737,1.6293459841033946,0.11785898679370883,0.05848451130527961,1.418160119574695,0.06234737529764724,0.034033205199351525,1.4450315807481515,0.14029916988265465,0.05823759607369025
Fixed Cut 30.0%,5240,1872,2245,29.993319973279892,N/A,310.4934799671173,19.4435977935791,329.9370777606964,1.1760187908316326,0.2065234219993407,0.05893134323196954,0.019866768894429166,0.020298135760003055,0.0004417057055790342,108.42453577748388,0.07707997178070186,0.039047386009496525,1.1362861191620743,0.12004487821743651,0.029266985947305712,2.483616179124541,0.3683379045680125,0.1706639221883417,1.083536256700231,0.07180178215655501,0.04180365417917406,1.2178431535704284,0.11982210504818538,0.06019841178680471,1.306712891505778,0.0770993969757486,0.03428801655544725,14.606051992159141,0.13262594956324783,0.054330178200514834
Fixed Cut 35.0%,4866,1872,2619,34.98997995991984,N/A,330.53918719291687,18.117995977401733,348.6571831703186,1.117798452248124,0.26206373441449443,0.07927643250312166,0.007149681258007375,0.007111417735869379,6.873668725408134e-05,1.193896714182152,0.06233083069572979,0.03800009976304381,0.8960378444416701,0.11085753467221168,0.026510106281555854,2.3417409487122036,0.36315795963084657,0.16733535478854314,1.4101870510029524,0.07570163673738733,0.04207814751716495,1.2157365695599047,0.11108875890665015,0.057975537971492325,1.4937594617669414,0.06071923102746326,0.034773959392606996,1.209538340396492,0.13162888797758143,0.05575229686309776
Fixed Cut 40.0%,4492,1872,2993,39.98663994655979,N/A,277.02751302719116,16.195189952850342,293.2227029800415,1.096231211363307,0.28644108507147426,0.09034727085580031,0.019903011902669136,0.01839573079715146,0.0012894372036068983,1.0416608914237129,0.06804203091418574,0.039638241539310136,1.0698265191101073,0.11745748934072421,0.028848920305423135,2.677510451352588,0.37382043687638367,0.174758259913459,4.662272996912227,0.08676281553648672,0.04032177821132292,3.080114328316156,0.10707670833463644,0.05450848504449561,1.676045430481698,0.05379280400042745,0.035168455430159846,1.9154456051078075,0.13897363760893355,0.05811010606294724
Fixed Cut 45.0%,4117,1872,3368,44.99665998663995,N/A,272.21101903915405,13.41480302810669,285.62582206726074,1.1492803836772862,0.23447310964899504,0.06875069580357601,0.013173153914090102,0.013028629180304585,0.00019821965794136317,1.5267367961101501,0.06395201140693395,0.03832036661180615,0.9272325614292832,0.11228709158514376,0.027165264331146265,2.0917710482018514,0.3476985827983477,0.15829979768172858,2.226439976388503,0.0806066772718548,0.045749458566145,0.9463127421470451,0.11257054477089573,0.06022453567986207,3.7069837058249306,0.045148601368117255,0.035038648897660535,1.5734912959616418,0.12622065600382398,0.05421837340373323
