Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,DEWP_MAPE,DEWP_MAE,DEWP_MSE,TEMP_MAPE,TEMP_MAE,TEMP_MSE,PRES_MAPE,PRES_MAE,PRES_MSE,Iws_MAPE,Iws_MAE,Iws_MSE,Is_MAPE,Is_MAE,Is_MSE,Ir_MAPE,Ir_MAE,Ir_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,35059,8765,N/A,N/A,N/A,2350.97749876976,341.36624002456665,2692.343738794327,36.03966990264519,0.3270303723040365,0.13966363709203716,0.7532533461347799,0.2197979610031162,0.06417988390050544,0.008619944390033095,0.00836656586499268,9.483547477776323e-05,0.848766113666376,0.0389059485504667,0.0045354983254944975,1.0273048268253049,0.007896194799818417,0.0005932439275397334,1.4488145801348076,0.006841669476813159,0.0007462052724655424,6.687738118966069,0.10147311866653914,0.034968883998803366
Fixed Cut 5.0%,33307,8765,1752,4.9972902820958955,N/A,2511.0029928684235,191.63451290130615,2702.6375057697296,23.721762453197954,0.3153317591161744,0.13025171828217852,0.6479750617592479,0.2042395175416016,0.056191479084939384,0.005346675753990529,0.005186074721328039,4.184386999327181e-05,0.8435114073349043,0.03919117527661521,0.00453773417920445,1.024200151542458,0.00902374686949775,0.0010497842709367158,1.0939378096171448,0.01471054387350526,0.000820782184321413,4.556122259867618,0.09794713623311925,0.03214889031192906
Fixed Cut 10.0%,31554,8765,3505,9.997432898827691,N/A,1990.1281888484955,228.11139297485352,2218.239581823349,28.815249033154227,0.3244545269651187,0.14012474658082907,0.7260885543132206,0.2175256199707293,0.0630230830737185,0.007077991128697132,0.0068506560389248955,6.985758853529936e-05,0.916178711817499,0.035842681169116604,0.004750094132509156,1.0261612523052874,0.013165037755062847,0.001147306896717787,1.1352774595337325,0.009625160235968792,0.0007326493219828868,5.43767216704211,0.10124394702248608,0.03497462293238206
Fixed Cut 15.0%,29801,8765,5258,14.997575515559486,N/A,1984.0218811035156,95.93003416061401,2079.9519152641296,20.208812463329412,0.32850537295463916,0.14015243214997503,0.7558613306780897,0.2369517463146345,0.07466555566748116,0.00781563376329252,0.007556030755487098,8.016702939037881e-05,0.8412415262306269,0.040121860077122984,0.004537053593772728,1.3688446896602502,0.002832250541618157,0.0010236544989280655,4.685539929264964,0.005274935263560651,0.0007480997270791582,4.644685928821114,0.1035403659845092,0.03686782711110443
Fixed Cut 20.0%,28048,8765,7011,19.997718132291283,N/A,1990.0376901626587,299.0821530818939,2289.1198432445526,20.24190623169125,0.3283360687775726,0.14019018823050133,0.8235999268676885,0.24080231168651736,0.07699689745748872,0.006561884937778885,0.006394878697227782,5.941670165577404e-05,0.8616990140061712,0.037899872951360276,0.004595967139666051,1.0342866315195869,0.010840856457375798,0.0011513475160054034,2.8702583533781207,0.004938626011973289,0.0009545333664191645,4.306385340400094,0.10486876909700342,0.03732472506862273
Fixed Cut 25.0%,26295,8765,8764,24.997860749023076,N/A,2021.370510816574,80.53188300132751,2101.9023938179016,27.339136453856817,0.3262884447153777,0.140176257745266,0.716102002714938,0.2358401977635092,0.07423368030197146,0.012028997525210984,0.011818732684699719,0.0002021478075874319,0.9113757788205995,0.03600524681881599,0.004671675075444403,1.3122147423315813,0.002630130715296695,0.0010654620592337393,1.1373128097844534,0.014118788820330977,0.0010290308805351077,5.2380284641722765,0.1044502569196711,0.03689637564500634
Fixed Cut 30.0%,24542,8765,10517,29.998003365754872,N/A,1281.0935621261597,91.13194108009338,1372.225503206253,49.16240853284878,0.3272409579781345,0.14067793952586125,0.6820040378527596,0.22972350292284047,0.07063643717951738,0.009857167838907206,0.009597678903581494,0.0001218293264055725,0.8328826586895047,0.048964445863613225,0.006510443574545649,1.033622012472439,0.005289321846565061,0.0011264500764541835,1.2232327913029846,0.0073902604146924445,0.0009265194653192652,8.824001200167556,0.10470102798823723,0.03666660319135054
Fixed Cut 35.0%,22789,8765,12270,34.99814598248667,N/A,1005.4492337703705,162.11586999893188,1167.5651037693024,36.113013020101036,0.3228349911890647,0.13759093445048626,0.6956938746299304,0.23038337713731236,0.07102567580539963,0.006130816983639941,0.005953406197628978,5.137692602747316e-05,0.9049822969371459,0.0428380049886046,0.006694987372491071,1.026580287702467,0.00742598978186654,0.0011159705612003537,1.0536808876763386,0.020063879282098063,0.0011032556632010768,6.63334686400509,0.10491660809609533,0.036263700129801055
Fixed Cut 40.0%,21036,8765,14023,39.99828859921846,N/A,1231.2341690063477,65.72028398513794,1296.9544529914856,26.21919174612531,0.32316335036899585,0.13666034013077313,0.7442902987029199,0.235249910964537,0.07402578621034885,0.009375317180753946,0.009082308095097864,0.00011514758528893529,0.8704930582173592,0.04678643270106747,0.006759405725235407,1.3920660861783731,0.0037299595181608017,0.001146803733847504,1.2045327411657267,0.009857088201939174,0.0009927260861861188,5.073324874595096,0.10464484164163225,0.03661670157861339
Fixed Cut 45.0%,19283,8765,15776,44.998431215950255,N/A,1104.06738615036,31.693159818649292,1135.7605459690094,36.41768568395935,0.32696505627758427,0.13914553042059738,0.8153721119824415,0.23263152383753233,0.07253621708262523,0.007105884185069519,0.006891297117739332,7.091526239608982e-05,1.146715080477631,0.03685382007334141,0.007120841051690962,1.0623859874974733,0.007696236946749927,0.0012744521305048944,3.1307764630089086,0.009965538363933536,0.0010402692595771156,7.096673535185147,0.10350057876947925,0.036864704201231925
