Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,T_out_MAPE,T_out_MAE,T_out_MSE,Press_mm_hg_MAPE,Press_mm_hg_MAE,Press_mm_hg_MSE,RH_out_MAPE,RH_out_MAE,RH_out_MSE,Windspeed_MAPE,Windspeed_MAE,Windspeed_MSE,Visibility_MAPE,Visibility_MAE,Visibility_MSE,Tdewpoint_MAPE,Tdewpoint_MAE,Tdewpoint_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,15788,3947,N/A,N/A,N/A,111.52124285697937,111.52124285697937,0.41395289588541634,0.30317734308362776,0.12362066309298647,0.007021789518158467,0.006855890296912306,7.310508140415285e-05,0.24183428147587674,0.12882629479546567,0.025394284893909505,285518628495.99884,0.10491040047644955,0.014705233653321851,0.20440879286105626,0.07313424487026655,0.010980027463029996,1171308340443.6323,0.38215918162584284,0.20550672698059202,242804494823.43445,0.16651055919142743,0.06338000686087401
Fixed Cut 5.0%,14999,3947,789,4.997466430200152,N/A,119.40486001968384,119.40486001968384,0.4331597440312513,0.3190850779997234,0.13342715096111976,0.00874598879436605,0.008542531625652362,0.00014388718200923715,0.2553455415262195,0.13316274391483576,0.028432675780213825,241576146116.56088,0.08496517045221748,0.010033024337112976,0.20131334771728548,0.06983597376721162,0.011149057012699031,1051955140699.2317,0.36167591222633466,0.1844549799465964,215588547802.77917,0.16287790166432906,0.061273462536625155
Fixed Cut 10.0%,14210,3947,1578,9.994932860400304,N/A,66.89568996429443,66.89568996429443,0.3861213330196399,0.27973299470228685,0.11112690631160957,0.007345493318300818,0.007165286030138369,8.107610011732369e-05,0.24716907468863142,0.13155645432900437,0.02651605337977969,311733815859.07526,0.1127770137610883,0.017189056673353114,0.21291533574705201,0.07122306528719768,0.012307759740834001,1504444742650.2712,0.336087827392569,0.15712038008831247,302696426418.3601,0.1564237735837142,0.054056872049001004
Fixed Cut 15.0%,13420,3947,2368,14.998733215100076,N/A,63.584327936172485,63.584327936172485,0.3928947645160663,0.28582876588475564,0.11199792355619122,0.007583202194625053,0.007405572727523444,8.412445212742547e-05,0.24031942421251576,0.12682534542719928,0.02504482078487899,289649824287.26416,0.10487487010755811,0.014906805682319267,0.21044649788373487,0.07185813722940236,0.012139342641192166,1350159693811.4463,0.3391162889364367,0.16048132892255185,273301586349.92215,0.15598483005214586,0.054109057673210136
Fixed Cut 20.0%,12631,3947,3157,19.996199645300226,N/A,40.78971195220947,40.78971195220947,0.4256387339875119,0.3128577038201381,0.13105152792963695,0.007337918325113629,0.007174780587589109,9.66637444281461e-05,0.2514720639468633,0.13194799319629522,0.02750667159570349,269470059499.4893,0.09598482685578891,0.012651893353062202,0.21763220654307122,0.0737995745281448,0.012733181852976684,1157450632412.632,0.34792697982854953,0.17020660089122092,237820115318.83618,0.16161530980275082,0.05904108989450476
Fixed Cut 25.0%,11841,3947,3947,25.0,N/A,81.92964625358582,81.92964625358582,0.4120924356341243,0.30119901888246087,0.12143347277850641,0.008127443273441257,0.00798198599334023,8.690367558445396e-05,0.23539372696272323,0.1259254693095398,0.023963294830138506,254179640211.0945,0.08879915801255658,0.011194753704296786,0.20539699343714768,0.07387507845606105,0.01104439900812612,1084024801851.3151,0.3780574133228042,0.20228169437578097,223034073677.2061,0.16263968732946046,0.06166741972873891
Fixed Cut 30.0%,11052,3947,4736,29.997466430200152,N/A,116.40813207626343,116.40813207626343,0.3912342763236268,0.2855484604025226,0.11113294643273805,0.007679753624968951,0.007534171426646994,7.652960024251959e-05,0.23851979168369408,0.12591189255866359,0.02467140583253711,273850402481.09436,0.09431780189682387,0.012533243919584335,0.2072140888237893,0.07263686571886512,0.011068608052970138,1227700283177.8064,0.3405513002739747,0.16272239762654622,250258447609.95105,0.15441674871291622,0.05370085524410301
Fixed Cut 35.0%,10263,3947,5525,34.994932860400304,N/A,85.65207409858704,85.65207409858704,0.36070948720410295,0.2588184020272983,0.0948476891512436,0.0066105869919958074,0.006483485565916264,6.174660831851477e-05,0.2257347093579287,0.12378193938486513,0.02236023767019646,276763696666.43756,0.09541739664309652,0.012860329972198653,0.20347617752960806,0.07021602713564548,0.011191887195783415,1192472811195.676,0.367531324997095,0.1909244504609853,244872751310.49185,0.15370809595898627,0.05537439017645431
Fixed Cut 40.0%,9473,3947,6315,39.998733215100074,N/A,52.166367053985596,52.166367053985596,0.3842877165606203,0.2790680463030294,0.10956994534883284,0.007613377524780371,0.0074864962366070565,0.00011545459702915572,0.22834825651983956,0.12647604722173722,0.022972889024010328,268518227004.42435,0.09020024580753883,0.011527079388301062,0.21393157617595446,0.0759386775994756,0.0119722192183,1224844428187.6133,0.3720369298586798,0.19519346969446869,248893775865.48828,0.1585344071711781,0.058558509545156984
Fixed Cut 45.0%,8684,3947,7104,44.99619964530023,N/A,78.17781710624695,78.17781710624695,0.40395330276713276,0.2962801347817969,0.11936615029250414,0.013752956007298601,0.013449934345766447,0.00025195935769976044,0.22807706365769184,0.12409934469224645,0.02258431076066941,236732101653.88058,0.08458005339185273,0.010518530687526187,0.21529201714667306,0.07592046843899183,0.012071565978916893,1158479515825.5217,0.3622110789779195,0.18494374178789133,232535269580.04984,0.15942350243809586,0.05828937647753466
Fixed Cut 50.0%,7895,3947,7893,49.99366607550038,N/A,55.16330289840698,55.16330289840698,0.3833019638520475,0.2777931943593101,0.109211634000357,0.0057527184388162945,0.005626161052631711,5.748611290754558e-05,0.24208124661952563,0.12862911352015027,0.025508098275766656,247726276841.3796,0.08842544157532674,0.011169844243773987,0.20649585499596979,0.07176623446632753,0.011522568436280838,1279610436527.3542,0.34336411899601993,0.16487207012795155,254556118894.92526,0.15260071066162786,0.05372361686617294
Fixed Cut 55.0%,7105,3947,8683,54.99746643020015,N/A,25.696935892105103,25.696935892105103,0.3424072346486509,0.24295397660312226,0.08707661442209343,0.01498167376922719,0.014691008807359957,0.000286127927523802,0.22581968504629643,0.12694693237398633,0.022671829554717183,255591922590.51447,0.09476596220043725,0.012401844404296071,0.21677234347728205,0.07810985902354026,0.012176035741403933,1455085134710.2812,0.3365566395813497,0.15831008998311383,285112842883.5921,0.14900406309829928,0.048820423672191304
