Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,DEWP_MAPE,DEWP_MAE,DEWP_MSE,TEMP_MAPE,TEMP_MAE,TEMP_MSE,PRES_MAPE,PRES_MAE,PRES_MSE,Iws_MAPE,Iws_MAE,Iws_MSE,Is_MAPE,Is_MAE,Is_MSE,Ir_MAPE,Ir_MAE,Ir_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,35059,8765,N/A,N/A,N/A,102.9796690940857,102.9796690940857,4706535731285.873,0.28032304926451795,0.10277479207469364,29160185660500.85,0.18849608537622198,0.047333804293836546,0.008344659237520407,0.008102869369292639,8.833381367141441e-05,8.082257230675356,0.038370326681131835,0.0037507401305115246,9904425477946.172,0.0032433564703444498,0.0004632361562215887,14801218001879.574,0.006416030137152591,0.0006191626097396751,9762060811936.54,0.08749195288310847,0.025838344846445687
Fixed Cut 5.0%,33307,8765,1752,4.9972902820958955,N/A,66.50683975219727,66.50683975219727,7918997938290.889,0.2681664899317242,0.09612865418069286,29240463118038.973,0.1761626279067781,0.042237549982212096,0.009396410166086007,0.00917058204722509,0.00010790363157397798,8.866468876775931,0.04054418518874136,0.003780507674698506,22640507468129.105,0.006495283962786537,0.0009458290538962078,75196517640544.2,0.019218141167829633,0.0007789720986231926,22499414360835.12,0.08662621836751323,0.023996569436949514
Fixed Cut 10.0%,31554,8765,3505,9.997432898827691,N/A,118.90630912780762,118.90630912780762,5447869167636.87,0.27874353240219685,0.1022597269648599,28559001875169.477,0.18552153205763636,0.046051863056547813,0.006593392162979408,0.006401391018951767,5.6415786599467115e-05,6.017746071431929,0.03294069476327913,0.003724270817113982,4586481219529.284,0.002436163003135751,0.0008558587932241873,67549387240171.39,0.017484801213868657,0.0007263257764721353,17690456583751.957,0.08725468574317667,0.025612410199136265
Fixed Cut 15.0%,29801,8765,5258,14.997575515559486,N/A,88.3876519203186,88.3876519203186,4649033512086.604,0.2631175825197683,0.0916431656795386,30263410619876.2,0.19061605590618125,0.048860198061944006,0.004399159666020401,0.004294337161053171,3.0181398720443958e-05,5.830250572641245,0.03228052179559912,0.00363629977317804,7701776297111.301,0.0032239578774045335,0.000986077158952185,98762905603573.12,0.024359270850003792,0.001032467253569743,23562854338775.3,0.08631528768500113,0.02436473155431708
Fixed Cut 20.0%,28048,8765,7011,19.997718132291283,N/A,73.94335794448853,73.94335794448853,1236915965070.646,0.27500860087663087,0.09915735285554049,25287985710235.734,0.20318126293927338,0.05525120023334056,0.006692321035094243,0.006503446398153113,5.6473220995876004e-05,10.54300840603785,0.04625503036926237,0.004264770869764982,10231985509022.666,0.0036848824929771808,0.000867001669386286,7311872135928.488,0.005217358923288963,0.0007779556388686646,7344793220044.53,0.08997509699992962,0.026729125747982845
Fixed Cut 25.0%,26295,8765,8764,24.997860749023076,N/A,142.01783299446106,142.01783299446106,4598280754145.155,0.2693840117793944,0.09572148122212393,28851275222623.168,0.19882255965284626,0.05286761690833304,0.009479915399104793,0.009178069008611438,0.00011432576730343551,7.114045931585065,0.035186686653192266,0.0036080329095074426,4593171873967.854,0.0023877156223973323,0.0007945022831977473,65301182340497.06,0.01749060269661901,0.0008845132645359412,17223985031873.172,0.08874160756884274,0.025665078725833648
Fixed Cut 30.0%,24542,8765,10517,29.998003365754872,N/A,72.3051540851593,72.3051540851593,6787662654851.762,0.26696616044379234,0.09499330777131729,31549534849585.18,0.19274140981775284,0.050233810459006004,0.00690016331451238,0.006710046785100848,6.073442667567754e-05,7.900719487082907,0.04500536493209717,0.005291831884401704,11616613638647.234,0.004051458799079178,0.0009177235196165232,22676264256460.816,0.008516305998128505,0.0007800498693239297,12105012566591.928,0.08733179112932449,0.02537957632172341
Fixed Cut 35.0%,22789,8765,12270,34.99814598248667,N/A,78.69775605201721,78.69775605201721,9567423606417.225,0.27671781518021416,0.10248643456257783,34021314542887.848,0.18913394183976595,0.04891137555001094,0.005364247348133394,0.005226316676962353,3.8519915327199325e-05,4.496878497974518,0.03504507996138753,0.005393147316460297,5878064146844.035,0.002796037271796151,0.0009491164870439691,23566098937745.188,0.008741671613775506,0.0008069832997256067,12172150205649.564,0.08627681042398296,0.026430929521857657
Fixed Cut 40.0%,21036,8765,14023,39.99828859921846,N/A,113.27671027183533,113.27671027183533,6529137273147.497,0.2653747801058649,0.0940290571876695,27228348715036.336,0.18884847520076095,0.04785872045257596,0.005241246511646161,0.005106395728356632,3.8145610793680765e-05,6.890054300154135,0.04179184562789443,0.005327090681747199,8834892170353.418,0.0034508065293485162,0.0009495383067408929,72437760845577.56,0.01904712452289065,0.0009560591188281885,19171689834020.066,0.0872699046191856,0.02485976855972592
Fixed Cut 45.0%,19283,8765,15776,44.998431215950255,N/A,46.20194673538208,46.20194673538208,1429567672497.5022,0.2792241668837968,0.10234534535121322,23743681397605.137,0.19944477213937178,0.053726507526016855,0.007388656260340145,0.007195568648898081,7.026871162984792e-05,5.341052453101038,0.037425234817833344,0.005410597613422749,11321190567757.348,0.003951896751508391,0.0008856429085405576,41087281004334.5,0.01243682264142567,0.000805318883235408,12930286773699.838,0.08994641031380458,0.027207280165676483
