Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,CO(GT)_MAPE,CO(GT)_MAE,CO(GT)_MSE,NMHC(GT)_MAPE,NMHC(GT)_MAE,NMHC(GT)_MSE,C6H6(GT)_MAPE,C6H6(GT)_MAE,C6H6(GT)_MSE,NOx(GT)_MAPE,NOx(GT)_MAE,NOx(GT)_MSE,NO2(GT)_MAPE,NO2(GT)_MAE,NO2(GT)_MSE,T_MAPE,T_MAE,T_MSE,RH_MAPE,RH_MAE,RH_MSE,AH_MAPE,AH_MAE,AH_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 50.0%,3743,1872,3742,49.993319973279895,N/A,17.12562894821167,17.12562894821167,25.654073807765613,0.16216530110971059,0.04461570033970547,0.005961732889947559,0.005961732889947559,8.055285640612226e-05,0.7181893899492582,0.060146042038576215,0.03327212595375134,0.5507272300973506,0.09253114585035623,0.01881522419276226,0.6250360514489194,0.33321344355475807,0.14318852476300106,120018140078.31029,0.06140742164769136,0.034758859493908424,0.29813082920616973,0.10154357197914302,0.04860262168888399,9.34665927255882,0.06137480340752738,0.029280298895003054,15002267514.438652,0.1097929328097137,0.04407673852292775
Fixed Cut 55.0%,3369,1872,4116,54.98997995991984,N/A,12.057312965393066,12.057312965393066,27.853079189621898,0.17690144554514028,0.04868747219574215,0.008810936477804312,0.008810936477804312,0.0001286089490552648,1.2948270378501083,0.05531740162515408,0.027270210585220642,0.723820642029995,0.10004104123039971,0.01934018494729288,0.6423736842850598,0.3426791314468439,0.15094440639431547,173324114103.2965,0.07357332744892818,0.03241170557484451,0.3359393800870825,0.09862146345645431,0.043133078044589164,9.061234513753444,0.05367111408404588,0.022848916068520242,21665514267.902004,0.1137019826643462,0.04309557284494757
Fixed Cut 60.0%,2994,1872,4491,60.0,N/A,13.551895141601562,13.551895141601562,20.132157439346305,0.14169072317588105,0.043379346622251645,0.012549841308082397,0.012549841308082397,0.0002235630348894169,0.9914180234494622,0.060461211472014637,0.028732246991364698,0.7219645540264962,0.09811859618502237,0.018337181494058382,0.5225510689434127,0.29078348884833405,0.12105718717121383,100969441960.86353,0.05825840043667254,0.026272525706183072,0.3064352771271453,0.099982796420904,0.0428232759707628,14.968620185534228,0.06990311861699637,0.0233755022587104,12621180249.8149,0.10396852205798832,0.03802510365617933
Fixed Cut 65.0%,2620,1872,4865,64.99665998663995,N/A,10.911777973175049,10.911777973175049,22.737451805297727,0.15454186604320203,0.04482806773776628,0.009713771387974635,0.009713771387974635,0.00015660916017463993,1.3128143240472685,0.0714414487813497,0.02683754685716958,0.88532238487492,0.10712146537957187,0.019128075906317536,0.5105530591734313,0.2853630724449864,0.11789817971305298,52101788222.05018,0.062142745098080134,0.028370661851012384,0.3447417372015616,0.10560765527699331,0.04228108701238626,14.933633139752908,0.072224842252081,0.025200745248049397,6512723532.848055,0.10851960833302976,0.038087621685741105
Fixed Cut 70.0%,2246,1872,5239,69.99331997327988,N/A,11.528022050857544,11.528022050857544,11.914112204893744,0.10188803472178551,0.040892091463654544,0.010029400545534436,0.010029400545534436,0.00013730503276892684,1.2414640573266755,0.06719905380873066,0.027795234544987106,0.8796223964570014,0.10578217570681728,0.01864563020434382,0.4359704025012241,0.24682400503886892,0.10004098725445365,37956107787.902,0.061563311950778514,0.02921400806401972,0.30427030823924356,0.09923678494835667,0.04180970083008639,14.32738413112588,0.07112753813054888,0.02530118147359036,4744513477.126851,0.0954562881064275,0.03547951735848806
Fixed Cut 75.0%,1872,1872,5613,74.98997995991984,N/A,5.947127103805542,5.947127103805542,13.221594219614474,0.10290732332127663,0.038937879374246524,0.02224400903200656,0.02224400903200656,0.0007748351865818873,1.4400691153607335,0.05681623778778651,0.026078045098962045,1.0065209982082053,0.11638680415705421,0.02092715475711188,0.3922722500464862,0.22143737896455692,0.08881349396075282,20557071039.661255,0.06848885306398966,0.027155213452894626,0.34284062258972364,0.09958656142588115,0.04359014965562158,16.001575347687073,0.07547851401114267,0.0262227343656467,2569633884.0110407,0.09541821022046171,0.03406243823147724
Fixed Cut 80.0%,1497,1872,5988,80.0,N/A,7.803622722625732,7.803622722625732,9.747084885577557,0.09147966584329952,0.04132699515632051,0.020025164639981757,0.020025164639981757,0.0004973570796764192,3.2499098096587877,0.09962474850845641,0.027093114221841182,1.1546733403694387,0.12459512309446821,0.0222742028914106,0.38874885746937526,0.2180769601037256,0.08844989040314218,123768194195.07762,0.11937902779712593,0.02919877142790458,0.4010740537705151,0.13431178546283423,0.04005958995830606,29.64300805391229,0.10775649511344976,0.025978266747232314,15471024279.960276,0.11440612132041755,0.03435977348572919
Fixed Cut 85.0%,1123,1872,6362,84.99665998663994,N/A,6.289312839508057,6.289312839508057,10.704356132277224,0.103325833627254,0.04637126442183388,0.009971409572672908,0.009971409572672908,0.00017844294923136353,3.2004674198941387,0.10646143292029744,0.030634022187290666,1.0166849971292398,0.1142621176634462,0.02016630361145513,0.3731680915698904,0.21763532317702797,0.0944449557079697,61074441248.188065,0.10601858257625361,0.03284699838727514,0.3280440084934876,0.11515624181848746,0.046687341569879956,27.884329698029095,0.10758900806110307,0.030306991941194156,7634305161.463138,0.11005249367706771,0.03770454009701625
Fixed Cut 90.0%,749,1872,6736,89.9933199732799,N/A,5.428175210952759,5.428175210952759,21.973507327760856,0.1543322570275845,0.047280754240366346,0.013391548794651799,0.013391548794651799,0.00033568499543186285,5.158567703242137,0.12810036127246097,0.03343608003346309,1.0143865006260286,0.1404541411809837,0.03140322410262124,0.3986657554093294,0.25536168058964387,0.1185138034753478,146155756204.92242,0.13103141954660255,0.0357541474790386,0.4203524728677431,0.1450214079704745,0.05089380469166576,28.765349434776937,0.10887499186744425,0.028230011240653503,18269469532.83335,0.13457097603123075,0.04323093878232355
Window L1,3390,1872,4095,54.70941883767535,0.2346329689025879,23.303164958953857,23.537797927856445,27.38141300791519,0.17822228695822145,0.05009896648275544,0.006453859901939576,0.006453859901939576,7.078360688701687e-05,1.715848566735469,0.05342518326338111,0.022395893605509528,0.5840783326294962,0.09360287345552998,0.018737792688752503,0.6366491554896678,0.3410919146553194,0.14948118459764478,175066641635.7055,0.06855359444857123,0.024595184795239766,0.3013108779059726,0.09123137140582457,0.03427688144042876,5.638110842350946,0.04462376931249175,0.021895804961809814,21883330208.996143,0.10965060667515979,0.04019406152237846
Window L2,6580,1872,905,12.090848363393453,0.12061381340026855,29.280309915542603,29.40092372894287,34.316126235430936,0.2067752645551679,0.05536000892049392,0.0502276875626386,0.008897730303390364,8.951561899692112e-05,0.9590541717211765,0.05755592352722349,0.03037896693305685,0.4821108283792099,0.10948699309780267,0.025115198989543838,0.6539697303185856,0.34355464461455126,0.1477695191168217,190685662994.65918,0.07209606367832215,0.03482108077435541,0.2884797604123662,0.10323880725304818,0.04534547281411442,9.367628467899763,0.05900171955498575,0.026953941490158263,23835707880.09707,0.12007589332306141,0.0457292130821927
Window Normal,6445,1872,1040,13.894455577822312,0.2850189208984375,23.474929094314575,23.759948015213013,32.941220201121936,0.2042277087648177,0.05541709730747358,0.046552609554444534,0.008246697883869713,0.00010066575302950312,1.494066346732789,0.05349097326972369,0.022879182562104444,0.547591799182644,0.12980921831479403,0.031539102522235685,0.6809177866851231,0.35903878706938225,0.16058970415377735,218886121038.73935,0.0840236293609676,0.028410960880536035,0.28953757582413137,0.10196409704640466,0.03891478538628798,4.427615662356041,0.03995600501794585,0.01954736965140849,27360765134.895836,0.12259463959098817,0.044674858527106634
Window RBF,470,1872,7015,93.72077488309954,2.0844688415527344,3.4193990230560303,5.503867864608765,36.82039614977412,0.236291441266786,0.06910482015076395,0.08326413938251322,0.08326413938251322,0.010225042250278425,2.96831561616489,0.08570617784656405,0.03294485826272765,0.7645382196078782,0.14581208469405338,0.04173681073018341,0.5350323951893385,0.39358921923650025,0.22457222515594852,155907078956.15826,0.13185078609061623,0.03700814804641407,0.3303065140500015,0.11315720980009987,0.050117683663360196,27.834113912153782,0.10751693928899156,0.03234243541276654,19488384878.1868,0.16214849970076542,0.062256502959055354
Window Cosine,6440,1872,1045,13.961255845023379,0.9800028800964355,18.300838947296143,19.280841827392578,32.7660789794502,0.20470025056143548,0.05709195921436247,0.1612395242052328,0.028563246094815378,0.000872030724626694,0.8801345967999669,0.05620512261735051,0.031841777709045734,0.507448659884589,0.11895798003379994,0.028915049284030853,0.6250159903940031,0.3378840073042054,0.1488406442042868,181665026232.64948,0.08105947175236075,0.03266418638311863,0.34781902565500633,0.12213066953705878,0.043986271858789096,10.08514696573261,0.058758783249976944,0.024032821726923913,22708128284.752766,0.1260324413938752,0.046030592638148043
Window Linear,4315,1872,3170,42.35136940547763,0.1843571662902832,18.246535062789917,18.4308922290802,37.44731891834188,0.22336250530145763,0.06115898237849386,0.006663072588616338,0.006663072588616338,8.335950493412354e-05,1.2847794075416383,0.07306208114117864,0.0293777159048738,0.5077219349420374,0.09575465459912481,0.020632009825442665,0.6956537891563437,0.36307148924355426,0.1622204622665703,132378603286.34625,0.06027776047269397,0.030033061098552284,0.3018460088849651,0.10334745918024962,0.04522481655662743,15.315903664455217,0.07359529688037778,0.025841547076181297,16547325417.738253,0.12489178992590648,0.04682149432645949
Window Clinear,6915,1872,570,7.615230460921844,0.11304998397827148,45.50166988372803,45.6147198677063,34.53882816673132,0.20988434031939698,0.05594359531491514,0.18605689177799964,0.031296365311690416,0.0010059365735781522,0.998164455832697,0.05323907915899485,0.02816689093927102,0.49077780896791107,0.11550954233871966,0.02625961004795252,0.6403699410830096,0.3390072831386322,0.1448867796721458,177696319563.702,0.0739687388658204,0.032248722774703635,0.28254740817526997,0.09839170430876296,0.04293819449117372,6.240632607516981,0.05003206286446634,0.025078579941733927,22212039950.8849,0.12141613953831044,0.04456603871943429
Window Rank,790,1872,6695,89.44555778223113,0.23048710823059082,5.595980167388916,5.826467275619507,14.599548073193128,0.1120744976920113,0.03993542823816585,0.032087802087973016,0.032087802087973016,0.0013475969392672807,5.035002417090414,0.12203411802451299,0.03392890714044776,0.759926313958945,0.11506099012537574,0.02496031856202073,0.42952913042006696,0.27114398725416866,0.12404080982664864,183970800440.8205,0.14027832290639267,0.03729088106378878,0.4313753910614205,0.14816291089443034,0.053210134385062495,33.87841796931186,0.12264289485790456,0.03200370446432093,22996350061.998295,0.13293569048034612,0.04333972257746528
Window Mahalanobis,715,1872,6770,90.44756179024716,0.448610782623291,7.06755805015564,7.516168832778931,19.100686823315467,0.1396300232256066,0.04515782892757596,0.01153747319535979,0.01153747319535979,0.00020395262047189825,1.2001214233714044,0.07024149786795592,0.028601484476888175,0.8208675882726157,0.1261507986794879,0.02858688908239811,0.430873538802029,0.2783955802142181,0.12976647568105942,15866038877.87874,0.07164416203938284,0.02966312333435969,0.3250811667243748,0.10491738815669761,0.04615356451548923,18.366470750096283,0.08047669874002109,0.026444525982927892,1983254864.766797,0.11037420276484111,0.04182223057764628
Window AR,700,1872,6785,90.64796259185037,0.17975687980651855,4.627233982086182,4.8069908618927,16.79255903248677,0.12736422843846015,0.0443273145331209,0.01886431304762894,0.01886431304762894,0.0006631538196443573,4.243411184602731,0.12027019871362452,0.03498945770363511,0.8919396004781344,0.13564958712674602,0.03211155588562358,0.395409598782809,0.24714841065005935,0.1153121855655669,117763381203.28622,0.12167919014984736,0.03582243480544956,0.36975039399867077,0.12391403301798068,0.053539896347127615,29.50121186472669,0.1116918359473374,0.030817906329080224,14720422656.937443,0.1258227246364606,0.04344798812365607
Window Mean,3676,1872,3809,50.88844355377421,4.860999345779419,17.41064691543579,22.27164626121521,28.915692515084736,0.18580427281792616,0.051241976700079114,0.006768825802023226,0.006768825802023226,7.669347809014811e-05,1.8252471311300797,0.08367317948881887,0.028977400016880477,0.6745448508281636,0.09496469823377084,0.017859222967322664,0.616969126211362,0.33137020336229345,0.14255253830452821,21771015065.052753,0.06954745027847968,0.028495641794106533,0.29871596937121536,0.10744402502423636,0.04360338806912917,17.720482694076395,0.07908193899825201,0.02630597994139409,2721376889.388897,0.11983182425072489,0.042389105158941266
Window Median,3853,1872,3632,48.52371409485638,4.860999345779419,13.886369943618774,18.747369289398193,26.53016926145131,0.17224015166003645,0.04737415512704114,0.0069688514154654085,0.0069688514154654085,0.00011880411947445856,1.4443513343669705,0.05605791834365906,0.02961150408808306,0.5108629010654596,0.0944454701860923,0.02014243051976359,0.6275178689771785,0.3383174207003824,0.14876653531644696,144239447299.20557,0.06819813862177705,0.03435570896974769,0.31664170607822845,0.10120458878672635,0.04883917622834361,9.198196950221808,0.058913571683378005,0.028885769869650982,18029930917.230022,0.11204326392468951,0.044761760529818936
Binary Segmentation L1,2110,1872,5375,71.81028724114896,1.5121111869812012,11.626544713973999,13.1386559009552,14.831324526214216,0.11188947208280058,0.03949686016315842,0.007338343324993635,0.007338343324993635,0.00012227451205258543,0.802107116116228,0.06429293209761781,0.028563740603717715,0.9032488944858349,0.10593692754797829,0.01842126130139463,0.39017493566614125,0.2188599220070059,0.08685565129321018,58275745237.09873,0.061173391407600364,0.028442603065407406,0.3231562888994445,0.10612040713101864,0.045189209615878204,15.872281133235921,0.07406025211181727,0.024280375863292576,7284468158.77854,0.09370895596385403,0.03392149705226399
Binary Segmentation L2,2110,1872,5375,71.81028724114896,0.4194622039794922,10.247183084487915,10.666645288467407,3.302298067288695,0.05694545174626379,0.04166680858894923,0.011041144711082806,0.011041144711082806,0.000190314212854029,0.8535007147994512,0.05542224412743431,0.0245740336590381,0.866806238583896,0.10401444742310977,0.018320112203745655,0.35042007866418723,0.18560105413864297,0.07496590658736713,107141352425.67322,0.059763893329641764,0.02747463174896939,0.3498293262719817,0.10145421087825345,0.04472285367918132,4.268743912668583,0.04171418990200538,0.0223963625360858,13392669054.459454,0.07699457953205428,0.0317888779020238
Binary Segmentation Normal,6250,1872,1235,16.499665998663996,0.7805509567260742,32.975653886795044,33.75620484352112,33.72016107843406,0.21200156416528665,0.05819009915411276,0.004623457957208955,0.004623457957208955,5.62302492497148e-05,1.3671108424171379,0.05657639440210192,0.028759973848779416,0.5023928284787128,0.11546823712474903,0.02698008074381668,0.6089937398396641,0.32885907135320125,0.14151093313603721,202513501320.93683,0.07929132472736507,0.032652932759899625,0.29171486972494964,0.10381219025472375,0.0451554560311622,2.9521174889881268,0.04109200609574153,0.025438396215533732,25314187670.04801,0.1177155307600472,0.04484301276732392
Binary Segmentation RBF,6255,1872,1230,16.432865731462925,85.16062808036804,43.36711311340332,128.52774119377136,34.73345734920278,0.2093865359889598,0.05610531527748955,0.004130345479093365,0.003003887621158811,2.314910116438703e-05,0.8832896354878457,0.0680496366435697,0.03106131832626483,0.4663595908221924,0.10951789041373494,0.024612160009807888,0.5838252401878552,0.313217807052136,0.12938851105180066,132892426891.44995,0.06049059587118613,0.03228869232482115,0.3177150899136986,0.11730938645669983,0.049198885476487805,15.437582638735865,0.07603332868252645,0.02871814357506699,16611553367.984537,0.1196261335912463,0.04392452189286289
Binary Segmentation Cosine,6255,1872,1230,16.432865731462925,80.14691209793091,18.03627109527588,98.18318319320679,30.00585214586443,0.19364798892094046,0.05402005404645707,0.010380318844765821,0.007549322796193325,0.00010864186067986412,0.8852864642562935,0.061311787117467126,0.03501854681471001,0.48022877716541207,0.1101204463933423,0.025965529368774228,0.6103336040253965,0.3272954807397325,0.14067613020575045,178731109459.7233,0.07186220345304375,0.03606061550614395,0.31658863996254294,0.1133898152699899,0.04627009495938603,15.622501614539422,0.07528162678631022,0.029173036985391636,22341388688.456806,0.1200573339346273,0.04591158121841161
Binary Segmentation Linear,2110,1872,5375,71.81028724114896,0.9440352916717529,9.251626014709473,10.195661306381226,7.535425069971314,0.07803400404326888,0.04043305271969606,0.018576972606035084,0.018576972606035084,0.0005292316143920658,1.2686100947714734,0.05721004695390568,0.025880111627306683,0.943263635669739,0.11059508738007538,0.020226114838377218,0.44062536784024187,0.24813935310048008,0.09967471763980452,38643928664.91036,0.05912768481602298,0.026871649352620798,0.3658281635771385,0.10048792432466717,0.041890484451482635,1.9870474088368226,0.038230905861426266,0.02396191371937257,4830491084.683723,0.08880024738573514,0.034933409495381554
Binary Segmentation Clinear,5715,1872,1770,23.647294589178355,0.5204160213470459,21.159071922302246,21.679487943649292,39.58231742276796,0.24314709550388378,0.06972462874373203,0.008313353994896201,0.008313353994896201,0.0001677676887090395,0.6867564893340878,0.05792014186204319,0.028321455776860252,0.548221756829088,0.12941261966676132,0.031247568053333945,0.7060499146146278,0.36900048032436283,0.16690349754665362,194914870800.75925,0.075572356288954,0.03217328067615946,0.30673516487885155,0.10793580922508368,0.045400622045204515,4.420422911478383,0.04366945345205005,0.024060033719029476,24364358855.877243,0.12937141378975425,0.049749856781210314
Binary Segmentation Rank,6255,1872,1230,16.432865731462925,0.5293350219726562,23.008311986923218,23.537647008895874,34.876372057200726,0.20857225281517883,0.05616614481778623,0.018180980870934636,0.013222531542497916,0.00020933668195993402,1.3712330545583329,0.05812320259728797,0.03202872873767046,0.4843155572556806,0.10893531723200114,0.02555377585160255,0.5603606912359096,0.3075442690241362,0.12912401564133424,206236046199.49103,0.08211156754897203,0.03655138983772838,0.2925800873722692,0.10211964012237401,0.04612213125052796,8.692626095452018,0.058182414443561856,0.029758495407236154,25779505780.723343,0.11735139941575118,0.04443925227823075
Binary Segmentation Mahalanobis,6255,1872,1230,16.432865731462925,83.2114930152893,32.80777406692505,116.01926708221436,29.627926596856035,0.1855785030994914,0.04915100280627584,0.0065743734385948095,0.004781362500796226,6.63328665765574e-05,0.707620372602269,0.05932266721611208,0.027667311554711162,0.48090267174167756,0.10723792198961934,0.024628740720566783,0.5960649620363442,0.3222550041467564,0.13672904306297742,139741174329.222,0.06247030645743133,0.03237622691674751,0.3022827851694476,0.10701568959821964,0.0414705933400531,15.06548822037317,0.07271271922096037,0.026285157235849475,17467646797.00108,0.1151717717786731,0.042296801062969736
Binary Segmentation AR,6255,1872,1230,16.432865731462925,1.4364829063415527,23.264734029769897,24.70121693611145,36.077459889020155,0.22193255685903432,0.06137106791061052,0.009290155656535869,0.006756476841116995,7.65629728744405e-05,0.6870076936548809,0.056251055596461264,0.028112686307822862,0.5239087246724279,0.12420189640028984,0.0298182397972515,0.6416163789634546,0.34255720673166135,0.15000778686905825,150637117020.09534,0.06804047074659898,0.03223356738264267,0.29838675757230243,0.10628556715737399,0.042991077017869334,8.009655746612664,0.05402800789469714,0.02568031521200028,18829639633.29282,0.12250665477840415,0.046286412933766265
Binary Segmentation Mean,4957,1872,2528,33.77421509686039,254.66142678260803,18.977696895599365,273.6391236782074,32.54482588415396,0.2006712348800562,0.054390450328416336,0.004976492720698543,0.004976492720698543,0.00012489740248324767,0.8582130886816961,0.060174815160387626,0.030547914491112868,0.4952303184586209,0.1118838258669131,0.026017673880145985,0.6495589618962699,0.34560791782103756,0.15159783386456835,178337560051.83365,0.06797211845684147,0.03387259025575583,0.3007436241281512,0.10738648657862686,0.04571270612648078,8.357651032435973,0.05595327048277593,0.027156910208874764,22292195011.880554,0.11932827024591706,0.04617762206972979
Binary Segmentation Median,6253,1872,1232,16.459585838343354,254.66142678260803,20.64237093925476,275.3037977218628,33.24233095685353,0.2027441766056554,0.054350606419590095,0.010773092012942317,0.010773092012942317,0.00013737082209958285,1.9021230039408052,0.08942549197619865,0.030648304674193293,0.4749311509722759,0.10704275199253091,0.024590851333184373,0.5463471100616122,0.3012568589343196,0.12557729042762567,85866844000.7386,0.06219066545994448,0.029373354369328978,0.36571437105635046,0.13128206941351175,0.04976220865393081,21.999308139776293,0.0913158776245778,0.027654630663068978,10733355507.410015,0.12450387300245996,0.04276182717037772
Bottom Up L1,2110,1872,5375,71.81028724114896,0.16125702857971191,17.074055194854736,17.23531222343445,14.38890779192317,0.11166238727804086,0.04038598488446296,0.0077988800030930755,0.0077988800030930755,7.482031984927667e-05,1.4059978026718798,0.05528976064135417,0.026872369984182513,0.9589312475738643,0.11017094767203192,0.019018929105515475,0.4255334061012923,0.23941535841399514,0.0960855908536566,64467986269.320625,0.05517801125109515,0.02391500687378461,0.36513329677485445,0.1007131266466734,0.04220356398072849,10.24583522278536,0.05970067808085901,0.02393367641428547,8058498287.139838,0.09249114374839282,0.03406124280205822
Bottom Up L2,2110,1872,5375,71.81028724114896,0.10082769393920898,18.91748881340027,19.018316507339478,11.181924747192761,0.09235642118021826,0.03793394388169648,0.0048900071801193275,0.0048900071801193275,5.712421565004721e-05,1.417429065266018,0.07252271974292303,0.028089567264316374,0.9899063388354787,0.11175408682601677,0.01919436116736545,0.35340824883067423,0.19208398591577208,0.07650396164618241,2871188876.6499066,0.07023323954372558,0.02832019317019219,0.30084266343925986,0.10260484019896819,0.04672029306950812,17.18868318498627,0.0783207128980191,0.025845627605773937,358898613.5108737,0.09059575168572015,0.03283313400258563
Bottom Up Normal,6250,1872,1235,16.499665998663996,0.18091678619384766,17.93993091583252,18.120847702026367,33.810395596504385,0.21044577805324788,0.05850005894323041,0.014163794594220118,0.014163794594220118,0.0002687543826886397,1.8305258291738957,0.06521427477927774,0.032486473331900724,0.5004917342720869,0.11278993541845665,0.026839450027029452,0.5654217186511764,0.3126832386208568,0.13514329607390865,211940191689.50546,0.07990672524794737,0.03480826385642959,0.32512988445201996,0.1105914020454436,0.04853047304288449,2.930263125195639,0.04371013145706315,0.028531559284666046,26492523966.185177,0.11868816002706405,0.045638541117842255
