Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,DEWP_MAPE,DEWP_MAE,DEWP_MSE,TEMP_MAPE,TEMP_MAE,TEMP_MSE,PRES_MAPE,PRES_MAE,PRES_MSE,Iws_MAPE,Iws_MAE,Iws_MSE,Is_MAPE,Is_MAE,Is_MSE,Ir_MAPE,Ir_MAE,Ir_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Binary Segmentation Mahalanobis,33129,8765,1930,5.505005847286004,7170.90785908699,200.6025140285492,7371.51037311554,4564078816527.781,0.2819377210734911,0.10408638789877786,27417820370660.484,0.18634995268813803,0.04636529446660644,0.007908076697198459,0.007652923567960726,8.694651713069279e-05,6.260600707045317,0.032511677477917715,0.0034943855674674784,2628057844256.859,0.001960831703811707,0.0008023994833956195,28273207885468.586,0.009283944731406906,0.0006061202942860929,10480527486153.115,0.08661617520711928,0.025906922371277504
Binary Segmentation AR,1244,8765,33815,96.45169571294105,32.32087993621826,8.77983283996582,41.10071277618408,33995910918421.703,0.46068539560032745,0.3106850656361258,6401181578761.0625,0.725666938558158,0.7943939732077586,0.06922300577159085,0.06750906137820739,0.01726841715824696,9.48403773833517,0.05814863015998428,0.013626521486169258,126703943352993.47,0.062044079980057315,0.506944593221573,79991811873927.42,0.1515987548829537,1.1217069969977171,41182141287351.87,0.25427547675994727,0.46077092795126723
Binary Segmentation Mean,19463,8765,15596,44.48501098148835,28964.432688236237,86.66133713722229,29051.09402537346,3428602512745.074,0.27355653477895614,0.09748685497860121,27540590305739.566,0.19964323089269356,0.0532304596933618,0.006398215613805268,0.0062258568965199625,5.3902925440658784e-05,6.318594080353585,0.03908943340228258,0.004822627912734608,8344752036505.521,0.003276064321686636,0.0008608837910268113,45757618909373.91,0.013307851374908163,0.0007837181286716744,14178593960728.182,0.08918316194450693,0.026206407904972726
Binary Segmentation Median,22659,8765,12400,35.3689494851536,28964.432688236237,60.3264639377594,29024.759152173996,9697747147044.143,0.25601124648929235,0.0894156348033395,34825036182342.63,0.19244049447077796,0.050891373566430045,0.00903668819203653,0.008842262397048837,0.00013297047731041737,4.525158875509124,0.03492764950968415,0.004944218977965839,13064415790848.18,0.0043511574656748065,0.0009052281276854528,14529959668898.55,0.0067828971042728885,0.0007940708858619877,12019526464856.104,0.08389261790612473,0.02451391613976557
Bottom Up L1,32189,8765,2870,8.186200405031519,1.4573500156402588,85.00341510772705,86.46076512336731,4813657525585.248,0.27710303342996656,0.10080879748550697,30056049900424.49,0.17741404469800146,0.04287407282045042,0.009635717637578462,0.009339790892807752,0.0001336120706562268,6.246823289460519,0.03324946379836326,0.00371951548607874,27204487534131.332,0.007467399695456424,0.0009293232118234945,28425010221973.625,0.009304350966593381,0.0006341698036491285,15083200863686.607,0.08564634724686383,0.024849915146360896
Bottom Up L2,26294,8765,8765,25.000713083658976,1.1388957500457764,123.8743679523468,125.01326370239258,2076029262363.0176,0.27331043508073594,0.09748438850345775,29057363440622.812,0.20262284416087523,0.054908366223798064,0.006197218832034159,0.006049196255561861,5.6217964274874644e-05,6.479927942909085,0.04000343207715027,0.005176126037215934,3794911493695.0244,0.002225398977499155,0.0008091301113359854,30240918946753.586,0.010086664585020205,0.0007863236684629705,10861537190573.277,0.08904966185613948,0.026536758751424375
Bottom Up Normal,6484,8765,28575,81.50546222082775,1.5823249816894531,18.826690673828125,20.409015655517578,18891128320015.1,0.2996126544185599,0.13186321440004922,51870522065343.34,0.2168155409947183,0.0719383893936535,0.020265494797987872,0.01994196405658079,0.0007470651970926477,4.337675464133991,0.03670136285787757,0.0061327810920081705,10579250328329.299,0.03562737875716936,0.48703097735531314,34815847856866.508,0.012586054139138698,0.001876921621773836,19359458095092.777,0.10354749253733918,0.11659822484331556
Bottom Up RBF,31794,8765,3265,9.312872586211816,286.4107120037079,158.47352600097656,444.88423800468445,5037801638033.234,0.2649435893005951,0.09276157736673767,26522693860823.516,0.17890388247174746,0.042978074527207775,0.008936589395499996,0.008708445485041886,9.228959460077584e-05,8.715874311244292,0.040245412841618984,0.003824995809105943,8203162826409.189,0.0032380602381856345,0.0008575407153904179,7011054124756.712,0.00472121998816687,0.0005879476035545745,7795785408338.352,0.08346010172089136,0.023517070936099532
Bottom Up Cosine,26294,8765,8765,25.000713083658976,76.65403485298157,107.8990318775177,184.55306673049927,5453529181178.892,0.2699952459628124,0.09624511691229892,28688586509264.39,0.19589298573083622,0.051274200173408516,0.0067715783316778895,0.006549691258535111,6.187808045280572e-05,6.607357574394712,0.04058139279622246,0.005093643578238865,28379095140646.18,0.007651368896667273,0.0008220025347956678,9005326128676.393,0.005476868639845375,0.0007432847995808562,11921089493295.188,0.08769125888081912,0.025706687679795965
Bottom Up Linear,6509,8765,28550,81.43415385493026,2.842477798461914,22.614744901657104,25.45722270011902,20522589047584.35,0.28047660321104456,0.12137642766653146,51553557414398.96,0.21674832193951776,0.07250243955135226,0.021411267290985952,0.021168778579168716,0.0013620736376805313,8.895840429412146,0.04992572592154835,0.006674147355739603,15511764084792.594,0.036364363225487015,0.4681087365462076,54113558690036.625,0.016405253579317297,0.0017787117729566354,23616911539469.91,0.10351484107601282,0.11196708942174521
Bottom Up Clinear,779,8765,34280,97.7780313186343,1.0618619918823242,8.194196939468384,9.256058931350708,40346469491122.08,0.4705230774390151,0.3067966903075399,4312406213502.9365,0.7316917852371194,0.7791332842606433,0.05155648025948419,0.050297017514908185,0.012574450070252641,6.924091333776798,0.05580986290146303,0.011707373670241043,123131583959920.19,0.06168072745322009,0.5107488956798807,111551304799073.25,0.151687314865086,1.0116632378596382,46556960743937.21,0.253614964235132,0.43877065530803244
Bottom Up Rank,31549,8765,3510,10.011694572007187,1.3312838077545166,83.85708212852478,85.1883659362793,8513550370957.583,0.2794785631719817,0.10411686192634226,30348521371512.38,0.18772177506829263,0.04748629754170413,0.009742123859155453,0.009475119335218139,0.00011695976912319915,5.001483281910719,0.029668726207548343,0.0034701486848923483,68758819951176.61,0.016689243127995364,0.0011299150857042146,12006169846442.852,0.005925493217975023,0.0006409974048786942,19937843590015.508,0.08815982002150087,0.026160196735440802
Bottom Up Mahalanobis,28809,8765,6250,17.827091474371773,17.90198564529419,86.14632296562195,104.04830861091614,1384611075359.2053,0.2887482814406429,0.10847031886542091,32584068354274.836,0.20913824887759874,0.058690059655332735,0.00735540053547623,0.007175958062211072,7.772919190620667e-05,10.908951611828327,0.04704888885154462,0.0042085469533878475,13236452091590.186,0.004380844402262869,0.0008938572528028571,22291308249035.65,0.00843951966274095,0.0007754103541017991,11582739961711.65,0.09415529021616499,0.028852653712158737
Bottom Up AR,26079,8765,8980,25.61396503037736,3.121638298034668,157.11612200737,160.23776030540466,3337416600069.4946,0.26636774703082444,0.09301621943599386,26997320067788.3,0.1945448662002906,0.05069139161267541,0.005073063562128454,0.00493672462852742,3.6049796673769374e-05,5.794967186809947,0.03758833103316827,0.004886116626821287,7438263335766.467,0.003053784816985051,0.000835533465334958,39200203759344.766,0.012010210944876861,0.0007867633791242421,12828867293828.928,0.0864169441091114,0.02504201238610401
Bottom Up Mean,21678,8765,13381,38.16708976297099,393.50256514549255,52.11169195175171,445.61425709724426,9148107233250.389,0.26630066803258096,0.09551838967043746,29945897190372.523,0.17630366241580805,0.0424408176925073,0.006118981407455265,0.005960197405805138,5.123663339857332e-05,6.035391794806808,0.03892375180033483,0.005037807681207328,14219912877308.79,0.004651637068474235,0.0009491699893511056,16687439227879.477,0.007273718127293874,0.000819343167184538,11666892754802.654,0.08323560580838217,0.024136127472347793
Bottom Up Median,26294,8765,8765,25.000713083658976,393.50256514549255,122.56677508354187,516.0693402290344,3511067543584.9834,0.26966772874061545,0.09484782378216859,29886112655833.195,0.19298172049741252,0.049980511969896356,0.006060884997788902,0.005908901469719651,4.902710893725586e-05,5.931890277134314,0.03720243649586664,0.004483176677015334,9106198721308.006,0.003386258019134828,0.0007931682143712021,18523824060608.25,0.00759550289819402,0.0007730796234950817,10171200496889.846,0.08612375802015641,0.025154464562647305
