Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,DEWP_MAPE,DEWP_MAE,DEWP_MSE,TEMP_MAPE,TEMP_MAE,TEMP_MSE,PRES_MAPE,PRES_MAE,PRES_MSE,Iws_MAPE,Iws_MAE,Iws_MSE,Is_MAPE,Is_MAE,Is_MSE,Ir_MAPE,Ir_MAE,Ir_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,35059,8765,N/A,N/A,N/A,165.69246101379395,165.69246101379395,5148703514211.309,0.2746512966656771,0.0996832325640293,27207755680447.27,0.17617899196292772,0.04160888269860582,0.006984681177221456,0.006746010204273468,7.106608695598542e-05,9.641574776980882,0.04292400043214288,0.003846047873636266,5795231715710.571,0.0022947891283232476,0.0004325988809216103,13069252254380.254,0.006017566414495169,0.0006149164821076429,8536823860792.964,0.0848021091346383,0.02437612409770944
Fixed Cut 5.0%,33307,8765,1752,4.9972902820958955,N/A,76.49631094932556,76.49631094932556,3480337692053.0054,0.2602358443480255,0.0889084684477314,25396219388760.145,0.17585055591491291,0.04195944573353938,0.004344691323096353,0.004206536973029459,2.7052585933478692e-05,7.330063035685954,0.03558090486347398,0.003521998997702474,19926292185780.18,0.005808438668523063,0.0008279347481958416,104300081359839.97,0.02551016022026643,0.0010328451857178431,25517155104406.574,0.08453207349803732,0.02271295761647012
Fixed Cut 10.0%,31554,8765,3505,9.997432898827691,N/A,94.00456285476685,94.00456285476685,4738301661870.355,0.27047541534423253,0.09600131785508861,28674016889842.145,0.1844292702936692,0.0460960880858082,0.006447582829932619,0.006293379028660363,5.62314551805933e-05,7.833638925278252,0.03789516878414304,0.003756651364435921,18768440824224.246,0.005638069699646629,0.000926956776765783,39648852545862.484,0.012529017719206415,0.00085371344434315,15304935320300.96,0.0862100534782585,0.024615159830270367
Fixed Cut 15.0%,29801,8765,5258,14.997575515559486,N/A,83.04602599143982,83.04602599143982,3870346068855.469,0.2773387966204155,0.10101014243090536,28018187784860.17,0.20053980452110215,0.05380892138638273,0.0070123067263078934,0.006822314138846361,6.835327500775066e-05,3.5818818253974634,0.027258295497171185,0.003613632889159758,15357998159822.896,0.004792976517933816,0.0008134030980334727,30323529016439.047,0.009713333171957224,0.0006363128515645769,12928343504996.64,0.08774425341123664,0.02665846098850898
Fixed Cut 20.0%,28048,8765,7011,19.997718132291283,N/A,107.37734007835388,107.37734007835388,942434706394.5836,0.273407451864877,0.09797271354450518,24388557612634.81,0.19872617994891148,0.05289572524540608,0.005439510552719587,0.005309599790988087,4.5968812099813535e-05,6.113822493526606,0.032503128290973425,0.003528672961361849,44112466815062.52,0.011110735119927228,0.0008591639469972783,35624690153402.336,0.01119389052758664,0.0007643458236002523,17511358214583.264,0.08870849759054296,0.026011098388995044
Fixed Cut 25.0%,26295,8765,8764,24.997860749023076,N/A,89.78778791427612,89.78778791427612,1989744304833.992,0.2775944371694648,0.10074551902808437,25132302540077.168,0.19717113301867986,0.05246717401476429,0.006069318921104938,0.0058890764488077054,4.981050247639006e-05,8.858516293741221,0.04025320854544232,0.0036514649994549403,10763615248819.887,0.0038069097740781113,0.0008603973301462804,7412147835232.667,0.0052774573323665875,0.0007818949094039816,7549634988161.906,0.08833203704813858,0.02642604346405518
Fixed Cut 30.0%,24542,8765,10517,29.998003365754872,N/A,60.699990034103394,60.699990034103394,8513655874129.821,0.27240889943194446,0.09953043618447961,32300087595047.723,0.18986184528566674,0.04855293731635678,0.008960468789718947,0.008680239795753976,0.00010419315750072847,5.396542956706336,0.03721503619683066,0.005258247973448993,6776858644971.074,0.002949633035074991,0.0008901745637810419,49113244648999.18,0.014043455941923308,0.0008185576447973627,16117307793858.64,0.08752651828119844,0.0258590911400608
Fixed Cut 35.0%,22789,8765,12270,34.99814598248667,N/A,112.95741891860962,112.95741891860962,6933310557588.6045,0.2694379216072107,0.09606143224179406,33264205197046.836,0.19170331630384183,0.04965275929566496,0.006714086793537541,0.006536483210364753,5.6963512150554696e-05,5.479355583451495,0.037238381704950856,0.005231990207020575,6223381910178.408,0.002783253944836376,0.0008295317161143323,38112522294827.87,0.011631208296493462,0.0007476734300709077,14088903326607.64,0.08655509417794871,0.02543005840046921
Fixed Cut 40.0%,21036,8765,14023,39.99828859921846,N/A,60.12725782394409,60.12725782394409,3190957477848.5054,0.27664050193671563,0.10004315340475355,29753309110364.97,0.19458428911485068,0.05118047821457147,0.009020725019815875,0.008805451219071824,0.00011370592528512819,7.026752192525046,0.04190121217453958,0.005168122277825297,11422359679555.0,0.0039899486345001175,0.0009102314240945607,10311547657388.84,0.00586036423074987,0.0007875723297837117,9113028987527.172,0.08863029455173675,0.02636721059605228
Fixed Cut 45.0%,19283,8765,15776,44.998431215950255,N/A,76.69772100448608,76.69772100448608,2643313900225.523,0.27536141676317316,0.09893753244150451,29022356651124.098,0.19846305078495702,0.052635479770295146,0.004591028196147837,0.004449741981961959,3.1817130924508774e-05,6.042534611745376,0.03831633414662982,0.00495923871116511,5371686714740.983,0.002687742742852031,0.0009514752354580863,30504762255753.348,0.010239735460723405,0.0008301692444909671,11257019920308.115,0.08825300364671511,0.026390952088973133
