Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,CO(GT)_MAPE,CO(GT)_MAE,CO(GT)_MSE,NMHC(GT)_MAPE,NMHC(GT)_MAE,NMHC(GT)_MSE,C6H6(GT)_MAPE,C6H6(GT)_MAE,C6H6(GT)_MSE,NOx(GT)_MAPE,NOx(GT)_MAE,NOx(GT)_MSE,NO2(GT)_MAPE,NO2(GT)_MAE,NO2(GT)_MSE,T_MAPE,T_MAE,T_MSE,RH_MAPE,RH_MAE,RH_MSE,AH_MAPE,AH_MAE,AH_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,7485,1872,N/A,N/A,N/A,21.165292024612427,21.165292024612427,34.13787388515444,0.21011609302982887,0.05791112096920948,0.2726467713959335,0.045861525886616225,0.002188797729060252,1.4273938254938052,0.05800127954699958,0.03175526625094344,0.5023331884336139,0.1187960130983759,0.02872554811430098,0.6283611865307709,0.3385775078738334,0.14905232986744593,215441457233.78998,0.09558082887074104,0.04009110097505063,0.30514213839616805,0.101674057505086,0.04797079770205401,2.3715106126813916,0.04337672968366402,0.030141005386079382,26930182159.17932,0.1264980044368929,0.04847949587426803
Fixed Cut 5.0%,7111,1872,374,4.996659986639947,N/A,19.966312885284424,19.966312885284424,33.8102275337207,0.20349164673189055,0.05508799734790443,0.15529111274150037,0.026121297349285172,0.0007384958514084561,1.2056893809323357,0.057016591480024775,0.03017064563880505,0.5249071348756065,0.12565292030244016,0.030881644366180884,0.6533689383846681,0.3477574439920731,0.1531070174918902,190962680469.0643,0.07682027126244662,0.035080276168725735,0.30284153312215056,0.10432367421112176,0.047611670021170484,3.3353135246237855,0.042699261803608356,0.025706999455385585,23870335063.631508,0.12298538839161127,0.047298093292683904
Fixed Cut 10.0%,6737,1872,748,9.993319973279894,N/A,20.786386013031006,20.786386013031006,31.61236496588116,0.19668384044298218,0.05318180508028286,0.18736926150415845,0.03151711715797449,0.001029910164336959,1.1595101781204342,0.05495672880492644,0.028053090799185817,0.5722044504664893,0.1334325292064733,0.03234482118798617,0.6959072308444791,0.3655444836581893,0.16559830698523773,215786015371.52753,0.08281796410417748,0.03324109032696277,0.29445505538900013,0.10113464406752713,0.04078784976515917,5.674350472984016,0.04859086314553962,0.026017995063403725,26973251926.46545,0.12683477132347373,0.04753185867156942
Fixed Cut 15.0%,6363,1872,1122,14.989979959919838,N/A,13.86181092262268,13.86181092262268,28.576081106503057,0.177879450621362,0.04872845394537165,0.13369277762314033,0.023683397276021315,0.0006367834453300998,1.0723538481927941,0.05696846712427788,0.02603329550108211,0.48228127723262565,0.11218482710796074,0.026694381111706404,0.6112490163665423,0.3320490553178334,0.14619181938292033,226887440725.98254,0.08410765580489392,0.032108470104505835,0.2917091575165247,0.10391483040611002,0.042229206129519,9.333333080531741,0.05734953692332475,0.02553428794073973,28360930095.810375,0.1185171525727228,0.04351958719514694
Fixed Cut 20.0%,5988,1872,1497,20.0,N/A,13.37977385520935,13.37977385520935,35.55188557771512,0.2178872035605019,0.06040094932985839,0.012998248616747818,0.012998248616747818,0.0002360799309704087,2.7667557141434997,0.06968180190275244,0.030185745510975838,0.48129665314563963,0.11186321280385897,0.02677811627965631,0.6038112090814262,0.3280151376517926,0.14275188693328822,245700700078.2884,0.09020103644616803,0.03507383646740138,0.3384190919820416,0.10821937071550787,0.04885849964010658,2.777258752267544,0.042319741064635194,0.026515132423275842,30712587515.102676,0.12264821909524552,0.04635003081444162
Fixed Cut 25.0%,5614,1872,1871,24.996659986639948,N/A,28.00157117843628,28.00157117843628,36.56434804075497,0.22187526473665045,0.06155750868803092,0.006371834642446073,0.006371834642446073,8.92251430068209e-05,0.8995136475578664,0.05691833895560324,0.027478235751287685,0.4825532013452736,0.1097615282519691,0.02527115672441563,0.5731065947591975,0.3131344176464877,0.1321756474927278,162267793821.66714,0.06896004709875456,0.03237538115524838,0.30473789756895775,0.10873750082820895,0.04275030226117281,12.194067416373738,0.061526415260145365,0.021327642578657706,20283474234.086506,0.11841066842753306,0.04287813747431851
Fixed Cut 30.0%,5240,1872,2245,29.993319973279892,N/A,17.654690980911255,17.654690980911255,31.148622053158167,0.1953373954872024,0.05347332820380837,0.013477423459531155,0.013477423459531155,0.00029543214900054805,1.2500976120272704,0.05159299365853336,0.024028498071628573,0.4944069587196239,0.1092892035280812,0.025640426048789754,0.5670624827318305,0.31089271452829426,0.13195099544212804,175664558224.88004,0.07422712967542797,0.029300991259197405,0.3017370884788016,0.09739114807382346,0.03822625958775381,10.28202253836598,0.056004306584339615,0.022172149023934957,21958069783.61713,0.11352653937440402,0.04063600997328017
Fixed Cut 35.0%,4866,1872,2619,34.98997995991984,N/A,25.963546991348267,25.963546991348267,37.03324398304079,0.22618872086394567,0.06276451355107146,0.00587800028496709,0.00587800028496709,0.00015617373713661866,1.222165752479835,0.05574947148558482,0.02735539246215128,0.4688654377494705,0.09533664779026675,0.020334040182350955,0.612959302905845,0.326541402691735,0.1381280364676397,156262198193.12024,0.06791033532336635,0.030647810418452208,0.29641379180057803,0.10082643087330516,0.04719330015095415,7.332147140038492,0.053517281028587056,0.02641031030987801,19532774780.01145,0.11649353629271961,0.0441236971599543
Fixed Cut 40.0%,4492,1872,2993,39.98663994655979,N/A,13.209677934646606,13.209677934646606,39.19523817481738,0.24086486476010993,0.0689333448182268,0.0078075628817560845,0.0078075628817560845,0.00013572639289818346,1.298019227910433,0.05322523411132855,0.024178145051646505,0.5583368945784088,0.10015327885653119,0.022261417954460714,0.7392240810572903,0.38741303610537475,0.18257291580056786,207108965197.83142,0.07713832579581092,0.028116890823563875,0.2929233151769788,0.09221089003725282,0.036039180551731644,10.548240218405617,0.05801731250083823,0.022696280015324945,25888620656.308926,0.12710381313112518,0.048116737676052485
Fixed Cut 45.0%,4117,1872,3368,44.99665998663995,N/A,9.794333934783936,9.794333934783936,37.11597241155911,0.23125466623005853,0.06630706080375304,0.013339336500091144,0.013339336500091144,0.0006404248389640987,1.4542146111148913,0.06524269754353301,0.02294546030589169,0.5819715637973544,0.10762631668851512,0.024949919937322255,0.6134461818347815,0.33233678308464,0.14568021743387385,107271270148.50458,0.051974757467438,0.023023114413070457,0.3334698567114859,0.1151231694850781,0.04160943913581282,25.97395377723477,0.09321451077994035,0.020152753727655442,13408908776.823843,0.12626402972241157,0.04316354882454297
Fixed Cut 50.0%,3743,1872,3742,49.993319973279895,N/A,16.056833028793335,16.056833028793335,38.29859630926016,0.23165088266508188,0.06525200527733177,0.011521771286511868,0.011521771286511868,0.00022688276436229037,0.9231048457309483,0.05584488796657675,0.021606122787996715,0.48800457875714487,0.10168301581031895,0.02283071659352061,0.8055789222854787,0.41092461792051366,0.19818386135199503,95297879353.52571,0.05394938317889662,0.02451348946382679,0.3090797497643109,0.10759633750460104,0.03869691184183665,10.00892619110071,0.05552599016179773,0.01953512921865687,11912234925.546303,0.12858711081178714,0.048855639912440824
Fixed Cut 55.0%,3369,1872,4116,54.98997995991984,N/A,13.509748935699463,13.509748935699463,34.86111059434933,0.2160342534662891,0.060187939888550875,0.02217457329619666,0.02217457329619666,0.0007396140086885106,2.1982654285298384,0.06431553760007944,0.03113363980535358,0.6289830981787055,0.09470570235479635,0.018544316619263864,0.6247784767848016,0.33619652164976244,0.1464076097170304,149229684016.34018,0.06697301911881878,0.03030823073488554,0.31457579802274654,0.10227229412221238,0.04531582052711872,4.867163043947638,0.04536751863043679,0.024589720952982442,18653710507.482143,0.1185049275298239,0.044653361531734256
Fixed Cut 60.0%,2994,1872,4491,60.0,N/A,12.178289890289307,12.178289890289307,32.97477195306797,0.20763089972565066,0.05831548591709229,0.012655628814134777,0.012655628814134777,0.00025187330606297586,1.1707819622806217,0.05659854415887243,0.029652939167497058,0.6040550251354015,0.09589393692860455,0.019557135717111977,0.5922055740728408,0.32502372357101,0.14156837249561996,156606036664.74933,0.06398814085980044,0.03126499831737052,0.32139179916343324,0.10587361870761211,0.04776996286324357,10.449694104216562,0.05985653515166921,0.025071501984464614,19575754588.859344,0.11594012848966918,0.04418153372105789
Fixed Cut 65.0%,2620,1872,4865,64.99665998663995,N/A,11.743110179901123,11.743110179901123,18.832948682014027,0.13407052383410467,0.042889023564870725,0.006671139350205899,0.006671139350205899,7.629796689105185e-05,0.9767489477231371,0.05651544231676544,0.028313467354465653,0.8236160321914278,0.10132243479426087,0.01789445932966008,0.4445401601992139,0.25229155816135573,0.10223296316257643,97756672565.61014,0.05913692489048271,0.028986864667296334,0.32165873411736773,0.10246958619686937,0.042326326930375816,11.069091502707588,0.061540101723435034,0.0236631942110113,12219584074.760696,0.09675221390843489,0.03579782464839343
Fixed Cut 70.0%,2246,1872,5239,69.99331997327988,N/A,9.709510803222656,9.709510803222656,17.871249358721023,0.1312092888544456,0.043144166079877144,0.010226912728583205,0.010226912728583205,0.00016125161152573663,1.648588151595837,0.06071056631842363,0.02886458984038014,0.9661246882293704,0.11294815346369326,0.020488960692709047,0.49674272235121447,0.2782649339144255,0.11526415161069159,71153783309.8625,0.05779843985803884,0.028982222173921223,0.33410718194165806,0.09814267576600529,0.04150522709829519,7.022763995371749,0.05152413198985645,0.026286445076461884,8894222917.276548,0.1001031378616839,0.03808712677298278
