Approach,# Train,# Test,Cut,% Cut,Avg Cut Seconds,Std Cut Seconds,Avg Train Seconds,Std Train Seconds,Avg Total Seconds,Std Total Seconds,Avg DEWP_MAPE,Std DEWP_MAPE,Avg DEWP_MAE,Std DEWP_MAE,Avg DEWP_MSE,Std DEWP_MSE,Avg TEMP_MAPE,Std TEMP_MAPE,Avg TEMP_MAE,Std TEMP_MAE,Avg TEMP_MSE,Std TEMP_MSE,Avg PRES_MAPE,Std PRES_MAPE,Avg PRES_MAE,Std PRES_MAE,Avg PRES_MSE,Std PRES_MSE,Avg Iws_MAPE,Std Iws_MAPE,Avg Iws_MAE,Std Iws_MAE,Avg Iws_MSE,Std Iws_MSE,Avg Is_MAPE,Std Is_MAPE,Avg Is_MAE,Std Is_MAE,Avg Is_MSE,Std Is_MSE,Avg Ir_MAPE,Std Ir_MAPE,Avg Ir_MAE,Std Ir_MAE,Avg Ir_MSE,Std Ir_MSE,Avg Avg_MAPE,Std Avg_MAPE,Avg Avg_MAE,Std Avg_MAE,Avg Avg_MSE,Std Avg_MSE
Window Rank,34984,8765,75,0.2139250976924613,0.701459550857544,0.05230067516930983,161.37715048789977,67.45188142976363,162.07861003875732,67.43699196775609,3526256471771.956,1162232638754.4258,0.27514250269973456,0.0023058699739076766,0.09913402149524346,0.0012999215431174617,26120919015228.83,1592213058934.2122,0.18575099688816174,0.0034829910299565285,0.046223725974393226,0.0016431753658605233,0.006970975849732986,0.0014800193353415743,0.006763934385442363,0.0014270617522478303,6.600544857237573e-05,2.8844974844526626e-05,7.308371679959065,2.183377059292724,0.03623652004075531,0.005988374303815977,0.0037088957711448427,0.0002356025150814511,18863191239634.496,15453444292799.799,0.005595484474469376,0.003423895849464472,0.0008802919616699312,4.672786203848897e-05,11764923002769.092,5924246560373.571,0.0057317892719323995,0.0012263874376249623,0.0005991080026968105,3.07869351654537e-05,10045881621568.406,3064370291832.684,0.0858702046267476,0.0017865044407520316,0.025102008108953466,0.00043890984718336894
Window Mahalanobis,34989,8765,70,0.19966342451296384,23.255343198776245,22.005409963462387,172.1152705669403,52.76736913501724,195.37061376571654,69.5336200421791,3834684153304.869,1548152453395.3416,0.27799078336893274,0.004231093754605782,0.10117468996495997,0.003155006474263202,26276586329979.594,1792043162477.2651,0.18470064929662472,0.0036536193412437562,0.04562699874698141,0.0017879797053262905,0.0063746072673081,0.0007621570211719385,0.006199322409589924,0.0007281306368072569,5.518010835551317e-05,1.2599763868344923e-05,7.09361040295173,0.8300081338342254,0.035109038304617125,0.00215825008766724,0.0035518530745311683,7.619598222685215e-05,4495253251030.1455,1830704549763.2275,0.002407599965527911,0.00041567222247599543,0.0008457544959115497,3.763254131818811e-05,24229141425136.453,19316928689745.883,0.008404968907999761,0.004090742360892875,0.0006271973915558291,1.4446162186281968e-05,9805944193242.826,2981663561598.1455,0.08580206037554687,0.0012662955733754168,0.025313612297049273,0.0006366667132899345
Window AR,10094,8765,24965,71.2085341852306,0.9707840919494629,0.16252465686041173,46.64884405136108,13.9768824852143,47.61962814331055,13.983446254899908,2286015995057.288,507910742041.4265,0.2830081779505284,0.009315042962606834,0.10450429615108915,0.006523625376652404,27706909043142.434,2451877346515.3315,0.2050514010977046,0.007828329893306783,0.05656161398265063,0.0038438344676266565,0.008613802192315357,0.0019926364515867627,0.00838895712907835,0.0019633572403070063,0.00010131027003931683,4.1982296333061434e-05,6.820343832322484,2.3943491600498343,0.042230845601787415,0.007731521367963002,0.005384709772617257,0.00028553139611808945,19554445155259.113,8557921988006.515,0.0058171629394257384,0.0018826903717356423,0.0009621975979915725,9.690198059873857e-05,29438401255059.887,20647210423413.055,0.011051836434966981,0.00444039596991131,0.001339652616845736,5.3171012071863335e-05,13164295241420.729,3021679383932.263,0.09259139685891406,0.002888196125141794,0.028142296731872327,0.0014128373319816606
Window Mean,23891,8765,11168,31.854873213725433,461.8766191482544,348.1500177248144,98.46015758514405,36.35805161329756,560.3367767333984,377.0282241480705,8221529331051.577,2588793136279.4727,0.27299684250874406,0.007777445076023707,0.09972324280020987,0.005114049284164152,32981813829810.387,1549720313738.379,0.19636784572175334,0.005713574410579774,0.05222315836723183,0.0026913659632208627,0.006250413737596795,0.0015570277311249352,0.006088838705111136,0.0015273314231627649,5.574848732687596e-05,2.8379488584023097e-05,6.024179123494553,0.4912933321812291,0.03849563877946186,0.001423008921631515,0.005003592917339908,0.0001963697468839006,22508166949302.227,9688981416137.102,0.006468505529159297,0.0021819841640187696,0.0009542246810514815,7.609249244407284e-05,26742975163534.344,18079726779887.516,0.009417009903849631,0.003918458181200332,0.0008075411760495395,4.2915381833667845e-05,15075747545617.195,3796809406319.1987,0.08830578019134586,0.001457566978839543,0.02646125140486831,0.0008438616421323484
Window Median,26294,8765,8765,25.000713083658976,461.8766191482544,348.1500177248144,128.88549904823304,34.679362021098754,590.7621181964874,377.15980185380334,3944600620713.4375,1699125848323.6353,0.2699196709573478,0.009756867716856013,0.09578433189724739,0.007062567950846875,28768945324997.82,2490290751233.6074,0.19185324618316144,0.006460153776408698,0.04951989582138422,0.003182536735311475,0.009140684779632993,0.005552371152584138,0.008860460505340624,0.005359663292773689,0.00014211188018042518,0.00015961579706151035,6.400454383210299,1.0185502047188169,0.03982086414480655,0.002935259527577584,0.005066991758625403,8.875664599953495e-05,10604946976580.742,3557714531328.69,0.0037682755489179235,0.0007707973111370691,0.0008590347245403696,2.8948976051450256e-05,24595924488344.867,25193463387400.35,0.00885786537230304,0.005255630968822734,0.0008145607171254702,7.457541430432165e-05,11319069568440.346,4527888717466.751,0.08718006378531211,0.002408131723149846,0.025364487799850573,0.0015591120222692811
Binary Segmentation L1,32959,8765,2100,5.989902735388916,23.32661657333374,3.5121169277481137,191.10501775741577,58.214072959856104,214.43163433074952,61.02607359596293,6764748127881.877,1082260738532.8906,0.2766173253712627,0.005256481375678211,0.10154306626045348,0.003487559971511487,30501471874552.406,1049075348644.2588,0.18114107152917816,0.004554892517652812,0.044207206563531797,0.0021761283450137166,0.006460014301405475,0.001327502945963934,0.006280483710063126,0.0012814381958119435,5.8472818363747846e-05,2.1483496935690237e-05,6.298813758200018,0.7437904900769585,0.0327284583037528,0.001777204003931491,0.0034273310312841845,9.525363097540787e-05,13849292392690.545,12093705137729.469,0.0044476937642459234,0.0026689687335134074,0.0008187523229363681,2.6412706901193808e-05,18452915577476.688,5023640929694.011,0.0071822918470619895,0.001036991547502338,0.0006140283002368728,2.116471819263264e-05,11594737995434.414,2426758826432.0786,0.0847328874209264,0.0013844271268737681,0.025111476216134444,0.0007713417887251784
Binary Segmentation L2,22659,8765,12400,35.3689494851536,4.206709003448486,0.7302304437541707,125.24828505516052,39.541532364574095,129.454994058609,39.83771126618492,8489359804914.509,702281804003.4907,0.27290440841271596,0.005361374062373133,0.09999899505242082,0.0035099658683812956,32938073004797.695,1568766649822.0386,0.19454479570509345,0.004108712790429169,0.05109244591668633,0.0021085497378679646,0.007005634167127201,0.0014170199089655197,0.00682154217869983,0.0013874507085886564,7.074280977218753e-05,2.6696599367697113e-05,6.1132804489267425,1.8811655114092807,0.03931027879432009,0.006130668204853346,0.005137497068037333,0.00037958867585721084,9830661404022.387,3154088730036.7437,0.0036612114427240715,0.0007198795409704595,0.0009384778709524822,3.8010700647584076e-05,22647482998086.24,12978559737007.129,0.008501166935623472,0.0027379959837435354,0.0007937584765704823,2.4325554676699843e-05,12317596201970.93,2564981094831.392,0.08762390057819551,0.0020470284347099688,0.02633865286573992,0.0009300497444724349
Binary Segmentation Normal,6874,8765,28185,80.39305171282695,8.805068016052246,1.2338088415271913,31.137227058410645,4.09468460013893,39.94229507446289,4.502738811652851,17479143679399.84,1204431662991.2043,0.2823551315024946,0.00521754889704834,0.11625751513837748,0.004812477672565999,46635421035519.055,1543310679684.0854,0.20496557706619786,0.00481073726193952,0.06259475693536733,0.0032573542370876083,0.01124112244130963,0.004131640815443799,0.011087230516094311,0.004081621329350176,0.00300070083895085,0.00466724140991319,5.499826476074579,2.952720254539579,0.040008135310465265,0.006858962515190845,0.005936385788851806,0.0006774800383846156,16522310493829.084,6902980105567.261,0.03699642305555246,0.0015340307508907233,0.48303157415694603,0.006408141920469226,26497422559223.89,3444069735659.4893,0.010536671799876616,0.0008615235715506365,0.001548392227332002,0.0001822560102218235,17855716294662.57,1347665322697.4631,0.09765819487511224,0.0026398369715032117,0.11206155418097138,0.001934603919577259
Binary Segmentation RBF,32964,8765,2095,5.9756410622094185,9853.214071083068,3599.622587083178,164.98209075927736,46.12121413628677,10018.196161842347,3619.589840880497,5916992215577.569,1593004893262.7302,0.2751605187839002,0.0071945341153623055,0.1001964866287388,0.005503728463668394,28173401934708.406,2034898176516.8828,0.18151051337791557,0.003382628262140776,0.04436745022727141,0.0014080084218915869,0.007518503601119259,0.0018917174698410888,0.0073289522858614705,0.0018401078281359425,8.707385801169793e-05,4.2334293311862704e-05,7.36763796529036,1.1480231825374703,0.036218306186337534,0.002945588967418187,0.0036818402034808854,8.890747735450103e-05,14372610365976.066,17148951197197.332,0.004609237991372937,0.0038090648029044092,0.0008822058040565873,6.145952499830078e-05,23233587822884.613,16515520796620.607,0.008302344528790704,0.0035410064782274656,0.0006516459840223805,5.511369382702156e-05,11949432056525.455,3949110383007.0073,0.08552164552569504,0.0023254660456818147,0.02497778378426367,0.0010576009919538595
Binary Segmentation Cosine,22659,8765,12400,35.3689494851536,5803.038817977906,694.9822542368955,134.2414375782013,24.633515672217108,5937.280255556107,687.0646088712939,8990690910206.182,1852585524807.5906,0.27054330793903314,0.01003310754415353,0.0984715992687394,0.007194460924564728,32336545019497.47,3038100385408.1836,0.19292726039942654,0.00505696103158692,0.05039406122476056,0.0026741162263139513,0.006209717858967227,0.0010548030164572023,0.006045949467859623,0.0010320762520801968,5.399377083415275e-05,1.7025998324615437e-05,5.472627779006831,1.1883443513646936,0.03748501651625941,0.003296242947489473,0.005204921229642279,8.678840167161829e-05,19645407024335.14,13507168027212.97,0.0058179860916694115,0.0029603090386562925,0.0009369412723369666,3.244299919156692e-05,25297975345611.49,32732986372921.918,0.00903516986244002,0.006906150625034033,0.0008198559901705323,8.689659231026884e-05,14378436383275.732,6130049515859.928,0.08697578171278081,0.002632037026647163,0.025980228792747345,0.0015841697916597639
Binary Segmentation Linear,6874,8765,28185,80.39305171282695,14.69233808517456,1.8817535158900167,34.689289808273315,10.876183364719862,49.38162789344788,12.008309351401724,18991029584826.375,1037313485157.8395,0.2821166177081295,0.008647610033560958,0.11832627996780598,0.0065029243293946,47307584249499.13,1381810048437.871,0.204788780440887,0.003527656779805251,0.06312974881755634,0.002955215757242115,0.01143167301280763,0.0034541342353766476,0.011254245394526165,0.0034144887019156994,0.0033536218909756307,0.0017349954547402609,4.7496627331608865,1.5048375397116638,0.036225966728132386,0.003420444449670744,0.005246294537929678,0.0005099381876874183,10429317042362.518,3817464189889.598,0.03649642020083248,0.0012671537675224092,0.5041466321373574,0.019716576874485282,53178954237589.945,39656289045562.2,0.016209089111737088,0.008463717152439905,0.0016943562158481245,0.0002126375940415443,21651147519046.793,7108803039116.057,0.09784851993070622,0.00195575150882967,0.11598282226124576,0.004626608739826545
Binary Segmentation Clinear,2139,8765,32920,93.898856213811,7.337623834609985,0.7662131453701858,10.573646926879883,2.3076363233139228,17.911270761489867,2.4755287258605962,17941312246798.418,2842342643067.331,0.32928866815369273,0.010295088209472319,0.15134491110591045,0.009408266056237848,29305607388818.367,2336747557595.041,0.358361921049242,0.014663148297567314,0.17810465986110646,0.014133861411568787,0.019681467005180395,0.008486367485817237,0.019260303926864425,0.008289604488443531,0.0035047178031172165,0.0012775157613836847,10.617837993078485,2.0750729651238604,0.05764374730731624,0.007375183011810037,0.006837272791947006,0.0003815643147376383,48726782210646.45,22097831969287.3,0.044379960205221454,0.005002333615431182,0.4902443965950798,0.03307318972704701,73978685940756.28,69848677192421.65,0.08209312097561852,0.014682532717150412,0.27532745104281287,0.020158987715428157,28325397964504.746,10555001717773.97,0.14850462026966124,0.0020932775118869193,0.18422723486666223,0.007021960947341711
Binary Segmentation Rank,33129,8765,1930,5.505005847286004,8.032483005523682,0.6073164689339389,232.93082904815674,31.072517277825924,240.96331205368043,31.159709152923075,6939517131948.088,1182327395354.4854,0.2751507355173798,0.00479483875548502,0.1004289870708543,0.0031667411238370646,30020669480524.758,1220992596147.175,0.18051256406136143,0.004258734849824731,0.04392042807691097,0.001837780686146742,0.006318785102858984,0.0006589408645131883,0.006147965784293245,0.0006342531639560968,5.470964418494515e-05,8.754732394450264e-06,7.055319556358164,1.221733781013805,0.03496399056247741,0.0036346433076247155,0.0035540655174767346,0.00018146987942723174,13811816592833.965,10486370275382.652,0.004449826141016068,0.0023377502267705385,0.0008321185171304045,5.609341969893841e-05,27175593808737.242,7738615022087.506,0.008937318850276542,0.0016319616098476504,0.0005918771238445854,1.3939308492494579e-05,12991266169008.297,1883414922362.1362,0.08502706681946637,0.0018998765211822213,0.02489703099173367,0.0007441006436387735
Binary Segmentation Mahalanobis,33129,8765,1930,5.505005847286004,9203.096583461762,2899.312857791395,173.27149577140807,30.076355719767474,9376.368079233169,2898.2412272732086,5286786908436.886,885034936968.5452,0.2807939585536185,0.004649724420724795,0.10355600046371712,0.003544516070496146,29689847157200.016,3137880376806.8027,0.18247010285833826,0.002942664468587454,0.04487914997462438,0.001415960054877171,0.007182397128916734,0.0015483908008439575,0.006984770058114283,0.0015091521748638473,7.186153228449279e-05,2.435156322316539e-05,6.743619627797337,1.2128200588693565,0.03436950484720631,0.003262103305640941,0.003615608067986568,9.816969672360421e-05,10595741837564.648,10850456694377.246,0.00374555217793803,0.002402221826894517,0.000837068037787682,2.576486158260418e-05,23837629894523.766,17500838811346.443,0.00838026341353943,0.0037954844536375047,0.0006387102585853533,5.621108044772168e-05,11568334299621.787,2904404630788.9097,0.08612402531812435,0.0016148947636374783,0.025599733055830968,0.000702942420226857
Binary Segmentation AR,1244,8765,33815,96.45169571294105,32.70017762184143,0.4889101767755379,9.842999458312988,3.374558103271772,42.54317708015442,3.1190286530994014,36374139612438.08,3796127731165.9214,0.4559373605327165,0.0419703792564624,0.29536584927716136,0.054138356371720396,11643957854360.664,3756297648413.2935,0.685097120440969,0.03847884875732129,0.6970818782998217,0.08413535906153885,0.05805130046725593,0.02076794805032209,0.05664012701647389,0.0202083754705182,0.01818984033796168,0.010581951082425775,12.69703511747419,4.356429160615291,0.06856405247684101,0.014620131205565013,0.00936540799284471,0.0027740947051527517,104204092284289.33,47046787964424.99,0.05715610342095796,0.010850050332117202,0.5065986282299734,0.026771914300019423,142266843966797.16,132505701718307.69,0.16614464140763477,0.02802840326211158,1.148065487135672,0.039640409063156794,49081505619649.32,25862451587662.934,0.24825656754926573,0.014391990280098375,0.44577784854557345,0.02360248885642089
Binary Segmentation Mean,19463,8765,15596,44.48501098148835,24958.45048866272,4051.3011120518927,78.27537579536438,17.513366793984414,25036.725864458083,4058.0213697875483,3616126800913.039,992678083133.5945,0.2703945807957095,0.0035525719695720056,0.0957492406078718,0.0025764794183633006,27418893136271.88,2867054697583.8975,0.1953405555933384,0.008225495626935555,0.051318197596648046,0.0041318522377458596,0.007437136655880245,0.0032769396236675533,0.007223542201674318,0.003183205025255965,7.721523542470489e-05,6.431398623516788e-05,6.226113291115582,1.519189106218821,0.0392351423251701,0.004936031020242218,0.00498448906167767,0.00021247539495956614,26195029967562.625,35331804608886.68,0.007262940787597037,0.007811561375171604,0.0009890810248263924,0.000164759941763099,35448827479419.836,20734500997733.953,0.011205324128398395,0.004346849555234543,0.0008149270414418769,4.3862623297891146e-05,15446479564028.725,6859939245546.693,0.08844368097198056,0.003675582888278336,0.025655525094648433,0.0008542650451939034
Binary Segmentation Median,22659,8765,12400,35.3689494851536,24958.45048866272,4051.3011120518927,119.29790377616882,68.74407958942435,25077.748392438887,4005.27511331891,8827968223703.38,945173937079.1698,0.26995039498911194,0.008911795709127054,0.09805324027356327,0.00544906221459795,31861251545986.86,2230502677481.5146,0.19317676400848754,0.004817099999162441,0.05048189623460708,0.0021509480416557806,0.007613073661993765,0.001955838046444212,0.007424249334298,0.0019103427831506292,8.728871013911789e-05,4.234548517761002e-05,5.182786785915389,0.7437708507017669,0.03625178554689461,0.0021964511964094637,0.004974951398834263,9.32149461039309e-05,18519845342828.11,13164524479287.123,0.005603668891340019,0.0029308814843375932,0.0009794014899352675,7.859564860176786e-05,22790820438891.91,15761727903717.736,0.008559353398792931,0.0034649427832670974,0.0008032219227558828,6.779557643073188e-05,13666647591902.348,4403282643250.066,0.08682770269482025,0.002052474516239451,0.025896666671639153,0.0010388720151436304
Bottom Up L1,32189,8765,2870,8.186200405031519,1.6616268157958984,0.18223200096742612,159.1957042694092,54.50309849407763,160.8573310852051,54.545661016523574,5626398090918.755,500190624808.9342,0.27287068612448045,0.006089762020490327,0.09801950101350057,0.003999277332758955,28813029039678.492,1729710848323.2175,0.1797590395850905,0.004913923047733048,0.043494591309425436,0.0023113390885653264,0.007252919064900589,0.0017952272052513332,0.007051789821174973,0.0017209334393721853,7.798312348572458e-05,3.7789085323312096e-05,6.3674232821157295,0.7444450390256165,0.03308451527482653,0.002118028610419103,0.0034869199660007384,0.00019605332810851653,13764255821664.43,11641867530542.922,0.004432811737498666,0.0025738271049610796,0.0008299753626421184,6.882692029417624e-05,20906085753202.055,5904494059376.643,0.007667034035404182,0.0012500268809311499,0.0006120925062853683,3.328138229099499e-05,11518294784244.8,2515968533108.2393,0.08414431276307807,0.001655558357052579,0.024420177213556694,0.0008975014689676848
Bottom Up L2,26294,8765,8765,25.000713083658976,1.2949746131896973,0.18910147933243246,150.67838039398194,85.67780107019556,151.97335500717162,85.67804545238015,2438297582660.391,1203825318525.1094,0.2746577944526754,0.0020526376621061767,0.09868279251145062,0.001481065704183122,28979434286061.965,1736829486515.4937,0.19851403906898338,0.004441264117036274,0.05296072089005431,0.0021364901631272873,0.005683521275672001,0.0013606069076341298,0.005539123064024251,0.0013295400324287992,4.7144263890692265e-05,1.943748959145339e-05,6.3323869524515715,0.27477488451022375,0.03927446229095222,0.0013675189420010187,0.0049579903897242665,0.00025680797259448716,10569427393357.113,7245551048989.789,0.003758531075800835,0.0016485779583202897,0.0008503253761240875,7.603926479583956e-05,37849504275482.92,31721619864655.387,0.011702849135142255,0.006819396704444854,0.0008241211747195498,0.0001385126959211489,13306110589594.602,6430280196928.952,0.08890779984792864,0.001668544474904732,0.02638718243432729,0.0004486467665912439
Bottom Up Normal,6484,8765,28575,81.50546222082775,1.9489838123321532,0.3156599076238586,35.46288142204285,13.07017616685791,37.411865234375,13.262747735796914,20455201772983.465,1915665032912.4482,0.29341681310316436,0.00491591671918798,0.12865612325325823,0.0018904523528499044,50636358802257.414,2517686425784.535,0.21386911995248475,0.006678398301665033,0.06965414794827686,0.005112871515869216,0.010626224671921059,0.005675999413605381,0.010462414923470597,0.005589020617746638,0.0011693698343471011,0.0009487556214762072,5.818817916842654,1.63883651720845,0.03987464137597123,0.0048797136231935895,0.005791871687165359,0.00031130845103517204,17919749424087.27,8017254050911.27,0.03673562321437174,0.001098751397515717,0.46739615131409246,0.023007691639575372,51035429880482.24,20904982638502.43,0.01574857255652484,0.00440942216018422,0.0019728116202079606,0.0004876658967644961,23341123313302.37,3999982906491.1997,0.10168453085432984,0.0017183200623119906,0.11244007927622501,0.004008303417705694
Bottom Up RBF,31794,8765,3265,9.312872586211816,416.7318756580353,279.92341912549364,172.66647143363951,63.86673723942376,589.3983470916749,336.33107347439915,5793743497392.32,2440264862924.5454,0.27158159312364866,0.00728274968171324,0.09782602918968497,0.005704867443410172,28756068868804.11,4079535992800.37,0.18032172456639117,0.004431626336443286,0.04393232583659002,0.0023744740952804182,0.007873272269008812,0.0021783767367235985,0.007667029881452403,0.002135993735944894,8.388117916722791e-05,4.563991346174231e-05,6.467516015864708,1.4028450716773568,0.03379474989655074,0.003925152400800363,0.0036366761997753227,0.00010593756589244018,15807595006800.668,18071898339978.652,0.0049271142526867255,0.004008958715298024,0.000883919582838898,5.8309106297200554e-05,19419707648183.83,8102497837203.611,0.007482740007794766,0.0018540824609848113,0.000626479956897655,5.173278383393474e-05,11629519170197.682,2927314097393.092,0.08429582528808634,0.0010863773159014182,0.02449821865749238,0.00122004295364518
Bottom Up Cosine,26294,8765,8765,25.000713083658976,86.6072925567627,26.82787598393518,149.63251338005065,56.928147034607264,236.23980593681335,82.49559985475219,3613366914878.354,2044182939012.8325,0.27276042567183223,0.0049225015229851015,0.09775017080759353,0.003613694190692594,28445856312075.207,644271477605.3143,0.19500438065328712,0.00248167396687063,0.05094532560457772,0.0011595393945539676,0.007536726200985378,0.00196211359050328,0.007310699304299306,0.0019041774185151422,7.783238631313862e-05,3.98330825518009e-05,7.258777921046707,1.108452833615691,0.042297358993103835,0.003863890656450142,0.004987872908263819,0.0002470914717397929,18386929692828.21,13669464802440.914,0.005441448299418842,0.0030221563027878883,0.0008117870512615913,3.202931654780518e-05,13905285216262.67,6161865605213.875,0.006564637990895983,0.0013544118701851007,0.0007582331411549507,2.608031694126981e-05,10725239689341.75,2860130329767.009,0.08822982515213866,0.0014544059833383914,0.025888536983194155,0.0007135698814184779
Bottom Up Linear,6509,8765,28550,81.43415385493026,3.1344369411468507,0.2950734318011042,30.034440326690675,12.683738293432556,33.16887726783752,12.659818062425018,20649617667649.516,896181990663.9956,0.28870057449860004,0.008340789374161882,0.12552068727767002,0.005601483864843277,49395303992154.164,1720172937483.315,0.2111094604647241,0.006956402340766595,0.06777131700673826,0.004493404735537611,0.0222195995745402,0.014407282014300455,0.021886775346877323,0.01417219106365308,0.0025988284248188165,0.0017558816699285492,7.79988340202519,2.1324133278245387,0.04597001857229143,0.008111003967128477,0.005835554602572455,0.0007172922239163202,16575658914017.803,8405598493378.721,0.03706962013082588,0.0014878833720134038,0.484080656716219,0.028762998088478074,65165820613399.164,15944359822602.72,0.018897505766437134,0.003268819929527301,0.0020238454036977625,0.00022731514052649014,25297733531204.41,2843984212215.5073,0.1039389924632914,0.004790294690777315,0.11463848157195305,0.005588923946286246
Bottom Up Clinear,779,8765,34280,97.7780313186343,1.3994623184204102,0.3128724902722322,9.462259531021118,3.1009597669353903,10.861721849441528,3.3649093407984285,38521983131912.89,1348405089702.1611,0.45540343886090695,0.014751372570334372,0.28646813652911424,0.018865119126502978,4549097124600.854,2121048285659.8496,0.7907176207893075,0.03582921568104147,0.9199922119270324,0.08826947120335597,0.0741285117205807,0.050918887551373325,0.07221304377844834,0.04953602580239928,0.023405714262187335,0.022327379111400477,7.031611797467831,1.9679696554142792,0.05803181696475269,0.012004213793497105,0.010274771156518259,0.0024782056858856953,127343803536713.11,24395636834320.254,0.062382185110723104,0.004448629803428974,0.5062561510322404,0.03048990132644076,105909261419363.3,52507278354755.16,0.15952480442755093,0.013718022272934508,1.1632790575879377,0.09063455654175331,46054024202099.195,10850691481500.436,0.266378818321944,0.00992404924713848,0.4849460070825056,0.026174212980569687
Bottom Up Rank,31549,8765,3510,10.011694572007187,1.5424511432647705,0.2285823423718806,137.1750958442688,60.62573901640535,138.71754698753358,60.82251144228712,6859500279668.37,1446809622914.6555,0.27348469067856834,0.008368492516220667,0.09920247899837892,0.006186755114840263,29551453323824.355,1227145121511.921,0.18519885785565263,0.002746003538822568,0.04606825798729152,0.0014281828759801585,0.0065728324401589594,0.0018738902042694104,0.006400929206510767,0.0018212257711473004,6.247530502230077e-05,3.156525696581378e-05,6.647662225797041,1.1178479386571893,0.03408258814706955,0.0029178581078978974,0.0035705934282113717,9.789421525938223e-05,25298286825363.688,26720072985811.547,0.007005088768480889,0.0059337568936207105,0.0008914977696166731,0.00014102841345162723,20775522752633.53,11162495230981.531,0.0076918041117674885,0.002362212171750219,0.0006176059308088645,3.251197974445376e-05,13747460530249.21,4129678868766.1396,0.08564399312800719,0.002142545997972054,0.02506881823655497,0.0011821415686242038
Bottom Up Mahalanobis,28809,8765,6250,17.827091474371773,48.9866268157959,61.89743912709707,159.85966882705688,47.0470954398327,208.8462956428528,94.80481199656847,1650942006952.7827,575738124851.6017,0.2779051159226214,0.011274642552658469,0.1010280567319085,0.007581422434039031,27384430354610.95,3338718935558.135,0.2010019238902508,0.007035394182241683,0.05416581025559738,0.003550247167688763,0.00686959008810286,0.001004344055972944,0.006682137157373566,0.0009707682177867659,6.442181358848685e-05,1.6448515323567136e-05,8.927320071791153,2.254879296704025,0.040825040842054794,0.0071805214213526555,0.003851188130779289,0.00040294675044445284,8525948569841.049,4972303294894.822,0.0033154408489023237,0.001108811659268802,0.000868784109279217,5.410204452450517e-05,27342877240059.008,18686928042631.527,0.009512310998642328,0.0040028599754059506,0.0008081852931481848,4.174180076128801e-05,10817366361911.96,3004300316412.7725,0.08987366160997286,0.0032463813184533392,0.026797741055716855,0.0018080768492821214
Bottom Up AR,26079,8765,8980,25.61396503037736,3.1953804969787596,0.5315228870848162,145.58453493118287,63.724417499140976,148.77991542816162,63.694776233882905,3500694068953.521,1854640779385.4058,0.27369295507391855,0.007202281706879704,0.09855291782125995,0.004891451042377809,28842976820031.79,1184586165926.209,0.19635693647022034,0.007156884203341948,0.0516262404064429,0.0037079999593243123,0.0072720181817325265,0.0025420964047054894,0.007059337520383433,0.002451529499978111,7.80936080497937e-05,5.6548416003058676e-05,6.126259747433599,1.118882927093065,0.03918803129253513,0.0037384161018486155,0.005176115968250272,0.00027070068179717093,16357572226589.164,11647593615324.977,0.005027468235970571,0.00258685668572579,0.000850099228039701,5.332258275007744e-05,26148374507673.99,15466667613515.197,0.009180121582816435,0.003297491404849101,0.0007707114286183293,3.2409371913835857e-05,12474936270542.232,4124436009750.4434,0.08841747502930647,0.002318462933320505,0.026175696410110173,0.0011143726589800723
Bottom Up Mean,21678,8765,13381,38.16708976297099,566.5031111717224,368.07255639680295,79.93100910186767,24.930067372142847,646.4341202735901,370.8828903867242,8822389662750.035,1388392170224.0547,0.27380912906558835,0.0050030370305636064,0.1005612656103114,0.0043986207227351215,31650814302731.207,2497386721987.407,0.19354089677359942,0.009974454253315645,0.050561074980375674,0.0046548105048065305,0.00674091431867148,0.0008566844636087489,0.0065441988902030235,0.0008307470460817429,6.122448518003865e-05,1.4093660369061782e-05,5.4894000391269175,0.6333220014464739,0.037053073394578945,0.002622903361583377,0.004994497949629974,0.00038516846365995605,9842196406726.596,6644220046424.603,0.0036458109703635696,0.0014793855147781742,0.000911210456409237,2.489730280966126e-05,29328119111746.254,18891120192740.117,0.009978621727615752,0.004029209852342481,0.0008267168168520708,2.333082669056758e-05,13273919913993.04,2425298551051.3984,0.08742862180365754,0.002429780462556967,0.026319331716459806,0.0013069007624471702
Bottom Up Median,26294,8765,8765,25.000713083658976,566.5031111717224,368.07255639680295,135.12866759300232,44.603007581739064,701.6317787647247,407.0693358913801,3133259575498.5854,1095173401809.9004,0.27811491264640203,0.00631285473626543,0.10110060328643947,0.0045846802400282905,29696503368036.086,1077342413615.4524,0.19667987892203584,0.0044260845156273475,0.051720940409604746,0.0021457213001005587,0.007064425405512968,0.0014539048877738427,0.006873136129870939,0.0013966726337457664,6.993007812631338e-05,2.948272474283512e-05,6.51387097752501,0.9407394087018889,0.039995271981829096,0.0035280226643787252,0.004985472507562346,0.0003853067757833855,20985317864421.297,12160473676657.379,0.006043093394595287,0.002682186448248952,0.0008506836522474815,4.3344454039624004e-05,26900284074657.96,15322731741467.643,0.00937936630586622,0.003330454557321655,0.0007894684770526985,5.93937616258784e-05,13452560813769.87,4119543874940.4727,0.08951427656343207,0.0029768044177527196,0.026586183068505517,0.0010537688931148753
