Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,DEWP_MAPE,DEWP_MAE,DEWP_MSE,TEMP_MAPE,TEMP_MAE,TEMP_MSE,PRES_MAPE,PRES_MAE,PRES_MSE,Iws_MAPE,Iws_MAE,Iws_MSE,Is_MAPE,Is_MAE,Is_MSE,Ir_MAPE,Ir_MAE,Ir_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 55.0%,15777,8765,19282,54.99871644941384,N/A,63.02202868461609,63.02202868461609,10250891782085.441,0.2758386318144515,0.10300971105302924,34401780186303.11,0.19658763181351954,0.05237785874100653,0.007031473532195925,0.006806612989903791,6.547243435909754e-05,8.43305902301101,0.04615065885030298,0.005051079450293595,29172579825946.02,0.007944594162567485,0.0010117020506812992,52863916358598.73,0.0148732049523226,0.0008321560491066565,21114861358823.39,0.09136688909717729,0.027057996629746218
Fixed Cut 60.0%,14024,8765,21035,59.99885906614564,N/A,60.16584396362305,60.16584396362305,11322949614580.48,0.2833275765419801,0.1092015069509076,35161856045838.52,0.19564461839938058,0.05194330778385061,0.006880652825604514,0.0067224752114367564,6.484623292369054e-05,3.756938734862858,0.03330501174919991,0.005238056833717676,44467096906663.84,0.01132813704856283,0.0010325368110914088,15445723544215.68,0.007206063007786581,0.000834273731135481,17732937685216.805,0.08958898032639029,0.02805242139060431
Fixed Cut 65.0%,12271,8765,22788,64.99900168287743,N/A,65.21828889846802,65.21828889846802,6574505858885.207,0.26667536281461807,0.09436326352241897,26432540366164.023,0.19187994891047783,0.04957461905604806,0.005754803901738656,0.0055943062429898325,4.6869304854908375e-05,3.6069466405810773,0.031842095640694235,0.004932302316002411,10346484648248.887,0.0037331648010744565,0.0008873790622998164,13739490315342.367,0.006531229640658563,0.0007451943993284361,9515503531440.47,0.08437601800841837,0.025091604610158722
Fixed Cut 70.0%,10518,8765,24541,69.99914429960923,N/A,25.693082332611084,25.693082332611084,4359287640585.6836,0.25343491106177485,0.08514011903774547,24079288405161.24,0.188210531478342,0.04854819446076917,0.011039940138307898,0.010741969171540158,0.00012882157200116593,6.770430298420314,0.04192781882432863,0.005575739396112807,38883893395878.79,0.010162146115356483,0.00110595334164109,32554300104881.754,0.01111813585462568,0.0009489656351415191,16646128257752.186,0.08593258541766112,0.023574632240568622
Fixed Cut 75.0%,8765,8765,26294,74.99928691634102,N/A,26.771584033966064,26.771584033966064,4528703318110.771,0.2864323174650375,0.10738881013782499,36970594469525.22,0.2034600986942142,0.056716099079853095,0.008260656236002898,0.008036308947534564,9.549181725945858e-05,13.342995991437979,0.06664988375942384,0.007141637133316043,46538241088587.53,0.013119874999235927,0.0034004142104475535,76822386056327.42,0.021088427712315224,0.0015131458469134266,27476654155427.137,0.09979781859629183,0.029375933037602484
Fixed Cut 80.0%,7012,8765,28047,79.99942953307281,N/A,40.34527111053467,40.34527111053467,18745573232178.027,0.28409615926586523,0.11858162585970701,43173642410673.74,0.19871592693600987,0.05707630849813755,0.011018990145431055,0.010830741326038795,0.00013875232279028806,4.177428908212697,0.03402088385962196,0.005186603202701072,7171347227359.207,0.004555498353595038,0.0038075927848592855,44437896011837.76,0.014155346119812949,0.0013137421005871967,18921409813675.18,0.0910624259768227,0.03101743746146382
Fixed Cut 85.0%,5259,8765,29800,84.99957214980462,N/A,21.927184343338013,21.927184343338013,19513935365975.305,0.2937373038386346,0.12735005019983534,47638656710042.03,0.20793137507365694,0.06508729000259174,0.014790059147475975,0.014529912836986776,0.0007120432634954188,5.919402532772176,0.04128551230782381,0.007311901169711398,25489449245446.023,0.04151936166924659,0.5583821936888684,52223787544829.51,0.01596632412470389,0.002086291859559099,24144304811049.47,0.10249496497517385,0.12682162836401054
Fixed Cut 90.0%,3506,8765,31553,89.99971476653641,N/A,20.63461184501648,20.63461184501648,5456604548029.158,0.2715940692772887,0.09740547881597236,39770158428493.67,0.21075350618287172,0.061261938896631396,0.014639779985541584,0.014350277586983795,0.0011599372036913069,9.686403781998916,0.05243928727057269,0.005979955842813028,30636020302205.637,0.04275136183607889,0.5581014046500783,62764550247628.17,0.02197063284478973,0.00492961872388429,23104555587727.465,0.10230985583309728,0.12147305568884535
Window L1,26294,8765,8765,25.000713083658976,1.261040210723877,114.26227712631226,115.52331733703613,4394465320674.5054,0.27255402438698356,0.09747760748622193,30671524716805.367,0.1937496790285464,0.05035243338159513,0.005650564281138929,0.005509695129000872,4.259618416971076e-05,6.8249667455217295,0.04146133625141667,0.005131642919400102,8572162591302.273,0.0032959789817386714,0.0008262895393396796,58968343554246.78,0.016256115474110988,0.0008900733574828063,17101082697172.408,0.08880447154196536,0.025786773811368274
Window L2,26294,8765,8765,25.000713083658976,0.6917550563812256,107.31454181671143,108.00629687309265,3562413824277.1353,0.2774043988378818,0.10048249026367184,29197476396511.027,0.19749088072678989,0.05204693949144063,0.006492136999423461,0.006282040073463447,5.834058791908546e-05,8.648796615056455,0.0470626014282271,0.005138182733014023,5503831914676.998,0.0026506824582771785,0.0008700267374952626,7740844978377.135,0.005254793428964989,0.00075570412074177,7667427852308.2705,0.08935756615893291,0.026558613989047148
Window Normal,10604,8765,24455,69.75384352092188,1.6868481636047363,47.10567092895508,48.792519092559814,2535123065573.045,0.26711644021393377,0.09364512918203181,22911709455057.32,0.1987475192557868,0.05352359478911026,0.005938769590640023,0.005756166906183797,5.178305648241945e-05,7.035781543119589,0.04211555769727686,0.0053821561456957046,9499547062183.143,0.00354148355922688,0.0008786029302551713,56757185918820.27,0.015840456510825038,0.0009028160663750456,15283927583606.61,0.08885293735720501,0.025730680361658417
Window RBF,27374,8765,7685,21.920191676887534,337.12584590911865,119.3852608203888,456.51110672950745,2238962753445.0127,0.2610882504775563,0.0899030955928191,22872665766249.645,0.18803815858549358,0.047645741337064694,0.004767653716604765,0.0046562634528364896,3.621476468757121e-05,5.235664395359982,0.030108133171252993,0.003433946153846437,25633228849152.004,0.007056212796484888,0.000833095610971712,10487587273105.771,0.005846321107987693,0.0007616271168657949,10205407440326.086,0.08279888993193486,0.023768953429375905
Window Cosine,26294,8765,8765,25.000713083658976,49.36798429489136,111.75830912590027,161.12629342079163,3902501740460.547,0.2749222950061227,0.09885894776125327,27772960011531.13,0.20328071545308166,0.05512818535780893,0.005835781552624985,0.005696006469789001,5.255899553709521e-05,6.454513301868771,0.040730113819231015,0.005446462574888797,18882232230922.527,0.005556104469131554,0.0007989405228577703,9438887509050.725,0.0057010861808278026,0.0007798013726191722,9999430248661.676,0.08931438689969634,0.026844149430827483
Window Linear,15739,8765,19320,55.10710516557803,0.8935041427612305,88.82235288619995,89.71585702896118,9082862996469.363,0.2794451404194475,0.104540627898628,32663524551956.164,0.1963619217598762,0.05191888527129443,0.009307432096410067,0.00905080299627118,0.0001065178476627258,5.846098161898212,0.037670390595671926,0.0049052228629202135,10428917582462.396,0.003735945918078064,0.0008517918792110091,12036312968339.584,0.006208883779436914,0.0007871207736619188,10701936349871.996,0.08874551424479632,0.02718502775556306
Window Clinear,26244,8765,8815,25.143329815453946,0.568540096282959,122.10459685325623,122.67313694953918,3781917746793.3984,0.28419356186240086,0.10519702889067031,31681363117365.344,0.19786631650831732,0.052288613819062975,0.006928189963223184,0.00674673889480891,6.50709261744686e-05,8.083117899448643,0.04557955316004927,0.005177775241069568,54609447538000.5,0.013525431625801092,0.0010173575275507682,49425997483359.49,0.014209208696728415,0.0008325396958384064,23249787647587.574,0.09368680179134974,0.02742973101672776
Window Rank,34984,8765,75,0.2139250976924613,0.6894280910491943,273.9614369869232,274.6508650779724,3960773105121.7354,0.2713370947820171,0.09708011286279479,25604918277963.305,0.18251680319043936,0.04458288311673876,0.006967418710089797,0.00676798857856889,6.232307958666806e-05,7.5139130836806665,0.036154079183477184,0.00354355131766302,15130264330410.242,0.0047491736345539265,0.0008423303659724142,20312290906614.316,0.007478516637080726,0.0005859352951783164,10834707770019.307,0.08483394266768794,0.024449522672989
Window Mahalanobis,34989,8765,70,0.19966342451296384,15.731219053268433,180.91047286987305,196.64169192314148,2826202461626.4473,0.27429243924781627,0.09840527533680979,24805757527934.723,0.18588522317725215,0.04611729229422155,0.007492257863154066,0.007251658721706571,7.328115567411473e-05,8.305521973654812,0.038509060471139604,0.003578156127501056,5264008145023.682,0.00253949131328314,0.0007984228531942362,52532114280029.91,0.01437707684850438,0.0006454038755887633,14238013735770.307,0.08714249162994851,0.024936305273831644
Window AR,10094,8765,24965,71.2085341852306,0.9711251258850098,70.93241095542908,71.90353608131409,2245396296641.3677,0.28377444700830134,0.10498795001602007,26399870632509.66,0.21271104072665534,0.06035110367394171,0.008029702979374966,0.007771134517897821,8.398358079979785e-05,5.978330936917709,0.03918896806866655,0.005345860404995747,17672419098029.105,0.0053674944026774005,0.0009133166527405561,31497875179481.207,0.01144155396706633,0.001310771373856671,12969260201111.016,0.09337577311520968,0.028832164283725776
Window Mean,23891,8765,11168,31.854873213725433,408.9872901439667,68.61417198181152,477.6014621257782,12787927621732.018,0.268289634307488,0.10017856194604358,32561104839673.21,0.19253954329759382,0.0506718287083129,0.004757458991267313,0.00463149605915734,3.196245873956701e-05,5.4914477349332556,0.03668847842360686,0.004848489538201492,28409611568050.6,0.007841275634736583,0.0010481535617612643,9713471138492.156,0.005775536223352772,0.0007964158301800499,13912019194658.682,0.08596099399098879,0.026262568673873207
Window Median,26294,8765,8765,25.000713083658976,408.9872901439667,109.00875425338745,517.9960443973541,3765675128314.0337,0.26330731767812,0.09093785287574678,27106943370279.79,0.18992690471951565,0.04841269556131686,0.004609243402277925,0.004489064729997968,3.0478401533528776e-05,6.584987348139887,0.04013248287687167,0.005001865859527622,4710604194671.255,0.002486464769995684,0.0008874715112053776,18632725063051.926,0.007640923883725102,0.0007814473201596866,9035991292720.387,0.0846638597763704,0.02434196858824826
Binary Segmentation L1,32959,8765,2100,5.989902735388916,22.503469944000244,152.6687891483307,175.17225909233093,6368727574473.119,0.27885890045853634,0.10239177731852578,31229162642243.33,0.18766086924179512,0.04726113056302741,0.004995404463252755,0.0048521029945476956,3.3137042259595134e-05,6.171358202731818,0.03275158369356995,0.0035694580968599825,3622803119456.406,0.0021926668334984567,0.000812182279034966,11495351393505.22,0.0057703368230122495,0.0006441282271692421,8786007454947.148,0.0853477433408255,0.025785302254479475
Binary Segmentation L2,22659,8765,12400,35.3689494851536,4.173835039138794,172.25104784965515,176.42488288879395,8741339054855.272,0.26642404281511806,0.09597223594190482,33658876142581.5,0.18959050383752143,0.048877604217167234,0.006866496482165577,0.006706528893456797,7.058529422084786e-05,5.53143898943696,0.036536492555363766,0.004655411776721316,7175174177759.499,0.0030496099823997965,0.0009070801354433359,24096702921060.87,0.00874908757784182,0.0007591416334186283,12278682049376.885,0.08517604427694958,0.02520700983314601
Binary Segmentation Normal,6874,8765,28185,80.39305171282695,8.633002996444702,37.902796030044556,46.53579902648926,16914106113613.102,0.2798308738988933,0.11376149505121685,47821172659877.53,0.20662037248660037,0.06438964295689514,0.010383527274856984,0.01022098310658389,0.000429309559519135,7.529372478768744,0.04437754718816729,0.00572439928398479,28612340404284.805,0.039731546217496125,0.48095500146234116,26482344295243.27,0.010384733853178991,0.0013654987807720665,19971660578837.375,0.098527676125152,0.11110422451578857
Binary Segmentation RBF,32964,8765,2095,5.9756410622094185,12187.302147865295,245.78632497787476,12433.08847284317,4052052661692.316,0.2683983239985543,0.09430958140197924,25619994945541.445,0.1834579047278851,0.04514558205084413,0.005267928830796718,0.005132603249066851,4.057938104909489e-05,8.255306905253498,0.038378840880070826,0.0036009907876651225,4762409044299.594,0.0024590516373171442,0.0008344252074822323,13153534398704.42,0.006040824341232855,0.000603373803757715,7931331841707.458,0.08397792480568633,0.024089088772129605
Binary Segmentation Cosine,22659,8765,12400,35.3689494851536,6487.454363107681,97.87896609306335,6585.333329200745,9464925312474.367,0.2816489775931772,0.10624161695815715,33189202421125.832,0.1934688642006285,0.05057335402672979,0.007930967292852168,0.00774157599283366,8.24272353672553e-05,3.7712218422436274,0.03313124184568441,0.0052352044729479545,25025355300755.5,0.00703945719674912,0.000976852733245517,7403912334174.913,0.005298812358764977,0.0007991978631239374,12513899228088.836,0.08805482153130555,0.027318108881595308
Binary Segmentation Linear,6874,8765,28185,80.39305171282695,13.99673080444336,47.55281400680542,61.54954481124878,18088282781492.633,0.28121512359792733,0.1155525727078174,45578452400067.67,0.20032653278288926,0.05950178717036537,0.008329493066996136,0.008213011113991314,0.002790986278085059,5.056198758098002,0.034824846263511705,0.004578408070587452,6204257419806.5205,0.034794202680119124,0.4829889729978312,14803134407537.152,0.007998660561009957,0.0013767685268452161,14112354501484.516,0.09456206283324015,0.11113158262525515
Binary Segmentation Clinear,2139,8765,32920,93.898856213811,7.109955787658691,13.180525779724121,20.290481567382812,16238687607102.584,0.3168056554293382,0.14132106742434275,26044518106046.785,0.3436196394039395,0.1638471160882864,0.013768290764562143,0.013493867057866635,0.0035981666704547207,12.982002098920175,0.06693068333881033,0.0070279711932736775,28696713506770.17,0.03925822907197411,0.46880299247984114,197209030542378.38,0.10739655308506245,0.26772700262542853,44698158293718.22,0.1479174378978341,0.17538738608027118
Binary Segmentation Rank,33129,8765,1930,5.505005847286004,7.901070833206177,257.51428294181824,265.4153537750244,5651463046744.552,0.2713585358197001,0.096947701067259,28176653819690.188,0.18237684607342708,0.04460217532822681,0.006026311227705286,0.005843269861206945,4.832805677094411e-05,8.822135332610225,0.04015014459234589,0.003727807870113726,19172892669021.773,0.005586794164983696,0.000784348028650648,28437211532527.242,0.009194600852374366,0.0005959963425121661,13573036844665.213,0.0857516985606717,0.024451059448922268
Binary Segmentation Mahalanobis,33129,8765,1930,5.505005847286004,8559.563386201859,185.50192594528198,8745.06531214714,4736729352449.51,0.27888454108425,0.10219328609227053,26987059039726.914,0.17830975562990398,0.04254210248081888,0.005311656403516608,0.005185551743595755,4.2265068592404525e-05,6.7393276672936455,0.03406016201137058,0.003523092679317707,6283363811193.31,0.002788538702613253,0.0008263898011311029,52414531057291.27,0.014588295956893737,0.000728657579795196,15070280543444.414,0.08563614085476946,0.024975965616987658
Binary Segmentation AR,1244,8765,33815,96.45169571294105,32.625810861587524,7.451070785522461,40.076881647109985,37800340049840.484,0.4586152330616158,0.292802155673158,13846126477675.709,0.695333055916027,0.7077671020437812,0.08427827481096721,0.08214943136018056,0.03619507182267805,7.466761546432941,0.05285787682317394,0.006553016462973583,137820909688109.42,0.06496734971120582,0.5119442801651133,322740421381022.5,0.20050960180658725,1.0977847144851987,85367966266108.92,0.2590720914464644,0.44217439010881804
Binary Segmentation Mean,19463,8765,15596,44.48501098148835,27331.263773441315,58.86259698867798,27390.126370429993,3091343566250.53,0.2664475499038031,0.09267231213355984,25957190566570.137,0.20214401701130308,0.0549319872621282,0.007158490189573889,0.006947210262310152,6.609157010427008e-05,5.489319169735245,0.036304036414844164,0.004692557456319935,9626700865796.037,0.0035555064378524235,0.0008629347068916509,39381931515266.09,0.011960198934955408,0.0008027136485314589,13009527752314.508,0.08789308649417739,0.025671432796255847
Binary Segmentation Median,22659,8765,12400,35.3689494851536,27331.263773441315,85.74616384506226,27417.009937286377,9798450495103.436,0.26888861027845945,0.0986316157592659,33018630048376.312,0.18811999137182597,0.04822206791921085,0.005152514540773017,0.005028045161240462,3.8763957802738395e-05,6.132429867558094,0.038936223765062346,0.004983784220250347,38762347433225.414,0.01014257522961184,0.0011095586592660136,47053889239000.27,0.01393582849574262,0.0009201985216351833,21438886202618.37,0.08750854571698978,0.02565099817290521
Bottom Up L1,32189,8765,2870,8.186200405031519,1.6399428844451904,183.9610800743103,185.6010229587555,5822917011142.913,0.26392539428007544,0.0921223193546898,29367427632970.965,0.1813922645646442,0.04420865268786862,0.0056272140578176085,0.00549070993530783,4.686334332639731e-05,5.741070214631533,0.030808963878189276,0.003224116972506181,3433248005659.4805,0.0021746186164577183,0.0008499968724979812,21475689635340.53,0.007655901167879098,0.0005597458062555301,10016547047519.72,0.08190797540709137,0.023501949172857434
Bottom Up L2,26294,8765,8765,25.000713083658976,1.220912218093872,133.85312390327454,135.0740361213684,4235756411793.1836,0.2728059723858441,0.09811553483874437,31570690838504.1,0.1920281267098895,0.049714692246608905,0.004984716489730572,0.004843045650947367,3.3944261337894595e-05,6.059664763717767,0.038160524010489125,0.00486863265007416,6657035628457.014,0.0028931267437025086,0.0008453139302671623,29650997744069.684,0.00994635235686659,0.0007549892601095116,12019080103804.787,0.08677952464295562,0.025722184531190365
Bottom Up Normal,6484,8765,28575,81.50546222082775,2.062891960144043,37.2727906703949,39.33568263053894,23591541970854.9,0.2859142515292371,0.1276351629117599,51581186680815.84,0.2131707187134605,0.07000860986670723,0.009785964126023769,0.009654296127272614,0.00023490251972209869,5.736695606738513,0.03936322546377179,0.0058525788483503064,10345813454248.43,0.03590252193605064,0.48781812169010447,34871692895923.504,0.012208706036883829,0.0024266958738555556,20065039166974.41,0.0993689533011118,0.11566267861841682
Bottom Up RBF,31794,8765,3265,9.312872586211816,228.1524350643158,179.09912872314453,407.2515637874603,7174612135756.255,0.27706035797495715,0.10226238938699306,30465355919128.492,0.17786971245785113,0.042737718914175035,0.007642150270522472,0.007412459321168997,7.55072759728113e-05,5.566087194686301,0.031215988178415137,0.0036007146363573987,6526397202061.596,0.0028601808024714542,0.000848062278757434,22612481739412.863,0.007949202796914318,0.0005761762922362193,11129807832727.24,0.08406131692196202,0.025016761464082077
Bottom Up Cosine,26294,8765,8765,25.000713083658976,68.57155704498291,129.53673887252808,198.108295917511,5948021306275.466,0.27998677600796473,0.1031364520773909,28741200326057.695,0.1973507207341415,0.05213416834448234,0.010785239244340855,0.01046161969541788,0.00014602516002095936,6.6660327323840125,0.039569350191468594,0.0046077682374802455,5868491752812.098,0.0026885114521720582,0.0008162410081934159,8759678002085.532,0.005483025152829173,0.0007658932278580894,8219565231206.019,0.08925666720566472,0.02693442467590434
Bottom Up Linear,6509,8765,28550,81.43415385493026,3.2350189685821533,50.16751003265381,53.40252900123596,21990957757291.69,0.2857667060951404,0.1257506362221124,48947630481157.43,0.20315317994338708,0.06360761673194355,0.006370481552570641,0.006257197653534528,0.00035305340465445847,5.055370287653368,0.035963103549409445,0.005084369527850402,5526696410922.738,0.0348239172076752,0.4860062326344744,62380526926884.266,0.017933540599036568,0.0023576377571764557,23140968596043.188,0.097316274174696,0.11385992437970245
Bottom Up Clinear,779,8765,34280,97.7780313186343,1.398589849472046,6.994282960891724,8.39287281036377,37651171358865.39,0.44340295972635635,0.27042730405053894,3063989832034.8354,0.8261927376213842,1.0088324174635122,0.04295726608268058,0.04183657414474123,0.0035841366620906006,6.151155511445843,0.048742959284340345,0.00786687469080826,162891038297600.34,0.06902652873790993,0.4702344894634307,160392022581897.16,0.17325098433755773,1.2032112158699317,60666370345066.98,0.2670754573087106,0.49402607303338614
Bottom Up Rank,31549,8765,3510,10.011694572007187,1.6127359867095947,102.48670792579651,104.0994439125061,7714959727318.17,0.27610457632699176,0.10186645515579455,31187931639703.742,0.1881906150611408,0.047570221960175525,0.0064518280466513735,0.0062972464181671566,5.6572731103786526e-05,7.654420131062186,0.03666217615871349,0.0035698030215469217,4623134795001.982,0.0024883100294643516,0.0009089925602327676,37970583908684.08,0.01138818438168269,0.0006452030908905379,13582768345119.047,0.08685518472935899,0.025769541419957406
Bottom Up Mahalanobis,28809,8765,6250,17.827091474371773,16.165442943572998,146.8862271308899,163.0516700744629,2069084111058.2607,0.28414755833986155,0.10530586024783244,28072385464327.33,0.19947604255406615,0.05300607892198621,0.0056007197415396765,0.00544979496201236,4.275400860535583e-05,6.394320918505997,0.033223951062819314,0.003585518292566961,2656822198623.704,0.002016045864967944,0.0008636557088067113,5868468040004.604,0.004912076020270048,0.0007924902440579165,6444459969003.172,0.08820424480066473,0.027266059570642556
Bottom Up AR,26079,8765,8980,25.61396503037736,3.662508010864258,73.91459798812866,77.57710599899292,1354088433363.9873,0.2757501204663182,0.09990996423038634,30092194084788.16,0.20903380010752223,0.058196399803901136,0.011600962112387371,0.011231505377180637,0.00017692127294078374,7.345404732758285,0.043824059508646825,0.005595689962865746,12785480184525.436,0.004252499317634211,0.0008568115953175326,9363531433657.117,0.005707669081423728,0.0008046909279645874,8932549022723.531,0.09163327564311978,0.027590079632229318
Bottom Up Mean,21678,8765,13381,38.16708976297099,327.72203493118286,82.72032308578491,410.4423580169678,7874216358280.707,0.27287960888439683,0.09831893300423389,30250262416459.918,0.19961671387534793,0.05314699897752,0.00565059121794902,0.005481385469301412,4.2515155938948314e-05,4.637593405567041,0.03324251071832075,0.004401906692760629,5904598206638.451,0.002747489416659523,0.0008806210434015115,37435651567787.2,0.011695465791420077,0.0008243576819242975,13577454758194.932,0.0876105290259072,0.026269222092630034
Bottom Up Median,26294,8765,8765,25.000713083658976,327.72203493118286,128.9847207069397,456.70675563812256,3554621729828.0454,0.278745473929908,0.10201859926474006,30857873059387.676,0.19089858272146387,0.048908866264544,0.007525985012455946,0.007348669020290978,7.977247616893837e-05,7.523543306907221,0.043492954267627296,0.005293822551611276,8511497909031.23,0.003335235224661149,0.0009030445401395616,25681986358290.496,0.009053804375083241,0.0007410780042308168,11434329842757.273,0.08881245325650444,0.026324197183572488
