Approach,# Train,# Test,Cut,% Cut,Avg Cut Seconds,Std Cut Seconds,Avg Train Seconds,Std Train Seconds,Avg Total Seconds,Std Total Seconds,Avg CO(GT)_MAPE,Std CO(GT)_MAPE,Avg CO(GT)_MAE,Std CO(GT)_MAE,Avg CO(GT)_MSE,Std CO(GT)_MSE,Avg NMHC(GT)_MAPE,Std NMHC(GT)_MAPE,Avg NMHC(GT)_MAE,Std NMHC(GT)_MAE,Avg NMHC(GT)_MSE,Std NMHC(GT)_MSE,Avg C6H6(GT)_MAPE,Std C6H6(GT)_MAPE,Avg C6H6(GT)_MAE,Std C6H6(GT)_MAE,Avg C6H6(GT)_MSE,Std C6H6(GT)_MSE,Avg NOx(GT)_MAPE,Std NOx(GT)_MAPE,Avg NOx(GT)_MAE,Std NOx(GT)_MAE,Avg NOx(GT)_MSE,Std NOx(GT)_MSE,Avg NO2(GT)_MAPE,Std NO2(GT)_MAPE,Avg NO2(GT)_MAE,Std NO2(GT)_MAE,Avg NO2(GT)_MSE,Std NO2(GT)_MSE,Avg T_MAPE,Std T_MAPE,Avg T_MAE,Std T_MAE,Avg T_MSE,Std T_MSE,Avg RH_MAPE,Std RH_MAPE,Avg RH_MAE,Std RH_MAE,Avg RH_MSE,Std RH_MSE,Avg AH_MAPE,Std AH_MAPE,Avg AH_MAE,Std AH_MAE,Avg AH_MSE,Std AH_MSE,Avg Avg_MAPE,Std Avg_MAPE,Avg Avg_MAE,Std Avg_MAE,Avg Avg_MSE,Std Avg_MSE
Window Cosine,6440,1872,1045,13.961255845023379,0.9911891937255859,0.01210586311487535,27.764032125473022,9.117726084002667,28.755221319198608,9.117455830412801,31.8945132342779,3.7240102487421503,0.19728900746204578,0.01861255951424906,0.05391497604700325,0.004807616551523035,0.11425671417114726,0.045045296433599495,0.020240339091434415,0.007979680501966254,0.0005225164947898885,0.00029192524623455283,0.9561923549468068,0.3682605397348668,0.05631971765459183,0.0013835480854192483,0.029438347009973317,0.0015374049253864082,0.4925727565828763,0.027804323690207314,0.11362827098742337,0.008821644434685218,0.026528908269616458,0.002981628370402952,0.6147911352045778,0.026951962352588562,0.3308799044835823,0.011697486439750417,0.1423958803241514,0.007550667772958928,182043534618.75815,20750548654.05154,0.07695130943188719,0.008415162898688629,0.03381571414228462,0.002362379690095429,0.3067264871069949,0.023609898192939793,0.10740074804692581,0.008390150274651093,0.0445509682975767,0.0014242582173647797,7.138142104078555,4.56072436824894,0.05266045330286799,0.011177226562707374,0.026043836134123716,0.002295374871729554,22755441832.534412,2593818580.962019,0.11942121880759465,0.005546430543820722,0.044651393339939956,0.0014323883612980175
Window Linear,4315,1872,3170,42.35136940547763,0.187308931350708,0.0030834186057574313,19.602363109588623,3.9116012343692197,19.78967204093933,3.911702089571584,35.87777576064644,3.4754012158846344,0.21988359226272827,0.017182331924118447,0.06098293489128885,0.005134511353953552,0.013458500464544219,0.007495123479233609,0.013458500464544219,0.007495123479233609,0.00027374959791402455,0.0002513305519238905,1.070537984715755,0.27643853233927096,0.06110612720141062,0.007310435929525263,0.030532387470992572,0.0018724499175671247,0.5226579545197775,0.0365753425072039,0.0997657470470647,0.003945545234909055,0.022000623142561977,0.0015896367146520623,0.6683917702673934,0.04060430464669613,0.352884380970553,0.014870129142845434,0.15640580646777275,0.008450196874896553,160823069519.6067,36412215734.65145,0.06934462453746025,0.00934921245951873,0.03281329171004738,0.0027771544123666872,0.30042096752613334,0.0064014345061000864,0.10211475363540266,0.0027138246281727986,0.04627744192335252,0.0036095268599854523,10.346336083378302,4.063069078086958,0.0615272546872155,0.010176075820960485,0.026541845409922167,0.0011136457346642037,20102883696.050762,4551526966.391353,0.12251062260079727,0.0038573023777297754,0.04697851007673156,0.0019864285282006878
Window Clinear,6915,1872,570,7.615230460921844,0.1125528335571289,0.003573364275897968,30.385845279693605,10.245390546387533,30.498398113250733,10.244021787569942,34.8278861750003,4.603204862842406,0.21358146630301872,0.025285147071499012,0.058990577194956484,0.009038613121860993,0.1266904246577149,0.055935071796256966,0.021310416258656838,0.009408758922835481,0.0006050292649373313,0.00037319608783199993,0.8499431986901514,0.1335128969257857,0.05509793946468978,0.0044108810691237755,0.02674615879700224,0.004024000702241171,0.5260995289242842,0.023469373257435384,0.12472952374316201,0.00619353571361398,0.02987053186323161,0.0026099634570067366,0.6702523569622275,0.04258767991999004,0.35318303994901,0.01951991097762174,0.15576866703828376,0.014065560163160296,171918584616.23553,15725775827.744637,0.07109998791756643,0.0047721853067196635,0.03055188106669543,0.0029277737516124015,0.2949055098297339,0.014476115242536792,0.10361538141059173,0.0052525782095742555,0.04207059746184635,0.0030543267180782887,9.028288772298527,2.676967623391442,0.05568391688265158,0.007869442781869079,0.02374721095849106,0.0029742334944017662,21489823082.81992,1965721978.0871913,0.12478770899116834,0.004183253683223897,0.04604383170568055,0.0016774382800361575
Window Rank,790,1872,6695,89.44555778223113,0.23114047050476075,0.002287011194311544,5.849825477600097,1.066166225867943,6.080965948104859,1.0674031790962624,16.721001384079038,3.7902093964219983,0.12386098879689825,0.02283760994938426,0.04269451036588745,0.004032817996500524,0.02515186771311006,0.016847390264206136,0.02515186771311006,0.016847390264206136,0.0011983882519634253,0.0012543492016431248,6.963823094711812,2.433251559979801,0.15602712261663185,0.03996627526836482,0.040108162080288175,0.009074812325314948,0.887798327543525,0.10229519410754304,0.12348166683982442,0.006741018784736605,0.025932175994605282,0.0010433425859559813,0.3973786454150817,0.02326417905468451,0.24888262504260625,0.01694980997258801,0.11306990637781451,0.008202542730928655,237602254255.6151,52666058830.09396,0.1684081677065498,0.024868131396773283,0.042847249234406984,0.007014872304559576,0.5130992002365732,0.11624387169033198,0.1671277385019377,0.027365278664250692,0.05641238322812616,0.007733679944344067,46.299362463264515,11.124458537658544,0.15205309708331471,0.028533565028622532,0.03625647970777878,0.006079291751275901,29700281790.927845,6583257355.225649,0.14562415928760902,0.012371742118588836,0.044814906905108844,0.0028539997889102096
Window Mahalanobis,715,1872,6770,90.44756179024716,0.4344152927398682,0.009544629368492633,5.630175352096558,1.008950895800582,6.064590644836426,1.0173266080595142,21.65651027561829,2.2230834779754183,0.15286852751051452,0.011479586870153014,0.04754548362763447,0.002365805447362942,0.015979408092856726,0.004573325319356233,0.015979408092856726,0.004573325319356233,0.0005715283947312243,0.0003134879441082437,2.9018149726226463,1.072873198433189,0.09710675079577889,0.016225173100803767,0.03094432829905969,0.0018193490068699016,0.845914292328801,0.025837406351077185,0.12910753798397306,0.0029917414706123672,0.029567097059346188,0.0013711059690289082,0.40748709030384933,0.033650409430677854,0.260615262808361,0.023289225593789816,0.12122552084170277,0.011317846725035382,89184909768.46074,48667664684.18385,0.10727636178662325,0.021970138304896625,0.033009607660481666,0.002711831179626604,0.3406692087933865,0.02547013653924735,0.1182031781747414,0.012028499747502948,0.047987460068714065,0.0024005854555446933,25.432828797657827,6.530215138664963,0.099278555686181,0.017379672753939222,0.028860102810024768,0.0027081626749649455,11148113727.507738,6083458086.251391,0.12255444785487864,0.008545012907754425,0.04246389109521185,0.001707018775325241
Window AR,700,1872,6785,90.64796259185037,0.17892942428588868,0.00188422131113007,4.891126680374145,0.7454207086485777,5.0700561046600345,0.7461138209829902,20.321066185013795,2.907011369426976,0.1464402495621796,0.017368188353753197,0.04824474047956322,0.003780334775750275,0.021706294879197435,0.010133353956124145,0.021706294879197435,0.010133353956124145,0.00132107036483616,0.00141447751877333,2.8509910646343446,1.5702927083369573,0.09765479543066861,0.024242632401078202,0.03178551969102668,0.0033795555477888063,0.8130582645324022,0.10063233863242631,0.1292323492205505,0.005816191006096803,0.030647771356099595,0.0012093613940659864,0.428752359584417,0.03621211711633128,0.2747421354039805,0.025530583199168577,0.12928924130957187,0.014777651441371881,93435432060.2954,41798208665.36143,0.10837144765149333,0.020226838827003938,0.033622851532003624,0.0038293055261795056,0.3500905472480343,0.016954441249569754,0.11926066817364168,0.00813334818008387,0.0503207722262826,0.003799833994776479,24.07616805384672,6.7754567893428375,0.09668521674884549,0.018070211805002626,0.029453863053564115,0.0032135555469910712,11679429013.644667,5224776083.635291,0.12426164463381954,0.006116597859734176,0.044335728751618474,0.0012379706017579904
Window Mean,3676,1872,3809,50.88844355377421,4.877840328216553,0.09138255944200814,16.526493263244628,3.3019750898432587,21.40433359146118,3.313865693049248,31.14104186470052,4.608505619325144,0.19822845518723248,0.02162802199348197,0.05528753078504746,0.00555180264099775,0.007675331706335973,0.0012266405722208115,0.007675331706335973,0.0012266405722208115,0.00011276546471115082,2.977414588400299e-05,1.3519716354771423,0.55181349291048,0.06700188652639834,0.014046537519938939,0.02885422408214904,0.0023536063161519846,0.5770131438050057,0.09726473594126989,0.09599867248304449,0.005003051090121847,0.019585233123123685,0.0026191645697218762,0.647371900359694,0.08786001885229612,0.3441273561651139,0.03718142181097441,0.15234259267050287,0.02362934947965782,89618045983.60988,72230857040.53217,0.06620754385034697,0.004500129055696979,0.02934242667545531,0.0015168377137053308,0.310398518364761,0.017775978209678342,0.10527914790514567,0.010464800744390006,0.04343964504983484,0.004463472609940961,15.128246732036022,5.412692361434335,0.07199720945503041,0.01492223289679863,0.025400763090500985,0.002214644136189388,11202255754.096695,9028857129.800701,0.1195644504098309,0.0037448671799899104,0.04429564761766566,0.002766065305205742
Window Median,3853,1872,3632,48.52371409485638,4.877840328216553,0.09138255944200814,13.916112995147705,2.971257691752549,18.793953323364256,3.0426975601241257,31.116609823574258,6.159649866285008,0.19517055034571934,0.030719553495610563,0.05424711315400876,0.009445155720082971,0.006773307374591163,0.002039305578827064,0.006773307374591163,0.002039305578827064,0.00011103959954361852,6.357741612266247e-05,1.1874602693108793,0.37654457075475534,0.06082944389647117,0.007909155132624256,0.02937844861233414,0.0015105838874763127,0.5158923027465122,0.04463590008998695,0.09735868765476906,0.002902653346767968,0.02110566845993507,0.0012688126615531116,0.7159066138880055,0.06950713107070328,0.37199049367058645,0.026685154596204463,0.16945469341665653,0.01736762004976817,134657539345.53993,24994821440.14333,0.06457058871014189,0.004481675636341002,0.03197074343064445,0.002288879305197761,0.3157936114331694,0.01394256681388376,0.10380261239596571,0.007104900992356002,0.046782256790811064,0.002459457809731024,9.37291969586325,5.6028933850850775,0.058448839572236955,0.015191856136500908,0.026664976406286185,0.002020143720192962,16832192423.596407,3124352679.8034906,0.11986806545256008,0.006948181515850244,0.0474643674837775,0.0026276937159921093
Binary Segmentation L1,2110,1872,5375,71.81028724114896,1.5401169776916503,0.03716681225793558,11.517923069000243,0.7314532425437795,13.058040046691895,0.7160870735192661,9.053285776424245,3.2532261505325337,0.08439299725373653,0.015674069856770414,0.040032537561965745,0.0010355298728122473,0.010919218453261551,0.007957608834265967,0.010919218453261551,0.007957608834265967,0.00024359242149246603,0.000263598300576842,0.9870530488490381,0.2742879743709418,0.06561982140122606,0.006923704965522256,0.02818688966266774,0.0021850535728243047,0.9426253504605105,0.07160057583218007,0.10982946626541915,0.005041197049287593,0.019404398381982345,0.0009918493500813783,0.3946552050393604,0.031989411228837694,0.2207559591196178,0.0210850238953508,0.08867453598058485,0.008888185261604118,42191891093.24642,29297949074.76975,0.06481368875721025,0.006690976854724227,0.028269636087334744,0.003048594059010721,0.3248455817085896,0.01213470354904207,0.10283905605261351,0.0040287438003595594,0.04553410837079463,0.002900764718866916,15.337857492929567,2.772683941173351,0.07323737291686362,0.008142427821812352,0.02579339024876083,0.0017242900940945575,5273986390.037212,3662243634.235547,0.09155094752749349,0.0040653508163586575,0.03451738608944793,0.00048673504007343103
Binary Segmentation L2,2110,1872,5375,71.81028724114896,0.41610307693481446,0.005667333014292036,8.933258962631225,1.5931917259489488,9.34936203956604,1.595113053251112,9.805735642718847,5.310077591901667,0.08872894919563674,0.026203550847003022,0.0406213918179134,0.0010358242767736009,0.013810467732815575,0.006457074253930985,0.013810467732815575,0.006457074253930985,0.0003548824350414572,0.0002892184576181653,1.462507444913002,0.5188145496410389,0.06453968825639413,0.012986188461131504,0.027857568887546185,0.0021906785360871358,1.0674601404979223,0.12853859237908064,0.1193034947445313,0.009603724139515863,0.021651232626377272,0.0021443113770340527,0.37624059283306316,0.02314510290275818,0.2056933371787949,0.016897078832653636,0.08311433468015254,0.007123387125568839,86044023996.14066,63749330684.5312,0.07033564301314846,0.013280673660366954,0.02821271117874641,0.0010782160151665506,0.3665604889360492,0.04939936904891508,0.10893007438708646,0.005837789058148372,0.04512886319132488,0.001898602065214549,9.764638174554044,6.749005580619855,0.057892474900996346,0.017134557318503347,0.02497818301615539,0.002193135184396275,10755503002.374699,7968666334.591304,0.09115426617617543,0.009834701259499267,0.03398989597915717,0.0015241649846919523
Binary Segmentation Normal,6250,1872,1235,16.499665998663996,0.7746909141540528,0.016716906938313587,28.430343341827392,9.8753977418226,29.205034255981445,9.863396705000682,33.10405483286843,2.472979045172501,0.20627299235443966,0.012243154610686681,0.05670387165366291,0.0029772422142270924,0.00837787182657073,0.004448019956016005,0.00837787182657073,0.004448019956016005,0.00014705564488019953,0.0001250486669046949,1.1376416660138298,0.2674608703468959,0.05626157030380564,0.0016001361007639279,0.028888110725478554,0.0016383208432575568,0.5139387829900167,0.021865514186361575,0.11961387990840258,0.005340949288462867,0.02849082980687323,0.001824691636977535,0.6328838614100303,0.035757509123150934,0.3394358156551877,0.014657910593247267,0.14871269697155026,0.009059809604271557,198103056402.06854,5377809079.2297535,0.0773142261677541,0.0028390873510181903,0.03365061022539342,0.0012242825226004006,0.300358538627822,0.010112573508608915,0.10553976901260442,0.0041007243027429635,0.04490322652996699,0.0002393219909038821,5.951266595966079,2.5287545035207932,0.04905790108106436,0.006555787384796994,0.025875495696566646,0.0007808156321471919,24762882055.464615,672226134.7582881,0.12023425328872857,0.0018743273297631802,0.045921487156796545,0.0010416973417314724
Binary Segmentation RBF,6255,1872,1230,16.432865731462925,85.17960200309753,0.4022117372887903,32.11458969116211,9.127035832508726,117.29419169425964,8.978087339196987,33.116447425250186,4.1424136209347795,0.20482368670877757,0.020157878195813148,0.055812133992400495,0.006320269876317195,0.007710770125683141,0.005620309496465047,0.005607832818678648,0.004087497815610943,8.417145481723886e-05,0.00011321843326641686,1.0680620288833038,0.31939283607569574,0.05953509692567124,0.005526146573803939,0.029786634823073994,0.001986321043557917,0.475077327697158,0.015657890224875484,0.10924438944789192,0.0011370752332632615,0.025021814055584374,0.0007142096669679889,0.5797354461649847,0.036821736552748466,0.3141208706906918,0.014656038437526822,0.13183941445283986,0.007660172107030709,171721937652.98154,35299797690.001785,0.07099143599927865,0.012332170587556169,0.033721889157888894,0.0026681150520202683,0.3108131107825284,0.009843637988182358,0.11102735507403877,0.004658599491613194,0.04553973570663226,0.0023808647744491315,9.669310630458321,5.068063466819019,0.059872277409073874,0.013458400190745007,0.0272031474357927,0.0019302119486710816,21465242212.27608,4412474710.40011,0.11690286813426268,0.0038733645693581013,0.043626117634878725,0.0013626175710630703
Binary Segmentation Cosine,6255,1872,1230,16.432865731462925,83.56687817573547,1.9702441334013852,26.964096212387084,9.261252669726222,110.53097438812256,10.649808497317009,34.652869408530876,4.262900040546148,0.21370078037889328,0.02080274675070996,0.05912064344260401,0.006990340760111002,0.012666562947447123,0.005825163564752375,0.009212045779961545,0.004236482592547183,0.0001443776657772396,6.56852782491406e-05,0.8885896422891797,0.19310826991436386,0.05726109587529115,0.0029453449606242467,0.030512372908530216,0.0027956668420466525,0.48441686636366693,0.01701473880738158,0.11127754837340054,0.0037994900698721224,0.025758326253049888,0.0010374629475778119,0.6044436594637517,0.009147111514100073,0.32467664298234966,0.0034210404557961766,0.13787904829293315,0.00240310346134693,167833862374.25214,19044821816.77076,0.0684888797151575,0.00617227405878233,0.032714540630426794,0.0032045765335024625,0.30574380193954204,0.013447505841744327,0.10977628564210265,0.005298947292954308,0.04647070708876271,0.0016046502674993681,9.845426547583827,4.367923972245748,0.0595126389903046,0.010567518168712793,0.026144247172930457,0.002674021003580672,20979232802.630764,2380602727.3381543,0.11923823971718245,0.0033630426213825527,0.0448430329318768,0.0015148884561560503
Binary Segmentation Linear,2110,1872,5375,71.81028724114896,0.9533732414245606,0.025405695154092797,11.801872396469117,4.235489002239049,12.755245637893676,4.225738319827308,9.203296814309455,1.3338232932422684,0.08591166978863515,0.007310731708621163,0.04006124067440047,0.000819743389324426,0.011931059315760717,0.005269810606246591,0.011931059315760717,0.005269810606246591,0.00025288607601570465,0.00018208034370373167,1.4227017914799882,0.5304829623350109,0.0634828784494106,0.012274531774398119,0.02760329152248738,0.0011437302257620544,0.8967206638914557,0.09227132761067058,0.10706711607879839,0.005992875231636303,0.019180361661235712,0.0011677607823216494,0.3953901668354423,0.026516323142082153,0.2205124004035611,0.01655990599840609,0.08822682955881599,0.006887387261684631,48388886869.327484,34380015473.71348,0.06357215774201536,0.008249525647856377,0.027278962016112206,0.001564489439455376,0.3466411648606746,0.0355594683378518,0.10295016729205447,0.006412422618291536,0.04326174239382778,0.002531759706149074,10.768684865680555,7.818401494708256,0.06036316389401308,0.01978055223879626,0.02408055749093521,0.0005619584637689313,6048610861.546599,4297501933.782201,0.08947382662053106,0.006108238699223469,0.0337432339242288,0.0009940210037088374
Binary Segmentation Clinear,5715,1872,1770,23.647294589178355,0.5361189842224121,0.02338891991896029,20.414743375778198,3.770792882181026,20.95086236000061,3.7771026572646864,35.12020109875622,3.4768700508551853,0.21740644130620496,0.019602139767354615,0.06070018422100754,0.006433308426104512,0.007975110183132877,0.0034306662671112686,0.007975110183132877,0.0034306662671112686,0.000145878967753507,7.785950509792432e-05,1.3039771892358805,0.431618675896496,0.06136932991105894,0.0036949718503130912,0.02954184168493022,0.0014199335658426828,0.5061784336903145,0.034625644270829876,0.11062184555178581,0.011017869616014458,0.025663304993083925,0.003305882622555192,0.6258712070044873,0.05764091012932958,0.33525753465268315,0.023863739461741175,0.14567791937535257,0.014185107619395827,215056450262.4161,30588679676.912926,0.0828973877206175,0.011072691878121517,0.03511821373337494,0.0026271149921279703,0.313674414934524,0.013088016471503535,0.10828004541759996,0.00690851790737838,0.04539032187781274,0.0008776295141584038,5.600001166787899,2.3626769530796348,0.04845993442020417,0.006795360138359538,0.025865290239437753,0.0014323857082253562,26882056288.236725,3823584959.308498,0.1215334536454108,0.004728804678423873,0.04601286938659417,0.002126451908646737
Binary Segmentation Rank,6255,1872,1230,16.432865731462925,0.5295448780059815,0.005334722140651655,28.65365400314331,3.761624786196379,29.18319888114929,3.762187618340934,35.192224638122276,3.0086274179623813,0.21412983092696034,0.017412182104358437,0.05849140642980814,0.006035268508882628,0.010520949209503456,0.004440850301496946,0.0076515994250934225,0.003229709310179596,0.00010159650795659143,6.395036612237873e-05,1.0231138802272557,0.29331548726408213,0.05663982392165601,0.001404821144590646,0.030440925065856227,0.0016868133380506484,0.48948840216685363,0.009603134044755485,0.10959319278628503,0.005677116283447124,0.025285525201571665,0.001428113313741789,0.5907192062252375,0.04046988522660125,0.32035221378194956,0.01829341121558092,0.13645474834014795,0.010951014075852361,185364163970.99893,25809511788.262627,0.07494792005691468,0.008394443317039875,0.03426819445240503,0.002501979936666275,0.29796114329896295,0.004460512143003573,0.10428033151447134,0.004171129756021727,0.04645499387633174,0.0026167266648516106,9.382951977824858,3.784746014902165,0.05960340296103806,0.00948397766301373,0.027868898437209567,0.0017078474387331945,23170520502.248207,3226188973.292193,0.11839978942179594,0.004945277615468822,0.044920786038910906,0.001647030941741575
Binary Segmentation Mahalanobis,6255,1872,1230,16.432865731462925,83.45060033798218,0.3276619461887626,28.404579973220827,7.738016838570457,111.855180311203,7.626533801172402,33.36458093590086,4.765359054217891,0.20615787243649725,0.023878550604054152,0.056350454584224045,0.008378581327150816,0.011195135468132696,0.0037719211299038213,0.008141916704096508,0.0027432153672027793,0.00012684192059498023,4.5185669328717385e-05,0.9849506263270702,0.2816656438370398,0.05792721105067364,0.00096229289775223,0.028881252630301835,0.002047731861759023,0.49480398948630616,0.018260941352852656,0.11084192785320962,0.0041517949752008145,0.02564873817167541,0.0014378777412490918,0.604067960253833,0.04537737621647532,0.3258872105020254,0.0203214553333334,0.13952294694098066,0.012889882221418571,170251443907.0156,20844330858.248737,0.07018289694875479,0.006796107326974313,0.03295302809657279,0.0030567617697421882,0.30374977451514595,0.004415116744944342,0.10571185751341224,0.0036779185066975013,0.04372925266884043,0.002143268552756192,9.653917937415457,3.8032925702998384,0.05842213968154414,0.009602994168829515,0.02545222733024656,0.001997539812613155,21281430494.054077,2605541357.245353,0.11790912908627654,0.005052667822905874,0.0440830927929296,0.002729909109998953
Binary Segmentation AR,6255,1872,1230,16.432865731462925,1.4372528076171875,0.01776671147925255,39.72738757133484,17.37846050952755,41.16464037895203,17.37086458618946,35.218244507276104,4.11569990283389,0.2171759593580108,0.021753086712170824,0.059838378718154527,0.007529387490073374,0.008917701415338082,0.0014913925353444556,0.006485601029336787,0.0010846491166141491,0.0001304749231488736,0.00011002059690734834,0.7953632286642119,0.1068401840787769,0.056672171732732986,0.003981029593562771,0.027820447320210124,0.0015666843572983064,0.49773516326139533,0.03318690631460695,0.11465904255284577,0.01136263353276578,0.026484724984087257,0.0036888729086088034,0.6328871099290894,0.026066007184666888,0.33793790908914867,0.012291328268405208,0.14622595894074783,0.008511132919654461,169968111362.73877,17509008684.394707,0.07044709977391497,0.0036538631633825937,0.03227231333393402,0.0015928932497769107,0.2987843002895192,0.020153500795719124,0.10661963734850327,0.006208806280051713,0.04288306204254014,0.0024520638871044554,9.809882452605452,3.463265177831102,0.058977824935440175,0.009459184993331135,0.02530963143018521,0.0016291285414970545,21246013926.25006,2188626086.094016,0.12112190572749156,0.006207812768558271,0.045120623961626034,0.001926737267083147
Binary Segmentation Mean,4957,1872,2528,33.77421509686039,258.38428139686584,2.334704284259848,19.262183380126952,4.291550722644063,277.6464647769928,4.6477198955702415,32.46251565433948,3.596766404284582,0.20223418414647074,0.01865531752369438,0.05541388592841805,0.005108602998138384,0.00598607761291013,0.001344466849163134,0.00598607761291013,0.001344466849163134,9.48660687500427e-05,5.24620443473583e-05,1.0128469205033592,0.47574895226303404,0.05661543144590573,0.002671435290942118,0.027658690320067045,0.0024224280404851893,0.48096205781082474,0.019186557263885955,0.10373871370939154,0.005746963108026294,0.02333624404034715,0.0019153609461998134,0.6004946665423377,0.03380578685923623,0.3241863915295581,0.014321786536383347,0.13820997185003717,0.008550016378223268,181097375201.12704,38459422085.45973,0.07113185229565598,0.012135165078191215,0.0308919646739185,0.002249345087486083,0.30572281226660275,0.02522479780569227,0.10504057898211815,0.011571720464144992,0.04305011747385517,0.003474514626524875,7.654625397231345,4.637489319168247,0.05299664333852301,0.012392142104179911,0.024666144917480495,0.0021220024452987063,22637171905.45626,4807427760.21841,0.11524123413256654,0.0037085242011762653,0.04291523565910923,0.0018274502510335616
Binary Segmentation Median,6253,1872,1232,16.459585838343354,258.38428139686584,2.334704284259848,16.521379518508912,3.3889599871621634,274.90566091537477,2.357273892315258,33.92509038143029,3.5083069488974115,0.20838278501301244,0.018986393272519442,0.05760297102070465,0.006174722879211441,0.011068873731444412,0.0026889579178401225,0.011068873731444412,0.0026889579178401225,0.00018590095853240307,0.00010089316249224707,1.2346529616173314,0.45608365046446286,0.06260871401502284,0.015210433559202556,0.0257852897175809,0.007350067700662172,0.49325493654739816,0.02767015147944686,0.11106802004005777,0.006207013149798418,0.026224536025010185,0.0022489851616525644,0.6366607157117226,0.057337383677161145,0.3398842294313544,0.023849543679504367,0.1490255638285234,0.014334140195367795,142255282877.13782,43941654015.364975,0.0651259933488155,0.007919691281343951,0.029002085922862353,0.005034574920529851,0.3275396290577711,0.030150471559951354,0.11506422924576991,0.010676463160827137,0.0432306346350797,0.005668234698452374,13.117612470200935,5.390384851594301,0.0645544241904179,0.015736964082659427,0.022849089358755396,0.004533900147517557,17781910365.86046,5492706751.314513,0.12221965862698678,0.0036565126192878057,0.04423825893338111,0.0030910116154627136
Bottom Up L1,2110,1872,5375,71.81028724114896,0.1591573715209961,0.004161018831028243,11.316688394546508,3.630153403841559,11.475845766067504,3.632372959073639,13.833562628771064,2.918963055264763,0.11137996641925453,0.015272370752699974,0.04182213712006886,0.002054198419066453,0.015053021760792259,0.008653648722061383,0.015053021760792259,0.008653648722061383,0.00035725485096416734,0.00033952129716719934,1.4397634484623056,0.6836987854381319,0.05978077320126561,0.003956518562340144,0.027838646813743494,0.0011545986578166312,0.9370301539287301,0.06734761878991191,0.10923896721982491,0.004442245739211401,0.019401970855823788,0.0007097079319949431,0.38169350470065205,0.02666563950034867,0.2095345832588135,0.01910377796826074,0.08396879530740677,0.007457546100845092,87662354251.1864,28208682111.469063,0.05791516907966409,0.003018167853213217,0.026719198919598463,0.0029075870095860317,0.35374732728926267,0.05898178213136716,0.10289643199439183,0.008425214041769772,0.04563314089578219,0.005129361223184554,9.835016026932115,6.511630841058308,0.05916571567769613,0.017082913973014893,0.025502524300986838,0.001846465820687867,10957794284.747787,3526085263.409427,0.09062057857646279,0.005092798817093312,0.033905458633046816,0.0011917679843445575
Bottom Up L2,2110,1872,5375,71.81028724114896,0.1008784294128418,0.001483409719033415,12.95592803955078,4.583624945086354,13.056806468963623,4.584367193424906,10.309835915644063,1.2298788733050765,0.09175307509212588,0.007757911726394182,0.039941043999914785,0.0018727599524241086,0.00979339522267155,0.004526181747439847,0.00979339522267155,0.004526181747439847,0.00019635994940131812,0.00017510306833538097,1.7339859599955987,0.9650114559523063,0.07137044952948236,0.020097177071143512,0.02695792271151867,0.0012627052549530396,0.9773590960339796,0.1400767692838154,0.11284521808132958,0.010404478491106393,0.020132173886370765,0.002261657252980756,0.3947341052224481,0.03575914490010472,0.21895665356879934,0.02328053392537204,0.08792910505167204,0.010120908350931693,51349621774.411064,41696697442.37547,0.07210447407324017,0.01704014740518413,0.028600169569198468,0.0018451023627761322,0.33776076518705195,0.02562130332394032,0.10356547120810074,0.003490470055568191,0.04560796135609845,0.0014858730441782613,14.744132529778541,8.984530994099382,0.0714565284986215,0.023144368556889516,0.025473642366036255,0.0018121124657907764,6418702725.3648405,5212087179.735127,0.0939806581592963,0.009445195223804565,0.03435479736127634,0.0014896132524422601
Bottom Up Normal,6250,1872,1235,16.499665998663996,0.18280472755432128,0.006038091770865877,25.50019645690918,7.1188729075383765,25.6830011844635,7.117358711599853,33.489992193551245,2.2505675191204597,0.20774620454583026,0.013007042333561192,0.05709567940891098,0.004420272505543385,0.008988053434336153,0.004453115627958212,0.008988053434336153,0.004453115627958212,0.0001436578555969324,0.00010329533369112629,1.0951938284572167,0.423459315969055,0.0626789568586226,0.004312432489353479,0.030505011102406363,0.0022388536087014905,0.5025732111205484,0.020035293998566368,0.1157467386241082,0.007268815377339844,0.027410901927797774,0.002349010376515181,0.6016647905354531,0.05187858561058889,0.325339431844958,0.02166406656439134,0.14007235416121674,0.01282436481347689,160676759601.8745,45550892216.22335,0.06756592784350664,0.009690477658298972,0.031349988319456214,0.002357597718044703,0.3146615980787494,0.020703638041840784,0.10998981617498733,0.008981797103641977,0.04570393679778202,0.0023848849587598084,10.088913712785809,5.5459656768631085,0.061208360302030126,0.01398173076813481,0.027017178466607145,0.0009811110947649106,20084594955.997047,5693861526.496889,0.11990793620354728,0.0041582917526067015,0.044912338504971776,0.002118432471931515
