Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,DEWP_MAPE,DEWP_MAE,DEWP_MSE,TEMP_MAPE,TEMP_MAE,TEMP_MSE,PRES_MAPE,PRES_MAE,PRES_MSE,Iws_MAPE,Iws_MAE,Iws_MSE,Is_MAPE,Is_MAE,Is_MSE,Ir_MAPE,Ir_MAE,Ir_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 50.0%,17530,8765,17529,49.998573832682055,N/A,89.25481104850769,89.25481104850769,2427798201684.4946,0.2768844943460382,0.10012095754914703,25929567139038.164,0.19990512559754706,0.053488917942610174,0.006273988000876916,0.006123099213783723,5.5181558302673406e-05,7.164656971145729,0.04225397043701681,0.005081545975368889,47728522035708.84,0.012072401208451645,0.001058275496155626,50112388509433.18,0.014296357317028606,0.0008128800630884316,21033045980978.438,0.09192257468664322,0.026769626430778858
Fixed Cut 55.0%,15777,8765,19282,54.99871644941384,N/A,45.97906517982483,45.97906517982483,11371016811584.666,0.2630400529471683,0.09547610126878227,34111352815351.793,0.18560422373807364,0.04743061170810073,0.007316471227811764,0.0071236768053012265,7.494317095451605e-05,4.20108597369182,0.03458806201028562,0.005416844249814541,5610879150888.634,0.002722831691249621,0.0009206930309614974,29661428419707.258,0.00996837478010254,0.000782368317390729,13459112866255.865,0.08384120366202989,0.025016926957667402
Fixed Cut 60.0%,14024,8765,21035,59.99885906614564,N/A,58.82877016067505,58.82877016067505,9286382541859.229,0.29102708095255303,0.11324071641259692,33394073813969.96,0.20232595552186378,0.05502851534137075,0.005796087730522933,0.005638076230406371,4.491714082590689e-05,6.973936977598977,0.042843445667919984,0.005633129293504132,8358501491819.806,0.0033264771882421836,0.000927459905718637,60831194088666.195,0.01676457495632581,0.0009311793635776313,18645025322720.13,0.093654268419551,0.029300986242932384
Fixed Cut 65.0%,12271,8765,22788,64.99900168287743,N/A,85.81142401695251,85.81142401695251,5785463271970.107,0.2867288256559703,0.10806247403698269,28350406346489.953,0.20090255037065896,0.05387103745581833,0.005453997653360829,0.005319003395067462,4.821323939822522e-05,6.248088527054132,0.039386113093336374,0.005190259725618308,4896141249285.09,0.002578870263276842,0.0009421719002729847,23222657000967.395,0.008570642741071624,0.0007534015237206131,10375777978119.574,0.09058100091989572,0.028144592980301853
Fixed Cut 70.0%,10518,8765,24541,69.99914429960923,N/A,27.28543496131897,27.28543496131897,2536649352109.7446,0.2915336684090461,0.11085887488347036,27417137343722.86,0.2137989325964508,0.06154016258798459,0.0048107300052996575,0.004671090330451852,3.4952343239264905e-05,11.448892961497535,0.05766839514947152,0.005954100309032709,29546539903672.39,0.008057748353016819,0.0009731181072917491,48323785040008.586,0.013964223122224425,0.0008209743138599235,17970685273253.953,0.0982823429934423,0.030030363757479788
Fixed Cut 75.0%,8765,8765,26294,74.99928691634102,N/A,54.11284303665161,54.11284303665161,7937926531486.735,0.2910867552571081,0.11187572690281113,35315167463996.55,0.20534320441267587,0.05681701902803965,0.007241427484464933,0.007035215979128289,6.890416940699996e-05,5.457402855108897,0.03691659830873491,0.005008897696940486,21663708898984.254,0.007443495725157545,0.0029958238766447723,14122103695510.156,0.00764682826251098,0.0012543492015503165,13173151098330.283,0.0925786829908848,0.029670120145898912
Fixed Cut 80.0%,7012,8765,28047,79.99942953307281,N/A,22.2477548122406,22.2477548122406,18587950019701.234,0.27827780287726683,0.11402182956702354,50128320003753.83,0.2133024405934262,0.06898292565899265,0.010054546716470488,0.009826659470852558,0.00013864788068911364,11.13112972502423,0.05702128188303194,0.005859641936729386,46561783577097.47,0.01318720346812238,0.003651744916150715,78806742552584.45,0.022742838847690603,0.0017776835324551756,32347466025524.355,0.09905970452339695,0.03240541224867349
Fixed Cut 85.0%,5259,8765,29800,84.99957214980462,N/A,19.36292290687561,19.36292290687561,23437476332740.934,0.30661155853222744,0.1440308105474665,49143572418211.266,0.21487100847059443,0.06975258447669083,0.01840205123158396,0.018183735855080582,0.0011098764666160144,1.9004576440212146,0.03588098397241779,0.009709531813222616,12614670278541.889,0.03810481330678445,0.5423010694197049,53002790958922.1,0.016287946127197504,0.0018476819599977888,23033084998069.348,0.10499000771071565,0.1281252591139493
Fixed Cut 90.0%,3506,8765,31553,89.99971476653641,N/A,16.80913496017456,16.80913496017456,7565897683155.258,0.28028981236825434,0.10481648167679061,40294345236479.76,0.2077934887374217,0.06015295026266968,0.01066033452132161,0.010481284868800612,0.002110754051713989,12.027961406692924,0.06255109629131951,0.007094164742387513,16603018772924.19,0.03928743612459031,0.5444673317199901,110107332033014.8,0.03195857506041688,0.004533057683502381,29095098954264.08,0.10539361557513349,0.1205291233561757
Window L1,26294,8765,8765,25.000713083658976,1.385941982269287,152.56012892723083,153.94607090950012,2358658661308.207,0.2778433069055084,0.10106051923126338,28655363238589.39,0.19889981984688024,0.05301263755275698,0.007697810788012458,0.007472504737133805,7.560126818613886e-05,6.652647065732502,0.03991930978542537,0.004815606778981133,12026713138205.234,0.0040623991155423105,0.0008297950548802578,24983694175166.32,0.008950274182450802,0.0007657551557629424,11337404868879.088,0.08952460242882221,0.026759985840305183
Window L2,26294,8765,8765,25.000713083658976,0.630195140838623,144.4403736591339,145.07056879997253,3201518644327.3867,0.2780627863157721,0.10108116656262509,28561402783281.785,0.19747559007066975,0.05230365815212531,0.007781273312831555,0.007608346617383498,8.67259259801452e-05,8.088436695618025,0.045844519417660566,0.005369138838812561,5972790488383.668,0.0027381044224442266,0.0008546001573032459,9921191743881.82,0.005673554567286252,0.0007474192228365346,7942817276646.903,0.0895671502352015,0.026740451476613816
Window Normal,10604,8765,24455,69.75384352092188,1.624734878540039,40.714961767196655,42.339696645736694,1486199986198.737,0.29251206426799403,0.11146957139633977,31760793798659.723,0.20851992493094362,0.05802503386786175,0.008289693533899451,0.00808697287790914,9.329331309961995e-05,8.014049631879264,0.04555025312054612,0.005457684971967793,39246622137037.9,0.010195856305549535,0.0010274772909681029,29307997416068.027,0.009992684712571814,0.0008176415457493168,16966935556328.572,0.09580962603591751,0.029481783730997677
Window RBF,27374,8765,7685,21.920191676887534,194.2617359161377,169.37976503372192,363.6415009498596,1338117179720.5933,0.28883391110010836,0.10899986211490331,28406414218217.176,0.20113334882518036,0.0538313969142717,0.005808431688958272,0.005647518273457572,4.405917156857538e-05,6.990236335891802,0.03502168811960976,0.003597509608353176,15008383030326.488,0.004740228751245959,0.0008690206928678147,25266137503114.992,0.009084098468968302,0.0007886428595417259,11669841988564.223,0.09074346558975997,0.02802174856025114
Window Cosine,26294,8765,8765,25.000713083658976,57.766544818878174,114.02318501472473,171.7897298336029,4126780252383.3677,0.2807154701531246,0.10318271706531065,29974031382411.004,0.20929091170637307,0.05826116981057682,0.006766526315084479,0.00655900385977356,5.9608584294182776e-05,4.711188038746877,0.03457496443648393,0.004912495695672925,52760079892390.2,0.013072490074879593,0.0009461762403954783,84216899929343.62,0.021506818220041458,0.0009945126088238196,28512965242755.26,0.09428660974177804,0.028059446667512256
Window Linear,15739,8765,19320,55.10710516557803,0.8924620151519775,47.071786880493164,47.96424889564514,9363675649135.459,0.2902753771242707,0.11255112584946536,39061978141602.46,0.20961822060604707,0.060134564738154116,0.007533011800466951,0.007365014487316498,8.693541030105329e-05,9.022140353251793,0.048348553293559894,0.005392551272044796,63859281081763.28,0.015786942238396495,0.0012669228028951895,85858112499916.88,0.022093954410375892,0.0010925907439190796,33023841228737.582,0.09891467702665997,0.030087448469463263
Window Clinear,26244,8765,8815,25.143329815453946,0.51944899559021,134.75653290748596,135.27598190307617,4488035609927.893,0.278730858222876,0.1019915346499733,29553155651496.906,0.196475598368594,0.051717141990793865,0.005924419732962998,0.005772530748946505,4.8303542626810226e-05,7.855613841761965,0.044704034219111684,0.005279334540536024,14293733290521.844,0.0044961918463161015,0.0007585490892391497,23513308356276.9,0.008545049918774235,0.0007243543847451035,11974705484705.016,0.08978737722076864,0.026753203032985704
Window Rank,34984,8765,75,0.2139250976924613,0.7219357490539551,116.65544319152832,117.37737894058228,4739549210135.074,0.27483772195834943,0.09861710158547575,27934913370202.652,0.1848524291888585,0.04581514399602792,0.009309578615616432,0.009016794497572849,0.000113699476964693,10.467155549210862,0.04563726019985404,0.004093945522555088,44103148506871.29,0.01118829149585264,0.000949525882052366,11457769672985.578,0.005845445854678337,0.0006392139613974221,14705896793367.299,0.08856299053252613,0.02503810507074548
Window Mahalanobis,34989,8765,70,0.19966342451296384,13.441404819488525,210.61987400054932,224.06127882003784,5211100089041.462,0.27923456228661314,0.10284643867586851,26720363854956.598,0.17941331173204397,0.04301420992538661,0.005728640537186865,0.005586319932797951,4.488797635283036e-05,7.333543635357572,0.03530072932855915,0.0034325908249674872,2534434099178.49,0.001988749287394689,0.0008635882933672737,7472323424685.365,0.004817450168532142,0.0006102230559119149,6989703577977.992,0.0843901871226551,0.02513532312530918
Window AR,10094,8765,24965,71.2085341852306,0.8786382675170898,43.82499933242798,44.70363759994507,1433302221777.2954,0.29622839661742667,0.11395233047299072,29190624388399.652,0.2032137933575071,0.05517305174702253,0.010657323035466307,0.010406861569717906,0.0001426513887020282,10.180075803848002,0.05362144965020735,0.005824668266146634,15618123163251.873,0.004913692741914428,0.0009219805435038223,20208421797222.043,0.00903598467625642,0.0013299590641596033,11075078595110.031,0.09623669643550355,0.02955744024708762
Window Mean,23891,8765,11168,31.854873213725433,272.1230425834656,78.77298617362976,350.89602875709534,7451956644494.138,0.2741974742704267,0.09954263125789947,31567803425609.324,0.19267327799552864,0.05032961110111625,0.008743279183679927,0.00853997187715271,0.00010356333640095317,6.186778020274749,0.039408725066494975,0.005138191295873221,29471100559036.363,0.008007236273065108,0.0009672991827248675,42070131775038.586,0.012760922948115865,0.000839600565745104,18426832067363.875,0.08926460140512987,0.026153482789960047
Window Median,26294,8765,8765,25.000713083658976,272.1230425834656,123.14656925201416,395.26961183547974,5764401067746.084,0.28244118675788527,0.10518338964491993,30951840219451.63,0.19996842230119213,0.053656878634268275,0.010264960299590092,0.009968914500305407,0.00013125006265901805,4.665907004001432,0.03486944674452386,0.005158258158395497,13869042866459.889,0.0044820960543472945,0.0008527764013493746,17035187264243.344,0.007362385696537331,0.000813318766677309,11270078569650.705,0.0898487420091309,0.027632645278044998
Binary Segmentation L1,32959,8765,2100,5.989902735388916,23.715147733688354,152.08272504806519,175.79787278175354,8517676436821.039,0.27318552758123343,0.10051454073619469,31080452487638.523,0.1829600510682901,0.04514975416944363,0.007359966868341512,0.007140303167267295,7.085140456087868e-05,5.356466633018155,0.03032492443672932,0.00336044471993239,7557531225035.389,0.003084293119741217,0.0008429237969561762,19261697799587.305,0.007362684298248855,0.0006246355026451923,11069559658181.047,0.08400963061191762,0.025093858388288925
Binary Segmentation L2,22659,8765,12400,35.3689494851536,3.9771640300750732,82.9522168636322,86.92938089370728,7824743798372.76,0.2763049395029449,0.10139951577826913,35370034301133.87,0.19999277188052578,0.054160228517711885,0.005932145257327184,0.005798929613668603,5.4046150071433386e-05,4.959158410193717,0.035606285725658354,0.005048731132824968,12318566012429.918,0.004266063117534179,0.0009997106994122256,44679510190409.74,0.013170081079746319,0.0008173678369310959,16698809050391.64,0.08918984515334538,0.027079933352536775
Binary Segmentation Normal,6874,8765,28185,80.39305171282695,8.457861185073853,30.81409001350403,39.27195119857788,19493866122276.363,0.2838204270961198,0.12086752577736697,45690624368176.07,0.20253553323490595,0.060617874561096255,0.012992372607103828,0.012832630472972442,0.011271937066126376,1.878207137965806,0.03370342301492726,0.007015744975412088,13668004797365.875,0.03610079343613389,0.47754999284151867,26595955602129.203,0.010510859693315278,0.0014628343504505116,17574741814991.24,0.09658394449139462,0.11313098492866301
Binary Segmentation RBF,32964,8765,2095,5.9756410622094185,7382.434072732925,150.35180592536926,7532.785878658295,7420923456136.532,0.2778542605853902,0.10329869463888226,28208565387160.562,0.18387155551121023,0.04529086633408231,0.008920465866291603,0.00872857988795278,0.0001292303128308882,7.911302486210227,0.037461181515404875,0.0036948240801149062,9097248513817.902,0.0034792385615117476,0.0009135029116816324,52607762146419.305,0.014574884689451268,0.0007052399219798967,16222416583923.484,0.08766161679181879,0.025672059699928713
Binary Segmentation Cosine,22659,8765,12400,35.3689494851536,5558.296564817429,150.40510392189026,5708.701668739319,10384701182761.924,0.270965364426837,0.09969489623848127,32840972533559.363,0.19548956133246312,0.05157668983186311,0.005852632019386411,0.0057059475137073105,5.044014912628494e-05,5.961036546794892,0.03870254835657883,0.005173332447108266,24241055670445.984,0.0067999997685753545,0.000893582028750252,83220887872328.0,0.021265006370010456,0.0009698260752318812,25114602876516.645,0.08982140462802812,0.026393127795093552
Binary Segmentation Linear,6874,8765,28185,80.39305171282695,14.511415958404541,35.13715696334839,49.64857292175293,19778067418180.203,0.29355615396548596,0.1274330071138291,47346468846315.89,0.20471751539162913,0.06278051419016752,0.010193402255365885,0.010023712690549323,0.0016997919014963628,4.512413653652904,0.03563191567955298,0.005393065219519518,6726180195365.185,0.03623645442858471,0.5217625796723934,37545194961077.02,0.012871950342094254,0.0016353465131382701,18565985236823.465,0.09883961708298122,0.12011738410175776
Binary Segmentation Clinear,2139,8765,32920,93.898856213811,7.023494005203247,12.612990140914917,19.636484146118164,15830350441014.488,0.33875160456885506,0.16044097861080586,28784200778926.3,0.3647488047882837,0.18419721660228647,0.012751780996846391,0.012478426907922805,0.004201652340281637,8.331885351260825,0.04800872570443971,0.006223292744590037,29357209485177.31,0.04193618083432262,0.5398535841780692,27067675298179.746,0.07117018768307376,0.265688876619333,16839906000550.756,0.1461823217478182,0.19343426684922696
Binary Segmentation Rank,33129,8765,1930,5.505005847286004,7.866785764694214,216.57850003242493,224.44528579711914,5640390776690.131,0.2833287403927342,0.10530630588634937,29616122692498.31,0.18686555763459306,0.04671995752077427,0.007344341235429716,0.007134216830839825,6.798432527595411e-05,6.33785472381951,0.03329161923300436,0.003606572848659763,13010522313838.611,0.004276751290745633,0.0008240538878438229,39700770951494.47,0.011565531851524084,0.0005901421044989369,14661301122421.084,0.08774373620557196,0.026185836095566985
Binary Segmentation Mahalanobis,33129,8765,1930,5.505005847286004,14162.229865074158,163.42696976661682,14325.656834840775,5578158083704.854,0.2833595638699707,0.10536922627204257,31014440920229.348,0.18287288994902565,0.0450391343033432,0.00646593992756688,0.006252337120783053,5.977931815890234e-05,8.024615498482248,0.03798900852480461,0.003682019614858233,8221478661387.286,0.0032461691494213582,0.0008666167942281607,16103925210557.967,0.006695926988765872,0.000626768695750348,10153000479314.354,0.08673598260046038,0.025940590833063607
Binary Segmentation AR,1244,8765,33815,96.45169571294105,32.17931413650513,15.110529899597168,47.289844036102295,37831560751555.31,0.460853263466068,0.29679956892857556,16043824005588.422,0.6221241810647774,0.5657219811262494,0.029123558146115096,0.028453159942537443,0.008911618534009638,18.617562127495976,0.09071660153757635,0.010518513855664666,29287871753041.79,0.03928433747845782,0.4749594846950815,29254422858935.133,0.14224466478361059,1.1547362119488422,18736279894856.195,0.2306127013788362,0.418607896514738
Binary Segmentation Mean,19463,8765,15596,44.48501098148835,27200.691685438156,104.13932275772095,27304.831008195877,4066351936239.823,0.2694122886324441,0.09573262611598027,29550187306446.176,0.1826612193120339,0.04499635367517419,0.004724679717600079,0.004596038005309019,3.136262466161178e-05,5.298816836662377,0.036599258391376135,0.005143793255054565,18718162681616.547,0.005624724265869762,0.0009488466863694315,61068173066842.41,0.01667366968031839,0.0008678333778568292,18900479165191.496,0.0859278663812245,0.024620135955849484
Binary Segmentation Median,22659,8765,12400,35.3689494851536,27200.691685438156,96.52068519592285,27297.21237063408,8340306592448.214,0.28050382674670427,0.10441828726721496,30987645932390.312,0.1996331546182801,0.05323786777111134,0.007963031265109843,0.007752656426150168,8.77070499119848e-05,5.253176155123551,0.0364641741618006,0.005020034621659203,8415451726388.969,0.003387851118395682,0.0009803147339403045,28730256000951.53,0.00980019253951062,0.000788290189188972,12745610042030.484,0.08959030926847296,0.02742208360550442
Bottom Up L1,32189,8765,2870,8.186200405031519,1.5330889225006104,220.69123101234436,222.22431993484497,5908566974129.879,0.2691796192359734,0.09561933815463454,25856639504359.973,0.17240524479081815,0.03982594727246626,0.005567626459804162,0.0054228707921585,4.341082620411526e-05,7.2692305738588985,0.03579589563213132,0.0036199712645794443,25631609574349.727,0.0069942335768952224,0.0007735758998614316,19648205413103.594,0.007378893983291964,0.0005977586861920314,12840836910991.533,0.08286279300187675,0.023413333683989682
Bottom Up L2,26294,8765,8765,25.000713083658976,1.355626106262207,300.39517188072205,301.75079798698425,1944342077143.2615,0.2734876090474789,0.0972875633098877,27540867131719.21,0.20004029493151157,0.05359214525330979,0.007032770505464046,0.0068442869184095504,6.355899245039497e-05,6.106846434282056,0.038127596628255975,0.00476070229339216,11047006431284.852,0.003779845628640707,0.0007593168860968311,8005899974055.052,0.005230855147691827,0.0007328964714564879,8089685935701.267,0.087918414716997,0.026199363867765543
Bottom Up Normal,6484,8765,28575,81.50546222082775,2.3803510665893555,37.41643285751343,39.79678392410278,19612221944623.793,0.29403397191591735,0.12757059930008513,46137380443226.05,0.20255505835143112,0.06074949777382987,0.010061456248113436,0.009931524982365353,0.0020351127575468234,5.150142005666624,0.037534193227130426,0.005724552869442921,26141540976051.188,0.03830331223471323,0.46063412476757637,84115079230527.88,0.022729084931091104,0.0015627260708587674,29334370432405.344,0.10084785760710663,0.10971276892322346
Bottom Up RBF,31794,8765,3265,9.312872586211816,900.0047149658203,277.88600492477417,1177.8907198905945,5481508035506.885,0.27681880261455605,0.1012216223780636,29034723118264.453,0.1818137776335555,0.044323339801474994,0.00614620429423619,0.005983713412223151,5.142325989923225e-05,6.950787128240861,0.03477686603116788,0.003572343007180547,6816306067386.318,0.002933993869271622,0.000863027879297917,20378212544802.93,0.007596412113442601,0.0006158189924693911,10285124960994.367,0.08498726094570146,0.025107929219730943
Bottom Up Cosine,26294,8765,8765,25.000713083658976,131.16206002235413,249.7854778766632,380.94753789901733,2745568084047.2686,0.26679042058747565,0.09322875456850782,29238526945322.902,0.19310416766703292,0.05016317359505103,0.0059459084805171345,0.00576283400723851,4.8504236680299344e-05,8.877806546045743,0.04796436841565796,0.005206628500692016,15233057954023.508,0.004766449526562302,0.0008279622010611817,21046299059992.523,0.008119701130675516,0.0007599229339902666,11377242007232.303,0.08775132355577309,0.025039157672663872
Bottom Up Linear,6509,8765,28550,81.43415385493026,2.8542020320892334,35.07858395576477,37.932785987854004,19878445888468.438,0.30140100194409336,0.13471626666096687,48793468355852.81,0.2118308734384568,0.0674068204613703,0.01510503040515734,0.014896124049374236,0.003547461057660498,6.133066995060479,0.039294935676798703,0.005172259046766309,12085075946164.648,0.03761094018357986,0.5333407241305533,77279471097298.08,0.021207156190727366,0.0021132585370986024,26339410214631.344,0.10437350524717019,0.12438279831573677
Bottom Up Clinear,779,8765,34280,97.7780313186343,1.911545991897583,14.606910943984985,16.51845693588257,38460037270510.92,0.45872239833786677,0.29098235569995806,8255303748118.409,0.7910708984025143,0.9069344228801018,0.1263767153164383,0.12308105967097474,0.05524791192573931,7.938761751723122,0.07639766871306765,0.013867035995426696,111144790228864.8,0.05863730530697713,0.5044023115090154,152644501425129.3,0.17550239300888182,1.2503063810329857,51750772112104.9,0.2805686205733759,0.5036234031738723
Bottom Up Rank,31549,8765,3510,10.011694572007187,1.8938238620758057,238.98692321777344,240.88074707984924,6587143994610.758,0.25870815335308717,0.08841100618648064,28062849561410.742,0.18403085601624092,0.045298411932054534,0.004921803131148004,0.004804118087985972,3.798744103885977e-05,7.437375593812934,0.035928297133544285,0.0034873974602244017,13413017127662.64,0.004320373527959183,0.0007866059499476137,22270598020094.85,0.007847012630174531,0.0005638202881675763,11722268117297.525,0.08260646845816456,0.02309753820965224
Bottom Up Mahalanobis,28809,8765,6250,17.827091474371773,158.6334958076477,201.23271799087524,359.86621379852295,2398125096855.914,0.25923608776217033,0.08858529900909308,23880815809550.434,0.19057106451193984,0.04920585787025803,0.007694719681835342,0.0074637159357360235,7.48532996905847e-05,8.248179657921382,0.03836320186117315,0.0036601441390812185,10590092358966.781,0.0038290034146729757,0.0009463970271997664,48130506884329.164,0.014052793263647213,0.000881166845802813,14166590024951.568,0.08558597779155591,0.02389228636518762
Bottom Up AR,26079,8765,8980,25.61396503037736,2.3366000652313232,156.54465079307556,158.88125085830688,2122863941729.542,0.28187511388933983,0.10388527704142375,28692197323223.758,0.19225147006883436,0.049458260138864854,0.005900690056233354,0.005720697235892332,4.8318651443557566e-05,7.262787006941808,0.042486659840879674,0.0051789512654929785,10962866476404.516,0.0038460674412169114,0.0008474952712063581,10552348051937.28,0.005751400665669517,0.000719106222152265,8721712632216.851,0.08865523485697073,0.026689568098430663
Bottom Up Mean,21678,8765,13381,38.16708976297099,1204.0655088424683,74.96365904808044,1279.0291678905487,7571133849778.501,0.27305116440405924,0.098892084759749,29349364712895.703,0.20065693151262506,0.05386261884365683,0.007811958879911695,0.00759300162239255,7.719206911971762e-05,5.090886256115115,0.035690033334142286,0.004914377430392859,6200241475734.599,0.0028413974785864824,0.0009138172954745499,32211125119893.164,0.010697295695720239,0.0008491896691954674,12555310859717.62,0.0884216373412537,0.02658488001126483
Bottom Up Median,26294,8765,8765,25.000713083658976,1204.0655088424683,197.4038689136505,1401.4693777561188,1547006155111.426,0.2745093904852828,0.09841035026656642,29467977277604.047,0.19903565056003958,0.052781143484369415,0.006003891245993511,0.005860518125422495,5.231007791925681e-05,5.3854920952707115,0.036559640735577485,0.005018523888438368,22799543509734.69,0.006428142751180628,0.0008292538298013692,11542415214145.389,0.006089507116821088,0.0007634972158973009,10892823692766.672,0.08808047496238612,0.026309179793832058
